prodi_code,prodi_name,jenjang,akreditasi_prodi,institution_code
7988,SISTEM KOMPUTER,S1,BAIK SEKALI,1263
7989,INFORMATIKA,S2,UNGGUL,2683
7990,TEKNIK INFORMATIKA,S1,BAIK SEKALI,963
7991,SISTEM INFORMASI,S1,BAIK SEKALI,544
7992,TEKNIK INFORMATIKA,S1,BAIK SEKALI,1858
7993,TEKNIK INFORMATIKA,D-III,UNGGUL,593
7994,TEKNIK INFORMATIKA,D-III,BAIK SEKALI,1576
7995,SISTEM INFORMASI,S1,BAIK,2459
7996,TEKNIK INFORMATIKA,S1,BAIK SEKALI,2491
7997,KOMPUTERISASI AKUNTANSI,D-III,BAIK SEKALI,2692
7998,KOMPUTERISASI AKUNTANSI,D-III,BAIK SEKALI,1900
7999,TEKNIK INFORMATIKA,S1,BAIK SEKALI,177
8000,TEKNIK INFORMATIKA,S1,BAIK,1939
8001,SISTEM INFORMASI KAMPUS KABUPATEN KARAWANG,D-III,BAIK SEKALI,398
8002,TEKNIK KOMPUTER,S1,BAIK SEKALI,2645
8003,TEKNIK INFORMATIKA,S1,BAIK SEKALI,534
8004,SISTEM INFORMASI,D-III,BAIK,3506
8005,MANAJEMEN INFORMATIKA,D-III,BAIK,3493
8006,TEKNIK INFORMATIKA,S1,BAIK SEKALI,259
8007,TEKNIK INFORMATIKA,S2,UNGGUL,2198
8008,SISTEM INFORMASI,S1,BAIK SEKALI,2602
8009,TEKNIK KOMPUTER,D-III,BAIK SEKALI,2692
8010,MAGISTER TEKNOLOGI INFORMASI,S2,UNGGUL,2685
8011,SISTEM INFORMASI,S1,BAIK SEKALI,3021
8012,MANAJEMEN INFORMATIKA,D-III,BAIK SEKALI,1904
8013,SISTEM INFORMASI,S1,BAIK SEKALI,3928
8014,TEKNIK INFORMATIKA,S1,BAIK,1576
8015,SISTEM INFORMASI,S1,BAIK SEKALI,3869
8016,SISTEM INFORMASI AKUNTANSI,D-III,BAIK SEKALI,390
8017,TEKNOLOGI INFORMASI,S2,BAIK,307
8018,SISTEM INFORMASI,S1,BAIK SEKALI,1870
8019,SISTEM INFORMASI,S1,BAIK SEKALI,2918
8020,SISTEM INFORMASI,S1,BAIK SEKALI,2870
8021,TEKNIK INFORMATIKA,S1,BAIK,2374
8022,SISTEM INFORMASI,S1,BAIK SEKALI,2080
8023,TEKNIK INFORMATIKA,S1,BAIK SEKALI,2923
8024,TEKNOLOGI INFORMASI,S2,BAIK SEKALI,544
8025,SISTEM INFORMASI,S1,BAIK SEKALI,2307
8026,SISTEM INFORMASI,S1,BAIK,807
8027,TEKNIK INFORMATIKA,S1,BAIK,2953
8028,TEKNIK INFORMATIKA,S1,BAIK,3929
8029,MANAJEMEN INFORMATIKA,D-III,BAIK SEKALI,1615
8030,INFORMATIKA,S1,BAIK,1440
8031,TEKNIK KOMPUTER,D-III,BAIK SEKALI,1027
8032,SISTEM INFORMASI,S1,BAIK,3627
8033,TEKNIK INFORMATIKA K. JEMBRANA,S1,BAIK,2484
8034,MANAJEMEN INFORMATIKA,D-III,BAIK,2798
8035,TEKNOLOGI REKAYASA INTERNET,D-IV,BAIK SEKALI,593
8036,SISTEM INFORMASI,S1,BAIK,2305
8037,INFORMATIKA,S1,BAIK,807
8038,TEKNIK INFORMATIKA,S1,BAIK SEKALI,2499
8039,TEKNIK INFORMATIKA,S1,BAIK,504
8040,KEAMANAN SISTEM INFORMASI,D-IV,BAIK,2511
8041,MANAJEMEN INFORMATIKA,D-III,BAIK SEKALI,3247
8042,TEKNIK INFORMATIKA,S1,BAIK SEKALI,2450
8043,SISTEM KOMPUTER,S1,BAIK,3253
8044,SISTEM INFORMASI,S1,BAIK SEKALI,390
8045,SISTEM INFORMASI,S1,BAIK SEKALI,2491
8046,INFORMATIKA,S1,BAIK,3531
8047,SISTEM INFORMASI,S1,UNGGUL,1623
8048,SISTEM INFORMASI,S1,UNGGUL,2121
8049,INFORMATIKA,S1,BAIK SEKALI,750
8050,TEKNIK INFORMATIKA,S2,BAIK SEKALI,2646
8051,TEKNIK INFORMATIKA,D-III,BAIK SEKALI,2646
8052,ILMU KOMPUTER,S1,BAIK,1133
8053,SISTEM INFORMASI,S1,BAIK,3253
8054,SISTEM KOMPUTER,S1,BAIK SEKALI,1809
8055,INFORMATIKA,S1,BAIK,1561
8056,TEKNIK INFORMATIKA,S1,BAIK SEKALI,3405
8057,SISTEM INFORMASI,S1,UNGGUL,2645
8058,TEKNIK INFORMATIKA,S1,BAIK,1066
8059,SISTEM INFORMASI,S1,BAIK,396
8060,INFORMATIKA,S1,BAIK SEKALI,1655
8061,TEKNIK INFORMATIKA,D-III,BAIK SEKALI,2645
8062,SISTEM INFORMASI,S1,BAIK,1066
8063,MANAJEMEN INFORMATIKA,D-III,BAIK SEKALI,1850
8064,SISTEM INFORMASI,S1,BAIK,2363
8065,INFORMATIKA,S1,BAIK SEKALI,63
8066,SISTEM INFORMASI,S1,BAIK SEKALI,1246
8067,TEKNIK KOMPUTER KONTROL,D-III,BAIK SEKALI,1571
8068,TEKNOLOGI INFORMASI,S1,BAIK SEKALI,2242
8069,TEKNIK INFORMATIKA,S1,BAIK SEKALI,2260
8070,TEKNIK INFORMATIKA,S1,BAIK,1552
8071,TEKNIK INFORMATIKA,S1,BAIK,2136
8072,INFORMATIKA,S1,BAIK SEKALI,1640
8073,TEKNOLOGI REKAYASA KOMPUTER,D-IV,BAIK SEKALI,3284
8074,TEKNIK INFORMATIKA,S1,BAIK SEKALI,1870
8075,SISTEM KOMPUTER,S1,BAIK SEKALI,2056
8076,MANAJEMEN INFORMATIKA,D-III,BAIK,3627
8077,TEKNIK KOMPUTER,S1,BAIK SEKALI,2049
8078,TEKNIK INFORMATIKA,S1,BAIK SEKALI,3470
8079,TEKNIK INFORMATIKA,S1,BAIK,3161
8080,SISTEM INFORMASI,S1,BAIK SEKALI,2049
8081,MANAJEMEN INFORMATIKA,D-III,BAIK,90
8082,SISTEM INFORMASI AKUNTANSI KAMPUS KOTA PONTIANAK,D-III,BAIK SEKALI,398
8083,SISTEM INFORMASI AKUNTANSI,D-III,BAIK SEKALI,398
8084,SISTEM INFORMASI AKUNTANSI KAMPUS KABUPATEN KARAWANG,D-III,BAIK SEKALI,398
8085,SISTEM INFORMASI,S1,BAIK SEKALI,3470
8086,TEKNOLOGI INFORMASI,S1,BAIK,2600
8087,REKAYASA PERANGKAT LUNAK,S1,BAIK,2600
8088,INFORMATIKA,S1,BAIK,1162
8089,TEKNIK INFORMATIKA,S1,BAIK SEKALI,870
8090,TEKNIK INFORMATIKA,S1,BAIK SEKALI,3364
8091,SISTEM INFORMASI,S1,BAIK SEKALI,1560
8092,SISTEM INFORMASI,S3,BAIK SEKALI,2649
8093,MANAJEMEN SISTEM INFORMASI,S2,UNGGUL,3187
8094,TEKNIK INFORMATIKA,S1,BAIK SEKALI,1895
8095,INFORMATIKA,S1,BAIK SEKALI,1529
8096,TEKNIK INFORMATIKA,S1,BAIK,2033
8097,TEKNIK INFORMATIKA,S1,BAIK SEKALI,1925
8098,ILMU KOMPUTER,S1,UNGGUL,2658
8099,ILMU KEPERAWATAN,S1,BAIK SEKALI,490
8100,NERS,PROFESI,BAIK SEKALI,490
8101,TEKNOLOGI PENDIDIKAN,S2,UNGGUL,3225
8102,PENDIDIKAN GURU SEKOLAH DASAR PENDIDIKAN JASMANI,S1,UNGGUL,3186
8103,PENDIDIKAN DASAR,S2,UNGGUL,2742
8104,PENDIDIKAN AKUNTANSI,S1,UNGGUL,2325
8105,PENDIDIKAN GURU SEKOLAH DASAR,S1,UNGGUL,3186
8106,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,BAIK SEKALI,2707
8107,PENDIDIKAN BAHASA INGGRIS,S1,BAIK,2136
8108,PENDIDIKAN BAHASA ARAB,S1,UNGGUL,1234
8109,PENDIDIKAN ILMU PENGETAHUAN SOSIAL,S2,BAIK SEKALI,3534
8110,PENDIDIKAN ILMU PENGETAHUAN ALAM,S3,UNGGUL,2742
8111,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,S1,UNGGUL,582
8112,PENDIDIKAN MATEMATIKA,S1,BAIK SEKALI,3371
8113,PENDIDIKAN BAHASA INGGRIS,S1,UNGGUL,3196
8114,PENDIDIKAN GURU SEKOLAH DASAR,S1,UNGGUL,3534
8115,BIMBINGAN DAN KONSELING,S1,BAIK SEKALI,3013
8116,"PENDIDIKAN JASMANI, KESEHATAN DAN REKREASI",S1,BAIK SEKALI,1048
8117,PENDIDIKAN TEKNIK ELEKTRO,S1,UNGGUL,2325
8118,PENDIDIKAN BAHASA MANDARIN,S1,BAIK SEKALI,2684
8119,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,UNGGUL,2327
8120,MANAJEMEN INFORMASI KESEHATAN,D-IV,BAIK,1018
8121,FISIKA,S1,UNGGUL,2685
8122,LINGUISTIK TERAPAN BAHASA INGGRIS,S2,A,3283
8123,AKUNTANSI,S1,BAIK,2606
8124,PENDIDIKAN BIOLOGI,S1,UNGGUL,1590
8125,KEPERAWATAN,D-III,BAIK SEKALI,2881
8126,KEBIDANAN,D-III,BAIK SEKALI,1189
8127,NEUROLOGI,SPESIALIS,UNGGUL,2665
8128,APOTEKER,PROFESI,BAIK SEKALI,740
8129,FARMASI,S1,BAIK SEKALI,740
8130,FARMASI,S3,UNGGUL,2074
8131,FARMASI,S2,UNGGUL,2074
8132,ILMU GIZI,S2,UNGGUL,2421
8133,PENDIDIKAN BAHASA INGGRIS,S1,UNGGUL,3858
8134,PENDIDIKAN ISLAM ANAK USIA DINI,S1,UNGGUL,1234
8135,PENDIDIKAN EKONOMI,S2,BAIK SEKALI,1242
8136,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,S1,UNGGUL,3794
8137,TADRIS ILMU PENGETAHUAN SOSIAL,S1,UNGGUL,1026
8138,PENDIDIKAN BAHASA DAN SASTRA JAWA,S1,UNGGUL,2742
8139,PENDIDIKAN GURU SEKOLAH DASAR,S1,BAIK SEKALI,2305
8140,PENDIDIKAN BAHASA INGGRIS,S1,BAIK SEKALI,254
8141,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,S1,BAIK SEKALI,2862
8142,PENDIDIKAN FISIKA,S1,UNGGUL,2742
8143,PENDIDIKAN BAHASA INGGRIS,S1,BAIK SEKALI,688
8144,PENDIDIKAN GURU SEKOLAH DASAR,S1,BAIK SEKALI,3371
8145,PENDIDIKAN LUAR BIASA,S1,BAIK,2136
8146,PENDIDIKAN MATEMATIKA,S1,BAIK SEKALI,3899
8147,PENDIDIKAN BAHASA ARAB,S1,UNGGUL,938
8148,PENDIDIKAN BIOLOGI,S1,BAIK SEKALI,3174
8149,PENDIDIKAN MATEMATIKA,S1,BAIK SEKALI,3174
8150,PENDIDIKAN ILMU PENGETAHUAN SOSIAL,S3,UNGGUL,2742
8151,PENDIDIKAN FISIKA,S1,BAIK SEKALI,3174
8152,"PENDIDIKAN JASMANI, KESEHATAN DAN REKREASI",S1,BAIK SEKALI,3013
8153,PENDIDIKAN MATEMATIKA,S1,BAIK SEKALI,688
8154,PENDIDIKAN KIMIA,S3,BAIK SEKALI,3228
8155,PENDIDIKAN BIOLOGI,S1,UNGGUL,2027
8156,PENDIDIKAN AGAMA ISLAM,S2,UNGGUL,992
8157,PENDIDIKAN DASAR,S2,BAIK SEKALI,684
8158,PENDIDIKAN AGAMA KRISTEN,S1,BAIK,2950
8159,PENDIDIKAN SEJARAH,S2,BAIK SEKALI,1895
8160,PENDIDIKAN GURU SEKOLAH DASAR,S1,BAIK SEKALI,2186
8161,PENDIDIKAN GEOGRAFI,S1,UNGGUL,2684
8162,MAGISTER ILMU PETERNAKAN,S2,UNGGUL,2685
8163,KEPERAWATAN,D-III,BAIK,775
8164,KEPERAWATAN,D-III,BAIK SEKALI,3054
8165,FARMASI,D-III,BAIK SEKALI,1279
8166,MANAJEMEN PELAYANAN RUMAH SAKIT,D-III,BAIK SEKALI,3696
8167,KEPERAWATAN,D-III,BAIK SEKALI,1646
8168,KEPERAWATAN,S1,BAIK,3502
8169,NERS,PROFESI,BAIK,3502
8170,KEBIDANAN,D-III,BAIK SEKALI,592
8171,NERS,PROFESI,BAIK,1882
8172,ILMU KEPERAWATAN,S1,BAIK SEKALI,1882
8173,KEDOKTERAN GIGI,S1,UNGGUL,2049
8174,DOKTER GIGI,PROFESI,UNGGUL,2049
8175,KEBIDANAN,D-III,BAIK SEKALI,3294
8176,PSIKIATRI,SPESIALIS,UNGGUL,2649
8177,"ILMU PENYAKIT TELINGA, HIDUNG, TENGGOROK BEDAH KEPALA LEHER",SPESIALIS,UNGGUL,2666
8178,KEPERAWATAN MEDIKAL BEDAH,SPESIALIS,UNGGUL,2665
8179,NERS,PROFESI,BAIK SEKALI,386
8180,ILMU KEPERAWATAN,S1,BAIK SEKALI,386
8181,FARMASI,S1,BAIK SEKALI,1694
8182,GIZI,S1,BAIK,582
8183,KEPERAWATAN,S1,BAIK SEKALI,3577
8184,NERS,PROFESI,BAIK SEKALI,3577
8185,ILMU PENYAKIT DALAM,SPESIALIS,UNGGUL,2646
8186,PENDIDIKAN ISLAM ANAK USIA DINI,S1,BAIK SEKALI,296
8187,PENDIDIKAN BAHASA INGGRIS,S1,BAIK SEKALI,682
8188,PENDIDIKAN VOKASIONAL KESEJAHTERAAN KELUARGA,S1,UNGGUL,1163
8189,RADIODIAGNOSTIK DAN RADIOTERAPI,D-III,BAIK SEKALI,2898
8190,KEPERAWATAN JIWA,SPESIALIS,UNGGUL,2665
8191,KEPERAWATAN ANAK,SPESIALIS,UNGGUL,2665
8192,KEPERAWATAN MATERNITAS,SPESIALIS,UNGGUL,2665
8193,ILMU KESEHATAN ANAK,SPESIALIS,UNGGUL,2074
8194,PENDIDIKAN GURU SEKOLAH DASAR,S1,UNGGUL,2684
8195,MANAJEMEN PENDIDIKAN ISLAM,S1,UNGGUL,1788
8196,BIMBINGAN DAN KONSELING,S2,UNGGUL,2742
8197,PENDIDIKAN MATEMATIKA,S2,BAIK SEKALI,2684
8198,PENDIDIKAN BAHASA INGGRIS,S2,BAIK SEKALI,519
8199,PENDIDIKAN AGAMA ISLAM,S1,UNGGUL,1788
8200,PENDIDIKAN AGAMA ISLAM,S1,BAIK SEKALI,3712
8201,ILMU KOMUNIKASI,S1,BAIK SEKALI,2645
8202,PSIKOLOGI,S1,BAIK SEKALI,1147
8203,HUBUNGAN MASYARAKAT,D-III,BAIK,1925
8204,PERENCANAAN DAN PENGEMBANGAN WILAYAH,S2,UNGGUL,2666
8205,PENDIDIKAN ISLAM ANAK USIA DINI,S1,BAIK,471
8206,TEKNIK INSTALASI LISTRIK,D-IV,BAIK,3814
8207,ILMU HUKUM,S1,BAIK SEKALI,1061
8208,PENDIDIKAN MATEMATIKA,S1,BAIK,102
8209,TEKNIK INFORMATIKA,S1,BAIK SEKALI,1675
8210,ILMU AGAMA,S3,BAIK SEKALI,819
8211,PENDIDIKAN ADMINISTRASI PERKANTORAN,S1,UNGGUL,2684
8212,TEOLOGI,S3,BAIK,3531
8213,PERBANKAN SYARIAH,S1,BAIK,2214
8214,ILMU KOMUNIKASI BUDDHA,S1,BAIK,403
8215,TEKNOLOGI PANGAN,S1,BAIK,3503
8216,HUKUM,S1,BAIK,678
8217,SASTRA INDONESIA,S3,BAIK,2666
8218,PARIWISATA,D-III,A,2665
8219,SEKRETARI,D-III,BAIK,2988
8220,PARIWISATA,S1,BAIK,667
8221,REKAYASA PERTANIAN DAN BIOSISTEM,S1,BAIK,646
8222,ILMU ADMINISTRASI NEGARA,S1,BAIK,2716
8223,BIMBINGAN DAN KONSELING,S1,BAIK,1537
8224,HUKUM,S2,BAIK,1780
8225,ILMU PEMERINTAHAN,S1,BAIK,1186
8226,TEKNIK SIPIL,S2,BAIK SEKALI,493
8227,REKAYASA PERANGKAT LUNAK,S1,BAIK,259
8228,GEOLOGI,S1,BAIK SEKALI,2665
8229,MATEMATIKA,S1,UNGGUL,2684
8230,ANALIS KIMIA,D-III,UNGGUL,2324
8231,BIOLOGI,S1,BAIK SEKALI,2177
8232,KIMIA,S1,UNGGUL,154
8233,FISIKA,D-III,BAIK SEKALI,2646
8234,STATISTIKA,D-III,BAIK SEKALI,2646
8235,FISIKA,S1,UNGGUL,2742
8236,BIOLOGI,S1,UNGGUL,2074
8237,KIMIA,S1,UNGGUL,2421
8238,FISIKA,S1,UNGGUL,154
8239,GEOGRAFI,S1,BAIK SEKALI,2307
8240,BIOLOGI,S1,UNGGUL,3186
8241,BIOLOGI,S1,UNGGUL,2496
8242,BIO TEKNOLOGI,S1,UNGGUL,1837
8243,FISIKA,S1,BAIK SEKALI,3217
8244,FISIKA,S1,BAIK SEKALI,2461
8245,BIOLOGI,S1,UNGGUL,2049
8246,FISIKA,S1,BAIK SEKALI,408
8247,BIOLOGI,S1,BAIK,658
8248,MATEMATIKA,S1,BAIK,3174
8249,MATEMATIKA,S1,UNGGUL,2074
8250,STATISTIKA,S1,UNGGUL,2325
8251,MATEMATIKA,S2,UNGGUL,2074
8252,MATEMATIKA,S2,UNGGUL,2665
8253,STATISTIKA TERAPAN,S2,UNGGUL,2074
8254,MATEMATIKA,S1,UNGGUL,3186
8255,FISIKA,S1,UNGGUL,2325
8256,SAINS KOMPUTASI,S2,UNGGUL,2683
8257,GEOFISIKA,S1,BAIK SEKALI,2665
8258,FISIKA,S1,BAIK SEKALI,2333
8259,BIOFISIKA,S2,BAIK SEKALI,2658
8260,FISIKA,S2,BAIK SEKALI,3297
8261,FISIKA,S1,BAIK SEKALI,2372
8262,MATEMATIKA,S3,UNGGUL,2160
8263,STATISTIKA,S1,UNGGUL,2665
8264,BIOLOGI,S1,BAIK SEKALI,2499
8265,MATEMATIKA,S1,BAIK,931
8266,KIMIA,S1,BAIK,1816
8267,FISIKA,S1,BAIK,2136
8268,STATISTIKA,S1,BAIK SEKALI,1895
8269,STATISTIKA,S1,UNGGUL,2074
8270,MATEMATIKA,S2,UNGGUL,2666
8271,ILMU KELAUTAN,S2,UNGGUL,2665
8272,BIOLOGI,S1,BAIK,3373
8273,KIMIA,S2,UNGGUL,3217
8274,ILMU KIMIA,S3,UNGGUL,2198
8275,BIOLOGI,S3,UNGGUL,2160
8276,KIMIA,S1,UNGGUL,2646
8277,AKTUARIA,S2,UNGGUL,2683
8278,MATEMATIKA,S1,BAIK SEKALI,1722
8279,KIMIA,S1,BAIK SEKALI,1722
8280,MATEMATIKA,S1,BAIK SEKALI,585
8281,FISIKA,S1,UNGGUL,2198
8282,KEBIDANAN,D-III,BAIK,3820
8283,KEPERAWATAN,D-III,BAIK SEKALI,1564
8284,ILMU PENDIDIKAN,S3,UNGGUL,2325
8285,PENDIDIKAN BAHASA JERMAN,S1,UNGGUL,2325
8286,PENDIDIKAN BAHASA INGGRIS,S1,BAIK SEKALI,8
8287,PENDIDIKAN TEKNOLOGI INFORMASI,S1,BAIK,3423
8288,"PENDIDIKAN JASMANI, KESEHATAN DAN REKREASI",S1,BAIK SEKALI,868
8289,MANAJEMEN PENDIDIKAN,S2,UNGGUL,2461
8290,PENDIDIKAN ILMU PENGETAHUAN ALAM,S2,BAIK SEKALI,347
8291,GROUND HANDLING,D-I,B,3846
8292,MANAJEMEN SUMBER DAYA PERAIRAN,S1,B,3271
8293,TEKNOLOGI HASIL PERTANIAN,S1,B,2931
8294,TEKNOLOGI PANGAN,S1,B,3286
8295,ILMU ADMINISTRASI NEGARA,S1,B,2906
8296,SASTRA INGGRIS,S1,B,1613
8297,TEKNIK PERENCANAAN PRASARANA,S2,A,2666
8298,ILMU FILSAFAT HINDU,S1,A,3084
8299,SASTRA JERMAN,S1,A,2074
8300,ILMU KOMUNIKASI,S2,B,1858
8301,AGROTEKNOLOGI,S1,B,1133
8302,ILMU KOMUNIKASI,S1,A,3187
8303,PSIKOLOGI,S1,B,1640
8304,ILMU HUKUM,S2,UNGGUL,2646
8305,HUKUM EKONOMI SYARI'AH,S1,BAIK SEKALI,2055
8306,ANTROPOLOGI SOSIAL,S1,UNGGUL,2646
8307,ILMU HUKUM,S3,BAIK SEKALI,2646
8308,KOMUNIKASI,S1,BAIK,759
8309,MANAJEMEN,S1,BAIK,1644
8310,AGROTEKNOLOGI,S1,B,3206
8311,ILMU KOMUNIKASI,S1,B,1027
8312,TEKNOLOGI PENGOLAHAN HASIL PERIKANAN,D-III,B,482
8313,SASTRA INDONESIA,S1,A,2421
8314,AQIDAH DAN FILSAFAT ISLAM,S2,B,1147
8315,ILMU HUKUM,S1,B,566
8316,AGROTEKNOLOGI,S1,B,386
8317,ILMU ADMINISTRASI NEGARA,S1,BAIK,3031
8318,GIZI,S1,BAIK,2325
8319,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,S1,BAIK SEKALI,2427
8320,PENDIDIKAN AGAMA KRISTEN,S2,BAIK,3437
8321,TEKNOLOGI PENDIDIKAN,S2,UNGGUL,647
8322,PENDIDIKAN BAHASA INGGRIS,S1,BAIK SEKALI,1624
8323,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,BAIK SEKALI,2182
8324,PENDIDIKAN ISLAM ANAK USIA DINI,S1,BAIK,519
8325,MANAJEMEN PENDIDIKAN ISLAM,S2,UNGGUL,1765
8326,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,BAIK SEKALI,140
8327,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,UNGGUL,1836
8328,PENDIDIKAN TEKNIK BANGUNAN,S1,BAIK SEKALI,140
8329,PENDIDIKAN AGAMA ISLAM,S1,UNGGUL,1765
8330,PENDIDIKAN ILMU PENGETAHUAN SOSIAL,S1,UNGGUL,2742
8331,PENDIDIKAN BAHASA ARAB,S1,UNGGUL,1765
8332,PENDIDIKAN ILMU PENGETAHUAN ALAM,S2,UNGGUL,647
8333,PENDIDIKAN BAHASA INDONESIA,S2,BAIK SEKALI,676
8334,PENDIDIKAN BAHASA INGGRIS,S1,UNGGUL,1765
8335,PENDIDIKAN AGAMA ISLAM,S2,BAIK SEKALI,966
8336,PENDIDIKAN GURU MADRASAH IBTIDAIYAH,S1,UNGGUL,2022
8337,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,BAIK SEKALI,582
8338,PENDIDIKAN GURU SEKOLAH DASAR,S1,BAIK SEKALI,819
8339,PENDIDIKAN FISIKA,S2,BAIK SEKALI,2325
8340,PENDIDIKAN EKONOMI,S2,UNGGUL,2684
8341,PENDIDIKAN BAHASA INDONESIA,S2,BAIK SEKALI,606
8342,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,S1,BAIK SEKALI,606
8343,ADMINISTRASI RUMAH SAKIT,S1,BAIK,449
8344,PENDIDIKAN AGAMA ISLAM,S3,UNGGUL,1147
8345,PENDIDIKAN BIOLOGI,S1,C,842
8346,PENDIDIKAN SENI PERTUNJUKAN,S1,B,1242
8347,ILMU HUKUM,S2,B,1602
8348,ADMINISTRASI PUBLIK,S2,B,1895
8349,SENI KARAWITAN,S1,A,312
8350,ARSITEKTUR,S1,B,287
8351,ILMU PERTANIAN,S3,B,585
8352,ILMU PEMERINTAHAN,S1,B,1593
8353,PENDIDIKAN PROFESI GURU,PROFESI,B,606
8354,SENI,S2,A,312
8355,TEOLOGI,S1,B,2190
8356,PSIKOLOGI,S1,B,1870
8357,KRIYA,S1,A,312
8358,ILMU LINGKUNGAN,S3,B,2074
8359,AGROTEKNOLOGI,S1,BAIK,2076
8360,AGRIBISNIS,S1,BAIK,2076
8361,ILMU HUKUM,S1,B,1848
8362,AGROTEKNOLOGI,S1,B,2344
8363,KOMUNIKASI DAN PENYIARAN ISLAM,S1,B,1100
8364,TEKNIK ELEKTRO,S3,UNGGUL,2198
8365,SASTRA INDONESIA,S1,UNGGUL,2649
8366,ILMU KOMUNIKASI,S1,UNGGUL,2649
8367,PSIKOLOGI,S1,UNGGUL,2649
8368,PENDIDIKAN EKONOMI,S1,B,332
8369,PENDIDIKAN MATEMATIKA,S1,BAIK,332
8370,TEKNOLOGI PENDIDIKAN,S2,B,1155
8371,MANAJEMEN,S1,BAIK,332
8372,HUKUM,S1,UNGGUL,2649
8373,ILMU AGAMA ISLAM,S2,UNGGUL,2237
8374,ILMU ANTROPOLOGI,S2,A,2666
8375,DIETISIEN,PROFESI,BAIK SEKALI,954
8376,PENDIDIKAN BAHASA INGGRIS,S1,BAIK SEKALI,749
8377,PENDIDIKAN AGAMA KRISTEN,S1,BAIK,1143
8378,EKONOMI DAN PEMBANGUNAN,S1,BAIK SEKALI,1895
8379,ADMINISTRASI BISNIS,S1,B,3385
8380,KESEHATAN DAN KESELAMATAN KERJA,S1,BAIK SEKALI,2438
8381,ILMU BIOMEDIS,S1,BAIK,1999
8382,PENDIDIKAN PROFESI NERS,PROFESI,BAIK SEKALI,742
8383,PENDIDIKAN PROFESI DOKTER,PROFESI,UNGGUL,742
8384,KEPERAWATAN,S1,BAIK SEKALI,742
8385,KEDOKTERAN,S1,UNGGUL,742
8386,ANESTESIOLOGI DAN TERAPI INTENSIF,SPESIALIS,UNGGUL,3297
8387,PATOLOGI KLINIK,SPESIALIS,UNGGUL,2160
8388,GIZI,S1,BAIK SEKALI,992
8389,DERMATOLOGI DAN VENEREOLOGI,SPESIALIS,UNGGUL,2680
8390,ILMU KEPERAWATAN,S1,BAIK SEKALI,2696
8391,NERS,PROFESI,BAIK SEKALI,2696
8392,FARMASI,S1,BAIK,2696
8393,KEBIDANAN,D-III,BAIK SEKALI,2696
8394,PENDIDIKAN BAHASA,S2,UNGGUL,2325
8395,PENDIDIKAN BAHASA ARAB,S1,UNGGUL,951
8396,PENDIDIKAN AGAMA ISLAM,S1,UNGGUL,951
8397,PENDIDIKAN AGAMA ISLAM,S1,B,2954
8398,PENDIDIKAN AGAMA ISLAM,S2,B,1750
8399,MANAJEMEN PENDIDIKAN ISLAM,S2,A,1613
8400,PENDIDIKAN GURU SEKOLAH DASAR,S2,BAIK SEKALI,3186
8401,TEKNIK INFORMATIKA,D-IV,B,1541
8402,FIQH MODERN,S3,BAIK SEKALI,2237
8403,TEOLOGI,S1,BAIK,2950
8404,FARMASI,S1,BAIK,629
8405,ILMU KESEHATAN ANAK,SPESIALIS,UNGGUL,2121
8406,OBSTETRI DAN GINEKOLOGI,SPESIALIS,UNGGUL,2649
8407,KEPERAWATAN,S2,BAIK,1499
8408,MANAJEMEN PENDIDIKAN,S2,BAIK SEKALI,3311
8409,MAGISTER MANAJEMEN BIDANG PARIWISATA,S2,BAIK SEKALI,2061
8410,DESTINASI PARIWISATA,S1,BAIK SEKALI,2061
8411,MANAJEMEN KONVENSI DAN EVENT,D-IV,UNGGUL,2061
8412,ADMINISTRASI PUBLIK,S1,BAIK,168
8413,HUKUM,S1,BAIK,168
8414,ADMINISTRASI PUBLIK,S1,B,2118
8415,ADMINISTRASI PUBLIK,S1,B,2014
8416,MANAJEMEN,S1,BAIK SEKALI,2203
8417,SASTRA JEPANG,S1,UNGGUL,3187
8418,TADRIS BIOLOGI,S1,BAIK SEKALI,1623
8419,PENDIDIKAN AGAMA ISLAM,S1,UNGGUL,411
8420,PENDIDIKAN BAHASA INGGRIS,S1,BAIK,2879
8421,"ILMU KESEHATAN TELINGA HIDUNG TENGGOROK, BEDAH KEPALA DAN LEHER",SPESIALIS,UNGGUL,3217
8422,PENDIDIKAN GURU SEKOLAH DASAR,S1,UNGGUL,1196
8423,PENDIDIKAN LUAR SEKOLAH,S1,BAIK SEKALI,519
8424,PENDIDIKAN SEJARAH,S1,BAIK,2215
8425,PENDIDIKAN BAHASA INGGRIS,S1,BAIK,2215
8426,ILMU HUKUM,S2,BAIK,1467
8427,USAHA PERJALANAN WISATA,D-III,BAIK,613
