id_sp,kab_kota_pt,provinsi_pt,akreditasi,nama_singkat,status_pt,nama_pt,jenis_pt,jumlah_prodi,range_biaya_kuliah
0mnZL47s4dCPEFiKkdo_vhYJB3uiXpOjiwTEIGruE1GgDFBDbMwOmQVe2I575biiwcD3ZA==,Kota Surabaya,Prov. Jawa Timur,Unggul,UC,Aktif,Universitas Ciputra Surabaya,Swasta,25,
rCQG0grxiqqNjCBMd-CpPZBOHKgZSiZwZuPhJjeWElUcim2oEgHQWC7A3EH0enNCqQ0dxw==,Kota Palembang,Prov. Sumatera Selatan,Unggul,STIHPADA,Aktif,Sekolah Tinggi Ilmu Hukum Sumpah Pemuda,Swasta,2,
Bt0PGPZD_iV7vOwhKL-62WPLfw9VCKhItaugbD7sgQnG-zyNnjY_4HGcozCoHpQJEHyPww==,Kota Padang,Prov. Sumatera Barat,B,UPGRISBA,Aktif,Universitas PGRI Sumatera Barat,Swasta,23,2.600.000 - 7.500.000
uxKrOBpAsE-ULgsUjLJkOkfSjNC6FppV4N0RrXLdy4Ukut_p0yinm5WlQgc9dlrYLhJiMQ==,Kab. Majalengka,Prov. Jawa Barat,Baik,STKIP Yasika,Alih Bentuk,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Yasika,Swasta,2,2.400.000 - 4.550.000
8a5gSHGbGde9L0JlxtP6qLBwBZG7ZLw1f-xuElcky4Dquqej952e9fxywg-YTF1F37AoRw==,Kab. Boalemo,Prov. Gorontalo,,,Tutup,STIM Boalemo,Swasta,5,
vYSduDqmt6zwj7WtJ27v3ykaUhyhrNVBDdp4vpDfZ_EQg7LWAIJ7GEQ8hsRLsTpIrHTnGg==,Kab. Sorong,Prov. Papua Barat,,,Tutup,STIE Trinitas Sorong,Swasta,2,
_5xqwfrrXbAFqyfCjhXP5ifzj7qypVp5r2jmccMtkjYo4QnitJSLHSTegT4yEo4wfWlgTA==,Kab. Sukoharjo,Prov. Jawa Tengah,,,Tutup,Akademi Bahasa Asing Prawira Martha Sukoharjo,Swasta,1,
sN9NhAnXP8Hil6614e8dHJAuGmeR6eTf1-llaXD9LwTo_lQziqFlIfZd6D87RIXzJPGgJw==,Kota Bengkulu,Prov. Bengkulu,Baik,STIT Trisula Bengkul,Tutup,Sekolah Tinggi Ilmu Teknik Trisula,Swasta,4,1.000.000 - 2.000.000
P7vXiRd-zMwjKHBd1oJW6lmBtrFyvccy2fave_TeCFDRL4MvqMw8G7L8RdEUZnYclMvqnQ==,Kab. Purworejo,Prov. Jawa Tengah,Baik,STIE RAJAWALI PURWOR,Aktif,Sekolah Tinggi Ilmu Ekonomi Rajawali,Swasta,2,300.000 - 2.400.000
ZTQQOIHJWBPKRX9sW3bu_3TwzrN2bwhnaIezzFtvt02MTUWuZEVpDlwRH_xT3ANTcn-Pdg==,Kota Mataram,Prov. Nusa Tenggara Barat,,AMIKOM MATARAM,Alih Bentuk,Akademi Manajemen Informatika & Komputer Mataram,Swasta,3,
4VWQby4z3H64C0SLyiXzgp5gTVClOOOfLf6gbR5KsH7fJxSOM09a8tpfRvCVzDUdYoATXQ==,Kota Makassar,Prov. Sulawesi Selatan,C,,Alih Bentuk,Sekolah Tinggi Ilmu Keperawatan Gunung Sari,Swasta,3,
_c1t5zFy7qpsddt1lSB-N0clQk4HZT25lkpZrdwKV0hSxJhr1zz9e3E0fmNUJ8Vu4CPZcQ==,Kab. Pidie Jaya,Prov. Aceh,,,Aktif,Akademi Kebidanan Pidie Jaya,Swasta,1,
Dz-5Uo0kc10gKSTKJujocrHkM_AsUzPaCdkDNZxCF13E5kbgrq0SlICSqXgLoxaXcMIRxg==,Kota. Tual,Prov. Maluku,Baik,Uningrat Tual,Aktif,Universitas Doktor Husni Ingratubun Tual,Swasta,10,2.400.000 - 4.000.000
eTMGjNW49IQ7YWV7VXR6orVViDVjSyTVeibGkRvQvAfIR5WjKkuTSojapoBK1SaOAQ2Vzw==,Kota Singkawang,Prov. Kalimantan Barat,Baik Sekali,ISBI Singkawang,Aktif,Institut Sains Dan Bisnis Internasional Singkawang,Swasta,6,240.000 - 6.950.000
snkcOEkNjfY1k0lz4ZMUojzfb4ca9FaHIGDJEDqF_rIn-jTX4X1o-I2PvjOeD8D2WWKIfQ==,Kota Palembang,Prov. Sumatera Selatan,,,Alih Bentuk,Akademi Analis Kesehatan Widya Dharma,Swasta,1,
MFXPsGKEfbSmnD-xCceohVLqkUlGURzepOAFKhpxyYfFU24tcNq4XrvPRbIOliBdzeWInQ==,Kota Kupang,Prov. Nusa Tenggara Timur,,,Tutup,Akademi Koperasi Indonesia Ratu Jelita,Swasta,1,
D5xABaUTl3aQ9k4SqI5itB-y5KZHsrUPFGof0THzc_H7NjLnLpeu2YFH3Fs7vgsoJKmZuQ==,Kota Bandar Lampung,Prov. Lampung,,Akper Baitul Hikmah,Alih Bentuk,Akademi Keperawatan Baitul Hikmah,Swasta,1,
OVpfPNMHimbqTpU2sG79UgvH9DZRbHwmINQv97CiL7-hcz_GTqYOTduuxvtG4D3KX280PQ==,Kab. Gowa,Prov. Sulawesi Selatan,,ASYG,Alih Bentuk,Akademi Keperawatan Syekh Yusuf Gowa,Swasta,1,
LVDpnbQXkKtphLZmjRlI6ec_ttT3MOykrRpYwczjL3b9iUG095xod69KJUM2voyMFwmv1w==,Kota Tarakan,Prov. Kalimantan Utara,,AKPER KALTARA,Alih Bentuk,Akademi Keperawatan Kaltara Tarakan,Swasta,1,
HevpajFR-63e2JDzeltfqJ1mmbRlF_YoAfRUoUuTisQdp39M4B0j35Mz9JAXCdUnL7gNIg==,Kota Pangkalpinang,Prov. Bangka Belitung,B,ISB Atma Luhur,Aktif,Institut Sains dan Bisnis Atma Luhur,Swasta,5,2.400.000 - 4.000.000
FagcToTOsP7fMNRb-sgbeButtxegQVEAo5nn6zzi8IgG-m6aPs6dosCf1Z3DFmYX6qMHmA==,Kab. Ciamis,Prov. Jawa Barat,Baik Sekali,STIKES MUCIS,Aktif,STIKES Muhammadiyah Ciamis,Swasta,7,100.000 - 18.850.000
60rJGMlkARh1JDoLSt0zJoyQpejHB55xKj6b27urpm0rQOb_Qsr8JzjM1QQfV1BUQZhNSg==,Kota Denpasar,Prov. Bali,Baik,UTI,Aktif,Universitas Teknologi Indonesia,Swasta,11,2.400.000 - 3.500.000
PD9E7dtRJB_QRPbGqGhrG-ctk9_eiq1EGQDAmuPuVoH3uGtuFY4dRfOdwW-VRHFmkmd8FA==,Kota Banda Aceh,Prov. Aceh,B,Politeknik Aceh,Aktif,Politeknik Aceh,Swasta,9,2.400.000 - 5.550.000
h2rtiS4U5C9hUNqNqr_tOy3hgtdyt1QCn6zavgNmGAPlrdRzje9jed3I5TtJTpU7bIU1bQ==,Kab. Brebes,Prov. Jawa Tengah,Baik,STMIK MPB,Alih Bentuk,STMIK Muhammadiyah Paguyangan Brebes,Swasta,2,2.400.000 - 3.000.000
LHJkK2Ixgq7ZOiVRTa7oTQ_WNujE9drJ7sgXkEKQha6Rjv5psWs8dYS55i9pFWWjWbZ_jg==,Kota Makassar,Prov. Sulawesi Selatan,Baik Sekali,UIT,Aktif,Universitas Indonesia Timur,Swasta,22,1.950.000 - 19.750.000
ksC_risd8vXU-__OxKGno1ydePNvN8V9vDS5WRxZMJOLLc62tak-LfuirlBEebenh6Wbsw==,Kota Palembang,Prov. Sumatera Selatan,,STIKESAP,Alih Bentuk,Sekolah Tinggi Ilmu Kesehatan `Aisyiyah Palembang,Swasta,8,150.000 - 17.850.000
uDAo1exvkLYta5fMmsYQcP2v8JES7jl0XUe5ZJ1wh0jJq_aHWQ63CGNph-f8Psbml4oWqA==,Kota Banjarmasin,Prov. Kalimantan Selatan,,Akper Kesdam VI/Tpr,Alih Bentuk,Akademi Keperawatan Kesdam VI/Tanjung Pura,Swasta,2,
l7FQD5HSxPjgTW7b7pqQxW9CODGp3yTGz9wmPCLlG2y84RleULQseNIO86LLIraWwIJ0UA==,Kota Palembang,Prov. Sumatera Selatan,,,Aktif,Universitas Sanz Magnatya,Swasta,7,750.000 - 35.000.000
02yWKx8hASvuUs83BrN7sVrFJcxjU-Y4EUbloQJdgBkm6y6kkYRyaF2CcDBgr25WfbTT5Q==,Kab. Malang,Prov. Jawa Timur,,KCL,Aktif,King's College London,Swasta,2,
a7COiJOIGQoWmjR9DFuytj4bDYwMpyGQEYsNh5dNHwAEI8TVYJlCa7KiV2zSUFqgtZezmA==,Kota Madiun,Prov. Jawa Timur,,,Alih Bentuk,STISIP Muhammadiyah Madiun,Swasta,2,
hHlBj_cg6plOulcPwmPDKrDvW_ukmiCeG2H-sBCL8JKpLN8vMFZ-A5jd1AQCkcsqjruu4g==,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,,ABA BSI Jakarta,Alih Bentuk,Akademi Bahasa Asing BSI Jakarta,Swasta,2,
E65nLKaYhs_x31YTtmjV6l_bp7WmE7KT8UDOzatEUr0qAEmDjAuCYYMoPpct_iM4i9S0Jg==,Kota Jakarta Timur,Prov. D.K.I. Jakarta,Baik,UIC,Aktif,Universitas Ibnu Chaldun,Swasta,11,100.000 - 12.500.000
EXwJ4Dg6wzyBZelgOP3lDj4edlGhQNHPrGXQjVRuTcwYJThrKwNFCmp_TaDf8vpWmcSWJQ==,Kab. Banyumas,Prov. Jawa Tengah,Baik,STIE SATRIA,Aktif,Sekolah Tinggi Ilmu Ekonomi Satria,Swasta,2,3.000.000 - 3.000.000
CJCOY39liAxnpJB0wbWI8Yuzh9zFamQ5xP6Hoe8YBPUeAI1pb2fhAIyYlBbQyD2Bm99bdg==,Kota Bandung,Prov. Jawa Barat,B,Unnur,Aktif,Universitas Nurtanio Bandung,Swasta,19,30.000 - 7.940.000
x_Dspqu0PEllQnqK0b_wQH-JgiMALzNWiWuM9GZ4c_KvfxbUKLtlWjoMBkEpjIdpVHc7fA==,Kab. Bima,Prov. Nusa Tenggara Barat,Baik,STKIP HABI,Aktif,STKIP Harapan Bima,Swasta,6,1.400.000 - 1.400.000
N8f6KGjiW4oYRaylHvrcXvvIXySMFIFeDPDRsGSU2H2G7bb92NSQnPmg7sBxJSuEUaaAbw==,Kab. Aceh Barat,Prov. Aceh,Baik,STIKES MSB,Aktif,STIKES Medika Seramoe Barat,Swasta,3,2.400.000 - 9.000.000
NQc2u1I-nE48uZ4HBl5jYE47g_zMsAOOqJRIHUZScRT5XDOWKdoEfwNsLJk-vDrAyiqEew==,Kota Langsa,Prov. Aceh,Baik,STIKes BUL,Aktif,STIKES Bustanul Ulum Langsa,Swasta,3,2.600.000 - 4.000.000
CEQEw-3ieRxNsjiUN12xoDff9o4LW56AmPFj-X-9e3aD8vOmNdXXWWA2yfPWGnXJluuB1w==,Kota Banda Aceh,Prov. Aceh,Baik,UNADA,Aktif,Universitas Al Washliyah Darussalam Banda Aceh,Swasta,7,
61IIwMBMZBjt5GVqzX70Egh5VOy_fGQC5yaHq5B3cozBPrQIZam4Lz5QSGZAVc5bC8duDQ==,Kab. Lampung Utara,Prov. Lampung,,Akbid Gemilang Husad,Aktif,Akbid Gemilang Husada Kotabumi,Swasta,1,
0rLv51E6d-AQMZPXriDJJUE4UqZkVnFXdDiQxx3GPa1KiKAC-93lNuiah2v_LTmpebxxbg==,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,Baik,ATW,Alih Bentuk,Akademi Terapi Wicara ,Swasta,1,7.050.000 - 12.900.000
ZuIGrhCvQX-vYpfHCsMfL_TdC0O9y5fHRc65IlwdaluHRqzTjFU7jMg2uM57r9FiMI-t0g==,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,Unggul,UHAMKA,Aktif,Universitas Muhammadiyah Prof Dr Hamka,Swasta,59,800.000 - 75.000.000
831Z8_twN5Y-eeC4pRJ4_MKNE32K2yPfLReoSa-_MbARQNR9mtP1_qb0Rjdz9X3MADST2A==,Kota Jakarta Utara,Prov. D.K.I. Jakarta,,STIA-YPIAMI,Tutup,Sekolah Tinggi Ilmu Administrasi YPIAMI,Swasta,2,
QL19rpZnSepSRRVtbFrYCtzpx39eXUzZlKnOBTqz8HMWj1gItwlg7vIR_12mUxfVQ-iIFA==,Kab. Malang,Prov. Jawa Timur,B,UMC,Aktif,Universitas Ma Chung,Swasta,17,400.000 - 20.000.000
-LRMY40wQkeF-oZzbIzcm_FUVLRtixLZrxTNnbX1zwnjSD5wUH_hDPNGuW4MqNMfju6ThA==,Kab. Jembrana,Prov. Bali,,,Alih Bentuk,STKIP Jembrana,Swasta,3,
NVTIhOGUrHmH4BNFEWfw_jw82CVkfBtFgEnXzGEy2w6v-RgChxd6DEWd-dPYAOiRVx7WZw==,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,Baik,ARO Gapopin,Aktif,Akademi Refraksi Optisi dan Optometry Gapopin,Swasta,2,
MGtC6niwexk0eZ21VIbTXorh04KxGnnfMBos832RdKk-5V2nR20etW5kjNpfniCgss3nHQ==,Kota Yogyakarta,Prov. D.I. Yogyakarta,Baik Sekali,UCY,Aktif,Universitas Cokroaminoto Yogyakarta,Swasta,8,300.000 - 7.200.000
iSOkIG5FNH_Dvdyk1Pg4zgHt4Si_cOX9bkAUJ5lOfSV63M-sC31pNmE3DSril6bOiF4Q8g==,Kab. Bireuen,Prov. Aceh,Baik Sekali,Akbid Munawarrah ,Aktif,Akademi Kebidanan Munawarrah Bireuen,Swasta,1,
C47Hr8e975uqoq7Nig--iYfya1MiHl8HxWNDetThrDKtzwKKXnybnOwUZe1Ig7wjM0djJw==,Kota Bima,Prov. Nusa Tenggara Barat,Baik,UM BIMA,Aktif,Universitas Muhammadiyah Bima,Swasta,13,900.000 - 900.000
H1iNGCxXCWZNKznBTT-mTpBRya6sSt040ghVzJOT1Bu6Ndx744iVoPcHeJ-kM2jUv-T6KA==,Kota Tasikmalaya,Prov. Jawa Barat,,,Alih Bentuk,Akademi Kebidanan Syahida Komunika,Swasta,1,
5tMD28OdceVy3-J5kp-3OxMZ9l37o6Ap1KT61GhxmEpvaUcQFyOwnAoiWsDdODGdV9Vujw==,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,Baik,POKADA,Aktif,Politeknik Karya Husada,Swasta,6,300.000 - 14.050.000
kKrW5dNQLEmdGtVDG2zsKo35WPDfr4iQF718VU2qAaH3S4y2kRuwzWeGq8VfW2c1DKWFlQ==,Kota Bandung,Prov. Jawa Barat,B,ARS University,Aktif,Universitas Adhirajasa Reswara Sanjaya,Swasta,9,4.500.000 - 4.500.000
VasTHaWtwD7w1_7Cfx6gbTSwGYCTA8_ELYoXFHt-uvdamcIUd31hRrRbhtkiYI10hUwynQ==,Kab. Probolinggo,Prov. Jawa Timur,,,Alih Bentuk,Akademi Kebidanan Hafshawaty Zainul Hasan Genggong,Swasta,1,
OUE2zS__bXKmaCZPpNe0o8WIQmqYUD1VjCKBQQ7zKbGRY1C8WASYN5nzBXWh1fh-hnYTnA==,Kota Jakarta Timur,Prov. D.K.I. Jakarta,Baik,STMK Trisakti,Aktif,Sekolah Tinggi Media Komunikasi Trisakti,Swasta,4,600.000 - 13.700.000
U2jEnZApMjkdwMfA3ovgISZm8Y9iEFuvV1a-xEttAxRRHEtYDqeKAbGyYCPSwc9_kM99UQ==,Kota Medan,Prov. Sumatera Utara,,,Alih Bentuk,Sekolah Tinggi Teknik Harapan,Swasta,6,
InTApgpQgp58fp7lD8o9fG_Ba3PjX42va88ji3pwumQ-8Rx0CR0NOnn3XvtawMXmchIYLQ==,Kab. Pamekasan,Prov. Jawa Timur,Baik,Akbid Aifa Husada,Aktif,Akademi Kebidanan Aifa Husada,Swasta,1,3.000.000 - 3.000.000
J-JUhH8YD_pFpABb-G2nnwyz_hDBDDSx1HCcTYBEszEL7KI3p7X5nPpHYfQT3KEtdZ4c_Q==,Kota Medan,Prov. Sumatera Utara,,,Tutup,Akademi Keperawatan Sari Mutiara Medan,Swasta,1,
uK4evttLkK8K5qJtLAIiY_RfDP7DEDyuOgZbUugKeSeMwVnWaCgAqVzwHxVdXCOar7pUkA==,Kota. Tual,Prov. Maluku,,STIH,Alih Bentuk,Sekolah Tinggi Ilmu Hukum Muhammad Thaha Tual ,Swasta,2,
m4XEaoFs3U-b3DgelBfuiOOquk_gguJF7l9QjjRf9mrw5trMargM4Vrs-nzlFdlmhkPv5Q==,Kab. Ponorogo,Prov. Jawa Timur,Baik,AKAFARMA SUNAN GIRI,Aktif,Akademi Analis Farmasi Dan Makanan Sunan Giri,Swasta,2,240.000 - 5.000.000
iGlEDTaf9UuhYqiXi645hHno0GgZmMhO6jPGr6ta8REz8fiwM2WWcoMANiM-63P6Pjus2Q==,Kota Malang,Prov. Jawa Timur,B,,Aktif,Institut Teknologi Nasional Malang,Swasta,19,1.900.000 - 22.650.000
SBjWtHjaJaqs3QVAH6i04_bflpG9n468YqBissrJaG3XTVVOKM8FcjMmvRHHcj64IB9jww==,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,,,Tutup,Sekolah Tinggi Ilmu Ekonomi Gandhi,Swasta,1,
HpZfK4hABYCTtq1Uxsp-bqZ6KCk8i1wgoNrctEmz7Ujef1ZwkvwCiIMbd-SAJSxmhsrJdQ==,Kota Malang,Prov. Jawa Timur,B,Unidha,Aktif,Universitas Wisnuwardhana,Swasta,16,300.000 - 13.500.000
CGPICpA6y61POZWl48dSSbs2-oae0aUYj56wmBAae6OPWyeD1-uXgmymBLlDEVvfDAcXLA==,Kota Bandar Lampung,Prov. Lampung,Baik Sekali,STKIP PGRI BANDAR LA,Aktif,Sekolah Tinggi Keguruan dan Ilmu Pendidikan PGRI Bandar Lampung,Swasta,9,2.200.000 - 7.000.000
Jv7USwgDWXdsqtFeLPNJRPWM7oSw1AquI0DvKZGGrmAsdV-QfHdvs9cZqnxl2jP03sxeRA==,Kab. Deli Serdang,Prov. Sumatera Utara,Baik,,Aktif,Universitas Nahdlatul Ulama Sumatera Utara,Swasta,14,2.400.000 - 2.400.000
Ly0o7IoaH16hs5zWHloEmMgcCi1cYvzcnsuy5Vmj1qPAyGhkaU5ooxmJEnnZDto0nnBE4A==,Kota Medan,Prov. Sumatera Utara,Baik,,Aktif,Sekolah Tinggi Ilmu Kesehatan Sehat Medan,Swasta,5,3.000.000 - 4.000.000
SNbEsT0B6CiKKAUfTr5k4mbzt0aUldrs3UrdiaX_jQCmNcA6x3jzF-thaeFqua5VxrbVbg==,Kota Bukittinggi,Prov. Sumatera Barat,,,Pembinaan,STISIP Pancasakti,Swasta,4,
L6m-s0KUYVFVorCJJkT__XIZ4-Awno58Ygn-btMZ5_rUglDLrONUWk8kifMrYIpaCS-OzQ==,Kota Bandung,Prov. Jawa Barat,,,Aktif,Lancaster University,Swasta,4,
hhd7SdBsUSIMFO4l9OqmAyTSH2q0lIcu4mQIkLBSpdno0LcZeT4d2C7rLoTCm8HSydM3BQ==,Kab. Kudus,Prov. Jawa Tengah,,,Alih Bentuk,Akademi Kebidanan Kudus,Swasta,1,
Qsxo4iBWQu3re0pwR1f7AGcVicQ1h0KC7yaKhdA669XW_LHcB4rgSg3x5hEHqfCq7LQqeg==,Kota Serang,Prov. Banten,Baik,,Alih Bentuk,STKIP Banten,Swasta,6,
XuVD2PEw64klUa_iPrKMQKwWywyYry0dup3VliYZWV-NOgSV0xcB2VVpn4jPa_ygDksdyw==,Kota Surabaya,Prov. Jawa Timur,Baik,,Aktif,IKIP Widya Darma,Swasta,5,2.875.000 - 2.875.000
39z1pZ4XC8Mjhqmq0Eowx0ibr3zjB8LFmJogUb4XTPGNh21BZZ6iREcPw9nCtQwN-TQYwg==,Kab. Banyumas,Prov. Jawa Tengah,,,Tutup,Politeknik Ma arif,Swasta,2,
ShUBAgqV7rIR-uJecDiY7LQp4EZGYgOPiWYKHdvuTMgo8762qwDGXLQPe7z_vFX5Iz-pHQ==,Kota Malang,Prov. Jawa Timur,,ITP,Aktif,Institut Sains Dan Teknologi Palapa,Swasta,5,
Zt_2xCdt3gY1MOhitDJarWTATQC0zdgahoQaRDdOZKDbw1q7a-nmx29Z0sCxdIVLyY18BA==,Kab. Kuburaya,Prov. Kalimantan Barat,Baik Sekali,AKPB,Aktif,Akademi Kebidanan Panca Bhakti ,Swasta,1,
6HOhEoyb6sYpPwfarbYpt7Y7a6lWc1WW4J0JV7VATN4noU_m_zDtHjHlDrm_EcfpmxFbAg==,Kab. Mojokerto,Prov. Jawa Timur,Baik,,Aktif,Akademi Pariwisata Majapahit,Swasta,2,12.000.000 - 12.000.000
1kHMlEls_bhkt5701NtLF2r2AGNtpd0w5qkcFpy69ZzIFD5sb5Pb8DycqlOrGKxX5Fnn7Q==,Kab. Labuhan Batu,Prov. Sumatera Utara,,STIPER Labuhanbatu,Alih Bentuk,Sekolah Tinggi Ilmu Pertanian Labuhan Batu,Swasta,2,
yoGjsA7wYYA_uPIAADQ8OiecyTPpipdzX-W7UFiZ8Z-ntqhXZDmBZL4hZpHfI6ffYF41Iw==,Kab. Gorontalo,Prov. Gorontalo,Baik Sekali,UMGo,Aktif,Universitas Muhammadiyah Gorontalo,Swasta,36,5.500.000 - 5.500.000
czvcMJP9xBWbwI8wSEqo2LjE5uEnjECNw6-nnDK0cEJ7z_kYMf_Bg23EitlimBsCaorbdQ==,Kab. Kotawaringin Timur,Prov. Kalimantan Tengah,,AKBID MUHAMMADIYAH K,Alih Bentuk,Akademi Kebidanan Muhammadiyah Kotim,Swasta,1,
Ys1k0Zw2xSgxqAzqRrcUqLtKTjSP3nUxPrvrkmRZbl9Z4BFlrppGH44QXCTtBQ27X3so0g==,Kab. Aceh Tengah,Prov. Aceh,Baik Sekali,STIHMAT,Aktif,Sekolah Tinggi Ilmu Hukum Muhammadiyah Takengon,Swasta,1,
A_l0j_BiOup9QkRA_ehtSUPkMuaapg9ZfvjSAQE-3qfs1maTrnviGski90usltiEa_KIQA==,Kab. Maluku Tenggara,Prov. Maluku,Baik,STIA Langgur,Aktif,Sekolah Tinggi Ilmu Administrasi Langgur,Swasta,2,2.100.000 - 2.100.000
55mrMBu9r8gAR0tOWr3cvC6RspHCEntcLNToiNSp456O7kAd7yQW2Fpc4QX8_6pGMmmZXw==,Kab. Soppeng,Prov. Sulawesi Selatan,,,Aktif,Sekolah Tinggi Ilmu Administrasi Al Gazali Soppeng,Swasta,1,
nt-E9NXZihp2G5t5kmGnCRTTYQPYLpOikDfYapvGV8K6OWUmvUPqX2cxtCMfn5JEnosHWQ==,Kab. Banyuasin,Prov. Sumatera Selatan,Baik,ITBN,Aktif,Institut Teknologi dan Bisnis Nasional,Swasta,3,2.400.000 - 20.400.000
aW8JT_3Jv7i6miyeNKxcf9_DV46D0JaLQuC50s9CqfEuoz2soDrJfMg4mxfXtOPD4usX4Q==,Kota Jayapura,Prov. Papua,,STIMIK SEPNOP,Alih Bentuk,STIMIK Sepuluh Nopember Jayapura,Swasta,4,
ujc0989alydPjZOciGEofn0k0VMF8YEeq5xiSNOke_FM7IB1NjaaBx8bj1qbrFDat14NfA==,Kota Balikpapan,Prov. Kalimantan Timur,,,Tutup,Politeknik Balikpapan,Swasta,4,
iysyxESoDpFkIu81ZNeaKbLTVho9ZXR2EUjDtfsLFAOID50NerGHWgCxXHUMu8D1ZQ2pGA==,Kota Palopo,Prov. Sulawesi Selatan,Baik Sekali,UNANDA,Aktif,Universitas Andi Djemma,Swasta,17,1.200.000 - 5.000.000
xhZZxL3riaHDtyNIKJzvae3a1HTJelGmvx71EF0InpFMCUMdLTxmOKo0k-Qr54B5ukCQVw==,Kota Prabumulih,Prov. Sumatera Selatan,Baik,UNPRA,Aktif,Universitas Prabumulih,Swasta,8,2.000.000 - 4.800.000
V_axQiWYKQjTlgnuaRJqSHWNZwhWuQRSjuK9NyNhjE3LzB8moiYjA4jMPvXVT6LNSOws1w==,Kota Denpasar,Prov. Bali,Baik,STIKI Indonesia,Alih Bentuk,Sekolah Tinggi Manajemen Informatika dan Komputer STIKOM Indonesia,Swasta,2,
cveRrcB1ipP_BCuQYXUaEJKqX2-gmQUzZjETuheu9pve_h8tkYHVTx5hq99kP88a6I6VSg==,Kota Bogor,Prov. Jawa Barat,Baik,ASTRI,Aktif,Akademi Sekretari Triguna,Swasta,1,500.000 - 500.000
Yl8gzH9SttY_xWMTEYPIi1M93PSimdExDX9R1DLXtoTh7zGtXnKetdFkoXv5-Xa6OcXCwA==,Kab. Sleman,Prov. D.I. Yogyakarta,Baik,STIPARY,Aktif,Akademi Pariwisata Stipary,Swasta,3,2.400.000 - 4.790.000
bj9kTWij3UTzWCN6sM6iu48fYahQz0wkPrYLX7AlHQUzYG-yIYb-MKQaHPX-zPCBV41miQ==,Kota Samarinda,Prov. Kalimantan Timur,Baik Sekali,,Aktif,STIKES Dirgahayu Samarinda,Swasta,4,6.500.000 - 6.500.000
4JXB2wQdSzS0AHbGmw34SF1KOjnjnkCxKJKrsNYySP5IwG2ymToiN0uVIyToGZKAAbduSw==,Kota Surakarta,Prov. Jawa Tengah,,STMIK Duta Bangsa,Alih Bentuk,STMIK Duta Bangsa,Swasta,4,
hvSUNRn80wDW1_jsGnG7Qz3OdQXwebBHnTWt1fH_6XzD2tHVy9g-wamZZQ6jGlp3HWqAmQ==,Kab. Sumedang,Prov. Jawa Barat,,IKOPIN,Alih Bentuk,Institut Manajemen Koperasi Indonesia,Swasta,6,
zdA2EF6rLn_LLOvtigjc-g9Us8F7KFm-dBTNZ15luvidPfuqfjljSkZ7r4ezWrLihkXi8g==,Kab. Banjar,Prov. Kalimantan Selatan,,,Alih Bentuk,Sekolah Tinggi Ilmu Kesehatan Cahaya Bangsa,Swasta,3,
adFn_PxufpLRUS8gBHjfOqIuBMrDVbPOqOiNH7bAxEgeSevomRHQzb3wt4A2SZDFUEMKRw==,Kab. Garut,Prov. Jawa Barat,Baik Sekali,ITG,Aktif,Institut Teknologi Garut,Swasta,5,3.960.000 - 5.000.000
kT6puiTLxz7mKGZXBo4-52QzuIDBGrP164ORPIUKwS9e1erL18s5nLwjUv5-amC8shAXbg==,Kota Serang,Prov. Banten,,AKBID SALSABILA,Alih Bentuk,Akademi Kebidanan Salsabila,Swasta,1,
krY3pXCl63pq2M_vjaWEIamSZdB0qNiQdrs8ekl8X_uyGf968PnVBuEjVEGA4GOz9JPXdg==,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,,UICI,Aktif,Universitas Insan Cita Indonesia,Swasta,7,1 - 1
_8Vtb2Wu5CyLz6CScAJnrW8akBmO-hKHzIU3SlSzzswqngQ_QkGS1_DVCuZoC2d09MdVGA==,Kab. Tangerang,Prov. Banten,,STMIK IPEM,Alih Bentuk,STMIK Insan Pembangunan,Swasta,4,
x2nL5pFkb_iCuRCgNsfz_629xfAqTOMSOvnQ-YsBLUE2_2D3spgTsKDUhNnN7QVpMszfTA==,Kota Yogyakarta,Prov. D.I. Yogyakarta,Unggul,,Aktif,Universitas Kristen Duta Wacana,Swasta,20,
vqWmCHrt2cZ8jOnnxfRar-VZw8r8LWmBIGVlY9RnVkoJWDClVcmS5AlcBGdmbP5YG-fjVg==,Kota Bandar Lampung,Prov. Lampung,,STMIK Mitra Lampung,Alih Bentuk,STMIK Mitra Lampung,Swasta,2,
KiwqXR4If9tztVLsAdvDH2yZEPoUXn57jvHTQslRIdXeKkNpvz0h2FY1JXAqAZi9Y3XVdw==,Kab. Deli Serdang,Prov. Sumatera Utara,,,Alih Kelola,Sekolah Tinggi Teknologi Sinar Husni,Swasta,3,2.460.000 - 2.460.000
q1eAc4LJjxuP5aEtzBZX8t2q9qDTUZydzo7szSyGZwwJWurok8n_8KG15nv2pfWndlZSZw==,Kota Palembang,Prov. Sumatera Selatan,Baik,ASM Sriwijaya,Aktif,Akademi Sekretari Dan Manajemen Sriwijaya,Swasta,2,
