cluster,cluster_name,institution_name,institution_code,body_type,link,province,campus_accreditation,banpt_code,rank,institution_code,student_amount,lecturer_amount,average_semester_fee,starting_semester_fee,ending_semester_fee,average_yearly_fee,starting_yearly_fee,ending_yearly_fee
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS PEPABRI MAKASSAR,1090,SWASTA,-,SULAWESI SELATAN,BAIK,banpt-1538,600,1090,-1.0,-1.0,3000000.0,2000000.0,4000000.0,6000000.0,4000000.0,8000000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI ILMU KESEHATAN SENTRAL,1091,SWASTA,-,SUMATERA UTARA,BAIK,banpt-1647,,1091,-1.0,-1.0,3000000.0,3000000.0,3000000.0,6000000.0,6000000.0,6000000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS TEKNOLOGI SURABAYA,1092,SWASTA,-,JAWA TIMUR,BAIK,banpt-890,512,1092,-1.0,-1.0,3000000.0,3000000.0,3000000.0,6000000.0,6000000.0,6000000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS SIBER ASIA,1093,SWASTA,-,D.K.I. JAKARTA,BAIK SEKALI,banpt-1861,182,1093,-1.0,-1.0,3000000.0,3000000.0,3000000.0,6000000.0,6000000.0,6000000.0
3,Perguruan Tinggi Menengah di Daerah,STIKES MUHAMMADIYAH LHOKSEUMAWE,1094,SWASTA,-,ACEH,BAIK,banpt-3591,,1094,-1.0,-1.0,3000000.0,3000000.0,3000000.0,6000000.0,6000000.0,6000000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS DOKTOR HUSNI INGRATUBUN PAPUA,1095,SWASTA,-,PAPUA,B,banpt-1242,,1095,-1.0,-1.0,3000000.0,3000000.0,3000000.0,6000000.0,6000000.0,6000000.0
3,Perguruan Tinggi Menengah di Daerah,STIKES DARMAIS PADANGSIDIMPUAN,1096,SWASTA,-,SUMATERA UTARA,BAIK,banpt-1383,,1096,-1.0,-1.0,3000000.0,3000000.0,3000000.0,6000000.0,6000000.0,6000000.0
3,Perguruan Tinggi Menengah di Daerah,INSTITUT TEKNOLOGI ALBERTH FOENAY,1097,SWASTA,-,NUSA TENGGARA TIMUR,BAIK,banpt-2107,,1097,-1.0,-1.0,3000000.0,3000000.0,3000000.0,6000000.0,6000000.0,6000000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS NAHDLATUL ULAMA SIDOARJO,1098,SWASTA,-,JAWA TIMUR,BAIK SEKALI,banpt-2418,273,1098,-1.0,-1.0,3000000.0,1500000.0,4500000.0,6000000.0,3000000.0,9000000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS W R SUPRATMAN,1099,SWASTA,-,JAWA TIMUR,BAIK,banpt-1186,,1099,-1.0,-1.0,3000000.0,3000000.0,3000000.0,6000000.0,6000000.0,6000000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI TEKNOLOGI IMMANUEL,1100,SWASTA,-,SUMATERA UTARA,BAIK,banpt-1231,,1100,-1.0,-1.0,3000000.0,3000000.0,3000000.0,6000000.0,6000000.0,6000000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI ILMU EKONOMI MARS,1101,SWASTA,-,SUMATERA UTARA,BAIK,banpt-312,,1101,-1.0,-1.0,3000000.0,3000000.0,3000000.0,6000000.0,6000000.0,6000000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN BINA HARAPAN CELEBES,1102,SWASTA,-,SULAWESI SELATAN,BAIK,banpt-131,,1102,-1.0,-1.0,3000000.0,3000000.0,3000000.0,6000000.0,6000000.0,6000000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS ISLAM RADEN RAHMAT,1103,SWASTA,-,JAWA TIMUR,BAIK,banpt-3867,278,1103,-1.0,-1.0,3000000.0,2500000.0,3500000.0,6000000.0,5000000.0,7000000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS SOERJO,1104,SWASTA,-,JAWA TIMUR,BAIK,banpt-3742,440,1104,-1.0,-1.0,3000000.0,3000000.0,3000000.0,6000000.0,6000000.0,6000000.0
3,Perguruan Tinggi Menengah di Daerah,STMIK KRISTEN NEUMANN INDONESIA,1105,SWASTA,-,SUMATERA UTARA,BAIK,banpt-1262,,1105,-1.0,-1.0,3000000.0,3000000.0,3000000.0,6000000.0,6000000.0,6000000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI MANAJEMEN INFORMATIKA DAN KOMPUTER KALIREJO LAMPUNG,1106,SWASTA,-,LAMPUNG,BAIK,banpt-872,,1106,-1.0,-1.0,3000000.0,3000000.0,3000000.0,6000000.0,6000000.0,6000000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS MUHAMMADIYAH BANTEN,1107,SWASTA,-,BANTEN,BAIK,banpt-2136,,1107,-1.0,-1.0,3000000.0,3000000.0,3000000.0,6000000.0,6000000.0,6000000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI ILMU KESEHATAN SIHAT BEURATA BANDA ACEH,1108,SWASTA,-,ACEH,BAIK,banpt-511,,1108,-1.0,-1.0,3000000.0,2500000.0,3500000.0,6000000.0,5000000.0,7000000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS KRISTEN INDONESIA TORAJA,1109,SWASTA,-,SULAWESI SELATAN,BAIK,banpt-3822,240,1109,-1.0,-1.0,3000000.0,3000000.0,3000000.0,6000000.0,6000000.0,6000000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN MUHAMMADIYAH OKU TIMUR,1110,SWASTA,-,SUMATERA SELATAN,BAIK,banpt-1134,,1110,-1.0,-1.0,3000000.0,3000000.0,3000000.0,6000000.0,6000000.0,6000000.0
3,Perguruan Tinggi Menengah di Daerah,INSTITUT PERTANIAN MALANG,1111,SWASTA,-,JAWA TIMUR,BAIK,banpt-3891,,1111,-1.0,-1.0,3000000.0,3000000.0,3000000.0,6000000.0,6000000.0,6000000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI ILMU EKONOMI SATRIA,1112,SWASTA,-,JAWA TENGAH,BAIK,banpt-750,,1112,-1.0,-1.0,3000000.0,3000000.0,3000000.0,6000000.0,6000000.0,6000000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI ILMU HUKUM AWANG LONG,1113,SWASTA,-,KALIMANTAN TIMUR,BAIK SEKALI,banpt-3347,,1113,-1.0,-1.0,3000000.0,2000000.0,4000000.0,6000000.0,4000000.0,8000000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS MUSLIM INDONESIA,1114,SWASTA,https://campus.quipper.com/directory/universitas-muslim-indonesia,SULAWESI SELATAN,UNGGUL,banpt-2114,131,1114,21450.0,798.0,3000000.0,3000000.0,3000000.0,6000000.0,6000000.0,6000000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN NABIRE,1115,SWASTA,-,PAPUA,BAIK,banpt-449,,1115,-1.0,-1.0,3000000.0,3000000.0,3000000.0,6000000.0,6000000.0,6000000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS PUANGRIMAGGALATUNG,1116,SWASTA,-,SULAWESI SELATAN,BAIK SEKALI,banpt-2789,,1116,-1.0,-1.0,3000000.0,2000000.0,4000000.0,6000000.0,4000000.0,8000000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS SUBANG,1117,SWASTA,https://campus.quipper.com/directory/universitas-subang,JAWA BARAT,BAIK SEKALI,banpt-2191,354,1117,3719.0,89.0,3000000.0,3000000.0,5000000.0,6000000.0,6000000.0,10000000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI ILMU EKONOMI BISMA LEPISI,1118,SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-ekonomi-bisma-lepisi,JAWA BARAT,BAIK,banpt-3813,,1118,1416.0,22.0,3000000.0,3000000.0,3000000.0,6000000.0,6000000.0,6000000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI TEKNOLOGI INDUSTRI DAN FARMASI BOGOR,1119,SWASTA,-,JAWA BARAT,BAIK,banpt-2454,,1119,-1.0,-1.0,3000000.0,1900000.0,4100000.0,6000000.0,3800000.0,8200000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI ILMU EKONOMI BISNIS INDONESIA,1120,SWASTA,-,D.K.I. JAKARTA,BAIK,banpt-2459,,1120,-1.0,-1.0,3000000.0,3000000.0,3000000.0,6000000.0,6000000.0,6000000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI ILMU KESEHATAN FLORA,1121,SWASTA,-,SUMATERA UTARA,BAIK,banpt-1616,,1121,-1.0,-1.0,3000000.0,3000000.0,3000000.0,6000000.0,6000000.0,6000000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS BALE BANDUNG,1122,SWASTA,https://campus.quipper.com/directory/universitas-bale-bandung,JAWA BARAT,BAIK SEKALI,banpt-3524,376,1122,2202.0,105.0,3000000.0,3000000.0,5275000.0,6000000.0,6000000.0,10550000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI ILMU EKONOMI FAJAR,1123,SWASTA,-,JAWA BARAT,BAIK,banpt-952,,1123,-1.0,-1.0,3000000.0,3000000.0,3000000.0,6000000.0,6000000.0,6000000.0
3,Perguruan Tinggi Menengah di Daerah,INSTITUT TEKNOLOGI DAN BISNIS CARNEGIE,1124,SWASTA,-,SUMATERA UTARA,BAIK,banpt-1367,,1124,-1.0,-1.0,3000000.0,3000000.0,3000000.0,6000000.0,6000000.0,6000000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI ILMU EKONOMI NASIONAL BANJARMASIN,1125,SWASTA,-,KALIMANTAN SELATAN,BAIK,banpt-3852,,1125,-1.0,-1.0,2990000.0,1980000.0,4000000.0,5980000.0,3960000.0,8000000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI ILMU EKONOMI GICI,1126,SWASTA,-,JAWA BARAT,BAIK,banpt-2327,,1126,-1.0,-1.0,2975000.0,100000.0,5850000.0,5950000.0,200000.0,11700000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS TOMAKAKA,1127,SWASTA,-,SULAWESI BARAT,BAIK,banpt-1201,234,1127,-1.0,-1.0,2960000.0,2050000.0,3870000.0,5920000.0,4100000.0,7740000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI ILMU EKONOMI CENDEKIA KARYA UTAMA,1128,SWASTA,-,JAWA TENGAH,B,banpt-2172,,1128,-1.0,-1.0,2950000.0,2400000.0,3500000.0,5900000.0,4800000.0,7000000.0
3,Perguruan Tinggi Menengah di Daerah,AMIK JABAL GHAFUR,1129,SWASTA,-,ACEH,TIDAK TERAKREDITASI,banpt-167,,1129,-1.0,-1.0,2950000.0,2400000.0,3500000.0,5900000.0,4800000.0,7000000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI ILMU KESEHATAN BALA KESELAMATAN PALU,1130,SWASTA,-,SULAWESI TENGAH,BAIK,banpt-1578,,1130,-1.0,-1.0,2950000.0,2700000.0,3200000.0,5900000.0,5400000.0,6400000.0
3,Perguruan Tinggi Menengah di Daerah,INSTITUT TEKNOLOGI KELING KUMANG,1131,SWASTA,-,KALIMANTAN BARAT,BAIK,banpt-1226,,1131,-1.0,-1.0,2950000.0,1200000.0,4700000.0,5900000.0,2400000.0,9400000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS TEKNOLOGI INDONESIA,1132,SWASTA,-,BALI,BAIK,banpt-2139,UN,1132,-1.0,-1.0,2950000.0,2400000.0,3500000.0,5900000.0,4800000.0,7000000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS MULIA,1133,SWASTA,-,KALIMANTAN TIMUR,BAIK,banpt-689,463,1133,-1.0,-1.0,2950000.0,1400000.0,4500000.0,5900000.0,2800000.0,9000000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI ILMU EKONOMI MIFTAHUL HUDA,1134,SWASTA,-,JAWA BARAT,BAIK,banpt-3040,,1134,-1.0,-1.0,2950000.0,2900000.0,3000000.0,5900000.0,5800000.0,6000000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI ILMU KESEHATAN MALAHAYATI MEDAN,1135,SWASTA,-,SUMATERA UTARA,BAIK,banpt-1547,,1135,-1.0,-1.0,2950000.0,2400000.0,3500000.0,5900000.0,4800000.0,7000000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI ILMU KESEHATAN JABAL GHAFUR,1136,SWASTA,-,ACEH,BAIK,banpt-318,,1136,-1.0,-1.0,2950000.0,2400000.0,3500000.0,5900000.0,4800000.0,7000000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS GAJAH PUTIH,1137,SWASTA,-,ACEH,BAIK,banpt-3075,518,1137,-1.0,-1.0,2950000.0,2400000.0,3500000.0,5900000.0,4800000.0,7000000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI TEKNOLOGI STIKMA INTERNASIONAL,1138,SWASTA,-,JAWA TIMUR,BAIK,banpt-4023,,1138,-1.0,-1.0,2950000.0,2950000.0,2950000.0,5900000.0,5900000.0,5900000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS NUSANTARA MANADO,1139,SWASTA,-,SULAWESI UTARA,BAIK,banpt-2599,561,1139,-1.0,-1.0,2917500.0,2085000.0,3750000.0,5835000.0,4170000.0,7500000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS PELITA BANGSA,1140,SWASTA,https://campus.quipper.com/directory/universitas-pelita-bangsa,JAWA BARAT,BAIK,banpt-1579,,1140,13315.0,355.0,2900000.0,350000.0,5500000.0,5800000.0,700000.0,11000000.0
3,Perguruan Tinggi Menengah di Daerah,STIE MADANI BALIKPAPAN,1141,SWASTA,-,KALIMANTAN TIMUR,BAIK,banpt-115,,1141,-1.0,-1.0,2900000.0,1000000.0,4800000.0,5800000.0,2000000.0,9600000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS BANDAR LAMPUNG,1142,SWASTA,https://campus.quipper.com/directory/universitas-bandar-lampung,LAMPUNG,B,banpt-2691,220,1142,5979.0,183.0,2900000.0,2900000.0,2900000.0,5800000.0,5800000.0,5800000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS KATOLIK INDONESIA SANTU PAULUS RUTENG,1143,SWASTA,-,NUSA TENGGARA TIMUR,B,banpt-1277,,1143,-1.0,-1.0,2900000.0,800000.0,5000000.0,5800000.0,1600000.0,10000000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI ILMU EKONOMI WIDYA GAMA,1144,SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-ekonomi-widya-gama,JAWA TIMUR,BAIK,banpt-3901,,1144,2045.0,49.0,2900000.0,2900000.0,2900000.0,5800000.0,5800000.0,5800000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS BINA SARANA INFORMATIKA,1145,SWASTA,-,D.K.I. JAKARTA,UNGGUL,banpt-475,87,1145,-1.0,-1.0,2880000.0,1980000.0,3780000.0,5760000.0,3960000.0,7560000.0
3,Perguruan Tinggi Menengah di Daerah,STMIK BINA MULIA,1146,SWASTA,-,SULAWESI TENGAH,BAIK,banpt-348,,1146,-1.0,-1.0,2875000.0,2750000.0,3000000.0,5750000.0,5500000.0,6000000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI ILMU EKONOMI IBMT,1147,SWASTA,-,JAWA TIMUR,BAIK,banpt-3882,,1147,-1.0,-1.0,2875000.0,250000.0,5500000.0,5750000.0,500000.0,11000000.0
3,Perguruan Tinggi Menengah di Daerah,IKIP WIDYA DARMA,1148,SWASTA,-,JAWA TIMUR,BAIK,banpt-262,,1148,-1.0,-1.0,2875000.0,2875000.0,2875000.0,5750000.0,5750000.0,5750000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI ILMU EKONOMI PALANGKA RAYA,1149,SWASTA,-,KALIMANTAN TENGAH,BAIK,banpt-3694,,1149,-1.0,-1.0,2875000.0,1000000.0,4750000.0,5750000.0,2000000.0,9500000.0
3,Perguruan Tinggi Menengah di Daerah,STMIK PPKIA PRADNYA PARAMITA,1150,SWASTA,-,JAWA TIMUR,B,banpt-2564,,1150,-1.0,-1.0,2875000.0,250000.0,5500000.0,5750000.0,500000.0,11000000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS EKASAKTI,1151,SWASTA,https://rencanamu.id/cari-kampus/universitas-ekasakti,SUMATERA BARAT,B,banpt-641,382,1151,6685.0,6685.0,2875000.0,2000000.0,3750000.0,5750000.0,4000000.0,7500000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI ILMU KESEHATAN PANRITA HUSADA BULUKUMBA,1152,SWASTA,-,SULAWESI SELATAN,BAIK,banpt-666,,1152,-1.0,-1.0,2875000.0,2500000.0,3250000.0,5750000.0,5000000.0,6500000.0
3,Perguruan Tinggi Menengah di Daerah,INSTITUT TEKNOLOGI DAN BISNIS SABDA SETIA,1153,SWASTA,-,KALIMANTAN BARAT,BAIK,banpt-471,,1153,-1.0,-1.0,2875000.0,1000000.0,4750000.0,5750000.0,2000000.0,9500000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI ILMU ADMINISTRASI AMUNTAI,1154,SWASTA,-,KALIMANTAN SELATAN,BAIK SEKALI,banpt-478,,1154,-1.0,-1.0,2865000.0,1800000.0,3930000.0,5730000.0,3600000.0,7860000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS QUALITY BERASTAGI,1155,SWASTA,-,SUMATERA UTARA,BAIK,banpt-1136,,1155,-1.0,-1.0,2850000.0,1000000.0,4700000.0,5700000.0,2000000.0,9400000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI MANAJEMEN INFORMATIKA DAN KOMPUTER PGRI ARUNGBINANG KEBUMEN,1156,SWASTA,-,JAWA TENGAH,BAIK,banpt-809,,1156,-1.0,-1.0,2850000.0,2850000.0,2850000.0,5700000.0,5700000.0,5700000.0
3,Perguruan Tinggi Menengah di Daerah,STMIK KAPUTAMA,1157,SWASTA,-,SUMATERA UTARA,B,banpt-1829,,1157,-1.0,-1.0,2850000.0,2850000.0,2850000.0,5700000.0,5700000.0,5700000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS ISLAM JEMBER,1158,SWASTA,https://campus.quipper.com/directory/universitas-islam-jember,JAWA TIMUR,BAIK,banpt-3074,349,1158,2929.0,108.0,2850000.0,2000000.0,3900000.0,5700000.0,4000000.0,7800000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI ILMU KESEHATAN KESEHATAN BARU,1159,SWASTA,-,SUMATERA UTARA,BAIK,banpt-2474,,1159,-1.0,-1.0,2850000.0,2700000.0,3000000.0,5700000.0,5400000.0,6000000.0
3,Perguruan Tinggi Menengah di Daerah,STKIP MUHAMMADIYAH BLORA,1160,SWASTA,-,JAWA TENGAH,BAIK,banpt-3239,,1160,-1.0,-1.0,2850000.0,2850000.0,2850000.0,5700000.0,5700000.0,5700000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS LABUHANBATU,1161,SWASTA,-,SUMATERA UTARA,B,banpt-2469,165,1161,-1.0,-1.0,6750000.0,6000000.0,7500000.0,13500000.0,12000000.0,15000000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS KRISTEN PAPUA,1162,SWASTA,-,PAPUA BARAT,BAIK,banpt-3440,568,1162,-1.0,-1.0,2812500.0,125000.0,5500000.0,5625000.0,250000.0,11000000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS MUHAMMADIYAH MAUMERE,1163,SWASTA,-,NUSA TENGGARA TIMUR,BAIK,banpt-1315,,1163,-1.0,-1.0,2805000.0,1600000.0,4010000.0,5610000.0,3200000.0,8020000.0
3,Perguruan Tinggi Menengah di Daerah,STKIP PGRI LUMAJANG,1164,SWASTA,-,JAWA TIMUR,B,banpt-2102,,1164,-1.0,-1.0,2800000.0,800000.0,4800000.0,5600000.0,1600000.0,9600000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI ILMU EKONOMI EBEN HAEZER MANADO,1165,SWASTA,-,SULAWESI UTARA,BAIK,banpt-3984,,1165,-1.0,-1.0,2800000.0,800000.0,4800000.0,5600000.0,1600000.0,9600000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI ILMU EKONOMI ISTI EKATANA UPAWEDA,1166,SWASTA,-,D.I. YOGYAKARTA,BAIK,banpt-2077,,1166,-1.0,-1.0,2800000.0,100000.0,5500000.0,5600000.0,200000.0,11000000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI ILMU PERTANIAN MUJAHIDIN TOLI-TOLI,1167,SWASTA,-,SULAWESI TENGAH,BAIK,banpt-660,,1167,-1.0,-1.0,2800000.0,2400000.0,3200000.0,5600000.0,4800000.0,6400000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS YAPIS PAPUA,1168,SWASTA,-,PAPUA,TERAKREDITASI,banpt-46,534,1168,-1.0,-1.0,2800000.0,1700000.0,3900000.0,5600000.0,3400000.0,7800000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS DEZTRON INDONESIA,1169,SWASTA,-,SUMATERA UTARA,BAIK,banpt-324,,1169,-1.0,-1.0,2800000.0,2800000.0,2800000.0,5600000.0,5600000.0,5600000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI ILMU PERTANIAN SRIWIGAMA,1170,SWASTA,-,SUMATERA SELATAN,BAIK,banpt-3938,,1170,-1.0,-1.0,2800000.0,2800000.0,2800000.0,5600000.0,5600000.0,5600000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS BUMI PERSADA,1171,SWASTA,-,ACEH,BAIK,banpt-2506,,1171,-1.0,-1.0,2800000.0,2800000.0,2800000.0,5600000.0,5600000.0,5600000.0
3,Perguruan Tinggi Menengah di Daerah,STIA ABDUL AZIS KATALOKA,1172,SWASTA,-,MALUKU,BAIK,banpt-515,,1172,-1.0,-1.0,2784375.0,2000000.0,3568750.0,5568750.0,4000000.0,7137500.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS ISLAM BATIK,1173,SWASTA,https://rencanamu.id/cari-kampus/universitas-islam-batik,JAWA TENGAH,B,banpt-3812,430,1173,-1.0,-1.0,2775000.0,150000.0,5400000.0,5550000.0,300000.0,10800000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS PANCA MARGA,1174,SWASTA,https://rencanamu.id/cari-kampus/universitas-panca-marga,JAWA TIMUR,BAIK,banpt-2997,437,1174,4240.0,4240.0,2775000.0,2350000.0,16000000.0,5550000.0,4700000.0,16000000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS DELI SUMATERA,1175,SWASTA,-,SUMATERA UTARA,BAIK,banpt-355,,1175,-1.0,-1.0,2750000.0,2500000.0,3000000.0,5500000.0,5000000.0,6000000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS MUHAMMADIYAH BONE,1176,SWASTA,-,SULAWESI SELATAN,BAIK SEKALI,banpt-2798,,1176,-1.0,-1.0,2750000.0,1000000.0,4500000.0,5500000.0,2000000.0,9000000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI ILMU KESEHATAN KARYA KESEHATAN,1177,SWASTA,-,SULAWESI TENGGARA,BAIK,banpt-3000,,1177,-1.0,-1.0,2750000.0,2500000.0,3000000.0,5500000.0,5000000.0,6000000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI ILMU EKONOMI BINA KARYA,1178,SWASTA,-,SUMATERA UTARA,B,banpt-3129,,1178,-1.0,-1.0,2750000.0,2500000.0,3000000.0,5500000.0,5000000.0,6000000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI ILMU EKONOMI BUDI PERTIWI,1179,SWASTA,-,JAWA BARAT,BAIK,banpt-1468,,1179,-1.0,-1.0,2750000.0,2500000.0,3000000.0,5500000.0,5000000.0,6000000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI TEKNOLOGI PRATAMA ADI,1180,SWASTA,-,JAWA BARAT,BAIK,banpt-580,,1180,-1.0,-1.0,2700000.0,2700000.0,2700000.0,5400000.0,5400000.0,5400000.0
3,Perguruan Tinggi Menengah di Daerah,INSTITUT TEKNOLOGI DAN BISNIS ARUNGPALAKKA,1181,SWASTA,-,SULAWESI SELATAN,TIDAK TERAKREDITASI,banpt-168,,1181,-1.0,-1.0,2700000.0,2400000.0,3000000.0,5400000.0,4800000.0,6000000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS SAPTA MANDIRI,1182,SWASTA,-,KALIMANTAN SELATAN,BAIK,banpt-277,,1182,-1.0,-1.0,2700000.0,2700000.0,2700000.0,5400000.0,5400000.0,5400000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS SJAKHYAKIRTI,1183,SWASTA,https://campus.quipper.com/directory/universitas-sjakhyakirti,SUMATERA SELATAN,B,banpt-2002,545,1183,3602.0,105.0,2700000.0,2700000.0,2700000.0,5400000.0,5400000.0,5400000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS PGRI BANYUWANGI,1184,SWASTA,-,JAWA TIMUR,BAIK,banpt-3051,364,1184,-1.0,-1.0,2700000.0,150000.0,5250000.0,5400000.0,300000.0,10500000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS MUHAMMADIYAH SINJAI,1185,SWASTA,-,SULAWESI SELATAN,BAIK SEKALI,banpt-1822,,1185,-1.0,-1.0,2700000.0,900000.0,4500000.0,5400000.0,1800000.0,9000000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI ILMU EKONOMI EKADHARMA INDONESIA,1186,SWASTA,-,JAWA BARAT,BAIK,banpt-2129,,1186,-1.0,-1.0,2700000.0,2700000.0,2700000.0,5400000.0,5400000.0,5400000.0
3,Perguruan Tinggi Menengah di Daerah,INSTITUT PENDIDIKAN TAPANULI SELATAN,1187,SWASTA,-,SUMATERA UTARA,B,banpt-1740,,1187,-1.0,-1.0,2686500.0,1835000.0,3538000.0,5373000.0,3670000.0,7076000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS KATOLIK WEETEBULA,1188,SWASTA,-,NUSA TENGGARA TIMUR,BAIK SEKALI,banpt-632,,1188,-1.0,-1.0,2685000.0,2560000.0,2810000.0,5370000.0,5120000.0,5620000.0
3,Perguruan Tinggi Menengah di Daerah,STKIP ABDI WACANA WAMENA,1189,SWASTA,-,PAPUA,BAIK,banpt-1671,,1189,-1.0,-1.0,2675000.0,2600000.0,2750000.0,5350000.0,5200000.0,5500000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI ILMU PEMERINTAHAN ABDI NEGARA,1190,SWASTA,-,D.K.I. JAKARTA,BAIK,banpt-2496,,1190,-1.0,-1.0,2675000.0,350000.0,5000000.0,5350000.0,700000.0,10000000.0
