average_semester_fee,student_amount,lecturer_amount,faculty,edu_level,accreditation,body_type,province,campus_accreditation,klaster
13500000.0,23710.0,620.0,FAKULTAS PERTANIAN,S1,A,SWASTA,D.I. YOGYAKARTA,A,4
13500000.0,23710.0,620.0,FAKULTAS EKONOMI DAN BISNIS,S1,A,SWASTA,D.I. YOGYAKARTA,A,4
13500000.0,23710.0,620.0,FAKULTAS EKONOMI DAN BISNIS,S1,UNGGUL,SWASTA,D.I. YOGYAKARTA,A,4
13500000.0,23710.0,620.0,FAKULTAS TEKNIK,S1,B,SWASTA,D.I. YOGYAKARTA,A,4
13500000.0,23710.0,620.0,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,S1,A,SWASTA,D.I. YOGYAKARTA,A,4
13500000.0,23710.0,620.0,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,S1,A,SWASTA,D.I. YOGYAKARTA,A,4
13500000.0,23710.0,620.0,FAKULTAS KEDOKTERAN DAN ILMU KESEHATAN,S1,B,SWASTA,D.I. YOGYAKARTA,A,4
13500000.0,23710.0,620.0,FAKULTAS KEDOKTERAN DAN ILMU KESEHATAN,S1,A,SWASTA,D.I. YOGYAKARTA,A,4
13500000.0,23710.0,620.0,FAKULTAS KEDOKTERAN DAN ILMU KESEHATAN,S1,B,SWASTA,D.I. YOGYAKARTA,A,4
13500000.0,23710.0,620.0,FAKULTAS EKONOMI DAN BISNIS,S1,A,SWASTA,D.I. YOGYAKARTA,A,4
13500000.0,23710.0,620.0,FAKULTAS TEKNIK,S1,B,SWASTA,D.I. YOGYAKARTA,A,4
13500000.0,23710.0,620.0,FAKULTAS TEKNIK,S1,A,SWASTA,D.I. YOGYAKARTA,A,4
13500000.0,6.0,215.0,FAKULTAS BISNIS,S1,A,SWASTA,BANTEN,A,4
13500000.0,6.0,215.0,FAKULTAS SENI DAN DESAIN,S1,B,SWASTA,BANTEN,A,3
13500000.0,6.0,215.0,FAKULTAS TEKNOLOGI INFORMASI DAN KOMUNIKASI,S1,B,SWASTA,BANTEN,A,3
13500000.0,6.0,215.0,FAKULTAS SENI DAN DESAIN,S1,B,SWASTA,BANTEN,A,3
13500000.0,6.0,215.0,FAKULTAS TEKNOLOGI INFORMASI DAN KOMUNIKASI,S1,B,SWASTA,BANTEN,A,3
13500000.0,6.0,215.0,FAKULTAS ILMU KOMUNIKASI,S1,A,SWASTA,BANTEN,A,4
13500000.0,6.0,215.0,FAKULTAS TEKNOLOGI INFORMASI DAN KOMUNIKASI,S1,B,SWASTA,BANTEN,A,3
13500000.0,6.0,215.0,FAKULTAS ILMU KOMUNIKASI,S1,B,SWASTA,BANTEN,A,3
13500000.0,6.0,215.0,FAKULTAS TEKNOLOGI INFORMASI DAN KOMUNIKASI,S1,B,SWASTA,BANTEN,A,3
13500000.0,6.0,215.0,FAKULTAS BISNIS,S1,A,SWASTA,BANTEN,A,4
13500000.0,6.0,215.0,FAKULTAS TEKNOLOGI INFORMASI DAN KOMUNIKASI,S1,B,SWASTA,BANTEN,A,3
3000000.0,21450.0,798.0,FAKULTAS PERTANIAN,S1,UNGGUL,SWASTA,SULAWESI SELATAN,UNGGUL,4
3000000.0,21450.0,798.0,FAKULTAS EKONOMI,S1,UNGGUL,SWASTA,SULAWESI SELATAN,UNGGUL,4
3000000.0,21450.0,798.0,FAKULTAS TEKNIK,S1,BAIK,SWASTA,SULAWESI SELATAN,UNGGUL,3
3000000.0,21450.0,798.0,FAKULTAS PERIKANAN DAN KELAUTAN,S1,BAIK SEKALI,SWASTA,SULAWESI SELATAN,UNGGUL,2
3000000.0,21450.0,798.0,FAKULTAS TEKNIK,S1,B,SWASTA,SULAWESI SELATAN,UNGGUL,3
3000000.0,21450.0,798.0,FAKULTAS FARMASI,S1,BAIK SEKALI,SWASTA,SULAWESI SELATAN,UNGGUL,2
3000000.0,21450.0,798.0,FAKULTAS HUKUM,S1,UNGGUL,SWASTA,SULAWESI SELATAN,UNGGUL,4
3000000.0,21450.0,798.0,FAKULTAS AGAMA ISLAM,S1,BAIK SEKALI,SWASTA,SULAWESI SELATAN,UNGGUL,2
3000000.0,21450.0,798.0,FAKULTAS TEKNOLOGI INDUSTRI,S1,UNGGUL,SWASTA,SULAWESI SELATAN,UNGGUL,4
3000000.0,21450.0,798.0,FAKULTAS ILMU KOMPUTER,S1,B,SWASTA,SULAWESI SELATAN,UNGGUL,3
3000000.0,21450.0,798.0,FAKULTAS KEDOKTERAN,S1,UNGGUL,SWASTA,SULAWESI SELATAN,UNGGUL,4
3000000.0,21450.0,798.0,FAKULTAS KEDOKTERAN GIGI,S1,UNGGUL,SWASTA,SULAWESI SELATAN,UNGGUL,4
3000000.0,21450.0,798.0,FAKULTAS PERIKANAN DAN KELAUTAN,S1,UNGGUL,SWASTA,SULAWESI SELATAN,UNGGUL,4
3000000.0,21450.0,798.0,FAKULTAS KEDOKTERAN,S1,BAIK SEKALI,SWASTA,SULAWESI SELATAN,UNGGUL,2
3000000.0,21450.0,798.0,FAKULTAS KESEHATAN MASYARAKAT,S1,UNGGUL,SWASTA,SULAWESI SELATAN,UNGGUL,4
3000000.0,21450.0,798.0,FAKULTAS TEKNOLOGI INDUSTRI,S1,UNGGUL,SWASTA,SULAWESI SELATAN,UNGGUL,4
3000000.0,21450.0,798.0,FAKULTAS EKONOMI,S1,UNGGUL,SWASTA,SULAWESI SELATAN,UNGGUL,4
3000000.0,21450.0,798.0,FAKULTAS TEKNIK,S1,UNGGUL,SWASTA,SULAWESI SELATAN,UNGGUL,3
3000000.0,21450.0,798.0,FAKULTAS PERIKANAN DAN KELAUTAN,S1,UNGGUL,SWASTA,SULAWESI SELATAN,UNGGUL,4
3000000.0,21450.0,798.0,FAKULTAS TEKNOLOGI INDUSTRI,S1,B,SWASTA,SULAWESI SELATAN,UNGGUL,3
3000000.0,21450.0,798.0,FAKULTAS SASTRA,S1,B,SWASTA,SULAWESI SELATAN,UNGGUL,3
3000000.0,21450.0,798.0,FAKULTAS SASTRA,S1,B,SWASTA,SULAWESI SELATAN,UNGGUL,3
3000000.0,21450.0,798.0,FAKULTAS SASTRA,S1,A,SWASTA,SULAWESI SELATAN,UNGGUL,4
3000000.0,21450.0,798.0,FAKULTAS TEKNIK,S1,BAIK SEKALI,SWASTA,SULAWESI SELATAN,UNGGUL,2
3000000.0,21450.0,798.0,FAKULTAS ILMU KOMPUTER,S1,BAIK,SWASTA,SULAWESI SELATAN,UNGGUL,4
12750500.0,12229.0,410.0,FAKULTAS ILMU SOSIAL ILMU POLITIK,S1,A,SWASTA,D.K.I. JAKARTA,A,4
12750500.0,12229.0,410.0,FAKULTAS PERTANIAN,S1,B,SWASTA,D.K.I. JAKARTA,A,3
12750500.0,12229.0,410.0,FAKULTAS EKONOMI DAN BISNIS,S1,B,SWASTA,D.K.I. JAKARTA,A,3
12750500.0,12229.0,410.0,FAKULTAS BIOLOGI,S1,B,SWASTA,D.K.I. JAKARTA,A,3
12750500.0,12229.0,410.0,FAKULTAS TEKNIK DAN SAINS,S1,B,SWASTA,D.K.I. JAKARTA,A,3
12750500.0,12229.0,410.0,FAKULTAS TEKNIK DAN SAINS,S1,B,SWASTA,D.K.I. JAKARTA,A,3
12750500.0,12229.0,410.0,FAKULTAS ILMU SOSIAL ILMU POLITIK,S1,B,SWASTA,D.K.I. JAKARTA,A,3
12750500.0,12229.0,410.0,FAKULTAS HUKUM,S1,B,SWASTA,D.K.I. JAKARTA,A,3
12750500.0,12229.0,410.0,FAKULTAS ILMU SOSIAL ILMU POLITIK,S1,A,SWASTA,D.K.I. JAKARTA,A,4
12750500.0,12229.0,410.0,FAKULTAS TEKNOLOGI KOMUNIKASI DAN INFORMATIKA,S1,B,SWASTA,D.K.I. JAKARTA,A,3
12750500.0,12229.0,410.0,FAKULTAS ILMU KESEHATAN,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,A,3
12750500.0,12229.0,410.0,FAKULTAS ILMU KESEHATAN,S1,B,SWASTA,D.K.I. JAKARTA,A,3
12750500.0,12229.0,410.0,FAKULTAS EKONOMI DAN BISNIS,S1,B,SWASTA,D.K.I. JAKARTA,A,3
12750500.0,12229.0,410.0,FAKULTAS TEKNIK DAN SAINS,S1,B,SWASTA,D.K.I. JAKARTA,A,3
12750500.0,12229.0,410.0,FAKULTAS EKONOMI DAN BISNIS,S1,B,SWASTA,D.K.I. JAKARTA,A,3
12750500.0,12229.0,410.0,FAKULTAS ILMU SOSIAL ILMU POLITIK,S1,A,SWASTA,D.K.I. JAKARTA,A,4
12750500.0,12229.0,410.0,FAKULTAS BAHASA DAN SASTRA,S1,B,SWASTA,D.K.I. JAKARTA,A,3
12750500.0,12229.0,410.0,FAKULTAS BAHASA DAN SASTRA,S1,B,SWASTA,D.K.I. JAKARTA,A,3
12750500.0,12229.0,410.0,FAKULTAS TEKNOLOGI KOMUNIKASI DAN INFORMATIKA,S1,B,SWASTA,D.K.I. JAKARTA,A,3
12750500.0,12229.0,410.0,FAKULTAS ILMU SOSIAL ILMU POLITIK,S1,A,SWASTA,D.K.I. JAKARTA,A,4
3450000.0,2389.0,88.0,FAKULTAS TEKNIK,S1,BAIK SEKALI,SWASTA,BALI,BAIK SEKALI,2
3450000.0,2389.0,88.0,FAKULTAS HUKUM,S1,UNGGUL,SWASTA,BALI,BAIK SEKALI,2
3450000.0,2389.0,88.0,FAKULTAS EKONOMI,S1,BAIK SEKALI,SWASTA,BALI,BAIK SEKALI,2
3450000.0,2389.0,88.0,FAKULTAS TEKNIK,S1,UNGGUL,SWASTA,BALI,BAIK SEKALI,2
11500000.0,3514.0,267.0,FAKULTAS EKONOMI DAN BISNIS,S1,BAIK,SWASTA,D.K.I. JAKARTA,B,3
11500000.0,3514.0,267.0,FAKULTAS TEKNOLOGI INFORMASI,S1,UNGGUL,SWASTA,D.K.I. JAKARTA,B,3
11500000.0,3514.0,267.0,FAKULTAS EKONOMI DAN BISNIS,S1,BAIK,SWASTA,D.K.I. JAKARTA,B,3
11500000.0,3514.0,267.0,FAKULTAS TEKNOLOGI INFORMASI,S1,UNGGUL,SWASTA,D.K.I. JAKARTA,B,3
3900000.0,8384.0,243.0,FAKULTAS EKONOMI DAN BISNIS,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,BAIK SEKALI,2
3900000.0,8384.0,243.0,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,BAIK SEKALI,2
3900000.0,8384.0,243.0,FAKULTAS ILMU KESEHATAN DAN SAINS,S1,B,SWASTA,JAWA TIMUR,BAIK SEKALI,2
3900000.0,8384.0,243.0,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,BAIK SEKALI,2
3900000.0,8384.0,243.0,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,UNGGUL,SWASTA,JAWA TIMUR,BAIK SEKALI,2
3900000.0,8384.0,243.0,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,B,SWASTA,JAWA TIMUR,BAIK SEKALI,2
3900000.0,8384.0,243.0,FAKULTAS TEKNIK,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,BAIK SEKALI,2
3900000.0,8384.0,243.0,FAKULTAS ILMU KESEHATAN DAN SAINS,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,BAIK SEKALI,2
3900000.0,8384.0,243.0,FAKULTAS EKONOMI DAN BISNIS,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,BAIK SEKALI,2
3900000.0,8384.0,243.0,FAKULTAS ILMU KESEHATAN DAN SAINS,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,BAIK SEKALI,2
3900000.0,8384.0,243.0,FAKULTAS TEKNIK,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,BAIK SEKALI,2
3900000.0,8384.0,243.0,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,BAIK SEKALI,2
3900000.0,8384.0,243.0,FAKULTAS ILMU KESEHATAN DAN SAINS,S1,BAIK,SWASTA,JAWA TIMUR,BAIK SEKALI,2
3900000.0,8384.0,243.0,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,BAIK SEKALI,2
3900000.0,8384.0,243.0,FAKULTAS TEKNIK,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,BAIK SEKALI,2
3650000.0,63475.0,63475.0,FAKULTAS EKONOMI DAN BISNIS,S1,B,SWASTA,BANTEN,C,1
3650000.0,63475.0,63475.0,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,C,SWASTA,BANTEN,C,1
3650000.0,63475.0,63475.0,FAKULTAS TEKNIK,S1,C,SWASTA,BANTEN,C,1
3650000.0,63475.0,63475.0,FAKULTAS HUKUM,S1,B,SWASTA,BANTEN,C,1
3650000.0,63475.0,63475.0,FAKULTAS TEKNIK,S1,C,SWASTA,BANTEN,C,1
3650000.0,63475.0,63475.0,FAKULTAS TEKNIK,S1,C,SWASTA,BANTEN,C,1
3650000.0,63475.0,63475.0,FAKULTAS TEKNIK,S1,C,SWASTA,BANTEN,C,1
3650000.0,63475.0,63475.0,FAKULTAS EKONOMI DAN BISNIS,S1,B,SWASTA,BANTEN,C,1
3650000.0,63475.0,63475.0,FAKULTAS MATEMATIKA DAN IPA,S1,C,SWASTA,BANTEN,C,1
3650000.0,63475.0,63475.0,FAKULTAS TEKNIK,S1,C,SWASTA,BANTEN,C,1
3650000.0,63475.0,63475.0,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,BAIK SEKALI,SWASTA,BANTEN,C,1
3650000.0,63475.0,63475.0,FAKULTAS SASTRA,S1,B,SWASTA,BANTEN,C,1
3650000.0,63475.0,63475.0,FAKULTAS SASTRA,S1,C,SWASTA,BANTEN,C,1
3650000.0,63475.0,63475.0,FAKULTAS EKONOMI DAN BISNIS,S1,B,SWASTA,BANTEN,C,1
24125000.0,14385.0,14385.0,FAKULTAS EKONOMI DAN BISNIS,S1,A,SWASTA,JAWA BARAT,A,4
24125000.0,14385.0,14385.0,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,A,SWASTA,JAWA BARAT,A,4
24125000.0,14385.0,14385.0,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,A,SWASTA,JAWA BARAT,A,4
24125000.0,14385.0,14385.0,FAKULTAS EKONOMI DAN BISNIS,S1,A,SWASTA,JAWA BARAT,A,4
24125000.0,14385.0,14385.0,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,C,SWASTA,JAWA BARAT,A,4
24125000.0,14385.0,14385.0,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,S1,A,SWASTA,JAWA BARAT,A,4
24125000.0,14385.0,14385.0,FAKULTAS HUKUM,S1,A,SWASTA,JAWA BARAT,A,4
24125000.0,14385.0,14385.0,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,S1,A,SWASTA,JAWA BARAT,A,4
24125000.0,14385.0,14385.0,FAKULTAS TEKNIK,S1,A,SWASTA,JAWA BARAT,A,4
24125000.0,14385.0,14385.0,FAKULTAS TEKNIK,S1,B,SWASTA,JAWA BARAT,A,3
24125000.0,14385.0,14385.0,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,S1,A,SWASTA,JAWA BARAT,A,4
24125000.0,14385.0,14385.0,FAKULTAS TEKNIK,S1,B,SWASTA,JAWA BARAT,A,3
24125000.0,14385.0,14385.0,FAKULTAS EKONOMI DAN BISNIS,S1,A,SWASTA,JAWA BARAT,A,4
24125000.0,14385.0,14385.0,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,B,SWASTA,JAWA BARAT,A,4
24125000.0,14385.0,14385.0,FAKULTAS TEKNIK,S1,A,SWASTA,JAWA BARAT,A,4
24125000.0,14385.0,14385.0,FAKULTAS TEKNIK,S1,B,SWASTA,JAWA BARAT,A,3
24125000.0,14385.0,14385.0,FAKULTAS ILMU SENI DAN SASTRA,S1,B,SWASTA,JAWA BARAT,A,4
24125000.0,14385.0,14385.0,FAKULTAS ILMU SENI DAN SASTRA,S1,B,SWASTA,JAWA BARAT,A,4
24125000.0,14385.0,14385.0,FAKULTAS TEKNIK,S1,A,SWASTA,JAWA BARAT,A,4
10000000.0,6100.0,158.0,FAKULTAS PERTANIAN,S1,B,SWASTA,JAWA TENGAH,UNGGUL,3
10000000.0,6100.0,158.0,FAKULTAS EKONOMI,S1,C,SWASTA,JAWA TENGAH,UNGGUL,2
10000000.0,6100.0,158.0,FAKULTAS PERIKANAN,S1,B,SWASTA,JAWA TENGAH,UNGGUL,3
10000000.0,6100.0,158.0,FAKULTAS HUKUM,S1,B,SWASTA,JAWA TENGAH,UNGGUL,3
10000000.0,6100.0,158.0,FAKULTAS ILMU KESEHATAN,S1,C,SWASTA,JAWA TENGAH,UNGGUL,2
10000000.0,6100.0,158.0,FAKULTAS ILMU KESEHATAN,S1,C,SWASTA,JAWA TENGAH,UNGGUL,2
10000000.0,6100.0,158.0,FAKULTAS EKONOMI,S1,B,SWASTA,JAWA TENGAH,UNGGUL,3
10000000.0,6100.0,158.0,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,C,SWASTA,JAWA TENGAH,UNGGUL,4
7500000.0,14508.0,288.0,FAKULTAS PERTANIAN,S1,B,SWASTA,SUMATERA UTARA,B,3
7500000.0,14508.0,288.0,FAKULTAS EKONOMI DAN BISNIS,S1,A,SWASTA,SUMATERA UTARA,B,3
7500000.0,14508.0,288.0,FAKULTAS TEKNIK,S1,B,SWASTA,SUMATERA UTARA,B,3
7500000.0,14508.0,288.0,FAKULTAS EKONOMI DAN BISNIS,S1,A,SWASTA,SUMATERA UTARA,B,3
7500000.0,14508.0,288.0,FAKULTAS TEKNIK,S1,B,SWASTA,SUMATERA UTARA,B,3
7500000.0,14508.0,288.0,FAKULTAS FILSAFAT,S1,B,SWASTA,SUMATERA UTARA,B,3
7500000.0,14508.0,288.0,FAKULTAS HUKUM,S1,B,SWASTA,SUMATERA UTARA,B,3
7500000.0,14508.0,288.0,FAKULTAS ILMU KOMPUTER,S1,B,SWASTA,SUMATERA UTARA,B,3
7500000.0,14508.0,288.0,FAKULTAS EKONOMI DAN BISNIS,S1,C,SWASTA,SUMATERA UTARA,B,3
7500000.0,14508.0,288.0,FAKULTAS EKONOMI DAN BISNIS,S1,B,SWASTA,SUMATERA UTARA,B,3
7500000.0,14508.0,288.0,FAKULTAS PERTANIAN,S1,B,SWASTA,SUMATERA UTARA,B,3
11125000.0,5449.0,224.0,EKONOMI DAN BISNIS,S1,A,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,2
11125000.0,5449.0,224.0,TEKNIK,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,2
11125000.0,5449.0,224.0,EKONOMI DAN BISNIS,S1,A,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,2
11125000.0,5449.0,224.0,ILMU KOMUNIKASI,S1,A,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,2
11125000.0,5449.0,224.0,ILMU KOMUNIKASI,S1,A,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,2
11125000.0,5449.0,224.0,TEKNIK,S1,B,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,3
11125000.0,5449.0,224.0,TEKNIK,S1,B,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,3
11125000.0,5449.0,224.0,EKONOMI DAN BISNIS,S1,A,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,2
11125000.0,5449.0,224.0,PSIKOLOGI,S1,A,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,2
11125000.0,5449.0,224.0,TEKNIK,S1,B,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,3
11125000.0,5449.0,224.0,TEKNIK,S1,BAIK,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,2
63000000.0,1198.0,1198.0,FAKULTAS EKONOMI DAN BISNIS,S1,UNGGUL,SWASTA,D.K.I. JAKARTA,BAIK,3
63000000.0,1198.0,1198.0,FAKULTAS TEKNOLOGI INDUSTRI,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,BAIK,2
63000000.0,1198.0,1198.0,FAKULTAS TEKNOLOGI EKSPLORASI DAN PRODUKSI,S1,UNGGUL,SWASTA,D.K.I. JAKARTA,BAIK,3
63000000.0,1198.0,1198.0,FAKULTAS TEKNOLOGI EKSPLORASI DAN PRODUKSI,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,BAIK,2
63000000.0,1198.0,1198.0,FAKULTAS KOMUNIKASI DAN DIPLOMASI,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,BAIK,2
63000000.0,1198.0,1198.0,FAKULTAS KOMUNIKASI DAN DIPLOMASI,S1,UNGGUL,SWASTA,D.K.I. JAKARTA,BAIK,3
63000000.0,1198.0,1198.0,FAKULTAS SAINS DAN KOMPUTER,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,BAIK,2
63000000.0,1198.0,1198.0,FAKULTAS SAINS DAN KOMPUTER,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,BAIK,2
63000000.0,1198.0,1198.0,FAKULTAS PERENCANAAN INFRASTRUKTUR,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,BAIK,2
63000000.0,1198.0,1198.0,FAKULTAS EKONOMI DAN BISNIS,S1,UNGGUL,SWASTA,D.K.I. JAKARTA,BAIK,3
63000000.0,1198.0,1198.0,FAKULTAS TEKNOLOGI INDUSTRI,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,BAIK,2
63000000.0,1198.0,1198.0,FAKULTAS TEKNOLOGI EKSPLORASI DAN PRODUKSI,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,BAIK,2
63000000.0,1198.0,1198.0,FAKULTAS PERENCANAAN INFRASTRUKTUR,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,BAIK,2
4500000.0,1500.0,80.0,FAKULTAS SAINS DAN TEKNOLOGI,S1,BAIK,SWASTA,BANTEN,BAIK,2
4500000.0,1500.0,80.0,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,S1,B,SWASTA,BANTEN,BAIK,3
4500000.0,1500.0,80.0,FAKULTAS EKONOMI DAN BISNIS,S1,BAIK SEKALI,SWASTA,BANTEN,BAIK,2
4500000.0,1500.0,80.0,FAKULTAS SAINS DAN TEKNOLOGI,S1,BAIK,SWASTA,BANTEN,BAIK,2
4500000.0,1500.0,80.0,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,S1,B,SWASTA,BANTEN,BAIK,3
25500000.0,4704.0,185.0,SCHOOL OF BUSINESS AND ECONOMICS,S1,B,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,3
25500000.0,4704.0,185.0,SCHOOL OF APPLIED STEM,S1,C,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,2
25500000.0,4704.0,185.0,SCHOOL OF BUSINESS AND ECONOMICS,S1,C,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,2
25500000.0,4704.0,185.0,SCHOOL OF APPLIED STEM,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,2
25500000.0,4704.0,185.0,SCHOOL OF BUSINESS AND ECONOMICS,S1,C,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,2
25500000.0,4704.0,185.0,SCHOOL OF APPLIED STEM,S1,C,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,2
25500000.0,4704.0,185.0,SCHOOL OF APPLIED STEM,S1,C,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,2
25500000.0,4704.0,185.0,SCHOOL OF APPLIED STEM,S1,C,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,2
15000000.0,11963.0,347.0,FAKULTAS AGROTEKNOLOGI,S1,B,SWASTA,SUMATERA UTARA,B,3
15000000.0,11963.0,347.0,FAKULTAS EKONOMI,S1,B,SWASTA,SUMATERA UTARA,B,3
15000000.0,11963.0,347.0,FAKULTAS TEKNOLOGI DAN ILMU KOMPUTER,S1,C,SWASTA,SUMATERA UTARA,B,3
15000000.0,11963.0,347.0,FAKULTAS HUKUM,S1,B,SWASTA,SUMATERA UTARA,B,3
15000000.0,11963.0,347.0,FAKULTAS TEKNOLOGI DAN ILMU KOMPUTER,S1,C,SWASTA,SUMATERA UTARA,B,3
15000000.0,11963.0,347.0,FAKULTAS TEKNOLOGI DAN ILMU KOMPUTER,S1,C,SWASTA,SUMATERA UTARA,B,3
15000000.0,11963.0,347.0,FAKULTAS KEPERAWATAN DAN KEBIDANAN,S1,B,SWASTA,SUMATERA UTARA,B,3
15000000.0,11963.0,347.0,FAKULTAS KEDOKTERAN,S1,B,SWASTA,SUMATERA UTARA,B,3
15000000.0,11963.0,347.0,FAKULTAS KEDOKTERAN GIGI,S1,B,SWASTA,SUMATERA UTARA,B,3
15000000.0,11963.0,347.0,FAKULTAS KEPERAWATAN DAN KEBIDANAN,S1,B,SWASTA,SUMATERA UTARA,B,3
15000000.0,11963.0,347.0,FAKULTAS KESEHATAN MASYARAKAT,S1,B,SWASTA,SUMATERA UTARA,B,3
15000000.0,11963.0,347.0,FAKULTAS EKONOMI,S1,B,SWASTA,SUMATERA UTARA,B,3
15000000.0,11963.0,347.0,FAKULTAS PSIKOLOGI,S1,C,SWASTA,SUMATERA UTARA,B,3
15000000.0,11963.0,347.0,FAKULTAS TEKNOLOGI DAN ILMU KOMPUTER,S1,C,SWASTA,SUMATERA UTARA,B,3
2000000.0,1293.0,77.0,FAKULTAS HUKUM,S1,B,SWASTA,DAERAH ISTIMEWA YOGYAKARTA,B,3
2000000.0,1293.0,77.0,FAKULTAS TEKNIK,S1,BAIK SEKALI,SWASTA,DAERAH ISTIMEWA YOGYAKARTA,B,2
2000000.0,1293.0,77.0,FAKULTAS EKONOMI,S1,BAIK SEKALI,SWASTA,DAERAH ISTIMEWA YOGYAKARTA,B,2
2000000.0,1293.0,77.0,FAKULTAS TEKNIK,S1,BAIK,SWASTA,DAERAH ISTIMEWA YOGYAKARTA,B,3
2000000.0,1293.0,77.0,FAKULTAS TEKNIK,S1,BAIK,SWASTA,DAERAH ISTIMEWA YOGYAKARTA,B,3
2000000.0,1293.0,77.0,FAKULTAS PSIKOLOGI,S1,B,SWASTA,DAERAH ISTIMEWA YOGYAKARTA,B,3
3475000.0,9962.0,9962.0,FAKULTAS EKONOMI,S1,B,SWASTA,SUMATERA BARAT,B,3
3475000.0,9962.0,9962.0,FAKULTAS TEKNIK,S1,C,SWASTA,SUMATERA BARAT,B,3
3475000.0,9962.0,9962.0,FAKULTAS KEGURUAN ILMU PENDIDIKAN,S1,C,SWASTA,SUMATERA BARAT,B,3
3475000.0,9962.0,9962.0,FAKULTAS EKONOMI,S1,B,SWASTA,SUMATERA BARAT,B,3
3475000.0,9962.0,9962.0,FAKULTAS PSIKOLOGI,S1,BAIK,SWASTA,SUMATERA BARAT,B,3
3475000.0,9962.0,9962.0,FAKULTAS TEKNIK,S1,C,SWASTA,SUMATERA BARAT,B,3
3475000.0,9962.0,9962.0,FAKULTAS ILMU KOMPUTER,S1,B,SWASTA,SUMATERA BARAT,B,3
6187935.0,2499.0,484.0,FAKULTAS SAINS DAN TEKNOLOGI,S1,BAIK,SWASTA,BANTEN,TERAKREDITASI,2
6187935.0,2499.0,484.0,FAKULTAS EKONOMI DAN BISNIS,S1,BAIK SEKALI,SWASTA,BANTEN,TERAKREDITASI,2
