institution_name,province,prodi_normalized,campus_accreditation,average_yearly_fee,cluster_label,link
UNIVERSITAS TANRI ABENG,DKI JAKARTA,SIPIL,BAIK SEKALI,24000000.0,DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-tanri-abeng
UNIVERSITAS BINAWAN,DKI JAKARTA,LINGKUNGAN,BAIK,23100000.0,DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-binawan
UNIVERSITAS BUDI LUHUR,DKI JAKARTA,ARSITEKTUR,B,23000000.0,DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-budi-luhur
UNIVERSITAS BUDI LUHUR,DKI JAKARTA,ELEKTRO,B,23000000.0,DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-budi-luhur
UNIVERSITAS PERSADA INDONESIA YAI,DKI JAKARTA,ARSITEKTUR,BAIK SEKALI,22250000.0,DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-persada-indonesia-yai
UNIVERSITAS PERSADA INDONESIA YAI,DKI JAKARTA,INDUSTRI,B,22250000.0,DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-persada-indonesia-yai
UNIVERSITAS PERSADA INDONESIA YAI,DKI JAKARTA,SIPIL,B,22250000.0,DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-persada-indonesia-yai
UNIVERSITAS BHAYANGKARA JAKARTA RAYA,DKI JAKARTA,INDUSTRI,B,22075000.0,DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-bhayangkara-jakarta-raya
UNIVERSITAS BHAYANGKARA JAKARTA RAYA,DKI JAKARTA,LINGKUNGAN,B,22075000.0,DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-bhayangkara-jakarta-raya
UNIVERSITAS BHAYANGKARA JAKARTA RAYA,DKI JAKARTA,PERMINYAKAN,C,22075000.0,DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik / C,https://campus.quipper.com/directory/universitas-bhayangkara-jakarta-raya
UNIVERSITAS SATYAGAMA,DKI JAKARTA,ARSITEKTUR,C,21600000.0,DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik / C,https://campus.quipper.com/directory/universitas-satyagama
UNIVERSITAS SATYAGAMA,DKI JAKARTA,ELEKTRO,BAIK,21600000.0,DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-satyagama
UNIVERSITAS SATYAGAMA,DKI JAKARTA,INDUSTRI,C,21600000.0,DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik / C,https://campus.quipper.com/directory/universitas-satyagama
UNIVERSITAS SATYAGAMA,DKI JAKARTA,SIPIL,C,21600000.0,DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik / C,https://campus.quipper.com/directory/universitas-satyagama
INSTITUT TEKNOLOGI PERUSAHAAN LISTRIK NEGARA,DKI JAKARTA,ELEKTRO,BAIK SEKALI,21500000.0,DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,-
INSTITUT TEKNOLOGI PERUSAHAAN LISTRIK NEGARA,DKI JAKARTA,INDUSTRI,BAIK,21500000.0,DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,-
INSTITUT TEKNOLOGI PERUSAHAAN LISTRIK NEGARA,DKI JAKARTA,LINGKUNGAN,BAIK,21500000.0,DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,-
INSTITUT TEKNOLOGI PERUSAHAAN LISTRIK NEGARA,DKI JAKARTA,MESIN,UNGGUL,21500000.0,DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,-
INSTITUT TEKNOLOGI PERUSAHAAN LISTRIK NEGARA,DKI JAKARTA,SIPIL,BAIK SEKALI,21500000.0,DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,-
INSTITUT TEKNOLOGI PERUSAHAAN LISTRIK NEGARA,DKI JAKARTA,SISTEM ENERGI,BAIK,21500000.0,DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,-
INSTITUT TEKNOLOGI DAN BISNIS KALBIS,DKI JAKARTA,ARSITEKTUR,C,20500000.0,DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik / C,https://rencanamu.id/cari-kampus/institut-teknologi-dan-bisnis-kalbis
UNIVERSITAS BUNDA MULIA,DKI JAKARTA,INDUSTRI,A,20500000.0,DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-bunda-mulia-ubm
UNIVERSITAS AL AZHAR INDONESIA,DKI JAKARTA,ELEKTRO,B,20000000.0,DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-al-azhar-indonesia
UNIVERSITAS AL AZHAR INDONESIA,DKI JAKARTA,INDUSTRI,B,20000000.0,DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-al-azhar-indonesia
UNIVERSITAS AL-AZHAR INDONESIA,DKI JAKARTA,INDUSTRI,BAIK SEKALI,19230000.0,DKI JAKARTA | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,-
UNIVERSITAS DIRGANTARA MARSEKAL SURYADARMA,DKI JAKARTA,ELEKTRO,BAIK SEKALI,19225001.0,DKI JAKARTA | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-marsekal-suryadarma
UNIVERSITAS DIRGANTARA MARSEKAL SURYADARMA,DKI JAKARTA,INDUSTRI,BAIK SEKALI,19225001.0,DKI JAKARTA | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-marsekal-suryadarma
UNIVERSITAS DIRGANTARA MARSEKAL SURYADARMA,DKI JAKARTA,PENERBANGAN,B,19225001.0,DKI JAKARTA | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-marsekal-suryadarma
UNIVERSITAS SATYA NEGARA INDONESIA,DKI JAKARTA,LINGKUNGAN,B,18250000.0,DKI JAKARTA | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-satya-negara-indonesia
UNIVERSITAS SAHID,DKI JAKARTA,INDUSTRI,BAIK SEKALI,15450000.0,DKI JAKARTA | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-sahid
UNIVERSITAS SAHID,DKI JAKARTA,LINGKUNGAN,BAIK SEKALI,15450000.0,DKI JAKARTA | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-sahid
SEKOLAH TINGGI TEKNOLOGI PEKERJAAN UMUM,DKI JAKARTA,LINGKUNGAN,BAIK,15225000.0,DKI JAKARTA | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,-
SEKOLAH TINGGI TEKNOLOGI PEKERJAAN UMUM,DKI JAKARTA,SIPIL,BAIK,15225000.0,DKI JAKARTA | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,-
UNIVERSITAS SAHID JAKARTA,DKI JAKARTA,INDUSTRI,B,14500000.0,DKI JAKARTA | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-sahid-jakarta
UNIVERSITAS SAHID JAKARTA,DKI JAKARTA,LINGKUNGAN,B,14500000.0,DKI JAKARTA | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-sahid-jakarta
INSTITUT TEKNOLOGI DAN BISNIS AHMAD DAHLAN,DKI JAKARTA,ARSITEKTUR,BAIK,14000000.0,DKI JAKARTA | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,-
UNIVERSITAS ISLAM JAKARTA,DKI JAKARTA,INDUSTRI,C,12950000.0,DKI JAKARTA | Teknik & Arsitektur | Menengah (10-20jt) | Baik / C,https://campus.quipper.com/directory/universitas-islam-jakarta
UNIVERSITAS DARMA PERSADA,DKI JAKARTA,ELEKTRO,C,12200000.0,DKI JAKARTA | Teknik & Arsitektur | Menengah (10-20jt) | Baik / C,https://campus.quipper.com/directory/universitas-darma-persada
UNIVERSITAS DARMA PERSADA,DKI JAKARTA,ENERGI TERBARUKAN,C,12200000.0,DKI JAKARTA | Teknik & Arsitektur | Menengah (10-20jt) | Baik / C,https://campus.quipper.com/directory/universitas-darma-persada
UNIVERSITAS DARMA PERSADA,DKI JAKARTA,INDUSTRI,C,12200000.0,DKI JAKARTA | Teknik & Arsitektur | Menengah (10-20jt) | Baik / C,https://campus.quipper.com/directory/universitas-darma-persada
UNIVERSITAS DARMA PERSADA,DKI JAKARTA,MESIN,B,12200000.0,DKI JAKARTA | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-darma-persada
UNIVERSITAS DARMA PERSADA,DKI JAKARTA,PERKAPALAN,B,12200000.0,DKI JAKARTA | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-darma-persada
UNIVERSITAS TAMA JAGAKARSA,DKI JAKARTA,ELEKTRO,BAIK,12200000.0,DKI JAKARTA | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,-
UNIVERSITAS TAMA JAGAKARSA,DKI JAKARTA,MESIN,BAIK SEKALI,12200000.0,DKI JAKARTA | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,-
UNIVERSITAS TAMA JAGAKARSA,DKI JAKARTA,SIPIL,BAIK SEKALI,12200000.0,DKI JAKARTA | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,-
UNIVERSITAS MPU TANTULAR,DKI JAKARTA,ARSITEKTUR,B,11337000.0,DKI JAKARTA | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-mpu-tantular
UNIVERSITAS MPU TANTULAR,DKI JAKARTA,ELEKTRO,C,11337000.0,DKI JAKARTA | Teknik & Arsitektur | Menengah (10-20jt) | Baik / C,https://campus.quipper.com/directory/universitas-mpu-tantular
UNIVERSITAS MPU TANTULAR,DKI JAKARTA,INDUSTRI,BAIK,11337000.0,DKI JAKARTA | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-mpu-tantular
UNIVERSITAS MPU TANTULAR,DKI JAKARTA,KELAUTAN,B,11337000.0,DKI JAKARTA | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-mpu-tantular
UNIVERSITAS MPU TANTULAR,DKI JAKARTA,MESIN,BAIK,11337000.0,DKI JAKARTA | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-mpu-tantular
UNIVERSITAS MPU TANTULAR,DKI JAKARTA,SIPIL,C,11337000.0,DKI JAKARTA | Teknik & Arsitektur | Menengah (10-20jt) | Baik / C,https://campus.quipper.com/directory/universitas-mpu-tantular
UNIVERSITAS BUNG KARNO,DKI JAKARTA,ARSITEKTUR,B,10000000.0,DKI JAKARTA | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-bung-karno
UNIVERSITAS BUNG KARNO,DKI JAKARTA,ELEKTRO,C,10000000.0,DKI JAKARTA | Teknik & Arsitektur | Menengah (10-20jt) | Baik / C,https://campus.quipper.com/directory/universitas-bung-karno
UNIVERSITAS BUNG KARNO,DKI JAKARTA,MESIN,B,10000000.0,DKI JAKARTA | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-bung-karno
UNIVERSITAS BUNG KARNO,DKI JAKARTA,SIPIL,B,10000000.0,DKI JAKARTA | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-bung-karno
UNIVERSITAS MERCU BUANA,DKI JAKARTA,ARSITEKTUR,BAIK SEKALI,10000000.0,DKI JAKARTA | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-mercu-buana
UNIVERSITAS MERCU BUANA,DKI JAKARTA,ELEKTRO,UNGGUL,10000000.0,DKI JAKARTA | Teknik & Arsitektur | Menengah (10-20jt) | Unggul / A,https://campus.quipper.com/directory/universitas-mercu-buana
UNIVERSITAS MERCU BUANA,DKI JAKARTA,INDUSTRI,UNGGUL,10000000.0,DKI JAKARTA | Teknik & Arsitektur | Menengah (10-20jt) | Unggul / A,https://campus.quipper.com/directory/universitas-mercu-buana
UNIVERSITAS MERCU BUANA,DKI JAKARTA,MESIN,UNGGUL,10000000.0,DKI JAKARTA | Teknik & Arsitektur | Menengah (10-20jt) | Unggul / A,https://campus.quipper.com/directory/universitas-mercu-buana
UNIVERSITAS MERCU BUANA,DKI JAKARTA,SIPIL,UNGGUL,10000000.0,DKI JAKARTA | Teknik & Arsitektur | Menengah (10-20jt) | Unggul / A,https://campus.quipper.com/directory/universitas-mercu-buana
UNIVERSITAS DIAN NUSANTARA,DKI JAKARTA,ELEKTRO,BAIK,9400000.0,DKI JAKARTA | Teknik & Arsitektur | Terjangkau (5-10jt) | Baik Sekali / B,-
UNIVERSITAS DIAN NUSANTARA,DKI JAKARTA,MESIN,BAIK,9400000.0,DKI JAKARTA | Teknik & Arsitektur | Terjangkau (5-10jt) | Baik Sekali / B,-
UNIVERSITAS DIAN NUSANTARA,DKI JAKARTA,SIPIL,BAIK,9400000.0,DKI JAKARTA | Teknik & Arsitektur | Terjangkau (5-10jt) | Baik Sekali / B,-
INSTITUT SAINS DAN TEKNOLOGI AL-KAMAL,DKI JAKARTA,INDUSTRI,BAIK,7700000.0,DKI JAKARTA | Teknik & Arsitektur | Terjangkau (5-10jt) | Baik Sekali / B,https://campus.quipper.com/directory/institut-sains-dan-teknologi-al-kamal
INSTITUT SAINS DAN TEKNOLOGI AL-KAMAL,DKI JAKARTA,MESIN,BAIK,7700000.0,DKI JAKARTA | Teknik & Arsitektur | Terjangkau (5-10jt) | Baik Sekali / B,https://campus.quipper.com/directory/institut-sains-dan-teknologi-al-kamal
INSTITUT SAINS DAN TEKNOLOGI AL-KAMAL,DKI JAKARTA,SIPIL,BAIK,7700000.0,DKI JAKARTA | Teknik & Arsitektur | Terjangkau (5-10jt) | Baik Sekali / B,https://campus.quipper.com/directory/institut-sains-dan-teknologi-al-kamal
INSTITUT TEKNOLOGI HARAPAN BANGSA,JAWA BARAT,AKUNTANSI,BAIK SEKALI,243400000.0,JAWA BARAT | Ekonomi & Bisnis | Sangat Mahal (>50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/institut-teknologi-harapan-bangsa
INSTITUT TEKNOLOGI HARAPAN BANGSA,JAWA BARAT,LOGISTIK,BAIK,243400000.0,JAWA BARAT | Ekonomi & Bisnis | Sangat Mahal (>50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/institut-teknologi-harapan-bangsa
INSTITUT TEKNOLOGI HARAPAN BANGSA,JAWA BARAT,MANAJEMEN,BAIK SEKALI,243400000.0,JAWA BARAT | Ekonomi & Bisnis | Sangat Mahal (>50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/institut-teknologi-harapan-bangsa
UNIVERSITAS ISLAM BANDUNG,JAWA BARAT,AKUNTANSI,A,93250000.0,JAWA BARAT | Ekonomi & Bisnis | Sangat Mahal (>50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-islam-bandung
UNIVERSITAS ISLAM BANDUNG,JAWA BARAT,EKONOMI,UNGGUL,93250000.0,JAWA BARAT | Ekonomi & Bisnis | Sangat Mahal (>50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-islam-bandung
UNIVERSITAS ISLAM BANDUNG,JAWA BARAT,EKONOMI PEMBANGUNAN,A,93250000.0,JAWA BARAT | Ekonomi & Bisnis | Sangat Mahal (>50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-islam-bandung
UNIVERSITAS ISLAM BANDUNG,JAWA BARAT,MANAJEMEN,A,93250000.0,JAWA BARAT | Ekonomi & Bisnis | Sangat Mahal (>50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-islam-bandung
UNIVERSITAS 17 AGUSTUS 1945 CIREBON,JAWA BARAT,ADMINISTRASI BISNIS,BAIK SEKALI,75500000.0,JAWA BARAT | Ekonomi & Bisnis | Sangat Mahal (>50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-17-agustus-1945-cirebon
UNIVERSITAS 17 AGUSTUS 1945 CIREBON,JAWA BARAT,ADMINISTRASI NIAGA,BAIK SEKALI,75500000.0,JAWA BARAT | Ekonomi & Bisnis | Sangat Mahal (>50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-17-agustus-1945-cirebon
UNIVERSITAS 17 AGUSTUS 1945 CIREBON,JAWA BARAT,AKUNTANSI,BAIK SEKALI,75500000.0,JAWA BARAT | Ekonomi & Bisnis | Sangat Mahal (>50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-17-agustus-1945-cirebon
UNIVERSITAS 17 AGUSTUS 1945 CIREBON,JAWA BARAT,MANAJEMEN,BAIK SEKALI,75500000.0,JAWA BARAT | Ekonomi & Bisnis | Sangat Mahal (>50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-17-agustus-1945-cirebon
UNIVERSITAS ISLAM NUSANTARA,JAWA BARAT,AKUNTANSI,C,67040000.0,JAWA BARAT | Ekonomi & Bisnis | Sangat Mahal (>50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-islam-nusantara
UNIVERSITAS ISLAM NUSANTARA,JAWA BARAT,MANAJEMEN,C,67040000.0,JAWA BARAT | Ekonomi & Bisnis | Sangat Mahal (>50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-islam-nusantara
UNIVERSITAS KEBANGSAAN REPUBLIK INDONESIA,JAWA BARAT,AGRIBISNIS,TERAKREDITASI SEMENTARA,66200003.0,JAWA BARAT | Ekonomi & Bisnis | Sangat Mahal (>50jt) | Baik Sekali / B,-
UNIVERSITAS KEBANGSAAN REPUBLIK INDONESIA,JAWA BARAT,MANAJEMEN,BAIK,66200003.0,JAWA BARAT | Ekonomi & Bisnis | Sangat Mahal (>50jt) | Baik Sekali / B,-
UNIVERSITAS KOPERASI INDONESIA,JAWA BARAT,AGRIBISNIS,BAIK,57050000.0,JAWA BARAT | Ekonomi & Bisnis | Sangat Mahal (>50jt) | Baik Sekali / B,-
UNIVERSITAS KOPERASI INDONESIA,JAWA BARAT,AKUNTANSI,BAIK SEKALI,57050000.0,JAWA BARAT | Ekonomi & Bisnis | Sangat Mahal (>50jt) | Baik Sekali / B,-
UNIVERSITAS KOPERASI INDONESIA,JAWA BARAT,MANAJEMEN,BAIK SEKALI,57050000.0,JAWA BARAT | Ekonomi & Bisnis | Sangat Mahal (>50jt) | Baik Sekali / B,-
UNIVERSITAS LOGISTIK DAN BISNIS INTERNASIONAL,JAWA BARAT,BISNIS DIGITAL,BAIK,53900000.0,JAWA BARAT | Ekonomi & Bisnis | Sangat Mahal (>50jt) | Baik Sekali / B,-
UNIVERSITAS LOGISTIK DAN BISNIS INTERNASIONAL,JAWA BARAT,LOGISTIK,BAIK SEKALI,53900000.0,JAWA BARAT | Ekonomi & Bisnis | Sangat Mahal (>50jt) | Baik Sekali / B,-
UNIVERSITAS KRISTEN MARANATHA,JAWA BARAT,AKUNTANSI,A,52352500.0,JAWA BARAT | Ekonomi & Bisnis | Sangat Mahal (>50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-kristen-maranatha
UNIVERSITAS KRISTEN MARANATHA,JAWA BARAT,MANAJEMEN,A,52352500.0,JAWA BARAT | Ekonomi & Bisnis | Sangat Mahal (>50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-kristen-maranatha
UNIVERSITAS PASUNDAN,JAWA BARAT,ADMINISTRASI,A,48250000.0,JAWA BARAT | Ekonomi & Bisnis | Mahal (20-50jt) | Unggul / A,https://rencanamu.id/cari-kampus/universitas-pasundan
UNIVERSITAS PASUNDAN,JAWA BARAT,ADMINISTRASI BISNIS,A,48250000.0,JAWA BARAT | Ekonomi & Bisnis | Mahal (20-50jt) | Unggul / A,https://rencanamu.id/cari-kampus/universitas-pasundan
UNIVERSITAS PASUNDAN,JAWA BARAT,AKUNTANSI,A,48250000.0,JAWA BARAT | Ekonomi & Bisnis | Mahal (20-50jt) | Unggul / A,https://rencanamu.id/cari-kampus/universitas-pasundan
UNIVERSITAS PASUNDAN,JAWA BARAT,EKONOMI,A,48250000.0,JAWA BARAT | Ekonomi & Bisnis | Mahal (20-50jt) | Unggul / A,https://rencanamu.id/cari-kampus/universitas-pasundan
UNIVERSITAS PASUNDAN,JAWA BARAT,EKONOMI PEMBANGUNAN,A,48250000.0,JAWA BARAT | Ekonomi & Bisnis | Mahal (20-50jt) | Unggul / A,https://rencanamu.id/cari-kampus/universitas-pasundan
UNIVERSITAS PASUNDAN,JAWA BARAT,MANAJEMEN,A,48250000.0,JAWA BARAT | Ekonomi & Bisnis | Mahal (20-50jt) | Unggul / A,https://rencanamu.id/cari-kampus/universitas-pasundan
SEKOLAH TINGGI ILMU EKONOMI STAN IM,JAWA BARAT,AKUNTANSI,BAIK SEKALI,42400000.0,JAWA BARAT | Ekonomi & Bisnis | Mahal (20-50jt) | Unggul / A,-
SEKOLAH TINGGI ILMU EKONOMI STAN IM,JAWA BARAT,MANAJEMEN,BAIK SEKALI,42400000.0,JAWA BARAT | Ekonomi & Bisnis | Mahal (20-50jt) | Unggul / A,-
PRESIDENT UNIVERSITY,JAWA BARAT,ADMINISTRASI BISNIS,B,36000000.0,JAWA BARAT | Ekonomi & Bisnis | Mahal (20-50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/president-university
PRESIDENT UNIVERSITY,JAWA BARAT,AKUNTANSI,B,36000000.0,JAWA BARAT | Ekonomi & Bisnis | Mahal (20-50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/president-university
PRESIDENT UNIVERSITY,JAWA BARAT,MANAJEMEN,A,36000000.0,JAWA BARAT | Ekonomi & Bisnis | Mahal (20-50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/president-university
UNIVERSITAS PAKUAN,JAWA BARAT,AKUNTANSI,B,35000006.0,JAWA BARAT | Ekonomi & Bisnis | Mahal (20-50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-pakuan
UNIVERSITAS PAKUAN,JAWA BARAT,BISNIS DIGITAL,BAIK SEKALI,35000006.0,JAWA BARAT | Ekonomi & Bisnis | Mahal (20-50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-pakuan
UNIVERSITAS PAKUAN,JAWA BARAT,MANAJEMEN,B,35000006.0,JAWA BARAT | Ekonomi & Bisnis | Mahal (20-50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-pakuan
UNIVERSITAS IPWIJA,JAWA BARAT,KEWIRAUSAHAAN,BAIK,32200000.0,JAWA BARAT | Ekonomi & Bisnis | Mahal (20-50jt) | Baik Sekali / B,-
UNIVERSITAS IPWIJA,JAWA BARAT,MANAJEMEN,BAIK SEKALI,32200000.0,JAWA BARAT | Ekonomi & Bisnis | Mahal (20-50jt) | Baik Sekali / B,-
UNIVERSITAS SALI AL-AITAAM,JAWA BARAT,KEWIRAUSAHAAN,BAIK,31515000.0,JAWA BARAT | Ekonomi & Bisnis | Mahal (20-50jt) | Baik Sekali / B,-
UNIVERSITAS SALI AL-AITAAM,JAWA BARAT,MANAJEMEN,BAIK,31515000.0,JAWA BARAT | Ekonomi & Bisnis | Mahal (20-50jt) | Baik Sekali / B,-
UNIVERSITAS ADVENT INDONESIA,JAWA BARAT,AKUNTANSI,B,27520000.0,JAWA BARAT | Ekonomi & Bisnis | Mahal (20-50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-advent-indonesia
UNIVERSITAS ADVENT INDONESIA,JAWA BARAT,BISNIS DIGITAL,BAIK,27520000.0,JAWA BARAT | Ekonomi & Bisnis | Mahal (20-50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-advent-indonesia
UNIVERSITAS ADVENT INDONESIA,JAWA BARAT,MANAJEMEN,B,27520000.0,JAWA BARAT | Ekonomi & Bisnis | Mahal (20-50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-advent-indonesia
SEKOLAH TINGGI ILMU EKONOMI EKUITAS,JAWA BARAT,AKUNTANSI,UNGGUL,27454200.0,JAWA BARAT | Ekonomi & Bisnis | Mahal (20-50jt) | Unggul / A,-
SEKOLAH TINGGI ILMU EKONOMI EKUITAS,JAWA BARAT,MANAJEMEN,BAIK SEKALI,27454200.0,JAWA BARAT | Ekonomi & Bisnis | Mahal (20-50jt) | Baik Sekali / B,-
SEKOLAH TINGGI ILMU ADMINISTRASI CIMAHI,JAWA BARAT,ADMINISTRASI NIAGA,BAIK,27000002.0,JAWA BARAT | Ekonomi & Bisnis | Mahal (20-50jt) | Baik Sekali / B,-
UNIVERSITAS TELKOM,JAWA BARAT,ADMINISTRASI BISNIS,UNGGUL,26000000.0,JAWA BARAT | Ekonomi & Bisnis | Mahal (20-50jt) | Unggul / A,https://campus.quipper.com/directory/universitas-telkom
UNIVERSITAS TELKOM,JAWA BARAT,AKUNTANSI,UNGGUL,26000000.0,JAWA BARAT | Ekonomi & Bisnis | Mahal (20-50jt) | Unggul / A,https://campus.quipper.com/directory/universitas-telkom
UNIVERSITAS TELKOM,JAWA BARAT,BISNIS DIGITAL,BAIK,26000000.0,JAWA BARAT | Ekonomi & Bisnis | Mahal (20-50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-telkom
UNIVERSITAS TELKOM,JAWA BARAT,LOGISTIK,BAIK,26000000.0,JAWA BARAT | Ekonomi & Bisnis | Mahal (20-50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-telkom
UNIVERSITAS TELKOM,JAWA BARAT,MANAJEMEN,UNGGUL,26000000.0,JAWA BARAT | Ekonomi & Bisnis | Mahal (20-50jt) | Unggul / A,https://campus.quipper.com/directory/universitas-telkom
UNIVERSITAS TELKOM,JAWA BARAT,PEMASARAN,UNGGUL,26000000.0,JAWA BARAT | Ekonomi & Bisnis | Mahal (20-50jt) | Unggul / A,https://campus.quipper.com/directory/universitas-telkom
UNIVERSITAS INTERNASIONAL JAKARTA,JAWA BARAT,AKUNTANSI,BAIK,25000000.0,JAWA BARAT | Ekonomi & Bisnis | Mahal (20-50jt) | Baik Sekali / B,-
UNIVERSITAS KOMPUTER INDONESIA,JAWA BARAT,AKUNTANSI,A,24950000.0,JAWA BARAT | Ekonomi & Bisnis | Mahal (20-50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-komputer-indonesia
