institution_name,province,prodi_normalized,campus_accreditation,average_yearly_fee,cluster_label,link
UNIVERSITAS 17 AGUSTUS 1945 CIREBON,JAWA BARAT,MESIN,BAIK SEKALI,75500000.0,JAWA BARAT | Teknik & Arsitektur | Sangat Mahal (>50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-17-agustus-1945-cirebon
UNIVERSITAS ISLAM NUSANTARA,JAWA BARAT,ELEKTRO,C,67040000.0,JAWA BARAT | Teknik & Arsitektur | Sangat Mahal (>50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-islam-nusantara
UNIVERSITAS ISLAM NUSANTARA,JAWA BARAT,INDUSTRI,C,67040000.0,JAWA BARAT | Teknik & Arsitektur | Sangat Mahal (>50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-islam-nusantara
UNIVERSITAS KEBANGSAAN REPUBLIK INDONESIA,JAWA BARAT,ARSITEKTUR,BAIK SEKALI,66200003.0,JAWA BARAT | Teknik & Arsitektur | Sangat Mahal (>50jt) | Baik Sekali / B,-
UNIVERSITAS KEBANGSAAN REPUBLIK INDONESIA,JAWA BARAT,ELEKTRO,BAIK SEKALI,66200003.0,JAWA BARAT | Teknik & Arsitektur | Sangat Mahal (>50jt) | Baik Sekali / B,-
UNIVERSITAS KEBANGSAAN REPUBLIK INDONESIA,JAWA BARAT,INDUSTRI,BAIK,66200003.0,JAWA BARAT | Teknik & Arsitektur | Sangat Mahal (>50jt) | Baik Sekali / B,-
UNIVERSITAS KEBANGSAAN REPUBLIK INDONESIA,JAWA BARAT,LINGKUNGAN,BAIK SEKALI,66200003.0,JAWA BARAT | Teknik & Arsitektur | Sangat Mahal (>50jt) | Baik Sekali / B,-
UNIVERSITAS KEBANGSAAN REPUBLIK INDONESIA,JAWA BARAT,MESIN,BAIK SEKALI,66200003.0,JAWA BARAT | Teknik & Arsitektur | Sangat Mahal (>50jt) | Baik Sekali / B,-
UNIVERSITAS LOGISTIK DAN BISNIS INTERNASIONAL,JAWA BARAT,MANAJEMEN REKAYASA,BAIK,53900000.0,JAWA BARAT | Teknik & Arsitektur | Sangat Mahal (>50jt) | Baik Sekali / B,-
UNIVERSITAS LOGISTIK DAN BISNIS INTERNASIONAL,JAWA BARAT,TRANSPORTASI,BAIK SEKALI,53900000.0,JAWA BARAT | Teknik & Arsitektur | Sangat Mahal (>50jt) | Baik Sekali / B,-
UNIVERSITAS KRISTEN MARANATHA,JAWA BARAT,ARSITEKTUR,BAIK,52352500.0,JAWA BARAT | Teknik & Arsitektur | Sangat Mahal (>50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-kristen-maranatha
UNIVERSITAS KRISTEN MARANATHA,JAWA BARAT,ELEKTRO,A,52352500.0,JAWA BARAT | Teknik & Arsitektur | Sangat Mahal (>50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-kristen-maranatha
UNIVERSITAS KRISTEN MARANATHA,JAWA BARAT,INDUSTRI,B,52352500.0,JAWA BARAT | Teknik & Arsitektur | Sangat Mahal (>50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-kristen-maranatha
UNIVERSITAS KRISTEN MARANATHA,JAWA BARAT,SIPIL,B,52352500.0,JAWA BARAT | Teknik & Arsitektur | Sangat Mahal (>50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-kristen-maranatha
INSTITUT TEKNOLOGI NASIONAL BANDUNG,JAWA BARAT,ARSITEKTUR,B,48335000.0,JAWA BARAT | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,-
INSTITUT TEKNOLOGI NASIONAL BANDUNG,JAWA BARAT,ELEKTRO,BAIK SEKALI,48335000.0,JAWA BARAT | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,-
INSTITUT TEKNOLOGI NASIONAL BANDUNG,JAWA BARAT,GEODESI,UNGGUL,48335000.0,JAWA BARAT | Teknik & Arsitektur | Mahal (20-50jt) | Unggul / A,-
INSTITUT TEKNOLOGI NASIONAL BANDUNG,JAWA BARAT,INDUSTRI,A,48335000.0,JAWA BARAT | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,-
INSTITUT TEKNOLOGI NASIONAL BANDUNG,JAWA BARAT,LINGKUNGAN,UNGGUL,48335000.0,JAWA BARAT | Teknik & Arsitektur | Mahal (20-50jt) | Unggul / A,-
INSTITUT TEKNOLOGI NASIONAL BANDUNG,JAWA BARAT,MESIN,UNGGUL,48335000.0,JAWA BARAT | Teknik & Arsitektur | Mahal (20-50jt) | Unggul / A,-
INSTITUT TEKNOLOGI NASIONAL BANDUNG,JAWA BARAT,SIPIL,UNGGUL,48335000.0,JAWA BARAT | Teknik & Arsitektur | Mahal (20-50jt) | Unggul / A,-
UNIVERSITAS PASUNDAN,JAWA BARAT,INDUSTRI,A,48250000.0,JAWA BARAT | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-pasundan
UNIVERSITAS PASUNDAN,JAWA BARAT,LINGKUNGAN,B,48250000.0,JAWA BARAT | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-pasundan
UNIVERSITAS PASUNDAN,JAWA BARAT,MESIN,A,48250000.0,JAWA BARAT | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-pasundan
PRESIDENT UNIVERSITY,JAWA BARAT,ELEKTRO,B,36000000.0,JAWA BARAT | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/president-university
PRESIDENT UNIVERSITY,JAWA BARAT,INDUSTRI,B,36000000.0,JAWA BARAT | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/president-university
PRESIDENT UNIVERSITY,JAWA BARAT,MESIN,B,36000000.0,JAWA BARAT | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/president-university
UNIVERSITAS PAKUAN,JAWA BARAT,ELEKTRO,B,35000006.0,JAWA BARAT | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-pakuan
UNIVERSITAS PAKUAN,JAWA BARAT,SIPIL,B,35000006.0,JAWA BARAT | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-pakuan
UNIVERSITAS SALI AL-AITAAM,JAWA BARAT,INDUSTRI,BAIK,31515000.0,JAWA BARAT | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,-
UNIVERSITAS ISLAM AL-IHYA KUNINGAN,JAWA BARAT,MESIN,BAIK,26118000.0,JAWA BARAT | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,-
UNIVERSITAS TELKOM,JAWA BARAT,INDUSTRI,BAIK,26000000.0,JAWA BARAT | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-telkom
UNIVERSITAS TELKOM,JAWA BARAT,MANAJEMEN REKAYASA,BAIK,26000000.0,JAWA BARAT | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-telkom
UNIVERSITAS TELKOM,JAWA BARAT,SISTEM ENERGI,BAIK,26000000.0,JAWA BARAT | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-telkom
UNIVERSITAS KOMPUTER INDONESIA,JAWA BARAT,ELEKTRO,B,24950000.0,JAWA BARAT | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-komputer-indonesia
UNIVERSITAS KOMPUTER INDONESIA,JAWA BARAT,INDUSTRI,B,24950000.0,JAWA BARAT | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-komputer-indonesia
UNIVERSITAS KOMPUTER INDONESIA,JAWA BARAT,SIPIL,B,24950000.0,JAWA BARAT | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-komputer-indonesia
UNIVERSITAS GLOBAL JAKARTA,JAWA BARAT,ELEKTRO,BAIK SEKALI,22801250.0,JAWA BARAT | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,-
UNIVERSITAS GLOBAL JAKARTA,JAWA BARAT,INDUSTRI,BAIK,22801250.0,JAWA BARAT | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,-
UNIVERSITAS GLOBAL JAKARTA,JAWA BARAT,MESIN,BAIK SEKALI,22801250.0,JAWA BARAT | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,-
UNIVERSITAS GLOBAL JAKARTA,JAWA BARAT,SIPIL,BAIK SEKALI,22801250.0,JAWA BARAT | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,-
UNIVERSITAS SANGGA BUANA,JAWA BARAT,ELEKTRO,BAIK SEKALI,21940000.0,JAWA BARAT | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,-
UNIVERSITAS SANGGA BUANA,JAWA BARAT,INDUSTRI,BAIK SEKALI,21940000.0,JAWA BARAT | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,-
UNIVERSITAS SANGGA BUANA,JAWA BARAT,MESIN,BAIK SEKALI,21940000.0,JAWA BARAT | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,-
UNIVERSITAS SANGGA BUANA,JAWA BARAT,SIPIL,B,21940000.0,JAWA BARAT | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,-
UNIVERSITAS JENDERAL ACHMAD YANI,JAWA BARAT,ELEKTRO,B,21504000.0,JAWA BARAT | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-jenderal-achmad-yani
UNIVERSITAS JENDERAL ACHMAD YANI,JAWA BARAT,INDUSTRI,B,21504000.0,JAWA BARAT | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-jenderal-achmad-yani
UNIVERSITAS JENDERAL ACHMAD YANI,JAWA BARAT,MESIN,B,21504000.0,JAWA BARAT | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-jenderal-achmad-yani
UNIVERSITAS JENDERAL ACHMAD YANI,JAWA BARAT,METALURGI,B,21504000.0,JAWA BARAT | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-jenderal-achmad-yani
UNIVERSITAS JENDERAL ACHMAD YANI,JAWA BARAT,SIPIL,B,21504000.0,JAWA BARAT | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-jenderal-achmad-yani
UNIVERSITAS WINAYA MUKTI,JAWA BARAT,ARSITEKTUR,BAIK,17900000.0,JAWA BARAT | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,-
UNIVERSITAS WINAYA MUKTI,JAWA BARAT,GEODESI,BAIK SEKALI,17900000.0,JAWA BARAT | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,-
UNIVERSITAS WINAYA MUKTI,JAWA BARAT,LINGKUNGAN,BAIK SEKALI,17900000.0,JAWA BARAT | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,-
UNIVERSITAS WINAYA MUKTI,JAWA BARAT,SIPIL,BAIK SEKALI,17900000.0,JAWA BARAT | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,-
UNIVERSITAS MUHAMMADIYAH TASIKMALAYA,JAWA BARAT,ELEKTRO,BAIK SEKALI,17450000.0,JAWA BARAT | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-muhammadiyah-tasikmalaya
UNIVERSITAS MUHAMMADIYAH TASIKMALAYA,JAWA BARAT,LINGKUNGAN,BAIK SEKALI,17450000.0,JAWA BARAT | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-muhammadiyah-tasikmalaya
UNIVERSITAS MUHAMMADIYAH TASIKMALAYA,JAWA BARAT,MESIN,BAIK SEKALI,17450000.0,JAWA BARAT | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-muhammadiyah-tasikmalaya
UNIVERSITAS MUHAMMADIYAH TASIKMALAYA,JAWA BARAT,PERTAMBANGAN,BAIK SEKALI,17450000.0,JAWA BARAT | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-muhammadiyah-tasikmalaya
UNIVERSITAS GUNADARMA,JAWA BARAT,ARSITEKTUR,A,16100000.0,JAWA BARAT | Teknik & Arsitektur | Menengah (10-20jt) | Unggul / A,https://rencanamu.id/cari-kampus/universitas-gunadarma
UNIVERSITAS GUNADARMA,JAWA BARAT,ELEKTRO,A,16100000.0,JAWA BARAT | Teknik & Arsitektur | Menengah (10-20jt) | Unggul / A,https://rencanamu.id/cari-kampus/universitas-gunadarma
UNIVERSITAS GUNADARMA,JAWA BARAT,INDUSTRI,A,16100000.0,JAWA BARAT | Teknik & Arsitektur | Menengah (10-20jt) | Unggul / A,https://rencanamu.id/cari-kampus/universitas-gunadarma
UNIVERSITAS GUNADARMA,JAWA BARAT,MESIN,A,16100000.0,JAWA BARAT | Teknik & Arsitektur | Menengah (10-20jt) | Unggul / A,https://rencanamu.id/cari-kampus/universitas-gunadarma
UNIVERSITAS GUNADARMA,JAWA BARAT,SIPIL,A,16100000.0,JAWA BARAT | Teknik & Arsitektur | Menengah (10-20jt) | Unggul / A,https://rencanamu.id/cari-kampus/universitas-gunadarma
UNIVERSITAS ISLAM 45,JAWA BARAT,ELEKTRO,BAIK SEKALI,14527000.0,JAWA BARAT | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,-
UNIVERSITAS ISLAM 45,JAWA BARAT,INDUSTRI,TERAKREDITASI PERTAMA,14527000.0,JAWA BARAT | Teknik & Arsitektur | Menengah (10-20jt) | Unggul / A,-
UNIVERSITAS ISLAM 45,JAWA BARAT,MESIN,BAIK SEKALI,14527000.0,JAWA BARAT | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,-
UNIVERSITAS ISLAM 45,JAWA BARAT,SIPIL,BAIK SEKALI,14527000.0,JAWA BARAT | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,-
UNIVERSITAS SEHATI INDONESIA,JAWA BARAT,REKAYASA INDUSTRI,BAIK,13500000.0,JAWA BARAT | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,-
INSTITUT TEKNOLOGI DAN SAINS BANDUNG,JAWA BARAT,ARSITEKTUR,C,13000000.0,JAWA BARAT | Teknik & Arsitektur | Menengah (10-20jt) | Baik / C,https://campus.quipper.com/directory/institut-teknologi-dan-sains-bandung
INSTITUT TEKNOLOGI DAN SAINS BANDUNG,JAWA BARAT,LINGKUNGAN,C,13000000.0,JAWA BARAT | Teknik & Arsitektur | Menengah (10-20jt) | Baik / C,https://campus.quipper.com/directory/institut-teknologi-dan-sains-bandung
INSTITUT TEKNOLOGI DAN SAINS BANDUNG,JAWA BARAT,METALURGI,C,13000000.0,JAWA BARAT | Teknik & Arsitektur | Menengah (10-20jt) | Baik / C,https://campus.quipper.com/directory/institut-teknologi-dan-sains-bandung
INSTITUT TEKNOLOGI DAN SAINS BANDUNG,JAWA BARAT,PERMINYAKAN,C,13000000.0,JAWA BARAT | Teknik & Arsitektur | Menengah (10-20jt) | Baik / C,https://campus.quipper.com/directory/institut-teknologi-dan-sains-bandung
INSTITUT TEKNOLOGI DAN SAINS BANDUNG,JAWA BARAT,PERTAMBANGAN,C,13000000.0,JAWA BARAT | Teknik & Arsitektur | Menengah (10-20jt) | Baik / C,https://campus.quipper.com/directory/institut-teknologi-dan-sains-bandung
INSTITUT TEKNOLOGI DAN SAINS BANDUNG,JAWA BARAT,SIPIL,C,13000000.0,JAWA BARAT | Teknik & Arsitektur | Menengah (10-20jt) | Baik / C,https://campus.quipper.com/directory/institut-teknologi-dan-sains-bandung
SEKOLAH TINGGI TEKNOLOGI DUTA BANGSA,JAWA BARAT,ELEKTRO,BAIK SEKALI,12645000.0,JAWA BARAT | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,-
SEKOLAH TINGGI TEKNOLOGI DUTA BANGSA,JAWA BARAT,MESIN,BAIK SEKALI,12645000.0,JAWA BARAT | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,-
SEKOLAH TINGGI TEKNOLOGI CIREBON,JAWA BARAT,ARSITEKTUR,BAIK,12350000.0,JAWA BARAT | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,-
SEKOLAH TINGGI TEKNOLOGI CIREBON,JAWA BARAT,SIPIL,B,12350000.0,JAWA BARAT | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,-
UNIVERSITAS KUNINGAN,JAWA BARAT,LINGKUNGAN,BAIK,12150000.0,JAWA BARAT | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-kuningan
UNIVERSITAS ISLAM 45 BEKASI,JAWA BARAT,ELEKTRO,B,12000000.0,JAWA BARAT | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-islam-45-bekasi
UNIVERSITAS ISLAM 45 BEKASI,JAWA BARAT,MESIN,B,12000000.0,JAWA BARAT | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-islam-45-bekasi
UNIVERSITAS ISLAM 45 BEKASI,JAWA BARAT,SIPIL,B,12000000.0,JAWA BARAT | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-islam-45-bekasi
UNIVERSITAS LANGLANGBUANA,JAWA BARAT,ARSITEKTUR,B,11500000.0,JAWA BARAT | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-langlangbuana
UNIVERSITAS LANGLANGBUANA,JAWA BARAT,ELEKTRO,B,11500000.0,JAWA BARAT | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-langlangbuana
UNIVERSITAS LANGLANGBUANA,JAWA BARAT,INDUSTRI,B,11500000.0,JAWA BARAT | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-langlangbuana
UNIVERSITAS LANGLANGBUANA,JAWA BARAT,SIPIL,B,11500000.0,JAWA BARAT | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-langlangbuana
UNIVERSITAS WIDYATAMA,JAWA BARAT,ELEKTRO,C,11100000.0,JAWA BARAT | Teknik & Arsitektur | Menengah (10-20jt) | Baik / C,https://rencanamu.id/cari-kampus/universitas-widyatama
UNIVERSITAS WIDYATAMA,JAWA BARAT,INDUSTRI,B,11100000.0,JAWA BARAT | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-widyatama
UNIVERSITAS WIDYATAMA,JAWA BARAT,MESIN,C,11100000.0,JAWA BARAT | Teknik & Arsitektur | Menengah (10-20jt) | Baik / C,https://rencanamu.id/cari-kampus/universitas-widyatama
UNIVERSITAS WIDYATAMA,JAWA BARAT,SIPIL,C,11100000.0,JAWA BARAT | Teknik & Arsitektur | Menengah (10-20jt) | Baik / C,https://rencanamu.id/cari-kampus/universitas-widyatama
UNIVERSITAS TEKNOLOGI BANDUNG,JAWA BARAT,INDUSTRI,B,11000000.0,JAWA BARAT | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,-
UNIVERSITAS MUHAMMADIYAH SUKABUMI,JAWA BARAT,SIPIL,BAIK,10836000.0,JAWA BARAT | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,-
UNIVERSITAS DJUANDA,JAWA BARAT,KELAUTAN,B,10800000.0,JAWA BARAT | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-djuanda
UNIVERSITAS MUHAMMADIYAH CILEUNGSI,JAWA BARAT,INDUSTRI,BAIK,10500000.0,JAWA BARAT | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,-
UNIVERSITAS MUHAMMADIYAH CILEUNGSI,JAWA BARAT,MESIN,BAIK,10500000.0,JAWA BARAT | Teknik & Arsitektur | Menengah (10-20jt) | Baik Sekali / B,-
INSTITUT TEKNOLOGI SAINS BANDUNG,JAWA BARAT,METALURGI,BAIK,9050000.0,JAWA BARAT | Teknik & Arsitektur | Terjangkau (5-10jt) | Baik Sekali / B,-
INSTITUT TEKNOLOGI SAINS BANDUNG,JAWA BARAT,PERMINYAKAN,BAIK SEKALI,9050000.0,JAWA BARAT | Teknik & Arsitektur | Terjangkau (5-10jt) | Baik Sekali / B,-
INSTITUT TEKNOLOGI SAINS BANDUNG,JAWA BARAT,PERTAMBANGAN,BAIK,9050000.0,JAWA BARAT | Teknik & Arsitektur | Terjangkau (5-10jt) | Baik Sekali / B,-
INSTITUT TEKNOLOGI SAINS BANDUNG,JAWA BARAT,SIPIL,BAIK,9050000.0,JAWA BARAT | Teknik & Arsitektur | Terjangkau (5-10jt) | Baik Sekali / B,-
INSTITUT TEKNOLOGI GARUT,JAWA BARAT,ARSITEKTUR,BAIK,8960000.0,JAWA BARAT | Teknik & Arsitektur | Terjangkau (5-10jt) | Baik Sekali / B,-
INSTITUT TEKNOLOGI GARUT,JAWA BARAT,INDUSTRI,BAIK SEKALI,8960000.0,JAWA BARAT | Teknik & Arsitektur | Terjangkau (5-10jt) | Baik Sekali / B,-
INSTITUT TEKNOLOGI GARUT,JAWA BARAT,SIPIL,BAIK SEKALI,8960000.0,JAWA BARAT | Teknik & Arsitektur | Terjangkau (5-10jt) | Baik Sekali / B,-
UNIVERSITAS MUHAMMADIYAH CIREBON,JAWA BARAT,INDUSTRI,BAIK SEKALI,8850000.0,JAWA BARAT | Teknik & Arsitektur | Terjangkau (5-10jt) | Baik Sekali / B,-
UNIVERSITAS ISLAM AS-SYAFIIYAH,JAWA BARAT,INDUSTRI,BAIK,8812500.0,JAWA BARAT | Teknik & Arsitektur | Terjangkau (5-10jt) | Baik Sekali / B,-
UNIVERSITAS ISLAM AS-SYAFIIYAH,JAWA BARAT,MESIN,BAIK,8812500.0,JAWA BARAT | Teknik & Arsitektur | Terjangkau (5-10jt) | Baik Sekali / B,-
UNIVERSITAS TEKNOLOGI NUSANTARA,JAWA BARAT,ELEKTRO,BAIK,8750000.0,JAWA BARAT | Teknik & Arsitektur | Terjangkau (5-10jt) | Baik Sekali / B,-
UNIVERSITAS TEKNOLOGI NUSANTARA,JAWA BARAT,INDUSTRI,BAIK,8750000.0,JAWA BARAT | Teknik & Arsitektur | Terjangkau (5-10jt) | Baik Sekali / B,-
UNIVERSITAS SINDANG KASIH MAJALENGKA,JAWA BARAT,INDUSTRI,BAIK,8500000.0,JAWA BARAT | Teknik & Arsitektur | Terjangkau (5-10jt) | Baik Sekali / B,-
UNIVERSITAS SURYAKANCANA,JAWA BARAT,INDUSTRI,BAIK SEKALI,8160000.0,JAWA BARAT | Teknik & Arsitektur | Terjangkau (5-10jt) | Baik Sekali / B,-
UNIVERSITAS SURYAKANCANA,JAWA BARAT,SIPIL,BAIK,8160000.0,JAWA BARAT | Teknik & Arsitektur | Terjangkau (5-10jt) | Baik Sekali / B,-
UNIVERSITAS TEKNOLOGI DIGITAL,JAWA BARAT,INDUSTRI,BAIK,8100000.0,JAWA BARAT | Teknik & Arsitektur | Terjangkau (5-10jt) | Baik Sekali / B,-
UNIVERSITAS SEBELAS APRIL,JAWA BARAT,MESIN,BAIK SEKALI,8000000.0,JAWA BARAT | Teknik & Arsitektur | Terjangkau (5-10jt) | Baik Sekali / B,-
UNIVERSITAS NUSA PUTRA,JAWA BARAT,ELEKTRO,BAIK,7600000.0,JAWA BARAT | Teknik & Arsitektur | Terjangkau (5-10jt) | Baik Sekali / B,-
UNIVERSITAS NUSA PUTRA,JAWA BARAT,MESIN,BAIK,7600000.0,JAWA BARAT | Teknik & Arsitektur | Terjangkau (5-10jt) | Baik Sekali / B,-
UNIVERSITAS NUSA PUTRA,JAWA BARAT,SIPIL,BAIK SEKALI,7600000.0,JAWA BARAT | Teknik & Arsitektur | Terjangkau (5-10jt) | Baik Sekali / B,-
UNIVERSITAS PERSATUAN ISLAM,JAWA BARAT,LINGKUNGAN,BAIK,7500000.0,JAWA BARAT | Teknik & Arsitektur | Terjangkau (5-10jt) | Baik Sekali / B,-
INSTITUT TEKNOLOGI AL-MUHAJIRIN,JAWA BARAT,INDUSTRI,BAIK,7000000.0,JAWA BARAT | Teknik & Arsitektur | Terjangkau (5-10jt) | Baik Sekali / B,-
UNIVERSITAS LANGLANG BUANA,JAWA BARAT,ARSITEKTUR,B,7000000.0,JAWA BARAT | Teknik & Arsitektur | Terjangkau (5-10jt) | Baik Sekali / B,-
UNIVERSITAS LANGLANG BUANA,JAWA BARAT,ELEKTRO,BAIK SEKALI,7000000.0,JAWA BARAT | Teknik & Arsitektur | Terjangkau (5-10jt) | Baik Sekali / B,-
UNIVERSITAS LANGLANG BUANA,JAWA BARAT,INDUSTRI,BAIK SEKALI,7000000.0,JAWA BARAT | Teknik & Arsitektur | Terjangkau (5-10jt) | Baik Sekali / B,-
UNIVERSITAS LANGLANG BUANA,JAWA BARAT,SIPIL,BAIK SEKALI,7000000.0,JAWA BARAT | Teknik & Arsitektur | Terjangkau (5-10jt) | Baik Sekali / B,-
UNIVERSITAS PERJUANGAN TASIKMALAYA,JAWA BARAT,SIPIL,BAIK,7000000.0,JAWA BARAT | Teknik & Arsitektur | Terjangkau (5-10jt) | Baik Sekali / B,-
UNIVERSITAS MAYASARI BAKTI,JAWA BARAT,MESIN,BAIK,6575000.0,JAWA BARAT | Teknik & Arsitektur | Terjangkau (5-10jt) | Baik Sekali / B,-
SEKOLAH TINGGI TEKNOLOGI WASTUKANCANA,JAWA BARAT,INDUSTRI,BAIK,6250000.0,JAWA BARAT | Teknik & Arsitektur | Terjangkau (5-10jt) | Baik Sekali / B,-
SEKOLAH TINGGI TEKNOLOGI WASTUKANCANA,JAWA BARAT,MESIN,BAIK SEKALI,6250000.0,JAWA BARAT | Teknik & Arsitektur | Terjangkau (5-10jt) | Baik Sekali / B,-
UNIVERSITAS MAJALENGKA,JAWA BARAT,MESIN,B,6025000.0,JAWA BARAT | Teknik & Arsitektur | Terjangkau (5-10jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-majalengka
UNIVERSITAS MAJALENGKA,JAWA BARAT,SIPIL,B,6025000.0,JAWA BARAT | Teknik & Arsitektur | Terjangkau (5-10jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-majalengka
UNIVERSITAS SUBANG,JAWA BARAT,ARSITEKTUR,BAIK,6000000.0,JAWA BARAT | Teknik & Arsitektur | Terjangkau (5-10jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-subang
UNIVERSITAS SUBANG,JAWA BARAT,ELEKTRO,BAIK,6000000.0,JAWA BARAT | Teknik & Arsitektur | Terjangkau (5-10jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-subang
