prodi_name,jenjang,akreditasi_prodi,institution_code
ADMINISTRASI BISNIS,S1,Baik,banpt-SEKOLAH TINGGI MANAJEMEN BISNIS MULTI SARANA MANAJEMEN ADMINISTRASI DAN REKAYASA TEKNOLOGI
PENDIDIKAN KEPELATIHAN OLAHRAGA,S1,Baik,banpt-1444
BISNIS DIGITAL,S1,Baik,banpt-867
PSIKOLOGI,S1,Baik,banpt-1790
HUKUM BISNIS,S1,Baik,banpt-1993
SAINS PERTANIAN,S1,Baik,banpt-3228
BIO-KEWIRAUSAHAAN,S1,Baik,banpt-300
PSIKOLOGI,S1,Baik,banpt-633
AGROTEKNOLOGI,S1,B,banpt-1227
ILMU KOMPUTER,S1,Baik,banpt-1568
DESAIN KOMUNIKASI VISUAL,S1,Baik,banpt-1790
INFORMATIKA,S1,Baik,banpt-3923
KESEHATAN MASYARAKAT,S1,BAIK SEKALI,banpt-SEKOLAH TINGGI ILMU KESEHATAN BHAKTI HUSADA MULIA MADIUN
AKUNTANSI,S1,Baik,banpt-2865
TEKNIK INFORMATIKA,S1,Baik,banpt-2390
MANAJEMEN,S1,Baik Sekali,banpt-333
MANAJEMEN,S1,Baik Sekali,banpt-1320
MANAJEMEN,S1,Baik,banpt-3882
MANAJEMEN,S1,Baik Sekali,banpt-1543
MANAJEMEN,S1,Baik Sekali,banpt-3112
MANAJEMEN,S1,Baik Sekali,banpt-UNIVERSITAS YOS SOEDARSO
EKONOMI SYARIAH,S1,Unggul,banpt-3123
KEWIRAUSAHAAN,S1,Baik Sekali,banpt-3215
KEWIRAUSAHAAN,S1,Baik,banpt-2925
AKUNTANSI,S1,Baik Sekali,banpt-1555
ADMINISTRASI BISNIS,S1,Baik,banpt-589
HUKUM,S1,B,banpt-935
ILMU PEMERINTAHAN,S1,Baik,banpt-UNIVERSITAS MUHAMMADIYAH LUWUK
AGROTEKNOLOGI,S1,B,banpt-2162
ILMU KOMUNIKASI,S1,Baik,banpt-2208
SASTRA JEPANG,S1,Baik,banpt-1859
ADMINISTRASI PUBLIK,S1,Baik,banpt-904
MANAJEMEN,S1,Baik Sekali,banpt-286
ILMU KOMUNIKASI,S1,B,banpt-1019
PETERNAKAN,S1,Baik,banpt-660
AGRIBISNIS,S1,Baik,banpt-1344
PERENCANAAN WILAYAH DAN KOTA,S1,B,banpt-3122
TELEVISI DAN FILM,S1,Baik,banpt-INSTITUT KESENIAN JAKARTA
ILMU HUKUM,S1,Baik,banpt-UNIVERSITAS PEMBANGUNAN INDONESIA
TEKNOLOGI INFORMASI,S1,Baik,banpt-1336
DESAIN KOMUNIKASI VISUAL,S1,Baik,banpt-1336
PERDAGANGAN INTERNASIONAL,S1,Baik,banpt-1336
INFORMATIKA,S1,Baik,banpt-1353
TEKNIK SISTEM ENERGI,S1,Baik,banpt-939
TEKNOLOGI PANGAN,S1,Baik Sekali,banpt-1654
BAHASA DAN KEBUDAYAAN JEPANG,S1,Baik Sekali,banpt-1654
STUDI HUMANITAS,S1,Baik,banpt-2736
BISNIS DIGITAL,S1,Baik,banpt-SEKOLAH TINGGI SOSIAL POLITIK WASKITA DARMA
DESAIN KOMUNIKASI VISUAL,S1,Baik,banpt-181
ADMINISTRASI PUBLIK,S1,Baik,banpt-1561
PERENCANAAN WILAYAH DAN KOTA,S1,Terakreditasi Sementara,banpt-1227
BISNIS DIGITAL,S1,Baik,banpt-2267
REKAYASA PERANGKAT LUNAK,S1,Baik,banpt-867
BIOTEKNOLOGI,S1,Baik,banpt-937
KEWIRAUSAHAAN,S1,Baik,banpt-933
KEBIDANAN,S1,BAIK SEKALI,banpt-550
FARMASI,S1,Baik,banpt-914
FARMASI,S1,Baik,banpt-2241
ILMU KEPERAWATAN,S1,BAIK SEKALI,banpt-1203
GIZI,S1,Baik,banpt-1570
KEWIRAUSAHAAN,S1,Baik ,banpt-2219
MANAJEMEN,S1,Baik,banpt-2219
PETERNAKAN,S1,Tidak Terakreditasi,banpt-3848
ILMU HUBUNGAN INTERNASIONAL,S1,Baik,banpt-223
PSIKOLOGI,S1,Terakreditasi Sementara,banpt-964
PENDIDIKAN ANTROPOLOGI,S1,Baik,banpt-1419
ILMU KOMUNIKASI,S1,Baik,banpt-2842
BUDIDAYA PERAIRAN,S1,Baik Sekali,banpt-2114
ARSITEKTUR,S1,Baik,banpt-2114
BISNIS DIGITAL,S1,Baik,banpt-1336
TEKNOLOGI HASIL PETERNAKAN,S1,Baik,banpt-2798
AGROTEKNOLOGI,S1,Baik,banpt-3179
PERPUSTAKAAN DAN SAINS INFORMASI,S1,Baik,banpt-3180
PENDIDIKAN ILMU PENGETAHUAN ALAM,S1,Baik,banpt-1271
SUMBER DAYA AKUATIK,S1,Baik,banpt-3781
TEKNIK INDUSTRI,S1,Baik,banpt-3827
KEPERAWATAN,S1,BAIK SEKALI,banpt-SEKOLAH TINGGI ILMU KESEHATAN SURYA GLOBAL
EKONOMI PEMBANGUNAN,S1,Baik Sekali,banpt-3246
BISNIS DIGITAL,S1,Baik Sekali,banpt-1092
AKUNTANSI,S1,Baik Sekali,banpt-1002
AKUNTANSI,S1,Baik Sekali,banpt-2372
MANAJEMEN,S1,Baik Sekali,banpt-1579
MANAJEMEN,S1,Baik,banpt-895
AKUNTANSI,S1,Unggul,banpt-326
AKUNTANSI,S1,Baik Sekali,banpt-1214
AKUNTANSI,S1,Baik,banpt-3004
PENDIDIKAN AGAMA ISLAM,S1,B,banpt-1795
PENDIDIKAN BAHASA INDONESIA,S1,B,banpt-UNIVERSITAS ISLAM MAJAPAHIT
PENDIDIKAN JASMANI,S1,Baik,banpt-SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN PURWAKARTA
PENDIDIKAN BAHASA INDONESIA,S1,Baik,banpt-SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN PURWAKARTA
AGROTEKNOLOGI,S1,Baik,banpt-1561
BIMBINGAN DAN KONSELING,S1,Baik Sekali,banpt-1766
PENDIDIKAN DOKTER,S1,UNGGUL,banpt-1883
BIOLOGI,S1,Baik,banpt-605
ADMINISTRASI BISNIS,S1,Unggul,banpt-2378
AKUNTANSI,S1,Baik,banpt-3397
EKONOMI PEMBANGUNAN,S1,Baik,banpt-3759
EKONOMI PEMBANGUNAN,S1,Baik,banpt-3227
EKONOMI PEMBANGUNAN,S1,Baik,banpt-UNIVERSITAS RATU SAMBAN
EKONOMI,S1,Unggul,banpt-3823
MANAJEMEN,S1,Baik Sekali,banpt-1480
AKUNTANSI,S1,Baik Sekali,banpt-1999
MANAJEMEN,S1,Unggul,banpt-1557
KESEHATAN MASYARAKAT,S1,BAIK SEKALI,banpt-3266
KEPERAWATAN,S1,BAIK SEKALI,banpt-SEKOLAH TINGGI ILMU KESEHATAN YOGYAKARTA
KEPERAWATAN,S1,BAIK SEKALI,banpt-SEKOLAH TINGGI ILMU KESEHATAN WIJAYA HUSADA BOGOR
KEBIDANAN,S1,BAIK SEKALI,banpt-627
FARMASI,S1,BAIK SEKALI,banpt-2185
SISTEM INFORMASI,S1,Baik,banpt-2927
FARMASI,S1,UNGGUL,banpt-2722
FARMASI,S1,UNGGUL,banpt-1867
KEPERAWATAN,S1,BAIK SEKALI,banpt-3801
KEBIDANAN,S1,BAIK SEKALI,banpt-1205
KEPERAWATAN,S1,BAIK SEKALI,banpt-3969
SOSIAL EKONOMI PERIKANAN,S1,Baik,banpt-14
LOGISTIK,S1,Baik,banpt-878
AKUNTANSI,S1,Baik,banpt-1790
PENDIDIKAN JASMANI,S1,Baik,banpt-449
DESAIN PRODUK,S1,Baik,banpt-2155
DESAIN KOMUNIKASI VISUAL,S1,Baik,banpt-636
SAINS LINGKUNGAN,S1,Baik,banpt-694
HUKUM EKONOMI SYARI`AH,S1,Baik Sekali,banpt-609
ILMU PERIKANAN,S1,Baik,banpt-1348
PSIKOLOGI,S1,Baik Sekali,banpt-1227
PERBANDINGAN MADZHAB,S1,Unggul,banpt-2513
TEKNOLOGI INFORMASI,S1,Baik,banpt-2653
SASTRA INGGRIS,S1,Baik Sekali,banpt-716
ILMU HUKUM,S1,Baik Sekali,banpt-3478
TEKNOLOGI INDUSTRI PERTANIAN,S1,Baik,banpt-34
PERBANDINGAN AGAMA,S1,Unggul,banpt-965
SOSIOLOGI,S1,Baik,banpt-2792
ILMU KOMUNIKASI,S1,Baik,banpt-514
PERTANIAN BERKELANJUTAN,S1,Baik,banpt-3215
ARSITEKTUR,S1,B,banpt-2205
PENDIDIKAN JASMANI,S1,B,banpt-527
ILMU AL-QUR`AN DAN TAFSIR,S1,Baik Sekali,banpt-1795
AKUNTANSI,S1,Baik Sekali,banpt-3246
AKUNTANSI,S1,Unggul,banpt-369
AKUNTANSI,S1,Unggul,banpt-1866
AKUNTANSI,S1,Baik,banpt-951
MANAJEMEN,S1,Baik Sekali,banpt-2634
EKONOMI PEMBANGUNAN,S1,Unggul,banpt-3123
MANAJEMEN,S1,Baik Sekali,banpt-SEKOLAH TINGGI ILMU EKONOMI ATMA BHAKTI
MANAJEMEN,S1,Baik,banpt-UNIVERSITAS MUHAMMADIYAH LUWUK
AKUNTANSI,S1,Unggul,banpt-3119
AKUNTANSI,S1,Baik Sekali,banpt-1044
AKUNTANSI,S1,Baik,banpt-2516
SISTEM INFORMASI,S1,Baik Sekali,banpt-1557
MANEJEMEN,S1,Baik,banpt-1561
AKUNTANSI,S1,Baik,banpt-1561
REKAYASA SISTEM KOMPUTER,S1,Baik Sekali,banpt-INSTITUT BISNIS DAN TEKNOLOGI INDONESIA
FARMASI,S1,Baik,banpt-SEKOLAH TINGGI ILMU KESEHATAN AS SYIFA
HUKUM,S1,Baik,banpt-3848
DESAIN PRODUK,S1,Baik Sekali,banpt-3212
PERBANKAN SYARIAH,S1,Baik Sekali,banpt-1866
ARSITEKTUR,S1,Baik Sekali,banpt-965
AGROTEKNOLOGI,S1,Baik Sekali,banpt-595
PENDIDIKAN AGAMA ISLAM,S1,Unggul,banpt-965
PARIWISATA,S1,Baik,banpt-316
ILMU HADIS,S1,Unggul,banpt-2503
ARSITEKTUR,S1,Baik Sekali,banpt-1214
TEKNOLOGI PANGAN,S1,Baik,banpt-INSTITUT TEKNOLOGI TELKOM PURWOKERTO
KOMUNIKASI DAN PENYIARAN ISLAM,S1,B,banpt-628
ADMINISTRASI PUBLIK,S1,Baik Sekali,banpt-2719
SASTRA INGGRIS,S1,Baik Sekali,banpt-2519
DESAIN KOMUNIKASI VISUAL,S1,B,banpt-3119
SASTRA INGGRIS,S1,Baik,banpt-3374
TEKNOLOGI HASIL PERTANIAN,S1,B,banpt-3897
AGROTEKNOLOGI,S1,B,banpt-3822
ILMU HUBUNGAN MASYARAKAT,S1,B,banpt-639
ILMU ADMINISTRASI NIAGA,S1,B,banpt-2385
DESAIN INTERIOR,S1,Baik,banpt-1321
MANAJEMEN BENCANA,S1,Baik,banpt-1930
BISNIS DIGITAL,S1,Baik,banpt-1319
BISNIS DIGITAL,S1,Baik,banpt-3398
ILMU ADMINISTRASI NEGARA,S1,B,banpt-1041
ILMU HUKUM,S1,Baik,banpt-739
TEKNIK ARSITEKTUR,S1,Baik Sekali,banpt-2519
STUDI AGAMA AGAMA,S1,Unggul,banpt-2513
KESELAMATAN DAN KESEHATAN KERJA,S1,Baik,banpt-SEKOLAH TINGGI ILMU KESEHATAN STELLA MARIS
ADMINISTRASI RUMAH SAKIT,S1,Baik,banpt-183
PENDIDIKAN BAHASA INGGRIS,S1,Baik Sekali,banpt-UNIVERSITAS TEKNOKRAT INDONESIA
BIMBINGAN DAN KONSELING,S1,Baik Sekali,banpt-2398
PENDIDIKAN MATEMATIKA,S1,Baik Sekali,banpt-UNIVERSITAS TEKNOKRAT INDONESIA
KESEHATAN MASYARAKAT,S1,BAIK SEKALI,banpt-1150
KEBIDANAN,S1,BAIK SEKALI,banpt-2487
ADMINISTRASI KESEHATAN,S1,Baik,banpt-2925
KEPERAWATAN,S1,BAIK SEKALI,banpt-SEKOLAH TINGGI ILMU KESEHATAN TELOGOREJO SEMARANG
ADMINISTRASI RUMAH SAKIT,S1,Baik,banpt-1278
GIZI,S1,BAIK SEKALI,banpt-468
PENDIDIKAN BAHASA INDONESIA,S1,B,banpt-527
GIZI,S1,BAIK SEKALI,banpt-2263
PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,S1,Unggul,banpt-3341
ILMU KOMUNIKASI,S1,Unggul,banpt-2589
TEKNOLOGI PENGOLAHAN HASIL PERIKANAN,S1,Baik,banpt-1389
ARSITEKTUR,S1,Baik,banpt-1761
PENDIDIKAN BAHASA INGGRIS,S1,Baik,banpt-2653
BIOTEKNOLOGI,S1,Unggul,banpt-1019
ILMU PEMERINTAHAN,S1,Baik,banpt-3524
DESAIN PRODUK,S1,Baik,banpt-INSTITUT TEKNOLOGI TELKOM PURWOKERTO
ILMU HUBUNGAN INTERNASIONAL,S1,B,banpt-440
ILMU KOMUNIKASI,S1,B,banpt-1017
AGROBISNIS PERIKANAN,S1,Baik,banpt-2547
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,Baik,banpt-1201
PENDIDIKAN BAHASA INGGRIS,S1,Unggul,banpt-2188
PENDIDIKAN GURU SEKOLAH DASAR,S1,Unggul,banpt-965
PENDIDIKAN MATEMATIKA,S1,Unggul,banpt-198
PENDIDIKAN BAHASA INGGRIS,S1,Unggul,banpt-198
PENDIDIKAN BIOLOGI,S1,Unggul,banpt-198
PENDIDIKAN OLAHRAGA,S1,Unggul,banpt-3341
PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,Baik,banpt-632
PENDIDIKAN BAHASA INGGRIS,S1,Baik Sekali,banpt-3166
PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,S1,Baik Sekali,banpt-3174
PENDIDIKAN GURU SEKOLAH DASAR,S1,Baik Sekali,banpt-SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN NASIONAL
PENDIDIKAN FISIKA,S1,Baik Sekali,banpt-679
PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,Baik Sekali,banpt-679
PENDIDIKAN BAHASA INGGRIS,S1,Baik,banpt-SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN ISLAM SABILAL MUHTADIN BANJARMASIN
PENDIDIKAN TEKNIK MESIN,S1,Baik Sekali,banpt-91
PENDIDIKAN AGAMA ISLAM,S1,Unggul,banpt-1667
PENDIDIKAN VOKASIONAL TEKNIK MESIN,S1,Baik Sekali,banpt-2001
PENDIDIKAN BAHASA INGGRIS,S1,Baik Sekali,banpt-3722
PENDIDIKAN FISIKA,S1,Baik Sekali,banpt-717
PENDIDIKAN BAHASA INGGRIS,S1,Baik Sekali,banpt-3855
PENDIDIKAN EKONOMI KOPERASI,S1,Baik Sekali,banpt-3896
PENDIDIKAN SEJARAH,S1,Baik Sekali,banpt-3031
PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,Baik Sekali,banpt-1570
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,Baik Sekali,banpt-1044
PENDIDIKAN BAHASA INGGRIS,S1,Baik Sekali,banpt-1695
PENDIDIKAN BAHASA INGGRIS,S1,Baik,banpt-SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN MUHAMMADIYAH BARRU
PENDIDIKAN KIMIA,S1,Baik Sekali,banpt-3542
PENDIDIKAN FISIKA,S1,Baik Sekali,banpt-SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN DARUD DA'WAH WAL IRSYAD PINRANG
PENDIDIKAN JASMANI,S1,Baik Sekali,banpt-1570
PENDIDIKAN AGAMA ISLAM,S1,Baik Sekali,banpt-UNIVERSITAS MUHAMMADIYAH LUWUK
PENDIDIKAN MATEMATIKA,S1,Baik Sekali,banpt-137
PENDIDIKAN AGAMA KRISTEN,S1,Baik Sekali,banpt-2069
BISNIS DIGITAL,S1,Baik,banpt-246
EKONOMI PEMBANGUNAN,S1,Baik,banpt-2857
MANAJEMEN,S1,Baik Sekali,banpt-137
MANAJEMEN,S1,Baik,banpt-1032
KEWIRAUSAHAAN,S1,Baik,banpt-2133
BISNIS DIGITAL,S1,Baik,banpt-2133
KEPERAWATAN,S1,BAIK SEKALI,banpt-1697
TEKNIK INFORMATIKA,S1,Baik,banpt-2219
KIMIA,S1,Baik,banpt-1560
MATEMATIKA,S1,Baik,banpt-1560
TEKNOLOGI INFORMASI,S1,Baik,banpt-1560
TEKNOLOGI HASIL PERTANIAN,S1,Baik,banpt-1560
TEKNIK SIPIL,S1,Baik,banpt-1560
DESAIN KOMUNIKASI VISUAL,S1,B,banpt-747
KEPERAWATAN,S1,UNGGUL,banpt-1935
PENDIDIKAN MATEMATIKA,S1,Baik Sekali,banpt-206
ILMU ADMINISTRASI NEGARA,S1,Unggul,banpt-2075
ILMU HUKUM,S1,Baik Sekali,banpt-3099
ILMU KOMUNIKASI,S1,Baik Sekali,banpt-2304
ILMU ADMINISTRASI NEGARA,S1,Baik Sekali,banpt-UNIVERSITAS WIJAYA KUSUMA PURWOKERTO
ILMU ADMINISTRASI NIAGA,S1,Unggul,banpt-2075
ILMU KOMUNIKASI,S1,Baik Sekali,banpt-1691
ILMU HUKUM,S1,Baik Sekali,banpt-1725
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,Unggul,banpt-539
PERENCANAAN WILAYAH DAN KOTA,S1,Unggul,banpt-1521
PERIKANAN,S1,Baik Sekali,banpt-1867
TEKNIK INDUSTRI,S1,Baik,banpt-2653
DESAIN KOMUNIKASI VISUAL,S1,Baik,banpt-619
BUDIDAYA PERAIRAN,S1,Baik,banpt-2259
PEMANFAATAN SUMBER DAYA PERIKANAN,S1,Unggul,banpt-2114
PETERNAKAN,S1,Baik,banpt-3502
AGRIBISNIS,S1,Baik,banpt-2997
ILMU KOMUNIKASI,S1,Baik Sekali,banpt-206
SASTRA INDONESIA,S1,Unggul,banpt-2370
DESAIN KOMUNIKASI VISUAL,S1,Baik Sekali,banpt-3413
PSIKOLOGI,S1,Baik Sekali,banpt-965
PERIKANAN TANGKAP,S1,Baik,banpt-553
SASTRA INGGRIS,S1,Baik,banpt-3897
DESAIN KOMUNIKASI VISUAL,S1,Baik Sekali,banpt-935
ILMU KOMUNIKASI,S1,Baik Sekali,banpt-496
HUKUM,S1,A,banpt-3538
SEJARAH DAN PERADABAN ISLAM,S1,Baik,banpt-1883
SASTRA CINA,S1,Baik Sekali,banpt-1859
ILMU KOMUNIKASI,S1,A,banpt-2377
PETERNAKAN,S1,Baik,banpt-3075
ILMU HUKUM,S1,B,banpt-3074
ARSITEKTUR,S1,Baik,banpt-2807
AGROTEKNOLOGI,S1,Baik,banpt-3512
AGRIBISNIS,S1,Baik,banpt-2638
ILMU KOMUNIKASI,S1,Baik Sekali,banpt-3447
ILMU KOMUNIKASI,S1,Baik Sekali,banpt-661
ILMU HUKUM,S1,Unggul,banpt-1521
PSIKOLOGI,S1,Baik Sekali,banpt-1867
ILMU ADMINISTRASI NEGARA,S1,Baik Sekali,banpt-1582
ADMINISTRASI PUBLIK,S1,Baik Sekali,banpt-1822
ILMU KOMUNIKASI,S1,B,banpt-753
HUKUM,S1,B,banpt-2067
HUKUM,S1,A,banpt-425
DESAIN KOMUNIKASI VISUAL,S1,B,banpt-815
PETERNAKAN,S1,Baik,banpt-3819
INFORMATIKA,S1,Baik,banpt-1561
GIZI,S1,Baik,banpt-1705
KEBIDANAN,S1,BAIK SEKALI,banpt-1806
ADMINISTRASI PUBLIK,S1,B,banpt-UNIVERSITAS GARUT
GIZI,S1,BAIK SEKALI,banpt-INSTITUT TEKNOLOGI DAN KESEHATAN AVICENNA
KEDOKTERAN,S1,Baik,banpt-2351
PENDIDIKAN INFORMATIKA,S1,Baik,banpt-2506
HUBUNGAN INTERNASIONAL,S1,Baik Sekali,banpt-3823
AGRIBISNIS,S1,Baik Sekali,banpt-2584
ILMU LINGKUNGAN,S1,Baik,banpt-316
PETERNAKAN,S1,Baik Sekali,banpt-2271
ILMU HUKUM,S1,Unggul,banpt-965
ILMU HUKUM,S1,Unggul,banpt-1214
ARSITEKTUR,S1,Baik,banpt-157
TEKNIK INDUSTRI,S1,Baik,banpt-UNIVERSITAS ISLAM MAJAPAHIT
TEKNOLOGI PANGAN,S1,Baik,banpt-3963
ILMU AKTUARIA,S1,Baik,banpt-1038
TEKNOLOGI PANGAN,S1,Unggul,banpt-2378
PSIKOLOGI,S1,Baik,banpt-572
ILMU ADMINISTRASI NEGARA,S1,Baik Sekali,banpt-3054
SENI TARI,S1,Baik,banpt-3215
KEBIDANAN,S1,BAIK SEKALI,banpt-470
KEBIDANAN,S1,Baik,banpt-2614
FISIOTERAPI,S1,Baik,banpt-1758
FARMASI,S1,UNGGUL,banpt-2503
KEBIDANAN,S1,Baik,banpt-3896
ADMINISTRASI KESEHATAN,S1,Baik,banpt-354
DESAIN INTERIOR,S1,Baik,banpt-1019
AGRIBISNIS,S1,B,banpt-UNIVERSITAS MUHAMMADIYAH LUWUK
AKUAKULTUR,S1,B,banpt-1970
AGROTEKNOLOGI PERTANIAN,S1,Baik,banpt-2584
ILMU ADMINISTRASI NEGARA,S1,Baik,banpt-3742
PETERNAKAN,S1,Baik,banpt-316
PERENCANAAN WILAYAH DAN KOTA,S1,Baik,banpt-539
PERPUSTAKAAN DAN SAINS INFORMASI,S1,Baik,banpt-3418
HUBUNGAN INTERNASIONAL,S1,Baik,banpt-2499
PETERNAKAN,S1,Baik,banpt-2798
AGRIBISNIS,S1,Baik,banpt-3175
FISIOTERAPI,S1,BAIK SEKALI,banpt-2541
FARMASI,S1,BAIK SEKALI,banpt-245
KEDOKTERAN,S1,BAIK SEKALI,banpt-625
PENDIDIKAN AGAMA ISLAM,S1,Unggul,banpt-3123
FARMASI,S1,BAIK SEKALI,banpt-2434
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,Unggul,banpt-198
PENDIDIKAN VOKASIONAL TEKNOLOGI OTOMOTIF,S1,Baik,banpt-694
BIMBINGAN KONSELING,S1,Baik Sekali,banpt-469
PENDIDIKAN GURU SEKOLAH DASAR,S1,Baik Sekali,banpt-3156
PENDIDIKAN AGAMA ISLAM,S1,Baik Sekali,banpt-3074
BIMBINGAN DAN KONSELING,S1,Baik Sekali,banpt-1570
PENDIDIKAN MATEMATIKA,S1,Baik Sekali,banpt-SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN YASIKA
PENDIDIKAN GURU SEKOLAH DASAR,S1,Unggul,banpt-198
PENDIDIKAN BAHASA INGGRIS,S1,Unggul,banpt-1044
SOSIAL EKONOMI PERIKANAN,S1,Baik,banpt-1032
ILMU KOMUNIKASI,S1,Terakreditasi Sementara,banpt-876
AGRIBISNIS,S1,Baik,banpt-2187
AGRIBISNIS,S1,Baik,banpt-1322
NUTRISI DAN TEKNOLOGI PAKAN TERNAK,S1,Baik,banpt-2187
ILMU KOMPUTER,S1,Baik,banpt-975
PSIKOLOGI,S1,Baik,banpt-910
AGROTEKNOLOGI,S1,Baik Sekali,banpt-656
SAINS AKTUARIA,S1,Baik,banpt-975
KEHUTANAN,S1,Baik,banpt-553
ILMU KELAUTAN,S1,Baik,banpt-553
TEKNOLOGI HASIL PERIKANAN,S1,Baik,banpt-300
PENDIDIKAN BAHASA INGGRIS,S1,Baik,banpt-1419
DESAIN KOMUNIKASI VISUAL,S1,Baik,banpt-1567
PENDIDIKAN INFORMATIKA,S1,Baik,banpt-SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN NAHDLATUL ULAMA KABUPATEN TEGAL
HUKUM,S1,Baik,banpt-2442
HUKUM BISNIS,S1,Baik,banpt-1897
DESAIN KOMUNIKASI VISUAL,S1,Baik,banpt-225
STUDI HUMANITAS,S1,Baik,banpt-2144
MANAJEMEN,S1,Unggul,banpt-661
ADMINISTRASI BISNIS,S1,Baik,banpt-1782
AKUNTANSI,S1,Baik,banpt-1332
MANAJEMEN,S1,Baik,banpt-223
MANAJEMEN,S1,Baik,banpt-723
AKUNTANSI,S1,Baik Sekali,banpt-UNIVERSITAS WIJAYA KUSUMA PURWOKERTO
MANAJEMEN,S1,Baik Sekali,banpt-2059
MANAJEMEN,S1,Baik Sekali,banpt-3358
EKONOMI PEMBANGUNAN,S1,Baik Sekali,banpt-3358
MANAJEMEN,S1,Unggul,banpt-302
AGROTEKNOLOGI,S1,Baik,banpt-2259
FARMASI,S1,BAIK SEKALI,banpt-367
FARMASI,S1,BAIK SEKALI,banpt-2371
KEWIRAUSAHAAN,S1,Baik,banpt-2388
BISNIS DIGITAL,S1,Baik Sekali,banpt-INSTITUT TEKNOLOGI TELKOM SURABAYA
EKONOMI ISLAM,S1,Unggul,banpt-1903
KEPERAWATAN,S1,BAIK SEKALI,banpt-INSTITUT ILMU KESEHATAN PELAMONIA KESDAM XIV/HASANUDDIN
PENDIDIKAN MATEMATIKA,S1,Baik Sekali,banpt-1628
FARMASI,S1,Baik,banpt-2056
TEKNIK SIPIL,S1,Baik Sekali,banpt-680
AKUAKULTUR,S1,Baik,banpt-2351
ILMU HUKUM,S1,Baik,banpt-2880
AGRIBISNIS,S1,Baik Sekali,banpt-2162
ARSITEKTUR,S1,Baik,banpt-1930
TEKNOLOGI HASIL PERTANIAN,S1,Baik,banpt-1044
TEKNIK INDUSTRI,S1,Baik,banpt-822
SISTEM INFORMASI,S1,Baik,banpt-3561
SISTEM INFORMASI,S1,Baik,banpt-2979
ILMU KEPERAWATAN,S1,Baik,banpt-902
KEBIDANAN,S1,BAIK SEKALI,banpt-596
KEPERAWATAN,S1,UNGGUL,banpt-3792
KESEHATAN MASYARAKAT,S1,Baik,banpt-SEKOLAH TINGGI ILMU KESEHATAN PEMBINA PALEMBANG
FARMASI,S1,BAIK SEKALI,banpt-SEKOLAH TINGGI ILMU KESEHATAN BHAKTI HUSADA MULIA MADIUN
KEPERAWATAN,S1,Baik,banpt-3578
KEPERAWATAN,S1,BAIK SEKALI,banpt-27
KEBIDANAN,S1,BAIK SEKALI,banpt-1755
KEPERAWATAN,S1,UNGGUL,banpt-2487
ADMINISTRASI KESEHATAN,S1,Baik,banpt-792
KEPERAWATAN,S1,Baik,banpt-792
KEBIDANAN,S1,BAIK SEKALI,banpt-669
TEKNIK PERTAMBANGAN,S1,Baik,banpt-2359
EKONOMI PEMBANGUNAN,S1,Baik,banpt-3715
KEPERAWATAN,S1,UNGGUL,banpt-1223
KEPERAWATAN,S1,UNGGUL,banpt-2501
KEBIDANAN,S1,BAIK SEKALI,banpt-1668
KEBIDANAN,S1,BAIK SEKALI,banpt-2604
ILMU KEPERAWATAN,S1,UNGGUL,banpt-1806
ILMU KEPERAWATAN,S1,BAIK SEKALI,banpt-SEKOLAH TINGGI ILMU KESEHATAN YAPIKA MAKASSAR
ADMINISTRASI KESEHATAN,S1,Baik,banpt-462
PENDIDIKAN VOKASIONAL SENI KULINER,S1,Baik,banpt-2373
PENDIDIKAN BAHASA INGGRIS,S1,Baik Sekali,banpt-2333
PENDIDIKAN TEOLOGI,S1,Baik Sekali,banpt-3741
PENDIDIKAN MATEMATIKA,S1,Unggul,banpt-694
PENDIDIKAN BAHASA INGGRIS,S1,Baik Sekali,banpt-2069
PENDIDIKAN GURU SEKOLAH DASAR,S1,Unggul,banpt-1389
PENDIDIKAN EKONOMI,S1,Baik Sekali,banpt-1813
PENDIDIKAN MATEMATIKA,S1,Unggul,banpt-2371
PENDIDIKAN AGAMA ISLAM,S1,Unggul,banpt-2723
PENDIDIKAN ISLAM ANAK USIA DINI,S1,Baik Sekali,banpt-2880
PENDIDIKAN BAHASA INDONESIA,S1,Baik,banpt-2521
PENDIDIKAN BAHASA ARAB,S1,Unggul,banpt-1988
