prodi_name,jenjang,akreditasi_prodi,institution_code
AKUNTANSI SYARIAH,S1,Baik,banpt-UNIVERSITAS IBRAHIMY SUKOREJO SITUBONDO
PENDIDIKAN MUSIK,S1,B,banpt-3358
HUKUM,S1,B,banpt-3085
MANAJEMEN,S1,Baik,banpt-1170
PENDIDIKAN MATEMATIKA,S1,Baik,banpt-3293
PENDIDIKAN MATEMATIKA,S1,Baik,banpt-907
SENI TARI,S1,Tidak Terakreditasi,banpt-INSTITUT ILMU SOSIAL DAN BUDAYA SAMAWA REA
PENDIDIKAN MATEMATIKA,S1,Baik,banpt-2319
PENDIDIKAN IPA,S1,Baik Sekali,banpt-1224
TEKNIK ELEKTRO,S1,Baik,banpt-UNIVERSITAS TEKNOLOGI SULAWESI UTARA
SISTEM INFORMASI,S1,B,banpt-SEKOLAH TINGGI MANAJEMEN INFORMATIKA DAN KOMPUTER PPKIA PRADNYA PARAMITA
AGROTEKNOLOGI,S1,Baik,banpt-3715
PENDIDIKAN GURU SEKOLAH DASAR,S1,Baik,banpt-2498
PENDIDIKAN MATEMATIKA,S1,B,banpt-3074
ILMU KOMUNIKASI,S1,Baik,banpt-SEKOLAH TINGGI ILMU KOMUNIKASI BANDUNG
ILMU PEMERINTAHAN,S1,B,banpt-945
ADMINISTRASI RUMAH SAKIT,S1,B,banpt-2185
GIZI,S1,C,banpt-2185
KESEHATAN MASYARAKAT,S1,B,banpt-2185
KESEHATAN LINGKUNGAN,S1,B,banpt-3093
ADMINISTRASI RUMAH SAKIT,S1,C,banpt-3093
KEPERAWATAN,S1,B,banpt-2014
GIZI,S1,C,banpt-2860
ADMINISTRASI KESEHATAN,S1,C,banpt-3316
KEBIDANAN,S1,C,banpt-3316
ADMINISTRASI RUMAH SAKIT,S1,C,banpt-3316
GIZI,S1,C,banpt-3316
ILMU KEPERAWATAN,S1,C,banpt-INSTITUT TEKNOLOGI DAN KESEHATAN AVICENNA
TEKNOLOGI HASIL PERTANIAN,S1,Baik,banpt-2282
PSIKOLOGI,S1,B,banpt-3310
TEKNOLOGI HASIL PERIKANAN,S1,B,banpt-3162
AKUNTANSI,S1,B,banpt-386
TEOLOGI,S1,B,banpt-2563
ILMU KEPERAWATAN,S1,B,banpt-SEKOLAH TINGGI ILMU KEPERAWATAN MUHAMMADIYAH PONTIANAK
KEPERAWATAN,S1,B,banpt-SEKOLAH TINGGI ILMU KESEHATAN AL-ISLAM YOGYAKARTA
TEKNIK INFORMATIKA,S1,B,banpt-487
ILMU KEPERAWATAN,S1,B,banpt-3145
ADMINISTRASI RUMAH SAKIT,S1,B,banpt-SEKOLAH TINGGI ILMU KESEHATAN AWAL BROS PEKANBARU
KESEHATAN MASYARAKAT,S1,B,banpt-SEKOLAH TINGGI ILMU KESEHATAN BHAKTI HUSADA BENGKULU
KESEHATAN MASYARAKAT,S1,B,banpt-3328
KEPERAWATAN,S1,B,banpt-SEKOLAH TINGGI ILMU KESEHATAN CENDEKIA UTAMA KUDUS
ILMU KEPERAWATAN,S1,C,banpt-SEKOLAH TINGGI ILMU KESEHATAN CERIA BUANA
KESEHATAN MASYARAKAT,S1,C,banpt-SEKOLAH TINGGI ILMU KESEHATAN DARMAIS PADANGSIDIMPUAN
ILMU KESEHATAN MASYARAKAT,S1,B,banpt-SEKOLAH TINGGI ILMU KESEHATAN EKA HARAP
ILMU KEPERAWATAN,S1,B,banpt-SEKOLAH TINGGI ILMU KESEHATAN FAATHIR HUSADA
KESEHATAN MASYARAKAT,S1,B,banpt-SEKOLAH TINGGI ILMU KESEHATAN FITRAH ALDAR LUBUK LINGGAU
ILMU KEPERAWATAN,S1,C,banpt-SEKOLAH TINGGI ILMU KESEHATAN GEMA INSAN AKADEMIK MAKASSAR
PENDIDIKAN BIDAN,S1,C,banpt-SEKOLAH TINGGI ILMU KESEHATAN HAMZAR MEMBEN LOMBOK TIMUR
ILMU GIZI,S1,B,banpt-2867
ILMU KEPERAWATAN,S1,B,banpt-SEKOLAH TINGGI ILMU KESEHATAN INSAN CENDEKIA MEDIKA
KESEHATAN MASYARAKAT,S1,C,banpt-886
ILMU KEPERAWATAN,S1,A,banpt-SEKOLAH TINGGI ILMU KESEHATAN JENDERAL ACHMAD YANI
ILMU KEPERAWATAN,S1,B,banpt-SEKOLAH TINGGI ILMU KESEHATAN KATOLIK ST. VINCENTIUS A PAULO
KESEHATAN MASYARAKAT,S1,Baik,banpt-SEKOLAH TINGGI ILMU KESEHATAN LANGSA
KESEHATAN MASYARAKAT,S1,B,banpt-SEKOLAH TINGGI ILMU KESEHATAN MANDALA WALUYA KENDARI
ILMU KESEHATAN MASYARAKAT,S1,C,banpt-2614
KEBIDANAN,S1,C,banpt-SEKOLAH TINGGI ILMU KESEHATAN MERCUBAKTIJAYA PADANG
KEPERAWATAN,S1,B,banpt-SEKOLAH TINGGI ILMU KESEHATAN MUHAMMADIYAH GOMBONG
GIZI,S1,C,banpt-SEKOLAH TINGGI ILMU KESEHATAN MUHAMMADIYAH KENDAL
ILMU KEPERAWATAN,S1,B,banpt-SEKOLAH TINGGI ILMU KESEHATAN MUHAMMADIYAH KLATEN
ILMU KEPERAWATAN,S1,B,banpt-SEKOLAH TINGGI ILMU KESEHATAN NANI HASANUDDIN MAKASSAR
KEPERAWATAN,S1,C,banpt-SEKOLAH TINGGI ILMU KESEHATAN NAULI HUSADA
GIZI,S1,B,banpt-3337
KESEHATAN MASYARAKAT,S1,C,banpt-SEKOLAH TINGGI ILMU KESEHATAN SAKINAH HUSADA TANJUNG BALAI
KESEHATAN MASYARAKAT,S1,C,banpt-SEKOLAH TINGGI ILMU KESEHATAN SEBELAS APRIL SUMEDANG
ILMU KEPERAWATAN,S1,A,banpt-1919
GIZI,S1,C,banpt-SEKOLAH TINGGI ILMU KESEHATAN WIDYA NUSANTARA PALU
ILMU KEPERAWATAN,S1,B,banpt-SEKOLAH TINGGI ILMU KESEHATAN YARSI MATARAM
KESEHATAN MASYARAKAT,S1,Baik,banpt-SEKOLAH TINGGI KESEHATAN MASYARAKAT WIDYA DHARMA PALEMBANG
KEPERAWATAN,S1,B,banpt-STIKES RS BAPTIS KEDIRI
KESEHATAN MASYARAKAT,S1,B,banpt-945
ILMU KEPERAWATAN,S1,B,banpt-909
FISIOTERAPI,S1,B,banpt-789
MANAJEMEN INFORMASI KESEHATAN,S1,B,banpt-789
KEPERAWATAN,S1,B,banpt-2523
ILMU KEPERAWATAN,S1,B,banpt-3345
KESEHATAN MASYARAKAT,S1,B,banpt-3923
GIZI,S1,B,banpt-3923
ILMU KEPERAWATAN,S1,B,banpt-3563
GIZI,S1,B,banpt-688
ILMU KEPERAWATAN,S1,B,banpt-2349
KEPERAWATAN,S1,B,banpt-693
MANAJEMEN INFORMASI KESEHATAN,S1,C,banpt-2302
ILMU KEPERAWATAN,S1,Baik Sekali,banpt-2069
GIZI,S1,B,banpt-2003
ILMU GIZI,S1,B,banpt-3156
ILMU KOMUNIKASI,S1,Baik,banpt-2068
MANAJEMEN,S1,Baik,banpt-STIE AKUNTANSI DAN BISNIS INTERNASIONAL
SOSIAL EKONOMI PERTANIAN,S1,Baik,banpt-3963
MANAJEMEN,S1,Baik Sekali,banpt-2271
AKUNTANSI,S1,Baik,banpt-92
PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,Baik,banpt-3581
TEKNIK ELEKTRO,S1,Baik,banpt-3914
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,Baik,banpt-2205
AGROTEKNOLOGI,S1,Baik,banpt-UNIVERSITAS KAPUAS SINTANG
AGRIBISNIS,S1,Baik,banpt-2573
TEKNIK ELEKTRO,S1,Baik,banpt-2609
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,A,banpt-1990
PENDIDIKAN GURU SEKOLAH DASAR,S1,B,banpt-UNIVERSITAS TUNAS PEMBANGUNAN
ILMU AKTUARIA,S1,Tidak Terakreditasi,banpt-2740
KEHUTANAN,S1,B,banpt-678
TEKNIK INDUSTRI,S1,Baik,banpt-3215
PENDIDIKAN BAHASA ARAB,S1,Baik,banpt-3222
EKONOMI PEMBANGUNAN,S1,A,banpt-2075
ILMU KEPERAWATAN,S1,Baik Sekali,banpt-SEKOLAH TINGGI ILMU KESEHATAN YARSI PONTIANAK
KEBIDANAN,S1,Baik,banpt-2307
KEPERAWATAN,S1,Baik Sekali,banpt-625
KEPERAWATAN,S1,Baik,banpt-1970
TADRIS MATEMATIKA,S1,Baik,banpt-1930
SASTRA INGGRIS,S1,Unggul,banpt-2230
USAHA PERJALANAN WISATA,S1,Baik,banpt-2608
PSIKOLOGI,S1,Baik Sekali,banpt-2589
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,Baik,banpt-2797
MANAJEMEN SUMBERDAYA PERAIRAN,S1,Baik,banpt-1028
TEKNIK INDUSTRI,S1,Baik,banpt-UNIVERSITAS ISLAM SYEKH YUSUF
AKUNTANSI,S1,Baik,banpt-2771
AGRIBISNIS,S1,Baik,banpt-3741
BUDIDAYA PERAIRAN,S1,Baik Sekali,banpt-SEKOLAH TINGGI TEKNOLOGI KELAUTAN
AGROTEKNOLOGI,S1,Baik,banpt-UNIVERSITAS MEGOU PAK TULANG BAWANG
DESAIN KOMUNIKASI VISUAL,S1,Baik,banpt-3560
PENDIDIKAN LUAR SEKOLAH,S1,B,banpt-SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN YPM BANGKO
SENI MUSIK,S1,Tidak Terakreditasi,banpt-INSTITUT ILMU SOSIAL DAN BUDAYA SAMAWA REA
TEKNIK SIPIL,S1,Tidak Terakreditasi,banpt-INSTITUT SAINS DAN TEKNOLOGI INDONESIA MANOKWARI
TEKNOBIOLOGI,S1,Baik,banpt-3215
TEKNIK INFORMATIKA,S1,Baik,banpt-2068
BIOLOGI,S1,Baik,banpt-2180
TEKNIK ELEKTRO,S1,Baik,banpt-2498
ILMU HUKUM,S1,B,banpt-UNIVERSITAS MADAKO TOLI-TOLI
MANAJEMEN,S1,Baik,banpt-1488
MANAJEMEN,S1,Baik,banpt-256
PETERNAKAN,S1,Baik,banpt-3873
PERENCANAAN WILAYAH DAN KOTA,S1,Baik,banpt-3021
TEKNIK INDUSTRI,S1,Baik,banpt-236
AGRIBISNIS,S1,Baik,banpt-2319
PENDIDIKAN AGAMA ISLAM,S1,Baik Sekali,banpt-595
AKUNTANSI,S1,Baik,banpt-SEKOLAH TINGGI ILMU EKONOMI AL-KHAIRIYAH
KOMUNIKASI DAN PENYIARAN ISLAM,S1,Baik,banpt-2525
TEKNIK SIPIL,S1,Baik,banpt-1194
PARIWISATA,S1,Baik,banpt-163
DESAIN KOMUNIKASI VISUAL,S1,Baik,banpt-1927
SASTRA INGGRIS,S1,B,banpt-3043
SISTEM INFORMASI,S1,B,banpt-UNIVERSITAS DHARMAS INDONESIA PADANG
PARIWISATA,S1,A,banpt-SEKOLAH TINGGI PARIWISATA TRISAKTI
ILMU ADMINISTRASI NEGARA,S1,B,banpt-641
PENDIDIKAN BAHASA INGGRIS,S1,B,banpt-2059
PSIKOLOGI,S1,B,banpt-3889
PENDIDIKAN KEAGAMAAN KATOLIK,S1,A,banpt-2370
PJJ TEKNIK INDUSTRI,S1,B,banpt-3224
ILMU HUBUNGAN INTERNASIONAL,S1,A,banpt-2519
TEKNIK SIPIL,S1,Baik,banpt-3069
KOMUNIKASI DAN PENYIARAN ISLAM,S1,Baik Sekali,banpt-3542
SASTRA INGGRIS,S1,Baik,banpt-417
PENDIDIKAN MATEMATIKA,S1,Baik,banpt-1951
TEKNIK SIPIL,S1,Baik,banpt-UNIVERSITAS SULAWESI TENGGARA
PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,Baik,banpt-3643
AGRIBISNIS,S1,Baik Sekali,banpt-2205
PENDIDIKAN SEJARAH,S1,Baik,banpt-UNIVERSITAS MEGOU PAK TULANG BAWANG
AKUNTANSI,S1,Baik,banpt-2400
KEWIRAUSAHAAN,S1,Baik,banpt-3543
PENDIDIKAN BIOLOGI,S1,Baik,banpt-STKIP LA TANSA MASHIRO
KEBIDANAN,S1,Baik,banpt-SEKOLAH TINGGI ILMU KESEHATAN JENDERAL ACHMAD YANI
ILMU KEPERAWATAN,S1,Baik Sekali,banpt-SEKOLAH TINGGI ILMU KESEHATAN PATRIA HUSADA
ILMU KEPERAWATAN,S1,Baik Sekali,banpt-SEKOLAH TINGGI ILMU KESEHATAN STELLA MARIS
KESEHATAN MASYARAKAT,S1,Baik Sekali,banpt-2502
ILMU KEPERAWATAN,S1,Baik Sekali,banpt-2089
KEBIDANAN,S1,Baik,banpt-2400
KESEHATAN MASYARAKAT,S1,Baik Sekali,banpt-206
TEKNIK INFORMATIKA,S1,Baik,banpt-2074
BIOLOGI,S1,Tidak Terakreditasi,banpt-3819
TEKNIK MESIN,S1,Baik,banpt-3031
PSIKOLOGI,S1,C,banpt-1471
TEKNIK SIPIL,S1,Baik,banpt-1807
MANAJEMEN,S1,Baik Sekali,banpt-197
ILMU KOMUNIKASI,S1,Baik,banpt-964
MANAJEMEN,S1,Baik,banpt-3645
MATEMATIKA,S1,Baik,banpt-2941
EKONOMI SYARI'AH,S1,Baik,banpt-35
PENDIDIKAN  BAHASA INGGRIS,S1,Baik,banpt-1951
ILMU KOMUNIKASI,S1,Baik,banpt-2476
TEKNIK ELEKTRO,S1,Baik,banpt-1909
ILMU ADMINISTRASI NIAGA,S1,Baik,banpt-SEKOLAH TINGGI ILMU ADMINISTRASI SAUMLAKI
TEKNIK MESIN,S1,Baik,banpt-SEKOLAH TINGGI TEKNOLOGI SINAR HUSNI
TEKNIK MESIN,S1,Baik,banpt-3960
HUKUM,S1,Baik,banpt-2400
MANAJEMEN,S1,Baik,banpt-3215
PENDIDIKAN MATEMATIKA,S1,Baik,banpt-3456
AKUNTANSI,S1,Baik,banpt-SEKOLAH TINGGI ILMU EKONOMI ASSHOLEH
DESAIN KOMUNIKASI VISUAL,S1,Baik,banpt-1990
TEKNIK ELEKTRO,S1,Baik,banpt-3807
ARSITEKTUR,S1,Unggul,banpt-3214
PSIKOLOGI,S1,B,banpt-1866
TEKNIK SIPIL,S1,B,banpt-468
AKUAKULTUR,S1,B,banpt-2643
KIMIA,S1,Tidak Terakreditasi,banpt-SEKOLAH TINGGI MATEMATIKA & ILMU PENGETAHUAN ALAM
TEKNIK INFORMATIKA,S1,B,banpt-1579
PENDIDIKAN LUAR BIASA,S1,Baik,banpt-656
PENDIDIKAN BIOLOGI,S1,Baik,banpt-4036
TEKNIK INFORMATIKA,S1,Baik,banpt-3066
PENDIDIKAN KEWARGANEGARAAN,S1,Baik,banpt-2941
MANAJEMEN,S1,Baik,banpt-1479
ILMU KOMUNIKASI,S1,Baik,banpt-3721
TEKNIK SIPIL,S1,Baik,banpt-1224
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,Baik,banpt-70
TEKNIK SIPIL,S1,Baik,banpt-3215
EKONOMI PEMBANGUNAN,S1,Baik,banpt-2139
PARIWISATA,S1,Baik Sekali,banpt-2476
BIOLOGI,S1,Tidak Terakreditasi,banpt-3896
PENDIDIKAN BAHASA INGGRIS,S1,Tidak Terakreditasi,banpt-STKIP TUNAS PALAPA
AKTUARIA,S1,Baik,banpt-UNIVERSITAS TAMANSISWA PADANG
AKUNTANSI,S1,Baik,banpt-1798
PENDIDIKAN JASMANI,S1,Baik,banpt-2180
AKUNTANSI,S1,B,banpt-1319
AGRIBISNIS,S1,B,banpt-3441
PENDIDIKAN SEJARAH,S1,B,banpt-2001
PENDIDIKAN BAHASA INGGRIS,S1,B,banpt-3566
AKUNTANSI,S1,B,banpt-3027
MATEMATIKA,S1,Tidak Terakreditasi,banpt-3963
TEKNIK INFORMATIKA,S1,Tidak Terakreditasi,banpt-3655
TEKNIK INDUSTRI,S1,Baik,banpt-3456
PENDIDIKAN BAHASA INGGRIS,S1,Baik,banpt-2399
KESEJAHTERAAN SOSIAL,S1,Baik,banpt-2740
PENDIDIKAN MATEMATIKA,S1,Baik,banpt-1310
ADMINISTRASI NEGARA,S1,Baik,banpt-STIA ASUH MITRA SOLO
KEWIRAUSAHAAN,S1,Baik,banpt-UNIVERSITAS GARUT
TEKNOLOGI PENANGKAPAN IKAN,S1,Baik,banpt-2103
TEKNIK MESIN,S1,Baik,banpt-2739
TEKNIK ELEKTRO,S1,B,banpt-810
TEKNIK MESIN,S1,B,banpt-3561
TEKNIK SIPIL,S1,B,banpt-3561
MANAJEMEN,S1,B,banpt-3336
PENDIDIKAN FISIKA,S1,B,banpt-50
PENDIDIKAN MATEMATIKA,S1,B,banpt-STKIP PGRI SUMATERA BARAT
PENDIDIKAN BAHASA INGGRIS,S1,B,banpt-STKIP YDB LUBUK ALUNG
AGROTEKNOLOGI,S1,B,banpt-23
AKUNTANSI,S1,B,banpt-2745
BIOLOGI,S1,B,banpt-694
TEKNIK INFORMATIKA,S1,B,banpt-930
ARSITEKTUR,S1,A,banpt-3224
AKUNTANSI,S1,B,banpt-2540
TEKNIK INDUSTRI,S1,B,banpt-1859
AKUNTANSI,S1,B,banpt-SEKOLAH TINGGI ILMU EKONOMI PERTIWI
ILMU ADMINISTRASI NEGARA,S1,Baik,banpt-1502
TEKNIK INFORMATIKA,S1,Baik,banpt-1503
TEKNIK ELEKTRO,S1,Baik,banpt-432
MATEMATIKA,S1,Baik Sekali,banpt-3121
TEKNIK MESIN,S1,Baik,banpt-2491
ADMINISTRASI PUBLIK,S1,Baik,banpt-UNIVERSITAS KAPUAS
PENDIDIKAN JASMANI,S1,Baik,banpt-3238
PENDIDIKAN SEJARAH,S1,Baik,banpt-STKIP HATTA SJAHRIR
TEKNIK METALURGI,S1,Baik,banpt-3215
MANAJEMEN,S1,Baik,banpt-SEKOLAH TINGGI ILMU EKONOMI AL-KHAIRIYAH
MANAJEMEN,S1,Baik,banpt-3959
MATEMATIKA,S1,Baik,banpt-185
AGRIBISNIS,S1,Baik,banpt-1957
AGROTEKNOLOGI,S1,Baik,banpt-2329
TEKNIK TELEKOMUNIKASI,S1,Baik,banpt-3807
SOSIAL EKONOMI PERIKANAN,S1,Baik,banpt-2103
AKUNTANSI,S1,Baik,banpt-2302
DESAIN INTERIOR,S1,Baik,banpt-3224
DESAIN KOMUNIKASI VISUAL,S1,Baik,banpt-3224
MANAJEMEN,S1,Baik,banpt-3609
AKUNTANSI,S1,Baik,banpt-1984
ILMU KOMUNIKASI,S1,Baik,banpt-466
ADMINISTRASI NEGARA,S1,Baik,banpt-1201
TEKNIK LINGKUNGAN,S1,Baik,banpt-2740
PENDIDIKAN JASMANI,S1,Baik,banpt-3293
PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,S1,Baik,banpt-STKIP MUHAMMADIYAH ACEH TENGAH
TEKNIK ELEKTRO,S1,Baik,banpt-SEKOLAH TINGGI TEKNOLOGI DR KH EZ MUTTAQIEN
TEKNIK INFORMATIKA,S1,B,banpt-3336
PENDIDIKAN MATEMATIKA,S1,B,banpt-3562
PENDIDIKAN BIOLOGI,S1,B,banpt-3562
ARSITEKTUR,S1,B,banpt-3124
PENDIDIKAN GEOGRAFI,S1,B,banpt-STKIP PGRI SUMATERA BARAT
MANAJEMEN,S1,B,banpt-2872
AKUNTANSI,S1,B,banpt-2872
ILMU HUKUM,S1,B,banpt-2059
AKUNTANSI,S1,A,banpt-1859
PENDIDIKAN GURU MADRASAH IBTIDAIYAH,S1,B,banpt-UNIVERSITAS GARUT
KOMUNIKASI PENYIARAN ISLAM,S1,A,banpt-1766
PENDIDIKAN BAHASA INGGRIS,S1,B,banpt-2359
PENDIDIKAN BAHASA INGGRIS,S1,B,banpt-2901
PENDIDIKAN AKUNTANSI,S1,B,banpt-2371
TEKNIK INFORMATIKA,S1,Baik,banpt-2644
ILMU ADMINISTRASI NEGARA,S1,Baik,banpt-3075
PENDIDIKAN IPA,S1,Baik,banpt-3107
PENDIDIKAN JASMANI,S1,Baik,banpt-3581
SASTRA INGGRIS,S1,Baik,banpt-3983
PENDIDIKAN MATEMATIKA,S1,Baik,banpt-SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN MEDIA NUSANTARA CITRA
PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,S1,Baik,banpt-STKIP MUHAMMADIYAH BONE
TEKNIK ELEKTRO,S1,Baik,banpt-SEKOLAH TINGGI TEKNOLOGI SINAR HUSNI
PENDIDIKAN JASMANI KESEHATAN DAN REKREASI,S1,Baik Sekali,banpt-2797
TEKNIK ELEKTRO,S1,Baik,banpt-595
TEKNIK SIPIL,S1,Baik,banpt-2574
STATISTIKA,S1,Baik,banpt-3456
ARSITEKTUR,S1,Baik,banpt-1859
EKONOMI SYARIAH,S1,Baik,banpt-1128
AGRIBISNIS,S1,Baik,banpt-651
ILMU PEMERINTAHAN,S1,Tidak Terakreditasi,banpt-1427
KEPERAWATAN,S1,Baik Sekali,banpt-INSTITUT ILMU KESEHATAN STRADA INDONESIA
ILMU KEPERAWATAN,S1,Baik Sekali,banpt-470
KEBIDANAN,S1,Baik,banpt-2014
ILMU KEPERAWATAN,S1,Baik Sekali,banpt-SEKOLAH TINGGI ILMU KESEHATAN BINA USADA BALI
ILMU KEPERAWATAN,S1,Baik Sekali,banpt-SEKOLAH TINGGI ILMU KESEHATAN DIAN HUSADA
ILMU KEPERAWATAN,S1,Baik Sekali,banpt-SEKOLAH TINGGI ILMU KESEHATAN KARSA HUSADA
KEBIDANAN,S1,Baik,banpt-SEKOLAH TINGGI ILMU KESEHATAN KARYA HUSADA KEDIRI
ILMU KEPERAWATAN,S1,Baik Sekali,banpt-1276
ILMU KEPERAWATAN,S1,Baik Sekali,banpt-3671
ILMU KEPERAWATAN,S1,Baik Sekali,banpt-3337
ARSITEKTUR,S1,Tidak Terakreditasi,banpt-2347
TEKNIK INDUSTRI,S1,Tidak Terakreditasi,banpt-1128
ADMINISTRASI PUBLIK,S1,Tidak Terakreditasi,banpt-1427
TEKNIK SIPIL,S1,Tidak Terakreditasi,banpt-2139
SISTEM INFORMASI,S1,Tidak Terakreditasi,banpt-SEKOLAH TINGGI MANAJEMEN INFORMATIKA DAN KOMPUTER LEMBAH DEMPO
PENDIDIKAN BAHASA INGGRIS,S1,Baik,banpt-2927
TEKNOLOGI INDUSTRI PERTANIAN,S1,Baik,banpt-3891
AHWAL AL-SYAKHSHIYAH,S1,Baik Sekali,banpt-3121
TEKNIK INFORMATIKA,S1,Baik,banpt-2827
PENDIDIKAN BAHASA INGGRIS,S1,Baik,banpt-3656
ILMU ADMINISTRASI NEGARA,S1,Baik,banpt-507
MANAJEMEN,S1,Baik Sekali,banpt-3827
TEKNIK ELEKTRO,S1,Baik,banpt-2191
MANAJEMEN,S1,Baik,banpt-SEKOLAH TINGGI ILMU EKONOMI DHARMA AGUNG BANDUNG
MANAJEMEN,S1,Baik,banpt-2749
PSIKOLOGI,S1,Baik,banpt-1851
BIMBINGAN DAN KONSELING,S1,Baik Sekali,banpt-2631
MANAJEMEN,S1,Baik,banpt-2347
AKUNTANSI,S1,Baik,banpt-INSTITUT MANAJEMEN KOPERASI INDONESIA
TEKNIK INFORMATIKA,S1,Baik,banpt-3216
PSIKOLOGI,S1,Baik,banpt-2740
PENDIDIKAN FISIKA,S1,Baik,banpt-3822
MANAJEMEN,S1,Baik,banpt-2301
AGROTEKNOLOGI,S1,Baik,banpt-2382
TEKNIK ELEKTRO,S1,Baik,banpt-3180
SISTEM INFORMASI,S1,Baik,banpt-3811
INFORMATIKA,S1,Baik,banpt-4010
PENDIDIKAN EKONOMI,S1,Baik,banpt-STKIP MUHAMMADIYAH SAMPIT
TEKNIK ELEKTRO,S1,Baik,banpt-137
TEKNIK INDUSTRI PERTANIAN,S1,Baik,banpt-3542
TEKNOLOGI INDUSTRI PERTANIAN,S1,Baik,banpt-3699
ADMINISTRASI NIAGA,S1,Baik,banpt-STIA ASUH MITRA SOLO
TEKNOLOGI INFORMASI,S1,Baik,banpt-1060
TEKNIK SIPIL,S1,Baik Sekali,banpt-595
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,Baik,banpt-2319
PENDIDIKAN  BAHASA INGGRIS,S1,Baik Sekali,banpt-2371
DESAIN INTERIOR,S1,Baik,banpt-2499
PENDIDIKAN BAHASA INGGRIS,S1,Baik,banpt-3127
TEKNIK MESIN,S1,Baik,banpt-3915
AKUNTANSI,S1,Baik,banpt-STIE DHARMA NEGARA
TEKNIK MESIN,S1,Baik,banpt-SEKOLAH TINGGI TEKNOLOGI YUPENTEK
PENDIDIKAN BAHASA INGGRIS,S1,Baik,banpt-2573
SISTEM INFORMASI,S1,Baik,banpt-1927
TEKNIK MESIN,S1,Baik,banpt-3215
PENDIDIKAN KEAGAMAAN KATOLIK,S1,Baik,banpt-STKIP WEETEBULA
MANAJEMEN,S1,Baik,banpt-SEKOLAH TINGGI ILMU EKONOMI LAMAPPAPOLEONRO SOPPENG
TEKNIK LINGKUNGAN,S1,Baik,banpt-UNIVERSITAS TEKNOLOGI SULAWESI UTARA
AGRIBISNIS,S1,Baik,banpt-3406
MANAJEMEN,S1,Baik,banpt-1798
AGROTEKNOLOGI,S1,Baik,banpt-498
TEKNIK ELEKTRO,S1,Baik,banpt-2371
BIMBINGAN KONSELING,S1,Baik,banpt-STKIP NIAS SELATAN
HUKUM,S1,Unggul,banpt-3214
SOSIOLOGI,S1,Baik,banpt-907
AGRIBISNIS,S1,Baik,banpt-2599
TEKNIK ELEKTRO,S1,Baik,banpt-475
PENDIDIKAN MATEMATIKA,S1,Baik,banpt-STKIP LA TANSA MASHIRO
ILMU ADMINISTRASI NEGARA,S1,Baik,banpt-1645
PENDIDIKAN JASMANI,S1,Baik,banpt-3298
ILMU ADMINISTRASI NEGARA,S1,Baik,banpt-2282
PENDIDIKAN MATEMATIKA,S1,Baik,banpt-3280
PENDIDIKAN ILMU PENGETAHUAN ALAM,S1,Baik,banpt-3280
AGROTEKNOLOGI,S1,Baik,banpt-2628
AGRIBISNIS,S1,Baik,banpt-2629
PENDIDIKAN KEPELATIHAN OLAHRAGA,S1,Baik,banpt-UNIVERSITAS MITRA KARYA
AKUNTANSI,S1,Baik,banpt-663
MANAJEMEN,S1,A,banpt-2377
INFORMATIKA,S1,Unggul,banpt-3332
AGRIBISNIS,S1,Baik Sekali,banpt-2401
SISTEM INFORMASI,S1,Unggul,banpt-3332
PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,B,banpt-369
DESAIN KOMUNIKASI VISUAL,S1,B,banpt-141
TEKNIK ELEKTRO,S1,B,banpt-3416
MANAJEMEN,S1,B,banpt-2745
TEKNIK SIPIL,S1,B,banpt-810
AKUNTANSI,S1,B,banpt-50
MANAJEMEN,S1,B,banpt-SEKOLAH TINGGI ILMU EKONOMI AL WASHLIYAH
PENDIDIKAN GURU SEKOLAH DASAR,S1,B,banpt-2231
PENDIDIKAN BAHASA INDONESIA,S1,B,banpt-3873
ADMINISTRASI PUBLIK,S1,B,banpt-3873
AKUNTANSI,S1,Baik,banpt-SEKOLAH TINGGI ILMU EKONOMI SATU NUSA
REKAYASA PERANGKAT LUNAK,S1,Baik,banpt-1949
ILMU HUKUM,S1,Baik,banpt-1766
TEKNOLOGI INDUSTRI PERTANIAN,S1,Baik,banpt-3215
PENDIDIKAN AKUNTANSI,S1,Baik,banpt-STKIP PGRI SUMATERA BARAT
PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,S1,Baik,banpt-STKIP PGRI SUMATERA BARAT
GEOGRAFI,S1,Baik,banpt-3915
MANAJEMEN,S1,Baik,banpt-1027
TEKNOLOGI HASIL PERIKANAN,S1,Baik,banpt-663
