wilayah,nama_kampus,akreditasi,jumlah_prodi,biaya_tahunan,provinsi
Sumatera,SEKOLAH TINGGI ILMU PERTANIAN SRIWIGAMA,Baik Sekali,2,5600000.0,Sumatera Selatan
Sumatera,SEKOLAH TINGGI ILMU PERTANIAN YASHAFA,Baik Sekali,2,5000000.0,Aceh
Sumatera,SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN PADANG LAWAS,Baik Sekali,2,4800000.0,Sumatera Utara
Sumatera,SEKOLAH TINGGI MANAJEMEN INFORMATIKA DAN KOMPUTER KALIREJO LAMPUNG,Baik Sekali,2,6000000.0,Lampung
Sumatera,SEKOLAH TINGGI MANAJEMEN INFORMATIKA DAN KOMPUTER MULIA DARMA,Baik Sekali,2,6150000.0,Sumatera Utara
Sumatera,SEKOLAH TINGGI TEKNIK ISKANDAR THANI,Baik Sekali,2,32400000.0,Aceh
Sumatera,STIE IBMI MEDAN,Baik Sekali,2,4400000.0,Sumatera Utara
Sumatera,STIE WIDYASWARA INDONESIA,Baik Sekali,2,4600000.0,Sumatera Barat
Sumatera,STIE YA BANGKO,Baik Sekali,2,4800000.0,Jambi
Sumatera,STISIP IMAM BONJOL,Baik Sekali,2,4000000.0,Sumatera Barat
Sumatera,STKIP WIDYASWARA INDONESIA,Baik Sekali,2,2700000.0,Sumatera Barat
Sumatera,STMIK CITRA MANDIRI PADANGSIDIMPUAN,Baik Sekali,2,4800000.0,Sumatera Utara
Sumatera,STMIK INDONESIA BANDA ACEH,Baik Sekali,2,4800000.0,Aceh
Sumatera,STMIK KAPUTAMA,Baik Sekali,2,5700000.0,Sumatera Utara
Sumatera,STMIK METHODIST BINJAI,Baik Sekali,2,5000000.0,Sumatera Utara
Sumatera,STMIK SURYA INTAN,Baik Sekali,2,4800000.0,Lampung
Sumatera,UNIVERSITAS ADVENT SURYA NUSANTARA,Baik Sekali,2,14100000.0,Sumatera Utara
Sumatera,UNIVERSITAS BINA DARMA,A,2,11500000.0,Sumatera Selatan
Sumatera,UNIVERSITAS ISLAM SUMATERA UTARA,Unggul,2,25000001.0,Sumatera Utara
Sumatera,UNIVERSITAS KADER BANGSA,C,2,10700000.0,Sumatera Selatan
Sumatera,UNIVERSITAS MUHAMMADIYAH BENGKULU,C,2,6600000.0,Bengkulu
Sumatera,UNIVERSITAS MUHAMMADIYAH TAPANULI SELATAN,C,2,6166000.0,Sumatera Utara
Sumatera,UNIVERSITAS PGRI PALEMBANG,A,2,401975000.0,Sumatera Selatan
Sumatera,UNIVERSITAS PGRI PALEMBANG,Unggul,2,401975000.0,Sumatera Selatan
Sumatera,UNIVERSITAS PGRI SUMATERA BARAT,Unggul,2,10100000.0,Sumatera Barat
Sumatera,UNIVERSITAS PRIMA NUSANTARA BUKITTINGGI,Unggul,2,7410000.0,Sumatera Barat
Sumatera,UNIVERSITAS SIMALUNGUN,C,2,30275000.0,Sumatera Utara
Sumatera,INSTITUT KESEHATAN DELI HUSADA DELI TUA,Unggul,1,33500000.0,Sumatera Utara
Sumatera,INSTITUT KESEHATAN HELVETIA,C,1,42400000.0,Sumatera Utara
Sumatera,INSTITUT KESEHATAN MEDISTRA LUBUK PAKAM,Unggul,1,62000000.0,Sumatera Utara
Sumatera,INSTITUT KESEHATAN SUMATERA UTARA,C,1,12200000.0,Sumatera Utara
Sumatera,INSTITUT MODERN ARSITEKTUR DAN TEKNOLOGI,A,1,14000000.0,Sumatera Utara
Sumatera,SEKOLAH TINGGI BAHASA ASING PRAYOGA,Baik Sekali,1,5150000.0,Sumatera Barat
Sumatera,SEKOLAH TINGGI ILMU ADMINISTRASI ADABIAH,Baik Sekali,1,5250000.0,Sumatera Barat
Sumatera,SEKOLAH TINGGI ILMU ADMINISTRASI ADABIAH,C,1,5250000.0,Sumatera Barat
Sumatera,SEKOLAH TINGGI ILMU ADMINISTRASI ISKANDAR THANI,Baik Sekali,1,5000000.0,Aceh
Sumatera,SEKOLAH TINGGI ILMU ADMINISTRASI PELITA NUSANTARA,Baik Sekali,1,5000000.0,Aceh
Sumatera,SEKOLAH TINGGI ILMU ADMINISTRASI SATYA NEGARA,Baik Sekali,1,6400000.0,Sumatera Selatan
Sumatera,SEKOLAH TINGGI ILMU EKONOMI APRIN,Baik Sekali,1,45500000.0,Sumatera Selatan
Sumatera,SEKOLAH TINGGI ILMU EKONOMI DWI SAKTI BATURAJA,Baik Sekali,1,26800000.0,Sumatera Selatan
Sumatera,SEKOLAH TINGGI ILMU EKONOMI EL HAKIM,Baik Sekali,1,2640000.0,Sumatera Barat
Sumatera,SEKOLAH TINGGI ILMU EKONOMI PERDAGANGAN,Baik Sekali,1,11082500.0,Sumatera Barat
Sumatera,SEKOLAH TINGGI ILMU EKONOMI PROFESSIONAL MANAJEMEN COLLEGE INDONESIA,Baik Sekali,1,10800000.0,Sumatera Utara
Sumatera,SEKOLAH TINGGI ILMU EKONOMI TRISNA NEGARA,Baik Sekali,1,17500000.0,Sumatera Selatan
Sumatera,SEKOLAH TINGGI ILMU EKONOMI YPHB,Baik Sekali,1,5000000.0,Aceh
Sumatera,SEKOLAH TINGGI ILMU FARMASI BHAKTI PERTIWI,Baik Sekali,1,12550000.0,Sumatera Selatan
Sumatera,SEKOLAH TINGGI ILMU FARMASI PADANG,Baik Sekali,1,16100000.0,Sumatera Barat
Sumatera,SEKOLAH TINGGI ILMU HUKUM AL-BANNA,Baik Sekali,1,5000000.0,Aceh
Sumatera,SEKOLAH TINGGI ILMU HUKUM GRAHA KIRANA,Baik Sekali,1,2000000.0,Sumatera Utara
Sumatera,SEKOLAH TINGGI ILMU KEHUTANAN PANTE KULU,Baik Sekali,1,4800000.0,Aceh
Sumatera,SEKOLAH TINGGI ILMU KESEHATAN AN NUR HUSADA LAMPUNG UTARA,Baik Sekali,1,6900000.0,Lampung
Sumatera,SEKOLAH TINGGI ILMU KESEHATAN ARJUNA,Baik Sekali,1,4500000.0,Sumatera Utara
Sumatera,SEKOLAH TINGGI ILMU KESEHATAN BINALITA SUDAMA,Baik Sekali,1,16000000.0,Sumatera Utara
Sumatera,SEKOLAH TINGGI ILMU KESEHATAN DARMO,Baik Sekali,1,7000000.0,Sumatera Utara
Sumatera,SEKOLAH TINGGI ILMU KESEHATAN HESTI WIRA SRIWIJAYA,Baik Sekali,1,25100000.0,Sumatera Selatan
Sumatera,SEKOLAH TINGGI ILMU KESEHATAN INDAH MEDAN,Baik Sekali,1,8100000.0,Sumatera Utara
Sumatera,SEKOLAH TINGGI ILMU KESEHATAN JABAL GHAFUR,Baik Sekali,1,5900000.0,Aceh
Sumatera,SEKOLAH TINGGI ILMU KESEHATAN KESEHATAN BARU,Baik Sekali,1,5700000.0,Sumatera Utara
Sumatera,SEKOLAH TINGGI ILMU KESEHATAN MERANGIN,Baik Sekali,1,11400000.0,Jambi
Sumatera,SEKOLAH TINGGI ILMU KESEHATAN MERANGIN,C,1,11400000.0,Jambi
Sumatera,SEKOLAH TINGGI ILMU KESEHATAN MITRA ADIGUNA,Baik Sekali,1,6750000.0,Sumatera Selatan
Sumatera,SEKOLAH TINGGI ILMU KESEHATAN MITRA HUSADA MEDAN,Baik Sekali,1,11750000.0,Sumatera Utara
Sumatera,SEKOLAH TINGGI ILMU KESEHATAN MITRA SEJATI,Baik Sekali,1,24600000.0,Sumatera Utara
Sumatera,SEKOLAH TINGGI ILMU KESEHATAN PATRIOT BANGSA LAMPUNG,Baik Sekali,1,11000000.0,Lampung
Sumatera,SEKOLAH TINGGI ILMU KESEHATAN SEHAT MEDAN,Baik Sekali,1,7000000.0,Sumatera Utara
Sumatera,SEKOLAH TINGGI ILMU KESEHATAN SEHATI,Baik Sekali,1,10050000.0,Sumatera Utara
Sumatera,SEKOLAH TINGGI ILMU KESEHATAN SENTRAL,A,1,6000000.0,Sumatera Utara
Sumatera,SEKOLAH TINGGI ILMU KESEHATAN SENTRAL,Baik Sekali,1,6000000.0,Sumatera Utara
Sumatera,SEKOLAH TINGGI ILMU KESEHATAN SIHAT BEURATA BANDA ACEH,Baik Sekali,1,6000000.0,Aceh
Sumatera,SEKOLAH TINGGI ILMU KOMUNIKASI PEMBANGUNAN,Baik Sekali,1,7000000.0,Sumatera Utara
Sumatera,SEKOLAH TINGGI ILMU MANAJEMEN INDONESIA MEULABOH,Baik Sekali,1,4800000.0,Aceh
Sumatera,SEKOLAH TINGGI ILMU PERTANIAN BELITANG,Baik Sekali,1,5000000.0,Sumatera Selatan
Sumatera,SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN AN-NUR NANGGROE ACEH DARUSSALAM,Baik Sekali,1,3150000.0,Aceh
Sumatera,SEKOLAH TINGGI KESEHATAN AL-FATAH BENGKULU,Baik Sekali,1,18000000.0,Bengkulu
Sumatera,SEKOLAH TINGGI PERIKANAN SIBOLGA,Baik Sekali,1,3500000.0,Sumatera Utara
Sumatera,SEKOLAH TINGGI TEKNOLOGI IMMANUEL,Baik Sekali,1,6000000.0,Sumatera Utara
Sumatera,STIA BINA NUSANTARA MANDIRI PARIAMAN,Baik Sekali,1,4400000.0,Sumatera Barat
Sumatera,STIH PUTRI MAHARAJA,Baik Sekali,1,7250000.0,Sumatera Barat
Sumatera,STIKES DHARMA LANDBOUW,Baik Sekali,1,13000000.0,Sumatera Barat
Sumatera,STKIP BUDIDAYA,Baik Sekali,1,6860000.0,Sumatera Utara
Sumatera,STMIK KRISTEN NEUMANN INDONESIA,Baik Sekali,1,6000000.0,Sumatera Utara
Sumatera,STMIK KRISTEN NEUMANN INDONESIA,C,1,6000000.0,Sumatera Utara
Sumatera,STMIK PELITA NUSANTARA,Baik Sekali,1,6875000.0,Sumatera Utara
Sumatera,UNIVERSITAS ADZKIA,A,1,8300000.0,Sumatera Barat
Sumatera,UNIVERSITAS AISYAH PRINGSEWU,Unggul,1,26550000.0,Lampung
Sumatera,UNIVERSITAS AISYIYAH PALEMBANG,A,1,45650000.0,Sumatera Selatan
Sumatera,UNIVERSITAS AL MUSLIM,A,1,2200000.0,Aceh
Sumatera,UNIVERSITAS BAITURRAHMAH,A,1,36300000.0,Sumatera Barat
Sumatera,UNIVERSITAS BANDAR LAMPUNG,A,1,5800000.0,Lampung
Sumatera,UNIVERSITAS BATANGHARI JAMBI,C,1,7900500.0,Jambi
Sumatera,UNIVERSITAS BATURAJA,A,1,4800000.0,Sumatera Selatan
Sumatera,UNIVERSITAS BATURAJA,C,1,4800000.0,Sumatera Selatan
Sumatera,UNIVERSITAS BINA BANGSA GETSEMPENA,Unggul,1,9300000.0,Aceh
Sumatera,UNIVERSITAS BINA DARMA,C,1,11500000.0,Sumatera Selatan
Sumatera,UNIVERSITAS CIPTA MANDIRI,A,1,3800000.0,Aceh
Sumatera,UNIVERSITAS DHARMA ANDALAS,A,1,8300000.0,Sumatera Barat
Sumatera,UNIVERSITAS EKASAKTI,C,1,5750000.0,Sumatera Barat
Sumatera,UNIVERSITAS FORT DE KOCK,Unggul,1,19500000.0,Sumatera Barat
Sumatera,UNIVERSITAS INDONESIA MANDIRI,A,1,4800000.0,Lampung
Sumatera,UNIVERSITAS ISLAM LABUHAN BATU,A,1,4800000.0,Sumatera Utara
Sumatera,UNIVERSITAS MEDAN AREA,C,1,17250000.0,Sumatera Utara
Sumatera,UNIVERSITAS METHODIST INDONESIA,C,1,50000000.0,Sumatera Utara
Sumatera,UNIVERSITAS MUHAMMADIYAH ACEH,Unggul,1,15505000.0,Aceh
Sumatera,UNIVERSITAS MUHAMMADIYAH ASAHAN,A,1,4000000.0,Sumatera Utara
Sumatera,UNIVERSITAS MUHAMMADIYAH BANGKA BELITUNG,Unggul,1,4480000.0,Bangka Belitung
Sumatera,UNIVERSITAS MUHAMMADIYAH JAMBI,A,1,6110000.0,Jambi
Sumatera,UNIVERSITAS MUHAMMADIYAH PALEMBANG,C,1,38610000.0,Sumatera Selatan
Sumatera,UNIVERSITAS MUHAMMADIYAH PALEMBANG,Unggul,1,38610000.0,Sumatera Selatan
Sumatera,UNIVERSITAS PEMBANGUNAN PANCA BUDI,C,1,15000000.0,Sumatera Utara
Sumatera,UNIVERSITAS PRIMA NUSANTARA BUKITTINGGI,A,1,7410000.0,Sumatera Barat
Sumatera,UNIVERSITAS PROF DR HAZAIRIN SH,A,1,20575000.0,Bengkulu
Sumatera,UNIVERSITAS QUALITY,Baik Sekali,1,7400001.0,Sumatera Utara
Sumatera,UNIVERSITAS ROYAL,A,1,4500000.0,Sumatera Utara
Sumatera,UNIVERSITAS SAINS CUT NYAK DHIEN,A,1,9000000.0,Aceh
Sumatera,UNIVERSITAS SERAMBI MEKKAH,A,1,6300000.0,Aceh
Sumatera,UNIVERSITAS SERELO LAHAT,A,1,39700000.0,Sumatera Selatan
Sumatera,UNIVERSITAS TAMANSISWA,C,1,6500001.0,Sumatera Barat
