quipper_code,rencanamu_code,banpt_code,pddikti_code,faculty,prodi,prodi_normalized,edu_level,accreditation,institution_code,cluster_kmodes,cluster_category
-,-,banpt-1816,-,-,INFORMATIKA,INFORMATIKA,S1,BAIK,967,0,Ekonomi & Bisnis
-,-,banpt-1816,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK,967,0,Ekonomi & Bisnis
-,-,banpt-1816,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK,967,0,Ekonomi & Bisnis
-,rencanamu-205,banpt-1989,-,-,ADMINISTRASI PENDIDIKAN,ADMINISTRASI,S1,C,112,0,Ekonomi & Bisnis
-,rencanamu-205,banpt-1989,-,-,AGRIBISNIS,AGRIBISNIS,S1,C,112,0,Ekonomi & Bisnis
-,rencanamu-205,banpt-1989,-,-,ARSITEKTUR,ARSITEKTUR,S1,C,112,0,Ekonomi & Bisnis
-,-,banpt-1989,-,-,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK,112,0,Ekonomi & Bisnis
-,rencanamu-205,banpt-1989,-,-,PENDIDIKAN ANAK USIA DINI,GURU ANAK USIA DINI,S1,C,112,0,Ekonomi & Bisnis
-,rencanamu-205,-,-,-,ILMU HUKUM,HUKUM,S1,B,112,0,Ekonomi & Bisnis
-,rencanamu-205,banpt-1989,-,-,TEKNIK LINGKUNGAN,LINGKUNGAN,S1,C,112,0,Ekonomi & Bisnis
-,rencanamu-205,banpt-1989,-,-,MANAJEMEN,MANAJEMEN,S1,C,112,0,Ekonomi & Bisnis
-,-,banpt-1989,-,-,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,BAIK,112,0,Ekonomi & Bisnis
-,rencanamu-205,banpt-1989,-,-,ILMU PEMERINTAHAN,PEMERINTAHAN,S1,C,112,0,Ekonomi & Bisnis
-,rencanamu-205,banpt-1989,-,-,PEMANFAATAN SUMBERDAYA PERIKANAN,PERIKANAN,S1,C,112,0,Ekonomi & Bisnis
-,-,banpt-1989,-,-,TEKNIK PERTAMBANGAN,PERTAMBANGAN,S1,BAIK,112,0,Ekonomi & Bisnis
-,-,banpt-1989,-,-,TEKNIK SIPIL,SIPIL,S1,BAIK,112,0,Ekonomi & Bisnis
-,-,banpt-1989,-,-,SISTEM DAN TEKNOLOGI INFORMASI,SISTEM INFORMASI,S1,BAIK,112,0,Ekonomi & Bisnis
-,rencanamu-205,banpt-1989,-,-,TEKNOLOGI HASIL PERIKANAN,TEKNOLOGI HASIL PERIKANAN,S1,C,112,0,Ekonomi & Bisnis
-,-,banpt-1989,-,-,PENDIDIKAN TEKNOLOGI INFORMASI,TEKNOLOGI INFORMASI,S1,BAIK,112,0,Ekonomi & Bisnis
-,-,banpt-2409,-,-,ADMINISTRASI KESEHATAN,ADMINISTRASI KESEHATAN,S1,BAIK,1345,0,Ekonomi & Bisnis
-,-,banpt-2409,-,-,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,BAIK,1345,0,Ekonomi & Bisnis
-,-,banpt-2409,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,B,1345,0,Ekonomi & Bisnis
-,-,banpt-2409,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK,1345,0,Ekonomi & Bisnis
-,-,banpt-2409,-,-,TEKNOLOGI INFORMASI,TEKNOLOGI INFORMASI,S1,BAIK,1345,0,Ekonomi & Bisnis
-,-,banpt-3298,-,-,AGRIBISNIS,AGRIBISNIS,S1,BAIK,550,0,Ekonomi & Bisnis
-,-,banpt-3298,-,-,AGROTEKNOLOGI,AGROTEKNOLOGI,S1,BAIK,550,0,Ekonomi & Bisnis
-,-,banpt-3298,-,-,PENDIDIKAN GURU SEKOLAH DASAR,GURU SEKOLAH DASAR,S1,BAIK SEKALI,550,0,Ekonomi & Bisnis
-,-,banpt-3298,-,-,HUKUM,HUKUM,S1,B,550,0,Ekonomi & Bisnis
-,-,banpt-3298,-,-,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,BAIK,550,0,Ekonomi & Bisnis
-,-,banpt-3298,-,-,INFORMATIKA MEDIS,INFORMATIKA MEDIS,S1,BAIK,550,0,Ekonomi & Bisnis
-,-,banpt-3298,-,-,PENDIDIKAN JASMANI,JASMANI,S1,BAIK,550,0,Ekonomi & Bisnis
-,-,banpt-3298,-,-,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,BAIK SEKALI,550,0,Ekonomi & Bisnis
-,-,banpt-3298,-,-,NUTRISI DAN TEKNOLOGI PAKAN TERNAK,NUTRISI TEKNOLOGI PAKAN TERNAK,S1,BAIK,550,0,Ekonomi & Bisnis
-,-,banpt-3298,-,-,SISTEM DAN TEKNOLOGI INFORMASI,SISTEM INFORMASI,S1,BAIK,550,0,Ekonomi & Bisnis
-,-,banpt-1302,-,-,ADMINISTRASI RUMAH SAKIT,ADMINISTRASI RUMAH SAKIT,S1,BAIK,748,0,Ekonomi & Bisnis
-,-,banpt-1302,-,-,AKUNTANSI,AKUNTANSI,S1,BAIK,748,0,Ekonomi & Bisnis
-,-,banpt-1302,-,-,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK,748,0,Ekonomi & Bisnis
-,-,banpt-1302,-,-,FARMASI,FARMASI,S1,BAIK SEKALI,748,0,Ekonomi & Bisnis
-,-,banpt-1302,-,-,GIZI,GIZI,S1,BAIK,748,0,Ekonomi & Bisnis
-,-,banpt-1302,-,-,PENDIDIKAN GURU SEKOLAH DASAR,GURU SEKOLAH DASAR,S1,BAIK SEKALI,748,0,Ekonomi & Bisnis
-,-,banpt-1302,-,-,HUKUM,HUKUM,S1,BAIK,748,0,Ekonomi & Bisnis
-,-,banpt-1302,-,-,TEKNIK INDUSTRI,INDUSTRI,S1,BAIK,748,0,Ekonomi & Bisnis
-,-,banpt-1302,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK SEKALI,748,0,Ekonomi & Bisnis
-,-,banpt-1302,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI,748,0,Ekonomi & Bisnis
-,-,banpt-1302,-,-,ILMU KOMPUTER,KOMPUTER,S1,BAIK SEKALI,748,0,Ekonomi & Bisnis
-,-,banpt-1302,-,-,MATEMATIKA,MATEMATIKA,S1,BAIK,748,0,Ekonomi & Bisnis
-,-,banpt-1302,-,-,SISTEM INFORMASI,SISTEM INFORMASI,S1,BAIK SEKALI,748,0,Ekonomi & Bisnis
-,-,banpt-2547,-,-,AKUNTANSI,AKUNTANSI,S1,BAIK SEKALI,243,0,Ekonomi & Bisnis
-,-,banpt-2547,-,-,ANTROPOLOGI SOSIAL,ANTROPOLOGI,S1,B,243,0,Ekonomi & Bisnis
-,-,banpt-2547,-,-,PENDIDIKAN BIOLOGI,BIOLOGI,S1,BAIK SEKALI,243,0,Ekonomi & Bisnis
-,-,banpt-2547,-,-,PENDIDIKAN GURU SEKOLAH DASAR,GURU SEKOLAH DASAR,S1,BAIK SEKALI,243,0,Ekonomi & Bisnis
-,-,banpt-2547,-,-,ILMU HUKUM,HUKUM,S1,BAIK SEKALI,243,0,Ekonomi & Bisnis
-,-,banpt-2547,-,-,ILMU KESEJAHTERAAN SOSIAL,KESEJAHTERAAN SOSIAL,S1,B,243,0,Ekonomi & Bisnis
-,-,banpt-2547,-,-,MANAJEMEN,MANAJEMEN,S1,B,243,0,Ekonomi & Bisnis
-,-,banpt-2547,-,-,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,BAIK SEKALI,243,0,Ekonomi & Bisnis
-,-,banpt-2547,-,-,PEMANFAATAN SUMBER DAYA PERIKANAN,PERIKANAN,S1,B,243,0,Ekonomi & Bisnis
-,-,banpt-2547,-,-,ILMU POLITIK,POLITIK,S1,BAIK,243,0,Ekonomi & Bisnis
-,-,banpt-2547,-,-,PENDIDIKAN SOSIOLOGI,SOSIOLOGI,S1,BAIK SEKALI,243,0,Ekonomi & Bisnis
-,-,banpt-2426,-,-,TEKNIK ELEKTRO,ELEKTRO,S1,BAIK,682,0,Ekonomi & Bisnis
-,-,banpt-2426,-,-,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,B,682,0,Ekonomi & Bisnis
-,-,banpt-2426,-,-,INFORMATIKA,INFORMATIKA,S1,BAIK,682,0,Ekonomi & Bisnis
-,-,banpt-2426,-,-,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,BAIK SEKALI,682,0,Ekonomi & Bisnis
-,-,banpt-2426,-,-,ILMU PEMERINTAHAN,PEMERINTAHAN,S1,B,682,0,Ekonomi & Bisnis
-,-,banpt-2426,-,-,PSIKOLOGI,PSIKOLOGI,S1,B,682,0,Ekonomi & Bisnis
-,-,banpt-2426,-,-,SASTRA INGGRIS,SASTRA INGGRIS,S1,BAIK,682,0,Ekonomi & Bisnis
-,-,banpt-2426,-,-,TEKNIK SIPIL,SIPIL,S1,BAIK,682,0,Ekonomi & Bisnis
-,-,banpt-1038,-,-,ADMINISTRASI KESEHATAN,ADMINISTRASI KESEHATAN,S1,BAIK,951,0,Ekonomi & Bisnis
-,-,banpt-1038,-,-,ILMU AKTUARIA,AKTUARIA,S1,BAIK,951,0,Ekonomi & Bisnis
-,-,banpt-1038,-,-,BIOKIMIA,BIOKIMIA,S1,BAIK,951,0,Ekonomi & Bisnis
-,-,banpt-1038,-,-,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,BAIK SEKALI,951,0,Ekonomi & Bisnis
-,-,banpt-1038,-,-,INFORMATIKA,INFORMATIKA,S1,BAIK,951,0,Ekonomi & Bisnis
-,-,banpt-1038,-,-,ILMU KESEJAHTERAAN SOSIAL,KESEJAHTERAAN SOSIAL,S1,BAIK SEKALI,951,0,Ekonomi & Bisnis
-,-,banpt-1038,-,-,ILMU LINGKUNGAN,LINGKUNGAN,S1,BAIK,951,0,Ekonomi & Bisnis
quipper-355,rencanamu-206,banpt-1667,-,FAKULTAS EKONOMI DAN BISNIS,AKUNTANSI,AKUNTANSI,S1,B,163,2,Pendidikan & Keguruan
-,rencanamu-206,banpt-1667,-,-,BIMBINGAN DAN KONSELING,BIMBINGAN KONSELING,S1,B,163,0,Ekonomi & Bisnis
quipper-355,rencanamu-206,banpt-1667,-,FAKULTAS ILMU KESEHATAN,FARMASI,FARMASI,S1,C,163,0,Ekonomi & Bisnis
quipper-355,-,-,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,KEGURUAN & PENDIDIKAN,GURU,S1,-,163,2,Pendidikan & Keguruan
-,-,banpt-1667,-,-,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,GURU ANAK USIA DINI,S1,BAIK SEKALI,163,0,Ekonomi & Bisnis
-,rencanamu-206,-,-,-,PENDIDIKAN GURU PAUD,GURU PAUD,S1,B,163,0,Ekonomi & Bisnis
quipper-355,rencanamu-206,banpt-1667,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN GURU SEKOLAH DASAR,GURU SEKOLAH DASAR,S1,A,163,2,Pendidikan & Keguruan
quipper-355,rencanamu-206,banpt-1667,-,FAKULTAS HUKUM,ILMU HUKUM,HUKUM,S1,A,163,3,Hukum
-,-,banpt-1667,-,-,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,BAIK,163,0,Ekonomi & Bisnis
quipper-355,rencanamu-206,banpt-1667,-,FAKULTAS TEKNIK,TEKNIK INDUSTRI,INDUSTRI,S1,B,163,1,Teknik & Rekayasa
quipper-355,rencanamu-206,banpt-1667,-,FAKULTAS TEKNIK,TEKNIK INFORMATIKA,INFORMATIKA,S1,B,163,1,Teknik & Rekayasa
quipper-355,rencanamu-206,banpt-1667,-,FAKULTAS ILMU KESEHATAN,ILMU KEPERAWATAN,KEPERAWATAN,S1,B,163,0,Ekonomi & Bisnis
quipper-355,rencanamu-206,banpt-1667,-,FAKULTAS EKONOMI DAN BISNIS,MANAJEMEN,MANAJEMEN,S1,B,163,0,Ekonomi & Bisnis
-,-,banpt-1667,-,-,TEKNIK MESIN,MESIN,S1,BAIK,163,0,Ekonomi & Bisnis
-,rencanamu-206,-,-,-,MESIN OTOMOTIF,OTOMOTIF,S1,A,163,0,Ekonomi & Bisnis
quipper-355,rencanamu-206,banpt-1667,-,FAKULTAS PSIKOLOGI DAN HUMANIORA,PSIKOLOGI,PSIKOLOGI,S1,C,163,0,Ekonomi & Bisnis
-,-,banpt-1203,-,-,PENDIDIKAN EKONOMI,EKONOMI,S1,BAIK,984,0,Ekonomi & Bisnis
-,-,banpt-1203,-,-,HUKUM,HUKUM,S1,BAIK,984,0,Ekonomi & Bisnis
-,-,banpt-1203,-,-,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,BAIK,984,0,Ekonomi & Bisnis
-,-,banpt-1203,-,-,PENDIDIKAN JASMANI,JASMANI,S1,BAIK,984,0,Ekonomi & Bisnis
-,-,banpt-1203,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI,984,0,Ekonomi & Bisnis
-,-,banpt-1203,-,-,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,BAIK SEKALI,984,0,Ekonomi & Bisnis
-,-,banpt-1203,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK,984,0,Ekonomi & Bisnis
-,-,banpt-1203,-,-,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,PANCASILA KEWARGANEGARAAN,S1,BAIK,984,0,Ekonomi & Bisnis
-,-,banpt-1203,-,-,PSIKOLOGI,PSIKOLOGI,S1,BAIK,984,0,Ekonomi & Bisnis
-,-,banpt-1203,-,-,TEKNOLOGI INFORMASI,TEKNOLOGI INFORMASI,S1,BAIK,984,0,Ekonomi & Bisnis
quipper-387,-,-,-,FAKULTAS TEKNIK,ILMU TEKNIK,,S1,-,245,1,Teknik & Rekayasa
quipper-387,-,-,-,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,ILMU ADMINISTRASI,ADMINISTRASI,S1,-,245,0,Ekonomi & Bisnis
-,rencanamu-207,banpt-1988,-,-,ILMU ADMINISTRASI NEGARA,ADMINISTRASI NEGARA,S1,A,245,0,Ekonomi & Bisnis
quipper-387,rencanamu-207,banpt-1988,-,FAKULTAS PERTANIAN,AGRIBISNIS,AGRIBISNIS,S1,B,245,0,Ekonomi & Bisnis
quipper-387,-,banpt-1988,-,FAKULTAS PERTANIAN,AGROTEKNOLOGI,AGROTEKNOLOGI,S1,BAIK,245,0,Ekonomi & Bisnis
