institution_name,province,campus_accreditation,average_yearly_fee,kategori_final,link
STMIK MULTICOM BOLAAN MONGONDOW,SULAWESI UTARA,BAIK,8000000.0,SULAWESI UTARA - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI PARIWISATA,SULAWESI UTARA,BAIK,7000000.0,SULAWESI UTARA - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU KESEHATAN GUNUNG MARIA TOMOHON,SULAWESI UTARA,BAIK,6200000.0,SULAWESI UTARA - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS NUSANTARA MANADO,SULAWESI UTARA,BAIK,5835000.0,SULAWESI UTARA - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI EBEN HAEZER MANADO,SULAWESI UTARA,BAIK,5600000.0,SULAWESI UTARA - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS DUMOGA KOTAMOBAGU,SULAWESI UTARA,BAIK,5250000.0,SULAWESI UTARA - Terjangkau (5-15 Jt) - Baik,-
STISIP MERDEKA MANADO,SULAWESI UTARA,BAIK,5000000.0,SULAWESI UTARA - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI PIONER MANADO,SULAWESI UTARA,BAIK,5000000.0,SULAWESI UTARA - Terjangkau (5-15 Jt) - Baik,-
INSTITUT SAINS DAN TEKNOLOGI ESA TRINITA,SULAWESI UTARA,BAIK,5000000.0,SULAWESI UTARA - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI WIDYA DARMA KOTAMOBAGU,SULAWESI UTARA,BAIK,4800000.0,SULAWESI UTARA - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS PARNA RAYA,SULAWESI UTARA,BAIK,4540000.0,SULAWESI UTARA - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS TRINITA,SULAWESI UTARA,BAIK,4000000.0,SULAWESI UTARA - Terjangkau (5-15 Jt) - Baik,-
INSTITUT KESEHATAN DAN TEKNOLOGI GRAHA MEDIKA,SULAWESI UTARA,BAIK,4000000.0,SULAWESI UTARA - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI FILSAFAT SEMINARI PINELENG,SULAWESI UTARA,B,3870000.0,SULAWESI UTARA - Menengah (15-40 Jt) - Baik Sekali (B),-
UNIVERSITAS BAITURRAHMAH,SUMATERA BARAT,A,36300000.0,SUMATERA BARAT - Menengah (15-40 Jt) - Baik Sekali (B),https://rencanamu.id/cari-kampus/universitas-baiturrahmah
UNIVERSITAS PERINTIS INDONESIA,SUMATERA BARAT,B,33500000.0,SUMATERA BARAT - Menengah (15-40 Jt) - Baik Sekali (B),-
UNIVERSITAS MAHAPUTRA MUHAMMAD YAMIN,SUMATERA BARAT,BAIK SEKALI,24850000.0,SUMATERA BARAT - Menengah (15-40 Jt) - Baik Sekali (B),-
UNIVERSITAS SYEDZA SAINTIKA,SUMATERA BARAT,B,20000000.0,SUMATERA BARAT - Menengah (15-40 Jt) - Baik Sekali (B),-
UNIVERSITAS FORT DE KOCK,SUMATERA BARAT,BAIK SEKALI,19500000.0,SUMATERA BARAT - Menengah (15-40 Jt) - Baik Sekali (B),-
UNIVERSITAS BUNG HATTA,SUMATERA BARAT,B,17804000.0,SUMATERA BARAT - Menengah (15-40 Jt) - Baik Sekali (B),https://rencanamu.id/cari-kampus/universitas-bung-hatta
SEKOLAH TINGGI ILMU FARMASI PADANG,SUMATERA BARAT,BAIK SEKALI,16100000.0,SUMATERA BARAT - Menengah (15-40 Jt) - Baik Sekali (B),-
UNIVERSITAS ALIFAH PADANG,SUMATERA BARAT,BAIK SEKALI,15000000.0,SUMATERA BARAT - Menengah (15-40 Jt) - Baik Sekali (B),-
INSTITUT TEKNOLOGI PADANG,SUMATERA BARAT,B,14000000.0,SUMATERA BARAT - Terjangkau (5-15 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/institut-teknologi-padang
SEKOLAH TINGGI ILMU KESEHATAN INDONESIA,SUMATERA BARAT,BAIK,13700000.0,SUMATERA BARAT - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS MUHAMMADIYAH SUMATERA BARAT,SUMATERA BARAT,BAIK SEKALI,13287500.0,SUMATERA BARAT - Terjangkau (5-15 Jt) - Baik Sekali (B),-
STIKES DHARMA LANDBOUW,SUMATERA BARAT,B,13000000.0,SUMATERA BARAT - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS MERCUBAKTIJAYA,SUMATERA BARAT,B,12622500.0,SUMATERA BARAT - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS MOHAMMAD NATSIR BUKITTINGGI,SUMATERA BARAT,BAIK SEKALI,12160000.0,SUMATERA BARAT - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI ILMU EKONOMI PERDAGANGAN,SUMATERA BARAT,BAIK,11082500.0,SUMATERA BARAT - Terjangkau (5-15 Jt) - Baik,-
STIKES RANAH MINANG,SUMATERA BARAT,BAIK,11000000.0,SUMATERA BARAT - Terjangkau (5-15 Jt) - Baik,-
INSTITUT TEKNOLOGI DAN BISNIS HAJI AGUS SALIM BUKITTINGGI,SUMATERA BARAT,BAIK,10500000.0,SUMATERA BARAT - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS DHARMAS INDONESIA,SUMATERA BARAT,BAIK,10297500.0,SUMATERA BARAT - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS PGRI SUMATERA BARAT,SUMATERA BARAT,B,10100000.0,SUMATERA BARAT - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI ILMU EKONOMI KBP,SUMATERA BARAT,B,10000000.0,SUMATERA BARAT - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS DHARMA ANDALAS,SUMATERA BARAT,BAIK SEKALI,8300000.0,SUMATERA BARAT - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS ADZKIA,SUMATERA BARAT,B,8300000.0,SUMATERA BARAT - Terjangkau (5-15 Jt) - Baik Sekali (B),-
AMIK BUKITTINGGI,SUMATERA BARAT,BAIK,8300000.0,SUMATERA BARAT - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI PERBANKAN INDONESIA,SUMATERA BARAT,BAIK,8200000.0,SUMATERA BARAT - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS METAMEDIA,SUMATERA BARAT,B,7500000.0,SUMATERA BARAT - Terjangkau (5-15 Jt) - Baik Sekali (B),-
INSTITUT TEKNOLOGI DAN ILMU SOSIAL KHATULISTIWA,SUMATERA BARAT,B,7500000.0,SUMATERA BARAT - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS PRIMA NUSANTARA BUKITTINGGI,SUMATERA BARAT,UNGGUL,7410000.0,SUMATERA BARAT - Terjangkau (5-15 Jt) - Unggul (A),-
UNIVERSITAS SUMATERA BARAT,SUMATERA BARAT,B,7350000.0,SUMATERA BARAT - Terjangkau (5-15 Jt) - Baik Sekali (B),-
STIH PUTRI MAHARAJA,SUMATERA BARAT,BAIK,7250000.0,SUMATERA BARAT - Terjangkau (5-15 Jt) - Baik,-
STIKES PIALA SAKTI PARIAMAN,SUMATERA BARAT,BAIK,7200000.0,SUMATERA BARAT - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS PUTRA INDONESIA YPTK PADANG,SUMATERA BARAT,B,6950000.0,SUMATERA BARAT - Terjangkau (5-15 Jt) - Baik Sekali (B),https://rencanamu.id/cari-kampus/universitas-putra-indonesia-yptk-padang
UNIVERSITAS TAMANSISWA,SUMATERA BARAT,BAIK SEKALI,6500001.0,SUMATERA BARAT - Terjangkau (5-15 Jt) - Baik Sekali (B),-
STKIP AHLUSSUNNAH,SUMATERA BARAT,BAIK,6400000.0,SUMATERA BARAT - Terjangkau (5-15 Jt) - Baik,-
STKIP NASIONAL,SUMATERA BARAT,BAIK,6000000.0,SUMATERA BARAT - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS EKASAKTI,SUMATERA BARAT,B,5750000.0,SUMATERA BARAT - Terjangkau (5-15 Jt) - Baik Sekali (B),https://rencanamu.id/cari-kampus/universitas-ekasakti
SEKOLAH TINGGI ILMU ADMINISTRASI ADABIAH,SUMATERA BARAT,BAIK,5250000.0,SUMATERA BARAT - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI BAHASA ASING PRAYOGA,SUMATERA BARAT,BAIK,5150000.0,SUMATERA BARAT - Terjangkau (5-15 Jt) - Baik,-
APIKES IRIS,SUMATERA BARAT,BAIK,5050000.0,SUMATERA BARAT - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS ISLAM SUMATERA BARAT,SUMATERA BARAT,BAIK,5000000.0,SUMATERA BARAT - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS NAHDLATUL ULAMA SUMATERA BARAT,SUMATERA BARAT,BAIK,4800000.0,SUMATERA BARAT - Terjangkau (5-15 Jt) - Baik,-
STIE WIDYASWARA INDONESIA,SUMATERA BARAT,BAIK,4600000.0,SUMATERA BARAT - Terjangkau (5-15 Jt) - Baik,-
STIA BINA NUSANTARA MANDIRI PARIAMAN,SUMATERA BARAT,BAIK,4400000.0,SUMATERA BARAT - Terjangkau (5-15 Jt) - Baik,-
STISIP IMAM BONJOL,SUMATERA BARAT,BAIK,4000000.0,SUMATERA BARAT - Terjangkau (5-15 Jt) - Baik,-
STKIP WIDYASWARA INDONESIA,SUMATERA BARAT,BAIK,2700000.0,SUMATERA BARAT - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI EL HAKIM,SUMATERA BARAT,BAIK,2640000.0,SUMATERA BARAT - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS PGRI PALEMBANG,SUMATERA SELATAN,B,401975000.0,SUMATERA SELATAN - Sultan (> 100 Jt) - Baik Sekali (B),https://rencanamu.id/cari-kampus/universitas-pgri-palembang
UNIVERSITAS INDO GLOBAL MANDIRI,SUMATERA SELATAN,TERAKREDITASI,55000000.0,SUMATERA SELATAN - Mahal (40-100 Jt) - Baik,-
UNIVERSITAS AISYIYAH PALEMBANG,SUMATERA SELATAN,BAIK,45650000.0,SUMATERA SELATAN - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI APRIN,SUMATERA SELATAN,B,45500000.0,SUMATERA SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI ILMU KESEHATAN BUDI MULIA SRIWIJAYA,SUMATERA SELATAN,BAIK,41600000.0,SUMATERA SELATAN - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS SERELO LAHAT,SUMATERA SELATAN,BAIK SEKALI,39700000.0,SUMATERA SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS MUHAMMADIYAH PALEMBANG,SUMATERA SELATAN,UNGGUL,38610000.0,SUMATERA SELATAN - Menengah (15-40 Jt) - Unggul (A),https://rencanamu.id/cari-kampus/universitas-muhammadiyah-palembang
UNIVERSITAS PGRI SILAMPARI,SUMATERA SELATAN,BAIK SEKALI,28572900.0,SUMATERA SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI ILMU EKONOMI DWI SAKTI BATURAJA,SUMATERA SELATAN,BAIK,26800000.0,SUMATERA SELATAN - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU KESEHATAN HESTI WIRA SRIWIJAYA,SUMATERA SELATAN,BAIK SEKALI,25100000.0,SUMATERA SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI ILMU KESEHATAN SITI KHADIJAH,SUMATERA SELATAN,BAIK,24025000.0,SUMATERA SELATAN - Terjangkau (5-15 Jt) - Baik,-
INSTITUT TEKNOLOGI DAN BISNIS NASIONAL,SUMATERA SELATAN,BAIK,22800000.0,SUMATERA SELATAN - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU KESEHATAN ABDURAHMAN PALEMBANG,SUMATERA SELATAN,BAIK,21350000.0,SUMATERA SELATAN - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU KESEHATAN BINA HUSADA,SUMATERA SELATAN,BAIK SEKALI,18365000.0,SUMATERA SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS KATOLIK MUSI CHARITAS,SUMATERA SELATAN,B,18000000.0,SUMATERA SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),https://rencanamu.id/cari-kampus/universitas-katolik-musi-charitas
SEKOLAH TINGGI ILMU EKONOMI TRISNA NEGARA,SUMATERA SELATAN,BAIK,17500000.0,SUMATERA SELATAN - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS MULTI DATA PALEMBANG,SUMATERA SELATAN,BAIK SEKALI,16500000.0,SUMATERA SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI ILMU FARMASI BHAKTI PERTIWI,SUMATERA SELATAN,BAIK SEKALI,12550000.0,SUMATERA SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI ILMU KESEHATAN AL-SU'AIBAH,SUMATERA SELATAN,BAIK,11650000.0,SUMATERA SELATAN - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS BINA DARMA,SUMATERA SELATAN,B,11500000.0,SUMATERA SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-bina-darma
UNIVERSITAS KADER BANGSA,SUMATERA SELATAN,BAIK SEKALI,10700000.0,SUMATERA SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS IBA,SUMATERA SELATAN,BAIK,9181250.0,SUMATERA SELATAN - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS SERASAN,SUMATERA SELATAN,BAIK,8500000.0,SUMATERA SELATAN - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU KESEHATAN DONA PALEMBANG,SUMATERA SELATAN,BAIK,8500000.0,SUMATERA SELATAN - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU KESEHATAN AL MA ARIF,SUMATERA SELATAN,BAIK,8500000.0,SUMATERA SELATAN - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI KESEHATAN PONDOK PESANTREN ASSANADIYAH PALEMBANG,SUMATERA SELATAN,BAIK,7800000.0,SUMATERA SELATAN - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU KESEHATAN FITRAH ALDAR,SUMATERA SELATAN,BAIK,7500000.0,SUMATERA SELATAN - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS MUSI RAWAS,SUMATERA SELATAN,BAIK,7500000.0,SUMATERA SELATAN - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS NURUL HUDA,SUMATERA SELATAN,BAIK,7120000.0,SUMATERA SELATAN - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS TRIDINANTI,SUMATERA SELATAN,B,7000000.0,SUMATERA SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),https://rencanamu.id/cari-kampus/universitas-tridinanti
UNIVERSITAS PRABUMULIH,SUMATERA SELATAN,BAIK,6800000.0,SUMATERA SELATAN - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU KESEHATAN MITRA ADIGUNA,SUMATERA SELATAN,BAIK,6750000.0,SUMATERA SELATAN - Terjangkau (5-15 Jt) - Baik,-
INSTITUT TEKNOLOGI PAGAR ALAM,SUMATERA SELATAN,BAIK,6500000.0,SUMATERA SELATAN - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU ADMINISTRASI SATYA NEGARA,SUMATERA SELATAN,BAIK SEKALI,6400000.0,SUMATERA SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI ILMU EKONOMI MULIA DARMA PRATAMA,SUMATERA SELATAN,BAIK,6100000.0,SUMATERA SELATAN - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN MUHAMMADIYAH OKU TIMUR,SUMATERA SELATAN,BAIK,6000000.0,SUMATERA SELATAN - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU PERTANIAN SRIWIGAMA,SUMATERA SELATAN,BAIK,5600000.0,SUMATERA SELATAN - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS SJAKHYAKIRTI,SUMATERA SELATAN,B,5400000.0,SUMATERA SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-sjakhyakirti
INSTITUT RAHMANIYAH SEKAYU,SUMATERA SELATAN,BAIK,5000000.0,SUMATERA SELATAN - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU PERTANIAN BELITANG,SUMATERA SELATAN,BAIK,5000000.0,SUMATERA SELATAN - Terjangkau (5-15 Jt) - Baik,-
INSTITUT TEKNOLOGI DAN SAINS NAHDLATUL ULAMA SRIWIJAYA SUMATERA SELATAN,SUMATERA SELATAN,BAIK,5000000.0,SUMATERA SELATAN - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS BATURAJA,SUMATERA SELATAN,BAIK SEKALI,4800000.0,SUMATERA SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),https://rencanamu.id/cari-kampus/universitas-baturaja
INSTITUT TEKNOLOGI DAN BISNIS BINA SRIWIJAYA PALEMBANG,SUMATERA SELATAN,BAIK,4800000.0,SUMATERA SELATAN - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS BINA INSAN,SUMATERA SELATAN,BAIK,4620000.0,SUMATERA SELATAN - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS SUMATERA SELATAN,SUMATERA SELATAN,BAIK,4350000.0,SUMATERA SELATAN - Terjangkau (5-15 Jt) - Baik,-
INSTITUT TEKNOLOGI MUHAMMADIYAH SUMATERA,SUMATERA SELATAN,BAIK,2640000.0,SUMATERA SELATAN - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS PALEMBANG,SUMATERA SELATAN,BAIK SEKALI,2500000.0,SUMATERA SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),-
INSTITUT KESEHATAN MEDISTRA LUBUK PAKAM,SUMATERA UTARA,UNGGUL,62000000.0,SUMATERA UTARA - Mahal (40-100 Jt) - Baik Sekali (B),-
UNIVERSITAS METHODIST INDONESIA,SUMATERA UTARA,B,50000000.0,SUMATERA UTARA - Mahal (40-100 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-methodist-indonesia
STIKES SENIOR MEDAN,SUMATERA UTARA,BAIK,46200000.0,SUMATERA UTARA - Mahal (40-100 Jt) - Baik Sekali (B),-
INSTITUT KESEHATAN HELVETIA,SUMATERA UTARA,B,42400000.0,SUMATERA UTARA - Mahal (40-100 Jt) - Baik Sekali (B),-
UNIVERSITAS KATOLIK SANTO THOMAS,SUMATERA UTARA,B,40335000.0,SUMATERA UTARA - Mahal (40-100 Jt) - Baik Sekali (B),https://rencanamu.id/cari-kampus/universitas-katolik-santo-thomas
INSTITUT KESEHATAN DELI HUSADA DELI TUA,SUMATERA UTARA,UNGGUL,33500000.0,SUMATERA UTARA - Menengah (15-40 Jt) - Baik Sekali (B),-
UNIVERSITAS BUDI DARMA,SUMATERA UTARA,BAIK,32500000.0,SUMATERA UTARA - Menengah (15-40 Jt) - Baik,-
UNIVERSITAS SIMALUNGUN,SUMATERA UTARA,B,30275000.0,SUMATERA UTARA - Menengah (15-40 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-simalungun
UNIVERSITAS PRIMA INDONESIA,SUMATERA UTARA,B,30000001.0,SUMATERA UTARA - Menengah (15-40 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-prima-indonesia
INSTITUT TEKNOLOGI SAWIT INDONESIA,SUMATERA UTARA,BAIK,28250000.0,SUMATERA UTARA - Menengah (15-40 Jt) - Baik,-
UNIVERSITAS ISLAM SUMATERA UTARA,SUMATERA UTARA,B,25000001.0,SUMATERA UTARA - Menengah (15-40 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-islam-sumatera-utara-uisu
SEKOLAH TINGGI ILMU KESEHATAN MITRA SEJATI,SUMATERA UTARA,BAIK,24600000.0,SUMATERA UTARA - Menengah (15-40 Jt) - Baik,-
INSTITUT TEKNOLOGI DAN SAINS PADANG LAWAS UTARA,SUMATERA UTARA,BAIK,22000000.0,SUMATERA UTARA - Menengah (15-40 Jt) - Baik,-
UNIVERSITAS DARMA AGUNG,SUMATERA UTARA,BAIK,21200000.0,SUMATERA UTARA - Menengah (15-40 Jt) - Baik,-
INSTITUT BISNIS INFORMASI TEKNOLOGI DAN BISNIS,SUMATERA UTARA,BAIK,21000000.0,SUMATERA UTARA - Menengah (15-40 Jt) - Baik,-
UNIVERSITAS AL WASHLIYAH,SUMATERA UTARA,BAIK,19500000.0,SUMATERA UTARA - Menengah (15-40 Jt) - Baik,-
UNIVERSITAS MEDAN AREA,SUMATERA UTARA,B,17250000.0,SUMATERA UTARA - Terjangkau (5-15 Jt) - Baik Sekali (B),https://rencanamu.id/cari-kampus/universitas-medan-area
UNIVERSITAS MUSLIM NUSANTARA AL-WASHLIYAH,SUMATERA UTARA,UNGGUL,16575000.0,SUMATERA UTARA - Menengah (15-40 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI ILMU KESEHATAN BINALITA SUDAMA,SUMATERA UTARA,BAIK,16000000.0,SUMATERA UTARA - Menengah (15-40 Jt) - Baik,-
UNIVERSITAS PEMBANGUNAN PANCA BUDI,SUMATERA UTARA,B,15000000.0,SUMATERA UTARA - Terjangkau (5-15 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-pembangunan-panca-budi
UNIVERSITAS IMELDA MEDAN,SUMATERA UTARA,BAIK SEKALI,14500000.0,SUMATERA UTARA - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS ADVENT SURYA NUSANTARA,SUMATERA UTARA,BAIK,14100000.0,SUMATERA UTARA - Menengah (15-40 Jt) - Baik,-
INSTITUT MODERN ARSITEKTUR DAN TEKNOLOGI,SUMATERA UTARA,BAIK,14000000.0,SUMATERA UTARA - Menengah (15-40 Jt) - Baik,-
UNIVERSITAS LABUHANBATU,SUMATERA UTARA,B,13500000.0,SUMATERA UTARA - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS MIKROSKIL,SUMATERA UTARA,B,12500000.0,SUMATERA UTARA - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS AMIR HAMZAH,SUMATERA UTARA,BAIK,12350000.0,SUMATERA UTARA - Terjangkau (5-15 Jt) - Baik,-
INSTITUT KESEHATAN SUMATERA UTARA,SUMATERA UTARA,BAIK,12200000.0,SUMATERA UTARA - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS MUHAMMADIYAH SUMATERA UTARA,SUMATERA UTARA,B,12000000.0,SUMATERA UTARA - Terjangkau (5-15 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-muhammadiyah-sumatera-utara
SEKOLAH TINGGI ILMU KESEHATAN MITRA HUSADA MEDAN,SUMATERA UTARA,UNGGUL,11750000.0,SUMATERA UTARA - Menengah (15-40 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI ILMU EKONOMI PROFESSIONAL MANAJEMEN COLLEGE INDONESIA,SUMATERA UTARA,B,10800000.0,SUMATERA UTARA - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS AUDI INDONESIA,SUMATERA UTARA,BAIK,10600000.0,SUMATERA UTARA - Terjangkau (5-15 Jt) - Baik,-
STIKES SITI HAJAR,SUMATERA UTARA,BAIK,10400000.0,SUMATERA UTARA - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS POTENSI UTAMA,SUMATERA UTARA,BAIK SEKALI,10325000.0,SUMATERA UTARA - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI ILMU KESEHATAN SEHATI,SUMATERA UTARA,BAIK,10050000.0,SUMATERA UTARA - Terjangkau (5-15 Jt) - Baik,-
INSTITUT SAINS DAN TEKNOLOGI TD PARDEDE,SUMATERA UTARA,BAIK,9750000.0,SUMATERA UTARA - Terjangkau (5-15 Jt) - Baik,https://rencanamu.id/cari-kampus/institut-sains-dan-teknologi-td-pardede
UNIVERSITAS SATYA TERRA BHINNEKA,SUMATERA UTARA,BAIK,9600000.0,SUMATERA UTARA - Terjangkau (5-15 Jt) - Baik,-
INSTITUT BISNIS DAN KOMPUTER INDONESIA,SUMATERA UTARA,BAIK,9500000.0,SUMATERA UTARA - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS BATTUTA,SUMATERA UTARA,BAIK SEKALI,9000000.0,SUMATERA UTARA - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS IBBI,SUMATERA UTARA,BAIK SEKALI,8925000.0,SUMATERA UTARA - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI ILMU KESEHATAN INDAH MEDAN,SUMATERA UTARA,BAIK,8100000.0,SUMATERA UTARA - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS MUSLIM NUSANTARA AL,SUMATERA UTARA,B,8000000.0,SUMATERA UTARA - Terjangkau (5-15 Jt) - Baik Sekali (B),https://rencanamu.id/cari-kampus/universitas-muslim-nusantara-al-wasliyah
SEKOLAH TINGGI ILMU EKONOMI SULTAN AGUNG,SUMATERA UTARA,BAIK,8000000.0,SUMATERA UTARA - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS PUTRA ABADI LANGKAT,SUMATERA UTARA,BAIK,8000000.0,SUMATERA UTARA - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU KESEHATAN ARTA KABANJAHE,SUMATERA UTARA,BAIK,8000000.0,SUMATERA UTARA - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU MANAJEMEN SUKMA,SUMATERA UTARA,B,8000000.0,SUMATERA UTARA - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS HKBP NOMMENSEN PEMATANGSIANTAR,SUMATERA UTARA,BAIK SEKALI,7800000.0,SUMATERA UTARA - Terjangkau (5-15 Jt) - Baik Sekali (B),-
INSTITUT TEKNOLOGI DEL,SUMATERA UTARA,BAIK SEKALI,7650000.0,SUMATERA UTARA - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS AL-AZHAR,SUMATERA UTARA,BAIK,7500000.0,SUMATERA UTARA - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS QUALITY,SUMATERA UTARA,BAIK,7400001.0,SUMATERA UTARA - Terjangkau (5-15 Jt) - Baik,https://rencanamu.id/cari-kampus/universitas-quality
STMIK TRIGUNA DHARMA,SUMATERA UTARA,B,7136000.0,SUMATERA UTARA - Terjangkau (5-15 Jt) - Baik Sekali (B),https://rencanamu.id/cari-kampus/stmik-triguna-dharma
UNIVERSITAS HKBP NOMMENSEN,SUMATERA UTARA,B,7000000.0,SUMATERA UTARA - Terjangkau (5-15 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-hkbp-nommensen
STIKES SAKINAH HUSADA TANJUNG BALAI,SUMATERA UTARA,BAIK,7000000.0,SUMATERA UTARA - Terjangkau (5-15 Jt) - Baik,-
