institution_name,province,campus_accreditation,average_yearly_fee,kategori_final,link
IKIP PGRI BOJONEGORO,JAWA TIMUR,BAIK,14180000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS NAROTAMA,JAWA TIMUR,B,14100000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-narotama
UNIVERSITAS NURUL JADID,JAWA TIMUR,BAIK SEKALI,14100000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS INTERNASIONAL SEMEN INDONESIA,JAWA TIMUR,BAIK SEKALI,14000000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-internasional-semen-indonesia
UNIVERSITAS WISNUWARDHANA,JAWA TIMUR,B,13800000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-wisnuwardhana
UNIVERSITAS KEPANJEN,JAWA TIMUR,B,13800000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),-
STIKES ADI HUSADA,JAWA TIMUR,BAIK SEKALI,13200000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/stikes-adi-husada
UNIVERSITAS HAFSHAWATY ZAINUL HASAN,JAWA TIMUR,BAIK,12900000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
STIKES KARYA HUSADA KEDIRI,JAWA TIMUR,B,12805000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/stikes-karya-husada-kediri
UNIVERSITAS PESANTREN TINGGI DARUL  ULUM,JAWA TIMUR,BAIK SEKALI,12525000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),-
STIKES BANYUWANGI,JAWA TIMUR,BAIK,12500000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS NOOR HUDA MUSTOFA,JAWA TIMUR,B,12400000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),-
STIKES MUHAMMADIYAH BOJONEGORO,JAWA TIMUR,BAIK,12150000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS PGRI KANJURUHAN MALANG,JAWA TIMUR,TERAKREDITASI,12040000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,https://campus.quipper.com/directory/universitas-pgri-kanjuruhan-malang
SEKOLAH TINGGI ILMU BAHASA DAN SASTRA SATYA WIDYA,JAWA TIMUR,BAIK,12000000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS GAJAYANA,JAWA TIMUR,B,12000000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-gajayana
UNIVERSITAS WIJAYA PUTRA,JAWA TIMUR,BAIK SEKALI,11600100.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-wijaya-putra
INSTITUT KESEHATAN DAN BISNIS SURABAYA,JAWA TIMUR,BAIK,11600000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS MUHAMMADIYAH PONOROGO,JAWA TIMUR,UNGGUL,11200000.0,JAWA TIMUR - Menengah (15-40 Jt) - Unggul (A),https://campus.quipper.com/directory/universitas-muhammadiyah-ponorogo
UNIVERSITAS MUHAMMADIYAH GRESIK,JAWA TIMUR,BAIK SEKALI,11150000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI ILMU KESEHATAN HARAPAN BANGSA,JAWA TIMUR,BAIK,11000000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU KESEHATAN WILLIAM BOOTH,JAWA TIMUR,BAIK SEKALI,11000000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/sekolah-tinggi-ilmu-kesehatan-william-booth
SEKOLAH TINGGI ILMU EKONOMI INDONESIA SURABAYA,JAWA TIMUR,B,11000000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/sekolah-tinggi-ilmu-ekonomi-indonesia-surabaya
SEKOLAH TINGGI FILSAFAT TEOLOGI WIDYA SASANA,JAWA TIMUR,B,10600000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),-
STIA DAN MANAJEMEN KEPELABUHAN BARUNAWATI,JAWA TIMUR,BAIK SEKALI,10200000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI ILMU EKONOMI MAHARDHIKA,JAWA TIMUR,B,10100000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/sekolah-tinggi-ilmu-ekonomi-mahardhika
UNIVERSITAS PGRI MADIUN,JAWA TIMUR,B,10091000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-pgri-madiun-unipma
UNIVERSITAS PGRI ARGOPURO JEMBER,JAWA TIMUR,BAIK SEKALI,10000000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS MOCHAMMAD SROEDJI,JAWA TIMUR,BAIK,10000000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,https://campus.quipper.com/directory/universitas-mochammad-sroedji
STKIP WIDYA YUWANA,JAWA TIMUR,B,10000000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/stkip-widya-yuwana
SEKOLAH TINGGI ILMU KESEHATAN RAJEKWESI BOJONEGORO,JAWA TIMUR,TERAKREDITASI,10000000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS MADURA,JAWA TIMUR,B,10000000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),https://rencanamu.id/cari-kampus/universitas-madura
INSTITUT TEKNOLOGI SAINS DAN KESEHATAN INSAN CENDEKIA MEDIKA JOMBANG,JAWA TIMUR,TERAKREDITASI,9600000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI GEMPOL,JAWA TIMUR,BAIK,9600000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS 45 SURABAYA,JAWA TIMUR,BAIK,9450000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS ISLAM MADURA,JAWA TIMUR,BAIK,9435000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS WIRARAJA,JAWA TIMUR,BAIK SEKALI,9313750.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS KATOLIK WIDYA KARYA,JAWA TIMUR,BAIK,9250000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
INSTITUT TEKNOLOGI DAN SAINS MANDALA,JAWA TIMUR,BAIK SEKALI,9200000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/institut-teknologi-dan-sains-mandala
SEKOLAH TINGGI TEKNOLOGI GEMPOL,JAWA TIMUR,BAIK,9100000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS YUDHARTA PASURUAN,JAWA TIMUR,BAIK SEKALI,9050000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),-
STKIP PGRI SUMENEP,JAWA TIMUR,BAIK,9000000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU KESEHATAN ARTHA BODHI ISWARA,JAWA TIMUR,B,9000000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/sekolah-tinggi-ilmu-kesehatan-artha-bodhi-iswara
SEKOLAH TINGGI ILMU EKONOMI MALANGKUCECWARA,JAWA TIMUR,BAIK SEKALI,9000000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI ILMU KOMUNIKASI ALMAMATER WARTAWAN SURABAYA,JAWA TIMUR,BAIK SEKALI,8950000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/sekolah-tinggi-ilmu-komunikasi-almamater-wartawan-surabaya
UNIVERSITAS WAHIDIYAH,JAWA TIMUR,BAIK,8910000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,https://campus.quipper.com/directory/universitas-wahidiyah
INSTITUT TEKNOLOGI KESEHATAN MALANG WIDYA CIPTA HUSADA,JAWA TIMUR,BAIK,8900000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS KH. BAHAUDIN MUDHARY MADURA,JAWA TIMUR,BAIK,8800000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
STKIP PGRI PONOROGO,JAWA TIMUR,BAIK SEKALI,8770000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS NAHDLATUL ULAMA PASURUAN,JAWA TIMUR,BAIK,8750000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
STIKES YAYASAN RS. DR. SOETOMO,JAWA TIMUR,BAIK SEKALI,8600000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS GAJAYANA MALANG,JAWA TIMUR,B,8500000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),https://rencanamu.id/cari-kampus/universitas-gajayana-malang
STIKES PATRIA HUSADA,JAWA TIMUR,BAIK,8375000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS MERDEKA PASURUAN,JAWA TIMUR,BAIK,8370000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS NAHDLATUL ULAMA SUNAN GIRI,JAWA TIMUR,BAIK SEKALI,8300000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS BOJONEGORO,JAWA TIMUR,BAIK,8000000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
STKIP AL HIKMAH SURABAYA,JAWA TIMUR,BAIK,8000000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,https://campus.quipper.com/directory/stkip-al-hikmah-surabaya
SEKOLAH TINGGI ILMU KOMPUTER PGRI BANYUWANGI,JAWA TIMUR,BAIK,8000000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
STIKES PAMENANG,JAWA TIMUR,BAIK,8000000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
STIKES BUANA HUSADA PONOROGO,JAWA TIMUR,BAIK,8000000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
STIKES SATRIA BHAKTI NGANJUK,JAWA TIMUR,BAIK,7800000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
STIKES DIAN HUSADA,JAWA TIMUR,BAIK,7800000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS NUSANTARA PGRI KEDIRI,JAWA TIMUR,BAIK SEKALI,7800000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-nusantara-pgri-kediri
STKIP PGRI BANGKALAN,JAWA TIMUR,BAIK SEKALI,7800000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),-
INSTITUT SAINS TEKNOLOGI DAN KESEHATAN INSAN CENDEKIA HUSADA BOJONEGORO,JAWA TIMUR,BAIK SEKALI,7800000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI ILMU EKONOMI CENDEKIA BOJONEGORO,JAWA TIMUR,BAIK,7800000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI NU TRATE,JAWA TIMUR,BAIK,7775000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI ARTHA BODHI ISWARA,JAWA TIMUR,BAIK,7750000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
INSTITUT TEKNOLOGI DAN BISNIS ASIA MALANG,JAWA TIMUR,BAIK,7600000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI PEMNAS INDONESIA,JAWA TIMUR,BAIK,7500000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS ISLAM LAMONGAN,JAWA TIMUR,BAIK SEKALI,7500000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),https://rencanamu.id/cari-kampus/universitas-islam-lamongan
SEKOLAH TINGGI ILMU ADMINISTRASI MALANG,JAWA TIMUR,BAIK,7500000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS ABDURACHMAN SALEH SITUBONDO,JAWA TIMUR,B,7500000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS ANNUQAYAH,JAWA TIMUR,BAIK,7450000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS KH. A. WAHAB HASBULLAH,JAWA TIMUR,BAIK SEKALI,7400000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),-
STKIP PGRI SIDOARJO,JAWA TIMUR,B,7400000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS 17 AGUSTUS 1945 BANYUWANGI,JAWA TIMUR,BAIK SEKALI,7100000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI ILMU HUKUM JENDERAL SUDIRMAN,JAWA TIMUR,BAIK SEKALI,7000000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS WASKITA DHARMA,JAWA TIMUR,BAIK,7000000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS BILLFATH,JAWA TIMUR,BAIK,7000000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS ABDURACHMAN SALEH,JAWA TIMUR,B,7000000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-abdurachman-saleh
UNIVERSITAS PGRI MPU SINDOK,JAWA TIMUR,BAIK,7000000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS MUHAMMADIYAH MADIUN,JAWA TIMUR,BAIK SEKALI,6950000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS KAHURIPAN KEDIRI,JAWA TIMUR,BAIK,6950000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU KESEHATAN GRIYA HUSADA SURABAYA,JAWA TIMUR,BAIK,6900000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
INSTITUT TEKNOLOGI DAN BISNIS PGRI DEWANTARA JOMBANG,JAWA TIMUR,BAIK SEKALI,6800000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI ILMU KESEHATAN MAHARANI,JAWA TIMUR,B,6750000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/sekolah-tinggi-ilmu-kesehatan-maharani
SEKOLAH TINGGI ILMU KOMUNIKASI,JAWA TIMUR,BAIK,6750000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,https://rencanamu.id/cari-kampus/sekolah-tinggi-ilmu-komunikasi-almamater-wartawan-surabaya
UNIVERSITAS MAYJEN SUNGKONO,JAWA TIMUR,BAIK SEKALI,6600000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI ILMU KESEHATAN RS BAPTIS KEDIRI,JAWA TIMUR,B,6500000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/sekolah-tinggi-ilmu-kesehatan-rs-baptis-kediri
UNIVERSITAS MERDEKA MADIUN,JAWA TIMUR,B,6500000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI ILMU EKONOMI KOPERASI MALANG,JAWA TIMUR,BAIK,6400000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU PERIKANAN MALANG,JAWA TIMUR,BAIK,6400000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU ADMINISTRASI PEMBANGUNAN,JAWA TIMUR,BAIK SEKALI,6400000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS ISLAM KADIRI,JAWA TIMUR,B,6387500.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),https://rencanamu.id/cari-kampus/universitas-islam-kadiri
UNIVERSITAS PAWYATAN DAHA,JAWA TIMUR,BAIK,6275000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
INSTITUT TEKNOLOGI DAN BISNIS YADIKA PASURUAN,JAWA TIMUR,BAIK,6265000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
INSTITUT TEKNOLOGI DAN BISNIS WIDYA GAMA LUMAJANG,JAWA TIMUR,BAIK,6250000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
STKIP PGRI SAMPANG,JAWA TIMUR,BAIK,6215000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS QOMARUDDIN,JAWA TIMUR,BAIK,6200000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS BHINNEKA PGRI,JAWA TIMUR,B,6175000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI ILMU EKONOMI PEMUDA,JAWA TIMUR,BAIK,6000000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU HUKUM SUNAN GIRI,JAWA TIMUR,BAIK,6000000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS TEKNOLOGI SURABAYA,JAWA TIMUR,BAIK,6000000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS NAHDLATUL ULAMA SIDOARJO,JAWA TIMUR,BAIK SEKALI,6000000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS W R SUPRATMAN,JAWA TIMUR,BAIK,6000000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS ISLAM RADEN RAHMAT,JAWA TIMUR,BAIK,6000000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS SOERJO,JAWA TIMUR,BAIK,6000000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
INSTITUT PERTANIAN MALANG,JAWA TIMUR,BAIK,6000000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI TEKNOLOGI STIKMA INTERNASIONAL,JAWA TIMUR,BAIK,5900000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI WIDYA GAMA,JAWA TIMUR,BAIK,5800000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-ekonomi-widya-gama
SEKOLAH TINGGI ILMU EKONOMI IBMT,JAWA TIMUR,BAIK,5750000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
IKIP WIDYA DARMA,JAWA TIMUR,BAIK,5750000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
STMIK PPKIA PRADNYA PARAMITA,JAWA TIMUR,B,5750000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS ISLAM JEMBER,JAWA TIMUR,BAIK,5700000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,https://campus.quipper.com/directory/universitas-islam-jember
UNIVERSITAS BAKTI INDONESIA,JAWA TIMUR,BAIK,5600000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
STKIP PGRI LUMAJANG,JAWA TIMUR,B,5600000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS PANCA MARGA,JAWA TIMUR,BAIK,5550000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,https://rencanamu.id/cari-kampus/universitas-panca-marga
UNIVERSITAS PGRI BANYUWANGI,JAWA TIMUR,BAIK,5400000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI KESUMANEGARA,JAWA TIMUR,BAIK,5250000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS DR. SOETOMO,JAWA TIMUR,B,5100000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),https://rencanamu.id/cari-kampus/universitas-dr-soetomo
SEKOLAH TINGGI ILMU EKONOMI JAYA NEGARA TAMANSISWA,JAWA TIMUR,BAIK,5050000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI AL-ANWAR,JAWA TIMUR,BAIK,5000000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
INSTITUT TEKNOLOGI DAN BISNIS TUBAN,JAWA TIMUR,BAIK,5000000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI KERTANEGARA,JAWA TIMUR,BAIK,4800000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI DHARMA NASIONAL JEMBER,JAWA TIMUR,BAIK,4800000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU ADMINISTRASI BAYUANGGA,JAWA TIMUR,BAIK,4800000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU HUKUM ZAINUL HASAN,JAWA TIMUR,BAIK,4800000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI TEKNOLOGI POMOSDA,JAWA TIMUR,BAIK,4800000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI INDOCAKTI,JAWA TIMUR,BAIK,4650000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS BONDOWOSO,JAWA TIMUR,BAIK,4500000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS DARUL  ULUM,JAWA TIMUR,B,4250000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS TULUNGAGUNG,JAWA TIMUR,B,4100000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI KESENIAN WILWATIKTA,JAWA TIMUR,BAIK SEKALI,3950000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS LUMAJANG,JAWA TIMUR,BAIK,3900000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS NAHDLATUL ULAMA BLITAR,JAWA TIMUR,BAIK SEKALI,3750000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI TEKNOLOGI CAHAYA SURYA,JAWA TIMUR,BAIK,3300000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
STKIP MODERN NGAWI,JAWA TIMUR,BAIK,3150000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
STKIP MUHAMMADIYAH LUMAJANG,JAWA TIMUR,BAIK,3000000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
STKIP PGRI SITUBONDO,JAWA TIMUR,BAIK,2750000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
INSTITUT TEKNOLOGI MOJOSARI,JAWA TIMUR,BAIK,2640000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
STIE BAKTI BANGSA,JAWA TIMUR,BAIK,2600000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI IEU,JAWA TIMUR,BAIK,2400000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
STKIP BINA INSAN MANDIRI,JAWA TIMUR,B,1200000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/stkip-bina-insan-mandiri
SEKOLAH TINGGI ILMU EKONOMI DARUL FALAH,JAWA TIMUR,BAIK,900000.0,JAWA TIMUR - Terjangkau (5-15 Jt) - Baik,-
IKIP PGRI PONTIANAK,KALIMANTAN,B,7400000.0,KALIMANTAN - General (Terjangkau),https://campus.quipper.com/directory/ikip-pgri-pontianak
UNIVERSITAS NAHDLATUL ULAMA KALIMANTAN BARAT,KALIMANTAN BARAT,BAIK SEKALI,25500000.0,KALIMANTAN BARAT - Menengah (15-40 Jt) - Baik Sekali (B),-
INSTITUT TEKNOLOGI DAN KESEHATAN MUHAMMADIYAH KALIMANTAN BARAT,KALIMANTAN BARAT,B,21249000.0,KALIMANTAN BARAT - Menengah (15-40 Jt) - Baik Sekali (B),-
STIKES KAPUAS RAYA,KALIMANTAN BARAT,BAIK,21170000.0,KALIMANTAN BARAT - Menengah (15-40 Jt) - Baik,-
UNIVERSITAS KATOLIK SANTO AGUSTINUS HIPPO,KALIMANTAN BARAT,BAIK,20420000.0,KALIMANTAN BARAT - Menengah (15-40 Jt) - Baik,-
STIKES YARSI PONTIANAK,KALIMANTAN BARAT,BAIK,17250000.0,KALIMANTAN BARAT - Menengah (15-40 Jt) - Baik,-
SEKOLAH TINGGI ILMU KESEHATAN SAMBAS,KALIMANTAN BARAT,BAIK,14400000.0,KALIMANTAN BARAT - Menengah (15-40 Jt) - Baik,-
INSTITUT SHANTI BHUANA,KALIMANTAN BARAT,BAIK SEKALI,13625000.0,KALIMANTAN BARAT - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS WIDYA DHARMA PONTIANAK,KALIMANTAN BARAT,BAIK,10400000.0,KALIMANTAN BARAT - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS PANCA BHAKTI,KALIMANTAN BARAT,TERAKREDITASI,9590000.0,KALIMANTAN BARAT - Terjangkau (5-15 Jt) - Baik,https://rencanamu.id/cari-kampus/universitas-panca-bhakti
SEKOLAH TINGGI BAHASA HARAPAN BERSAMA,KALIMANTAN BARAT,BAIK SEKALI,9000000.0,KALIMANTAN BARAT - Terjangkau (5-15 Jt) - Baik Sekali (B),-
