prodi_name,jenjang,akreditasi_prodi,institution_code
PENYULUHAN PERTANIAN BERKELANJUTAN,D-IV,BAIK,BANPT-3848
ILMU HUKUM,S1,B,BANPT-1544
MUSIK GEREJA,S1,B,BANPT-3849
AKUNTANSI,S1,B,BANPT-4016
MANAJEMEN,S1,B,BANPT-2901
SASTRA DAERAH,S1,B,BANPT-410
ILMU TEOLOGI,S2,A,BANPT-2114
MANAJEMEN INFORMATIKA,D-III,B,BANPT-SEKOLAH TINGGI MANAJEMEN INFORMATIKA DAN KOMPUTER AKAKOM YOGYAKARTA
MANAJEMEN,S1,B,BANPT-SEKOLAH TINGGI ILMU EKONOMI PERTIWI
AKUNTANSI,S1,B,BANPT-SEKOLAH TINGGI ILMU EKONOMI YPPI
TEKNIK INFORMATIKA,S1,B,BANPT-2664
MANAJEMEN,S1,B,BANPT-2519
PENDIDIKAN AGAMA ISLAM,S1,B,BANPT-3706
PENDIDIKAN GURU MADRASAH IBTIDAIYAH,S1,B,BANPT-3205
MANAJEMEN,S1,B,BANPT-2278
MANAJEMEN PENDIDIKAN ISLAM,S1,B,BANPT-3575
HUKUM,S2,B,BANPT-310
ILMU ADMINISTRASI NEGARA,S1,BAIK,BANPT-STIA &AMP; PEMERINTAHAN ANNISA DWI SALFARIZI
TEKNIK INDUSTRI,S1,TIDAK TERAKREDITASI,BANPT-3943
HUKUM EKONOMI SYARIAH,S1,B,BANPT-STAI HAJI AGUS SALIM CIKARANG BEKASI
PENDIDIKAN MATEMATIKA,S1,B,BANPT-STKIP NIAS SELATAN
ILMU KOMUNIKASI,S1,B,BANPT-840
AKUNTANSI,D-III,B,BANPT-3463
PENDIDIKAN GURU MADRASAH IBTIDAIYYAH,S2,B,BANPT-IAIN TULUNGAGUNG
ILMU HUKUM,S1,B,BANPT-3218
PENDIDIKAN AGAMA ISLAM,S1,B,BANPT-3683
EKONOMI PEMBANGUNAN,S1,B,BANPT-UNIVERSITAS MADAKO TOLI-TOLI
ILMU AL-QUR'AN DAN TAFSIR,S1,B,BANPT-3381
HUKUM KELUARGA,S1,B,BANPT-3764
ARSITEKTUR,S2,B,BANPT-2694
PENDIDIKAN AGAMA ISLAM,S1,B,BANPT-233
ILMU HUKUM,S1,A,BANPT-310
FOTOGRAFI,S1,B,BANPT-3806
KOMUNIKASI DAN PENYIARAN ISLAM,S1,B,BANPT-INSTITUT AGAMA ISLAM BUNGA BANGSA CIREBON
MANAJEMEN,S2,B,BANPT-INSTITUT MANAJEMEN KOPERASI INDONESIA
PENDIDIKAN AGAMA ISLAM,S1,B,BANPT-104
HUKUM EKONOMI SYARIAH,S1,B,BANPT-2083
PENDIDIKAN GURU MADRASAH IBTIDAIYAH,S1,B,BANPT-INSTITUT ILMU AL QUR&#039;AN AN-NUR YOGYAKARTA
PENDIDIKAN BAHASA ARAB,S1,C,BANPT-STAI AL-FALAH AS-SUNNIYAH KENCONG JEMBER
PENDIDIKAN AGAMA ISLAM,S1,B,BANPT-3801
ADMINISTRASI NEGARA,S1,B,BANPT-2085
MANAJEMEN HUTAN,S2,B,BANPT-3234
ILMU KOMUNIKASI,S1,B,BANPT-765
SASTRA INGGRIS,S1,B,BANPT-2513
PENDIDIKAN OLAHRAGA,S1,B,BANPT-2035
ILMU HUKUM,S2,B,BANPT-1626
AGRIBISNIS,S1,BAIK,BANPT-1150
PENDIDIKAN MATEMATIKA,S1,BAIK,BANPT-4017
PENYULUHAN PERKEBUNAN PRESISI,D-IV,BAIK SEKALI,BANPT-3848
TEKNIK INFORMATIKA,D-III,B,BANPT-POLITEKNIK POS INDONESIA
ADMINISTRASI PUBLIK,S1,B,BANPT-2937
PENDIDIKAN BAHASA INGGRIS,S1,B,BANPT-1959
MANAJEMEN,S1,B,BANPT-2319
PENDIDIKAN BAHASA INGGRIS,S1,B,BANPT-STKIP MUHAMMADIYAH BONE
TADRIS BAHASA INGGRIS,S1,B,BANPT-1899
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,B,BANPT-2874
ILMU ADMINISTRASI NEGARA,S1,B,BANPT-3074
BUDIDAYA TANAMAN PANGAN,D-III,B,BANPT-2565
PENDIDIKAN BAHASA INGGRIS,S1,B,BANPT-3804
PENDIDIKAN MATEMATIKA,S1,A,BANPT-2756
PENDIDIKAN AGAMA ISLAM,S1,B,BANPT-2196
MANAJEMEN,S1,B,BANPT-975
ILMU PENDIDIKAN TEOLOGI,S1,B,BANPT-SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN WIDYA YUWANA
ANTROPOLOGI SOSIAL,S1,B,BANPT-2519
PEMANFAATAN SUMBER DAYA PERIKANAN,S1,B,BANPT-2519
ILMU TEOLOGI,S1,B,BANPT-SEKOLAH TINGGI FILSAFAT FAJAR TIMUR JAYAPURA
PSIKOLOGI,S1,B,BANPT-84
TADRIS KIMIA,S1,B,BANPT-1638
PENDIDIKAN EKONOMI,S1,B,BANPT-SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN NURUL HUDA
PENDIDIKAN AGAMA ISLAM,S1,B,BANPT-SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN NURUL HUDA
PENDIDIKAN AGAMA ISLAM,S1,A,BANPT-2032
PENDIDIKAN AGAMA ISLAM,S1,B,BANPT-SEKOLAH TINGGI AGAMA ISLAM DARUSSALAM LAMPUNG
KOMUNIKASI DAN PENYIARAN ISLAM,S1,B,BANPT-2566
SENI MURNI,S1,B,BANPT-3822
PENDIDIKAN AGAMA ISLAM,S1,B,BANPT-SEKOLAH TINGGI AGAMA ISLAM NAZHATUT THULLAB SAMPANG
AHWAL AL-SYAKHSHIYAH,S1,B,BANPT-SEKOLAH TINGGI AGAMA ISLAM YOGYAKARTA
BAHASA INGGRIS,D-III,B,BANPT-3898
PERHOTELAN,D-III,B,BANPT-1564
PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,B,BANPT-387
MANAJEMEN PENDIDIKAN ISLAM,S1,B,BANPT-SEKOLAH TINGGI AGAMA ISLAM LUQMAN AL-HAKIM SURABAYA
DESTINASI PARIWISATA,D-IV,B,BANPT-2659
PENDIDIKAN KEPELATIHAN OLAHRAGA,S1,B,BANPT-UNIVERSITAS TUNAS PEMBANGUNAN
BIMBINGAN DAN KONSELING,S1,B,BANPT-284
AKUNTANSI,S1,B,BANPT-2045
PENDIDIKAN AGAMA ISLAM,S1,B,BANPT-UNIVERSITAS ISLAM MAJAPAHIT
MANAJEMEN,S1,B,BANPT-3868
SASTRA INGGRIS,S1,B,BANPT-3233
AKUNTANSI,S1,B,BANPT-1729
AKUNTANSI,S1,B,BANPT-968
ILMU ADMINISTRASI NIAGA,S1,B,BANPT-2842
PENDIDIKAN BAHASA INGGRIS,S1,B,BANPT-3281
PENDIDIKAN TEKNOLOGI INFORMASI,S1,B,BANPT-3545
HUKUM KELUARGA,S1,B,BANPT-3778
PERTAMANAN,S1,B,BANPT-2719
MANAJEMEN PENDIDIKAN ISLAM,S1,B,BANPT-3465
PENDIDIKAN AGAMA ISLAM,S1,A,BANPT-2083
AKUNTANSI,S1,B,BANPT-2719
PENDIDIKAN BIOLOGI,S1,B,BANPT-1705
PENDIDIKAN BAHASA INGGRIS,S1,B,BANPT-3909
ILMU MANAJEMEN,S2,A,BANPT-2672
PENDIDIKAN MATEMATIKA,S1,BAIK,BANPT-4014
TEOLOGI HINDU,S1,BAIK,BANPT-INSTITUT HINDU DHARMA NEGERI DENPASAR
KEHUTANAN,S1,B,BANPT-1183
AGRIBISNIS,S1,B,BANPT-2944
PENGAJARAN FISIKA,S2,A,BANPT-2697
PENDIDIKAN MATEMATIKA,S1,B,BANPT-3853
PENDIDIKAN MATEMATIKA,S1,C,BANPT-SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN SUBANG
AHWAL AL-SYAKHSHIYYAH,S1,B,BANPT-592
PENDIDIKAN AGAMA ISLAM,S1,B,BANPT-3776
PENDIDIKAN BIOLOGI,S1,B,BANPT-STKIP NIAS SELATAN
HUKUM EKONOMI SYARIAH,S1,A,BANPT-3593
HUKUM EKONOMI SYARIAH,S2,B,BANPT-885
MANAJEMEN PENDIDIKAN ISLAM,S1,B,BANPT-102
PERENCANAAN WILAYAH DAN KOTA,S1,B,BANPT-2640
TEKNIK TELEKOMUNIKASI,D-III,B,BANPT-3980
PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,B,BANPT-2026
AKUNTANSI,S1,A,BANPT-765
MANAJEMEN,S2,B,BANPT-2469
TEKNOLOGI INDUSTRI PERTANIAN,S1,B,BANPT-177
PENDIDIKAN AGAMA ISLAM,S3,B,BANPT-955
PENDIDIKAN GURU MADRASAH IBTIDAIYAH,S1,B,BANPT-3680
MAGISTER KEGURUAN BAHASA,S2,B,BANPT-310
PENDIDIKAN AGAMA KRISTEN,S2,B,BANPT-2386
BIMBINGAN KONSELING  ISLAM,S1,B,BANPT-IAIN TULUNGAGUNG
AKUNTANSI,S1,B,BANPT-2321
AGROTEKNOLOGI,S1,B,BANPT-1787
MANAJEMEN,S1,B,BANPT-UNIVERSITAS WIRASWASTA INDONESIA
PENDIDIKAN ISLAM ANAK USIA DINI,S1,B,BANPT-STAI YAYASAN NURUL ISLAM MUARA BUNGO
PENDIDIKAN AGAMA ISLAM,S1,B,BANPT-2878
PENDIDIKAN AGAMA ISLAM,S1,B,BANPT-3381
TEKNIK BUDIDAYA PERIKANAN,D-III,BAIK SEKALI,BANPT-2535
PEMANFAATAN SUMBER DAYA PERIKANAN,S1,BAIK,BANPT-3909
MANAJEMEN AGRIBISNIS,D-III,BAIK SEKALI,BANPT-2672
PERMESINAN KAPAL,D-III,BAIK SEKALI,BANPT-1833
SISTEM INFORMASI,S1,BAIK,BANPT-2470
AGROBISNIS PERIKANAN,S1,BAIK,BANPT-1157
PENDIDIKAN AGAMA ISLAM,S1,B,BANPT-2904
HUKUM KELUARGA ISLAM,S1,B,BANPT-3347
PENDIDIKAN BAHASA INGGRIS,S1,B,BANPT-696
PENGELOLAAN INFRASTRUKTUR AIR BERSIH DAN SANITASI,S2,UNGGUL,BANPT-2697
PENDIDIKAN BAHASA JERMAN,S1,B,BANPT-3804
MANAJEMEN INFORMATIKA,D-III,B,BANPT-968
ILMU PENDIDIKAN TEOLOGI,S1,B,BANPT-2348
PENDIDIKAN BAHASA INGGRIS,S1,B,BANPT-UNIVERSITAS PASIR PENGARAIAN PEKANBARU
SASTRA INGGRIS,S1,B,BANPT-421
PENDIDIKAN AGAMA ISLAM,S1,B,BANPT-2644
HUKUM TATANEGARA,S1,B,BANPT-INSTITUT AGAMA ISLAM DARUL DA&#039;WAH WAL IRSYAD POLEWALI MANDAR
KOMUNIKASI DAN PENYIARAN ISLAM,S1,B,BANPT-INSTITUT AGAMA ISLAM DARULLUGHAH WADDA&#039;WAH BANGIL
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,A,BANPT-3308
PENDIDIKAN ISLAM ANAK USIA DINI,S1,B,BANPT-3680
ILMU ADMINISTRASI,S2,B,BANPT-2383
PERBANKAN SYARIAH,S1,B,BANPT-3917
PENDIDIKAN EKONOMI,S1,BAIK SEKALI,BANPT-1710
TEKNOLOGI INFORMASI,S3,A,BANPT-2277
MANAJEMEN INFORMATIKA,D-III,B,BANPT-762
AKUNTANSI,S1,BAIK,BANPT-3791
PENDIDIKAN EKONOMI,S1,BAIK SEKALI,BANPT-310
ILMU ADMINISTRASI NEGARA,S1,BAIK,BANPT-SEKOLAH TINGGI ILMU ADMINISTRASI SAUMLAKI
TEKNIK ELEKTRO,S1,BAIK,BANPT-3190
PERHOTELAN,D-III,BAIK,BANPT-2235
AGRIBISNIS,S1,BAIK,BANPT-3895
EKONOMI SYARIAH,S1,BAIK,BANPT-409
PENDIDIKAN AGAMA ISLAM,S1,B,BANPT-SEKOLAH TINGGI AGAMA ISLAM MUHAMMADIYAH KLATEN
KESEHATAN HEWAN,D-III,A,BANPT-2699
PSIKOLOGI ISLAM,S1,B,BANPT-IAIN SALATIGA
MANAJEMEN PENDIDIKAN ISLAM,S1,B,BANPT-2069
HUKUM KELUARGA ISLAM,S1,B,BANPT-3566
PENDIDIKAN AGAMA ISLAM,S1,B,BANPT-3501
MANAJEMEN PENDIDIKAN ISLAM,S1,B,BANPT-3020
PENDIDIKAN GURU MADRASAH IBTIDAIYAH,S1,B,BANPT-3440
PENDIDIKAN AGAMA ISLAM,S1,B,BANPT-SEKOLAH TINGGI PESANTREN DARUNNA&#039;IM LEBAK BANTEN
PENDIDIKAN AGAMA ISLAM,S1,B,BANPT-3659
TEKNIK INFORMATIKA,D-III,B,BANPT-3980
TEKNIK MEKATRONIKA,D-III,B,BANPT-3980
KOMUNIKASI DAN PENYIARAN ISLAM,S1,B,BANPT-548
TATA BOGA,D-I,B,BANPT-2731
PENCIPTAAN DAN PENGKAJIAN SENI,S2,B,BANPT-3631
BAHASA DAN SASTRA ARAB,S1,B,BANPT-IAIN JEMBER
PENDIDIKAN AGAMA KRISTEN,S1,B,BANPT-3922
PERBANKAN SYARIAH,S1,C,BANPT-STAI AL-KHAIRAT PAMEKASAN
HUKUM EKONOMI SYARIAH,S1,A,BANPT-INSTITUT AGAMA ISLAM SUNAN GIRI BOJONEGORO
EKONOMI SYARIAH,S1,B,BANPT-667
ILMU HUKUM,S1,B,BANPT-253
PSIKOLOGI,S1,A,BANPT-2339
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,B,BANPT-3876
HUKUM KELUARGA ISLAM,S2,B,BANPT-624
MANAJEMEN,S1,B,BANPT-SEKOLAH TINGGI ILMU EKONOMI WIRA BHAKTI
MANAJEMEN,S2,A,BANPT-608
SISTEM INFORMASI AKUNTANSI,S1,B,BANPT-1745
ILMU KIMIA,S3,A,BANPT-2680
PENDIDIKAN AGAMA ISLAM,S1,B,BANPT-595
PENDIDIKAN ILMU PENGETAHUAN SOSIAL,S2,B,BANPT-2371
TEKNIK KOMPUTER,D-III,B,BANPT-986
PENGEMBANGAN MASYARAKAT ISLAM,S1,B,BANPT-3499
PENDIDIKAN BAHASA INGGRIS,S1,B,BANPT-3943
AKUNTANSI,S1,B,BANPT-3679
SISTEM KOMPUTER,S1,BAIK,BANPT-3826
SASTRA INDONESIA,S1,BAIK,BANPT-3760
PENDIDIKAN GURU SEKOLAH DASAR,S1,BAIK,BANPT-593
TEKNOLOGI PRODUKSI TANAMAN PERKEBUNAN,D-IV,BAIK,BANPT-3848
PENDIDIKAN AGAMA ISLAM,S1,B,BANPT-SEKOLAH TINGGI AGAMA ISLAM SANGATTA KUTAI TIMUR
TEKNIK INFORMATIKA,S1,B,BANPT-STMIK AKAKOM
PSIKOLOGI,S1,A,BANPT-2699
ILMU ADMINISTRASI NIAGA,S1,B,BANPT-1499
BAHASA INGGRIS,D-III,B,BANPT-2368
AKUNTANSI,S1,B,BANPT-UNIVERSITAS WR SUPRATMAN
AGROTEKNOLOGI,S1,B,BANPT-2329
PENDIDIKAN MATEMATIKA,S1,B,BANPT-2874
AKUNTANSI,S1,A,BANPT-2063
BUDIDAYA PERIKANAN,D-III,B,BANPT-UNIVERSITAS IBRAHIMY SUKOREJO SITUBONDO
FILSAFAT HINDU,S1,BAIK,BANPT-INSTITUT HINDU DHARMA NEGERI DENPASAR
AHWAL AL-SYAKHSHIYAH,S1,B,BANPT-89
PENDIDIKAN AGAMA ISLAM,S1,B,BANPT-3584
SEJARAH PERADABAN ISLAM,S1,B,BANPT-IAIN BENGKULU
TADRIS BAHASA INDONESIA,S1,B,BANPT-1638
TEKNIK ELEKTRONIKA,D-III,B,BANPT-2081
MANAJEMEN PERKOTAAN,S2,A,BANPT-2680
AGAMA DAN BUDAYA,S1,B,BANPT-3849
HUKUM,S1,BAIK,BANPT-981
PEMANFAATAN SUMBER DAYA PERIKANAN,S1,BAIK,BANPT-2470
PENDIDIKAN MATEMATIKA,S1,BAIK,BANPT-2915
PENDIDIKAN AGAMA ISLAM,S2,BAIK,BANPT-2031
TEKNIK KIMIA,S1,UNGGUL,BANPT-2435
TEKNIK ELEKTRO,S1,BAIK,BANPT-2169
TEKNIK INFORMATIKA,S1,BAIK,BANPT-3635
PENDIDIKAN BIOLOGI,S1,BAIK,BANPT-2169
AKUNTANSI,S1,BAIK,BANPT-2317
"PENDIDIKAN JASMANI, KESEHATAN & REKREASI",S1,BAIK,BANPT-1169
KOMPUTERISASI AKUNTANSI,D-III,BAIK,BANPT-3695
TEKNIK MESIN,S1,BAIK,BANPT-1731
MANAJEMEN INFORMATIKA,D-III,BAIK,BANPT-UNIVERSITAS MITRA KARYA
DESAIN KOMUNIKASI VISUAL,S1,BAIK,BANPT-3798
AKUNTANSI,S1,BAIK,BANPT-3419
TEKNOLOGI PENGELOLAAN SUMBERDAYA PERAIRAN,D-IV,BAIK,BANPT-3357
AGROTEKNOLOGI,S1,BAIK,BANPT-980
PENDIDIKAN BIOLOGI,S1,BAIK,BANPT-3694
EKONOMI SYARIAH,S2,B,BANPT-UNIVERSITAS ISLAM NEGERI SULTAN SYARIF KASIM
TEKNIK INFORMATIKA,S1,B,BANPT-3836
KOMUNIKASI DAN PENYIARAN ISLAM,S1,B,BANPT-2251
PENDIDIKAN GURU MADRASAH IBTIDAIYAH,S1,B,BANPT-INSTITUT AGAMA ISLAM DARUL DA&#039;WAH WAL IRSYAD POLEWALI MANDAR
BIMBINGAN DAN KONSELING ISLAM,S1,B,BANPT-INSTITUT AGAMA ISLAM DARULLUGHAH WADDA&#039;WAH BANGIL
HUKUM TATANEGARA,S1,B,BANPT-3575
SASTRA INGGRIS,S1,A,BANPT-2083
SISTEM INFORMASI,S1,B,BANPT-1745
PENDIDIKAN AGAMA ISLAM,S1,B,BANPT-3336
SISTEM INFORMASI,S1,B,BANPT-2292
HUKUM KELUARGA,S1,B,BANPT-3428
KOMUNIKASI DAN PENYIARAN ISLAM,S1,B,BANPT-2878
SISTEM INFORMASI,S1,BAIK,BANPT-3826
TEKNIK INFORMATIKA,S1,BAIK,BANPT-2310
TEKNIK ELEKTRO,D-III,BAIK,BANPT-1330
DESAIN KOMUNIKASI VISUAL,S1,BAIK,BANPT-4014
PENDIDIKAN AGAMA HINDU,S2,BAIK SEKALI,BANPT-3180
PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,BAIK,BANPT-605
KOMUNIKASI DAN PENYIARAN ISLAM,S1,BAIK,BANPT-3635
PENDIDIKAN AGAMA KRISTEN,S1,BAIK,BANPT-2896
PENDIDIKAN BAHASA INGGRIS,S1,BAIK,BANPT-2175
EKONOMI SYARI'AH,S1,BAIK,BANPT-3255
ARSITEKTUR,S2,BAIK,BANPT-2277
EKONOMI SYARIAH,S1,BAIK,BANPT-SEKOLAH TINGGI ILMU TARBIYAH MAMBA&#039;UL ULUM JAMBI
TEKNOLOGI PENANGKAPAN IKAN,D-III,C,BANPT-POLITEKNIK HALMAHERA
TEKNIK INFORMATIKA,S1,TIDAK TERAKREDITASI,BANPT-678
TEKNIK DAN MANAJEMEN LINGKUNGAN,D-III,BAIK,BANPT-2672
DESAIN KOMUNIKASI VISUAL,S1,A,BANPT-3237
SISTEM KOMPUTER,S1,B,BANPT-412
HUKUM PIDANA ISLAM,S1,A,BANPT-3499
KEHUTANAN,S1,B,BANPT-INSTITUT PERTANIAN INTAN
PENDIDIKAN TEKNOLOGI INFORMASI,S1,B,BANPT-2698
SOSIOLOGI,S1,B,BANPT-763
PENDIDIKAN SENI TARI KEAGAMAAN HINDU,S1,B,BANPT-3097
KOMPUTERISASI AKUNTANSI,D-III,C,BANPT-AMIK PAKARTI LUHUR
PERBANKAN SYARIAH,S1,B,BANPT-3451
AGROTEKNOLOGI,S1,BAIK,BANPT-2161
MANAJEMEN,S1,BAIK,BANPT-1953
PENDIDIKAN GURU MADRASAH IBTIDAIYAH,S1,BAIK,BANPT-3903
PENDIDIKAN ISLAM ANAK USIA DINI,S1,B,BANPT-3584
PANGAN DAN NUTRISI,S1,B,BANPT-1851
TEKNIK INFORMATIKA,D-IV,B,BANPT-2363
BIMBINGAN DAN KONSELING PENDIDIKAN ISLAM,S1,C,BANPT-IAIN SALATIGA
ILMU HADIS,S1,B,BANPT-3593
BIMBINGAN DAN KONSELING ISLAM,S1,B,BANPT-INSTITUT AGAMA ISLAM NEGERI PADANGSIDIMPUAN
KOMUNIKASI DAN PENYIARAN ISLAM,S1,B,BANPT-665
PSIKOLOGI,S1,B,BANPT-2251
SASTRA INGGRIS,S1,A,BANPT-3237
AKUNTANSI SYARIAH,S1,A,BANPT-IAIN SURAKARTA
PASTORAL KONSELING,S1,B,BANPT-275
SEJARAH PERADABAN ISLAM,S1,B,BANPT-IAIN SURAKARTA
BAHASA DAN SASTRA ARAB,S1,A,BANPT-IAIN SURAKARTA
MANAJEMEN INFORMATIKA,D-III,B,BANPT-3524
TADRIS MATEMATIKA,S1,B,BANPT-IAIN SALATIGA
PERBANDINGAN MADZHAB,S1,A,BANPT-3499
HUKUM EKONOMI SYARIAH,S2,B,BANPT-624
PERBANKAN SYARI'AH,S1,B,BANPT-INSTITUT ILMU AL QUR&#039;AN AN-NUR YOGYAKARTA
PERBANKAN SYARIAH,S1,B,BANPT-2139
ILMU HADIS,S1,B,BANPT-UNIVERSITAS ISLAM NEGERI SULTAN SYARIF KASIM
KOMUNIKASI DAN PENYIARAN ISLAM,S2,B,BANPT-IAIN PURWOKERTO
PENDIDIKAN AGAMA ISLAM,S1,B,BANPT-3472
PENDIDIKAN AGAMA HINDU,S1,BAIK,BANPT-2735
PERENCANAAN WILAYAH DAN KOTA,S1,BAIK,BANPT-447
PERENCANAAN WILAYAH DAN KOTA,S1,BAIK,BANPT-2127
INOVASI REGIONAL,S2,BAIK,BANPT-2088
AKUNTANSI,D-III,BAIK,BANPT-4010
AKUNTANSI,S1,BAIK,BANPT-2546
DESAIN KOMUNIKASI VISUAL,S1,BAIK,BANPT-3375
PENDIDIKAN EKONOMI,S1,BAIK,BANPT-2915
AGROBISNIS PERIKANAN,S1,BAIK SEKALI,BANPT-310
PENDIDIKAN MATEMATIKA,S1,BAIK,BANPT-412
AGRIBISNIS,S1,BAIK SEKALI,BANPT-2028
PENDIDIKAN AGAMA ISLAM,S1,BAIK SEKALI,BANPT-2497
PASTORAL KONSELING,S1,B,BANPT-3849
ILMU HUKUM,S1,B,BANPT-2345
KOMUNIKASI DAN PENYIARAN ISLAM,S1,B,BANPT-1785
TEKNIK INFORMATIKA,S1,B,BANPT-760
DESAIN INTERIOR,S1,B,BANPT-3806
PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,S1,B,BANPT-2328
ILMU KEOLAHRAGAAN,S1,B,BANPT-668
AGROBISNIS PERIKANAN,S1,A,BANPT-608
ILMU EKONOMI,S2,B,BANPT-2694
EKONOMI SYARI`AH,S1,A,BANPT-INSTITUT AGAMA ISLAM NEGERI PURWOKERTO
SENI RUPA,S1,B,BANPT-2756
EKONOMI SYARI`AH,S1,B,BANPT-327
BUDIDAYA PERAIRAN,S1,B,BANPT-2616
TEOLOGI,S1,B,BANPT-SEKOLAH TINGGI TEOLOGI BETHEL INDONESIA
PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,S1,C,BANPT-SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN SUBANG
PENDIDIKAN EKONOMI,S1,B,BANPT-1259
PENDIDIKAN EKONOMI,S1,B,BANPT-81
SURVEI PEMETAAN DAN INFORMASI GEOGRAFIS,D-III,B,BANPT-3198
TEKNIK PERTANIAN,S1,A,BANPT-2261
PENDIDIKAN FISIKA,S1,B,BANPT-UNIVERSITAS PASIR PENGARAIAN PEKANBARU
PEMANFAATAN SUMBERDAYA PERAIRAN,S1,B,BANPT-SEKOLAH TINGGI TEKNOLOGI KELAUTAN BALIK DIWA
MANAJEMEN,S1,B,BANPT-3715
MANAJEMEN,S1,B,BANPT-2498
HUKUM,S1,B,BANPT-2441
ILMU SEJARAH,S1,TIDAK TERAKREDITASI,BANPT-INSTITUT ILMU SOSIAL DAN ILMU BUDAYA BUDAYA SAMAWA REA
MANAJEMEN INFORMATIKA,D-III,TIDAK TERAKREDITASI,BANPT-AMIK DIAN CIPTA CENDIKIA PRINGSEWU
PENDIDIKAN AGAMA ISLAM,S1,B,BANPT-3347
ILMU HUKUM,S3,B,BANPT-2041
MANAJEMEN PENDIDIKAN ISLAM,S1,B,BANPT-3451
AGROTEKNOLOGI,S1,BAIK,BANPT-UNIVERSITAS MA&#039;ARIF NAHDLATUL ULAMA KEBUMEN
BIMBINGAN KONSELING,S1,BAIK,BANPT-3986
PERBANKAN SYARIAH,S1,A,BANPT-INSTITUT AGAMA ISLAM NEGERI SALATIGA
PROFESI AKUNTAN,PROFESI,B,BANPT-2083
MANAJEMEN,S2,UNGGUL,BANPT-SEKOLAH TINGGI ILMU EKONOMI PERBANAS SURABAYA
MANAJEMEN,S1,BAIK,BANPT-2713
EKONOMI SYARIAH,S2,BAIK SEKALI,BANPT-3096
TADRIS MATEMATIKA,S1,BAIK,BANPT-517
TEKNOLOGI HASIL PERIKANAN,S1,BAIK,BANPT-708
PENDIDIKAN GURU SEKOLAH DASAR,S1,B,BANPT-3271
HUKUM KELUARGA,S2,B,BANPT-INSTITUT AGAMA ISLAM NEGERI PALU
PENDIDIKAN AGAMA ISLAM,S1,B,BANPT-3681
MANAJEMEN,S2,B,BANPT-1170
HUKUM EKONOMI SYARIAH,S1,B,BANPT-3307
PENDIDIKAN MATEMATIKA,S1,BAIK,BANPT-STKIP HATTA SJAHRIR
PENDIDIKAN AGAMA ISLAM,S1,B,BANPT-3494
AKUNTANSI SYARI'AH,S1,B,BANPT-IAIN SALATIGA
KOMUNIKASI DAN PENYIARAN ISLAM,S1,B,BANPT-3161
DESAIN KOMUNIKASI VISUAL,S1,B,BANPT-2566
STRATEGI OPERASI LAUT,S2,A,BANPT-1735
KOMUNIKASI DAN PENYIARAN ISLAM,S1,A,BANPT-INSTITUT AGAMA ISLAM NEGERI PADANGSIDIMPUAN
ILMU AL-QURAN DAN TAFSIR,S1,B,BANPT-624
HUKUM TATANEGARA,S1,B,BANPT-INSTITUT AGAMA ISLAM NEGERI PEKALONGAN
SEJARAH KEBUDAYAAN ISLAM,S1,B,BANPT-INSTITUT AGAMA ISLAM DARULLUGHAH WADDA&#039;WAH BANGIL
TEOLOGI,S2,B,BANPT-3051
BIMBINGAN DAN KONSELING ISLAM,S1,B,BANPT-624
PENDIDIKAN AGAMA ISLAM,S1,B,BANPT-1751
KAJIAN BUDAYA,S3,B,BANPT-3229
AQIDAH FILSAFAT ISLAM,S1,B,BANPT-INSTITUT AGAMA ISLAM NEGERI PALU
AHWAL AL-SYAKHSHIYYAH,S1,B,BANPT-690
ILMU AL-QUR'AN DAN TAFSIR,S1,B,BANPT-3732
PENDIDIKAN AGAMA ISLAM,S1,B,BANPT-STAI FATAHILLAH SERPONG
TEKNIK MESIN,D-III,BAIK SEKALI,BANPT-2212
TEKNIK SIPIL,S1,BAIK,BANPT-412
STUDI NAUTIKA,D-III,BAIK,BANPT-2255
TEKNOLOGI NAUTIKA,D-III,BAIK,BANPT-2255
KEPANDITAAN,S1,BAIK,BANPT-3623
BUDIDAYA PERIKANAN,D-III,BAIK,BANPT-3186
PENDIDIKAN AGAMA ISLAM,S1,BAIK,BANPT-3635
TATA HIDANG,D-III,BAIK SEKALI,BANPT-91
ILMU KESEJAHTERAAN SOSIAL,S2,UNGGUL,BANPT-2679
TEKNIK PERAWATAN MESIN,D-II,BAIK,BANPT-107
PENDIDIKAN GEOGRAFI,S1,UNGGUL,BANPT-3198
TADRIS FISIKA,S1,BAIK,BANPT-IAIN TULUNGAGUNG
