prodi_name,jenjang,akreditasi_prodi,institution_code
BIDAN,PROFESI,UNGGUL,BANPT-POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN MAKASSAR
TEKNOLOGI LABORATORIUM MEDIS,D-III,UNGGUL,BANPT-3316
KESEHATAN GIGI,D-III,UNGGUL,BANPT-3316
KEPERAWATAN,D-IV,UNGGUL,BANPT-POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN JAMBI
NERS,PROFESI,UNGGUL,BANPT-POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN JAMBI
KEBIDANAN,D-III,UNGGUL,BANPT-POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN JAKARTA III
KEBIDANAN,D-III,UNGGUL,BANPT-POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN DENPASAR
KESEHATAN GIGI,D-III,UNGGUL,BANPT-POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN BANJARMASIN
INFORMATIKA,S2,BAIK,BANPT-2694
SISTEM INFORMASI,S1,BAIK,BANPT-3605
SISTEM INFORMASI,S1,BAIK,BANPT-299
NERS,PROFESI,UNGGUL,BANPT-1872
KEPERAWATAN,S1,UNGGUL,BANPT-1872
KEBIDANAN,D-III,UNGGUL,BANPT-POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN JAMBI
BIDAN,PROFESI,BAIK SEKALI,BANPT-1110
KEBIDANAN,S1,BAIK SEKALI,BANPT-1110
KESELAMATAN DAN KESEHATAN KERJA,S1,BAIK SEKALI,BANPT-2663
BIDAN,PROFESI,BAIK SEKALI,BANPT-SEKOLAH TINGGI ILMU KESEHATAN TELOGOREJO SEMARANG
KEBIDANAN,S1,BAIK SEKALI,BANPT-SEKOLAH TINGGI ILMU KESEHATAN TELOGOREJO SEMARANG
PROGRAM STUDI PROGRAM PROFESI INSINYUR,PROFESI,BAIK,BANPT-2888
REKAYASA SIPIL,S1,BAIK,BANPT-UNIVERSITAS MADANI INDONESIA
TEKNIK KIMIA,D-III,BAIK SEKALI,BANPT-AKADEMI MINYAK DAN GAS BALONGAN
TEKNIK TELEKOMUNIKASI,D-III,BAIK SEKALI,BANPT-INSTITUT TEKNOLOGI TELKOM JAKARTA
TEKNOLOGI REKAYASA MANUFAKTUR,D-IV,BAIK,BANPT-1556
PROGRAM STUDI PROGRAM PROFESI INSINYUR,PROFESI,BAIK,BANPT-2339
MANAJEMEN LOGISTIK,D-III,BAIK,BANPT-255
EKONOMI SYARIAH,S1,BAIK,BANPT-3920
BISNIS DIGITAL,S1,BAIK,BANPT-1860
BISNIS DIGITAL,S1,BAIK,BANPT-164
EKONOMI,S1,BAIK SEKALI,BANPT-3434
MANAJEMEN,S1,BAIK,BANPT-3962
EKONOMI SYARIAH,S1,BAIK SEKALI,BANPT-632
EKONOMI SYARIAH,S1,BAIK SEKALI,BANPT-578
MANAJEMEN,S1,BAIK SEKALI,BANPT-2452
MANAJEMEN,S1,BAIK SEKALI,BANPT-1534
PERBANKAN SYARIAH,S1,BAIK,BANPT-SEKOLAH TINGGI ILMU EKONOMI SYARIAH SAYAGA SANISKARA NUSANTARA
MANAJEMEN,S1,BAIK SEKALI,BANPT-3245
AKUNTANSI,S1,BAIK,BANPT-748
AKUNTANSI,S1,BAIK SEKALI,BANPT-2542
PERBANKAN SYARIAH,S1,BAIK,BANPT-717
BISNIS,S1,BAIK SEKALI,BANPT-3530
ADMINISTRASI PERKANTORAN,D-III,BAIK,BANPT-1393
MANAJEMEN,S1,BAIK SEKALI,BANPT-1792
MANAJEMEN KEUANGAN SYARIAH,S1,UNGGUL,BANPT-632
AKUNTANSI SYARIAH,S1,BAIK,BANPT-574
EKONOMI PEMBANGUNAN,S1,BAIK,BANPT-235
BISNIS DIGITAL,S1,BAIK,BANPT-3074
EKONOMI SYARIAH,S1,BAIK,BANPT-STAI SHALAHUDDIN AL-AYYUBI JAKARTA UTARA
AKUNTANSI,S1,BAIK,BANPT-724
EKONOMI SYARIAH,S1,BAIK,BANPT-568
KEUANGAN DAN PERBANKAN,D-III,BAIK,BANPT-3181
EKONOMI PEMBANGUNAN,S1,UNGGUL,BANPT-1531
MANAJEMEN,S1,BAIK SEKALI,BANPT-3006
AKUNTANSI,S1,BAIK,BANPT-2352
EKONOMI SYARI'AH,S1,BAIK,BANPT-SEKOLAH TINGGI EKONOMI DAN BISNIS ISLAM MUARA ENIM SUMATERA SELATAN
TEKNOLOGI INFORMASI,S1,BAIK,BANPT-759
KEBIDANAN,D-III,BAIK,BANPT-1353
KEPERAWATAN,D-III,BAIK SEKALI,BANPT-672
EKONOMI SYARIAH,S1,BAIK,BANPT-INSTITUT ISLAM MUARO JAMBI
ILMU MANAJEMEN,S3,BAIK,BANPT-3098
MANAJEMEN,S1,BAIK,BANPT-UNIVERSITAS MADANI INDONESIA
BISNIS DIGITAL,S1,BAIK,BANPT-2376
BISNIS DIGITAL,S1,BAIK,BANPT-732
KEWIRAUSAHAAN,S1,BAIK,BANPT-732
MANAJEMEN BISNIS SYARIAH,S1,BAIK,BANPT-538
EKONOMI SYARIAH,S1,BAIK,BANPT-SEKOLAH TINGGI EKONOMI ISLAM ABDUSSALAM
MANAJEMEN,S2,BAIK,BANPT-2263
MANAJEMEN,S1,BAIK,BANPT-223
EKONOMI SYARIAH,S1,BAIK,BANPT-3704
BISNIS DIGITAL,S1,BAIK,BANPT-271
MANAJEMEN,S1,BAIK,BANPT-271
ILMU MANAJEMEN,S3,BAIK,BANPT-1605
ILMU PERPUSTAKAAN DAN INFORMASI ISLAM,S1,BAIK,BANPT-327
PSIKOLOGI,S1,TERAKREDITASI SEMENTARA,BANPT-271
HUKUM,S1,TERAKREDITASI SEMENTARA,BANPT-271
HUKUM BISNIS,S1,TERAKREDITASI SEMENTARA,BANPT-708
ILMU KOMUNIKASI,S1,TERAKREDITASI SEMENTARA,BANPT-2756
PETERNAKAN,S1,TERAKREDITASI SEMENTARA,BANPT-UNIVERSITAS MADANI INDONESIA
PEMELIHARAAN ALAT BERAT,D-III,TERAKREDITASI SEMENTARA,BANPT-3938
BAHASA INGGRIS UNTUK KOMUNIKASI BISNIS DAN PROFESIONAL,D-IV,TERAKREDITASI SEMENTARA,BANPT-3938
ARSITEKTUR BANGUNAN GEDUNG,D-IV,TERAKREDITASI SEMENTARA,BANPT-3938
PARIWISATA,S1,BAIK,BANPT-3240
MANAJEMEN DAKWAH,S1,BAIK SEKALI,BANPT-1117
ILMU HADIS,S1,BAIK SEKALI,BANPT-1117
ILMU HUKUM,S1,TERAKREDITASI SEMENTARA,BANPT-3804
KEAMANAN PANGAN,S2,TERAKREDITASI SEMENTARA,BANPT-2672
ARSITEKTUR,S2,UNGGUL,BANPT-2697
SASTRA INGGRIS,S1,BAIK,BANPT-1094
PERENCANAAN WILAYAH DAN KOTA,S1,BAIK,BANPT-1229
AGRIBISNIS,S1,BAIK,BANPT-898
PERPUSTAKAAN DAN SAINS INFORMASI,S1,BAIK,BANPT-801
MUAMALAH,S1,BAIK,BANPT-1715
BAHASAN DAN SASTRA ARAB,S2,BAIK,BANPT-1628
PENGELOLAAN ARSIP DAN REKAMAN INFORMASI,D-IV,BAIK,BANPT-480
ARSITEKTUR,S1,UNGGUL,BANPT-2697
KOMUNIKASI DAN PENYIARAN ISLAM,S1,BAIK SEKALI,BANPT-3284
PEMASARAN DIGITAL,D-IV,BAIK SEKALI,BANPT-1586
EKONOMI SYARIAH,S1,BAIK SEKALI,BANPT-834
MANAJEMEN RITEL,S1,BAIK,BANPT-419
MANAJEMEN,S2,BAIK,BANPT-172
MANAJEMEN,S1,BAIK,BANPT-1415
MANAJEMEN LOGISTIK INDUSTRI AGRO,D-III,BAIK SEKALI,BANPT-1897
AKUNTANSI PERPAJAKAN,D-IV,BAIK SEKALI,BANPT-2363
PERBANKAN SYARI'AH,S1,BAIK SEKALI,BANPT-496
AKUNTANSI,S1,BAIK,BANPT-115
EKONOMI SYARIAH,S1,BAIK,BANPT-SEKOLAH TINGGI EKONOMI ISLAM FITRAH INSANI
BIDAN,PROFESI,BAIK,BANPT-668
KEBIDANAN,S1,BAIK,BANPT-668
KEPERAWATAN,D-III,BAIK SEKALI,BANPT-2449
TEKNOLOGI RADIOLOGI PENCITRAAN,D-IV,BAIK SEKALI,BANPT-1599
KESELAMATAN DAN KESEHATAN KERJA,D-IV,BAIK,BANPT-1036
KEBIDANAN,D-III,BAIK SEKALI,BANPT-381
MANAJEMEN,S2,BAIK,BANPT-123
MANAJEMEN,S2,BAIK,BANPT-1861
PERBANKAN DAN KEUANGAN DIGITAL,D-IV,BAIK,BANPT-514
BISNIS DIGITAL,S1,BAIK,BANPT-876
KEWIRAUSAHAAN,S1,BAIK,BANPT-658
BISNIS DIGITAL,S1,BAIK,BANPT-658
MANAJEMEN BISNIS SYARIAH,S1,BAIK,BANPT-3201
AKUNTANSI,S2,BAIK,BANPT-3434
BISNIS DIGITAL,S1,BAIK,BANPT-2953
MANAJEMEN,S2,BAIK,BANPT-2131
KEDOKTERAN FORENSIK DAN STUDI MEDIKOLEGAL,SPESIALIS,BAIK SEKALI,BANPT-2660
ADMINISTRASI RUMAH SAKIT,S2,UNGGUL,BANPT-2695
ADMINISTRASI RUMAH SAKIT,S1,BAIK SEKALI,BANPT-638
FARMASI,S1,BAIK SEKALI,BANPT-638
KEPERAWATAN,S1,BAIK SEKALI,BANPT-464
NERS,PROFESI,BAIK SEKALI,BANPT-464
KEBIDANAN,D-III,BAIK SEKALI,BANPT-5
KEPERAWATAN,D-III,BAIK SEKALI,BANPT-POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN PALEMBANG
SANITASI LINGKUNGAN,D-IV,UNGGUL,BANPT-POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN MEDAN
KESEHATAN MASYARAKAT,S1,UNGGUL,BANPT-472
SAINS BIOMEDIS,S3,BAIK SEKALI,BANPT-3226
KEBIDANAN,D-III,BAIK SEKALI,BANPT-571
ADMINISTRASI RUMAH SAKIT,S1,BAIK,BANPT-571
KESEHATAN MASYARAKAT,S1,UNGGUL,BANPT-571
KESEHATAN MASYARAKAT,S2,UNGGUL,BANPT-571
KEPERAWATAN,S2,BAIK SEKALI,BANPT-571
RADIOLOGI,D-III,BAIK,BANPT-571
KESEHATAN MASYARAKAT,S1,BAIK SEKALI,BANPT-UNIVERSITAS PANCASAKTI MAKASSAR
DOKTER,PROFESI,UNGGUL,BANPT-1886
KEDOKTERAN,S1,UNGGUL,BANPT-1886
KESEHATAN REPRODUKSI,S2,BAIK SEKALI,BANPT-313
ADMINISTRASI KESEHATAN,S2,BAIK SEKALI,BANPT-177
PENGOBAT TRADISIONAL,D-IV,UNGGUL,BANPT-2135
KEPERAWATAN,D-III,BAIK SEKALI,BANPT-49
KEBIDANAN,D-III,BAIK SEKALI,BANPT-2825
MANAJEMEN BISNIS SYARIAH,D-III,BAIK,BANPT-569
ILMU REKAM MEDIS,D-III,BAIK SEKALI,BANPT-AKADEMI PEREKAM DAN INFORMASI KESEHATAN IRIS
KEBIDANAN,D-III,UNGGUL,BANPT-POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN PADANG
PENDIDIKAN PROFESI PSIKOLOGI,PROFESI,TERAKREDITASI SEMENTARA,BANPT-2679
PENGELOLAAN SUMBERDAYA ALAM DAN LINGKUNGAN,S2,TERAKREDITASI SEMENTARA,BANPT-3521
ILMU KELAUTAN,S1,TERAKREDITASI SEMENTARA,BANPT-1909
MANAJEMEN REKAYASA,S3,TERAKREDITASI SEMENTARA,BANPT-318
HUKUM,S3,TERAKREDITASI SEMENTARA,BANPT-13
KAJIAN INFORMASI,S3,TERAKREDITASI SEMENTARA,BANPT-2679
BAHASA INGGRIS UNTUK KOMUNIKASI BISNIS DAN PROFESIONAL,D-IV,TERAKREDITASI SEMENTARA,BANPT-3238
SOSIOLOGI,S1,BAIK,BANPT-370
HUKUM TATANEGARA,S1,BAIK,BANPT-836
DESAIN PRODUK,D-III,TERAKREDITASI SEMENTARA,BANPT-1061
HUKUM,S1,TERAKREDITASI SEMENTARA,BANPT-1061
HUBUNGAN INTERNASIONAL,S1,TERAKREDITASI SEMENTARA,BANPT-2698
PRODUKSI MEDIA,D-IV,TERAKREDITASI SEMENTARA,BANPT-2064
BAHASA MANDARIN UNTUK KOMUNIKASI BISNIS DAN PROFESIONAL - D4,D-IV,TERAKREDITASI SEMENTARA,BANPT-2435
ILMU AL-QURAN DAN TAFSIR,S2,TERAKREDITASI SEMENTARA,BANPT-3318
HUKUM,S1,TERAKREDITASI SEMENTARA,BANPT-UNIVERSITAS TAMALATEA MAKASSAR
HUKUM KELUARGA ISLAM,S2,TERAKREDITASI SEMENTARA,BANPT-SEKOLAH TINGGI ILMU SYARI&#039;AH NAHDLATUL ULAMA ACEH
ILMU PEMERINTAHAN,S2,TERAKREDITASI SEMENTARA,BANPT-1909
ARSITEKTUR,S1,TERAKREDITASI SEMENTARA,BANPT-1148
PENGELOLAAN KONVENSI DAN ACARA PROGRAM,D-IV,TERAKREDITASI SEMENTARA,BANPT-2824
KIMIA TERAPAN,D-IV,TERAKREDITASI SEMENTARA,BANPT-2824
AGRIBISNIS,S1,TERAKREDITASI SEMENTARA,BANPT-875
HUKUM,S2,TERAKREDITASI SEMENTARA,BANPT-2035
TEATER,S1,TERAKREDITASI SEMENTARA,BANPT-335
DESAIN,S3,TERAKREDITASI SEMENTARA,BANPT-335
STUDI ISLAM,S3,TERAKREDITASI SEMENTARA,BANPT-3474
HUKUM KELUARGA ISLAM,S3,TERAKREDITASI SEMENTARA,BANPT-1615
SAINS KOMUNIKASI,S1,TERAKREDITASI SEMENTARA,BANPT-2212
AGRIBISNIS KAMPUS KABUPATEN BATANG,S1,TERAKREDITASI SEMENTARA,BANPT-2663
HUKUM,S1,TERAKREDITASI SEMENTARA,BANPT-155
PARIWISATA,S1,TERAKREDITASI SEMENTARA,BANPT-968
ILMU HADIS,S1,TERAKREDITASI SEMENTARA,BANPT-1756
STUDI ISLAM,S2,TERAKREDITASI SEMENTARA,BANPT-836
ARSITEKTUR,S1,TERAKREDITASI SEMENTARA,BANPT-1191
AGRIBISNIS PANGAN,D-IV,TERAKREDITASI SEMENTARA,BANPT-3938
PARIWISATA,S1,TERAKREDITASI SEMENTARA,BANPT-131
TEKNOLOGI PANGAN,S1,TERAKREDITASI SEMENTARA,BANPT-3198
SOSIAL EKONOMI PERTANIAN,S1,TERAKREDITASI SEMENTARA,BANPT-232
PSIKOLOGI,S2,TERAKREDITASI SEMENTARA,BANPT-2274
"KAJIAN FILM, TELEVISI, DAN MEDIA",S1,TERAKREDITASI SEMENTARA,BANPT-762
PERENCANAAN WILAYAH DAN KOTA,S1,TERAKREDITASI SEMENTARA,BANPT-2544
PRODUKSI MEDIA,D-IV,TERAKREDITASI SEMENTARA,BANPT-POLITEKNIK NEGERI JEMBER
PERADILAN PIDANA,D-IV,TERAKREDITASI SEMENTARA,BANPT-1056
ILMU PERTANIAN,S3,TERAKREDITASI SEMENTARA,BANPT-514
HUKUM BISNIS,S1,TERAKREDITASI SEMENTARA,BANPT-1270
AGRIBISNIS PETERNAKAN,D-IV,BAIK,BANPT-2824
HUKUM BISNIS,S1,TERAKREDITASI SEMENTARA,BANPT-UNIVERSITAS MUHAMMADIYAH KARANGANYAR
ILMU PEMERINTAHAN,S2,TERAKREDITASI SEMENTARA,BANPT-1958
HUKUM,S1,BAIK,BANPT-UNIVERSITAS DUMAI
HUKUM,S3,TERAKREDITASI SEMENTARA,BANPT-762
HUKUM,S3,TERAKREDITASI SEMENTARA,BANPT-1617
HUKUM KELUARGA ISLAM,S1,TERAKREDITASI SEMENTARA,BANPT-2138
PERPUSTAKAAN DAN SAINS INFORMASI,S1,BAIK,BANPT-3804
TARI MINANG,D-IV,BAIK,BANPT-3822
SENI,S3,TERAKREDITASI SEMENTARA,BANPT-3822
PARIWISATA,S1,TERAKREDITASI SEMENTARA,BANPT-2498
"PEMASARAN, INOVASI, DAN TEKNOLOGI",S2 TERAPAN,TERAKREDITASI SEMENTARA,BANPT-2338
ILMU PERIKANAN,S1,TERAKREDITASI SEMENTARA,BANPT-72
ILMU LINGKUNGAN,S1,TERAKREDITASI SEMENTARA,BANPT-72
HUKUM,S1,TERAKREDITASI SEMENTARA,BANPT-1244
TEATER MUSIKAL,D-IV,TERAKREDITASI SEMENTARA,BANPT-2518
MANAJEMEN AGRIBISNIS,D-IV,TERAKREDITASI SEMENTARA,BANPT-2005
TEKNOLOGI REKAYASA LOGISTIK,D-IV,TERAKREDITASI SEMENTARA,BANPT-2005
HUKUM,S1,TERAKREDITASI SEMENTARA,BANPT-874
AQIDAH DAN FILSAFAT ISLAM,S1,B,BANPT-775
ILMU AL-QUR'AN DAN TAFSIR,S1,B,BANPT-775
KOMUNIKASI DAN PENYIARAN ISLAM,S1,B,BANPT-775
TEKNOLOGI REKAYASA SISTEM ELEKTRONIKA,D-IV,A,BANPT-694
TEKNIK ELEKTRONIKA,D-IV,A,BANPT-694
SISTEM INFORMASI,D-IV,A,BANPT-694
MANAJEMEN INFORMATIKA,D-III,B,BANPT-POLITEKNIK ASSALAAM SURAKARTA
PENDIDIKAN GURU SEKOLAH DASAR,S1,BAIK,BANPT-SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN TUNAS PAPUA
PERIKANAN LAUT TROPIS K PANGANDARAN,S1,BAIK,BANPT-2088
ADMINISTRASI PUBLIK,S1,BAIK,BANPT-SEKOLAH TINGGI ILMU SOSIAL DAN POLITIK BINA MARTA
STUDI ISLAM,S2,BAIK SEKALI,BANPT-1628
ARSITEKTUR,S1,TERAKREDITASI SEMENTARA,BANPT-732
STUDI ISLAM,S3,BAIK,BANPT-342
HUKUM,S2,BAIK,BANPT-3517
TEKNOLOGI PRODUKSI TERNAK,D-IV,BAIK,BANPT-2824
PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,S1,B,BANPT-1961
HUKUM KELUARGA ISLAM,S1,B,BANPT-184
MANAJEMEN DAKWAH,S1,B,BANPT-1780
ILMU PEMERINTAHAN,S1,BAIK,BANPT-2258
STUDI ISLAM,S1,BAIK,BANPT-2062
HUKUM,S2,TERAKREDITASI SEMENTARA,BANPT-2371
KECERDASAN BUATAN,S1,TERAKREDITASI SEMENTARA,BANPT-2672
HUKUM KELUARGA ISLAM,S1,BAIK,BANPT-3568
HUKUM TATANEGARA,S1,BAIK,BANPT-INSTITUT AGAMA ISLAM AN NADWAH KUALA TUNGKAL
KOMUNIKASI DAN PENYIARAN ISLAM,S1,B,BANPT-INSTITUT AGAMA ISLAM AN NADWAH KUALA TUNGKAL
PARIWISATA,S1,BAIK,BANPT-2656
PSIKOLOGI,S1,TERAKREDITASI SEMENTARA,BANPT-2656
TARI,S1,TERAKREDITASI SEMENTARA,BANPT-2721
ILMU PERTANIAN,S2,TERAKREDITASI SEMENTARA,BANPT-2673
MANAJEMEN PERHOTELAN KAMPUS PAYAKUMBUH,D-IV,TERAKREDITASI SEMENTARA,BANPT-3237
ILMU AL-QUR'AN DAN TAFSIR,S1,TERAKREDITASI SEMENTARA,BANPT-236
DESAIN KOMUNIKASI VISUAL,S1,TERAKREDITASI SEMENTARA,BANPT-1530
ILMU POLITIK,S1,TERAKREDITASI SEMENTARA,BANPT-3240
MANAJEMEN OLAHRAGA,S2,TERAKREDITASI SEMENTARA,BANPT-2698
KEPELATIHAN OLAHRAGA,S2,TERAKREDITASI SEMENTARA,BANPT-2698
HUBUNGAN MASYARAKAT DAN KOMUNIKASI DIGITAL,D-IV,TERAKREDITASI SEMENTARA,BANPT-694
PSIKOLOGI ISLAM,S1,TERAKREDITASI SEMENTARA,BANPT-329
BIMBINGAN KONSELING ISLAM,S1,TERAKREDITASI SEMENTARA,BANPT-329
BIMBINGAN PENYULUHAN ISLAM,S1,TERAKREDITASI SEMENTARA,BANPT-3777
PETERNAKAN,S1,BAIK,BANPT-277
PENDIDIKAN AGAMA ISLAM,S1,B,BANPT-INSTITUT AGAMA ISLAM AN NADWAH KUALA TUNGKAL
HUKUM KELUARGA ISLAM,S1,BAIK,BANPT-INSTITUT AGAMA ISLAM AN NADWAH KUALA TUNGKAL
ILMU AL-QUR`AN DAN TAFSIR,S1,BAIK,BANPT-423
PENGEMBANGAN MASYARAKAT ISLAM,S1,TERAKREDITASI SEMENTARA,BANPT-3284
ILMU HADIS,S1,TERAKREDITASI SEMENTARA,BANPT-3284
TEKNOLOGI DAN BISNIS PERIKANAN DAN KELAUTAN,S1,TERAKREDITASI SEMENTARA,BANPT-2663
KEBIJAKAN PUBLIK,S2,TERAKREDITASI SEMENTARA,BANPT-4019
ARSITEKTUR,S3,TERAKREDITASI SEMENTARA,BANPT-2694
TEKNOLOGI PENANGKAPAN IKAN,S1,TERAKREDITASI SEMENTARA,BANPT-2603
TEOLOGI,S1,BAIK,BANPT-958
KOMUNIKASI DAN PENYIARAN ISLAM,S1,BAIK,BANPT-183
HUKUM KELUARGA ISLAM,S2,B,BANPT-569
HUKUM EKONOMI SYARIAH,S1,TERAKREDITASI SEMENTARA,BANPT-329
ILMU MANAJEMEN,S3,BAIK,BANPT-770
KEBIDANAN,S1,BAIK,BANPT-1791
BIDAN,PROFESI,BAIK,BANPT-1791
PENDIDIKAN FISIKA,S1,BAIK SEKALI,BANPT-SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN SURYA
PENDIDIKAN AGAMA ISLAM,S1,BAIK,BANPT-761
PENDIDIKAN AGAMA ISLAM,S2,UNGGUL,BANPT-1233
TADRIS BIOLOGI,S1,BAIK,BANPT-INSTITUT AGAMA ISLAM DARUL A&#039;MAL LAMPUNG
PENDIDIKAN AGAMA KRISTEN,S1,BAIK,BANPT-3400
PENDIDIKAN PROFESI GURU,PROFESI,UNGGUL,BANPT-2251
PENDIDIKAN DASAR,S2,BAIK,BANPT-177
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,BAIK SEKALI,BANPT-42
PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,BAIK SEKALI,BANPT-553
PENDIDIKAN GURU SEKOLAH DASAR,S1,UNGGUL,BANPT-605
PENDIDIKAN KIMIA,S1,UNGGUL,BANPT-737
PENDIDIKAN VOKASIONAL INFORMATIKA,S1,BAIK SEKALI,BANPT-1705
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,UNGGUL,BANPT-2603
PENDIDIKAN KEAGAMAAN BUDDHA,S2,BAIK,BANPT-426
TADRIS MATEMATIKA,S1,UNGGUL,BANPT-3284
PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,BAIK,BANPT-2619
PENDIDIKAN AGAMA ISLAM,S3,UNGGUL,BANPT-2062
TADRIS ILMU PENGETAHUAN SOSIAL,S1,UNGGUL,BANPT-342
MANAJEMEN PENDIDIKAN ISLAM,S3,BAIK SEKALI,BANPT-UNIVERSITAS ISLAM BUNGA BANGSA CIREBON
PENDIDIKAN BAHASA INDONESIA,S3,BAIK SEKALI,BANPT-UNIVERSITAS MUHAMMADIYAH PROF. DR. HAMKA
PENDIDIKAN BAHASA LAMPUNG,S1,BAIK SEKALI,BANPT-2261
PENDIDIKAN MATEMATIKA,S1,BAIK,BANPT-1542
PENDIDIKAN BAHASA INGGRIS,S1,UNGGUL,BANPT-737
PENDIDIKAN AGAMA ISLAM,S1,BAIK,BANPT-3864
MANAJEMEN PENDIDIKAN ISLAM,S1,BAIK,BANPT-427
PENDIDIKAN BAHASA INGGRIS,S1,BAIK,BANPT-3434
PENDIDIKAN AGAMA KRISTEN,S1,BAIK SEKALI,BANPT-2808
PENDIDIKAN SENI DAN BUDAYA KEAGAMAAN HINDU,S1,BAIK,BANPT-SEKOLAH TINGGI AGAMA HINDU NEGERI MPU KUTURAN SINGARAJA BALI
TEKNOLOGI PENDIDIKAN,S2,UNGGUL,BANPT-2339
PENDIDIKAN GURU MADRASAH IBTIDAIYAH,S1,BAIK,BANPT-2388
PENDIDIKAN GEOGRAFI,S2,BAIK SEKALI,BANPT-3237
PENDIDIKAN MATEMATIKA,S1,UNGGUL,BANPT-177
TADRIS ILMU PENGETAHUAN SOSIAL,S1,UNGGUL,BANPT-569
PENDIDIKAN,S3,BAIK SEKALI,BANPT-1957
PENDIDIKAN SOSIOLOGI,S1,BAIK SEKALI,BANPT-878
PENDIDIKAN AGAMA ISLAM,S3,UNGGUL,BANPT-1258
MANAJEMEN PENDIDIKAN ISLAM,S1,BAIK,BANPT-984
PENDIDIKAN MATEMATIKA,S1,BAIK SEKALI,BANPT-387
TADRIS FISIKA,S1,BAIK,BANPT-INSTITUT AGAMA ISLAM DARUL A&#039;MAL LAMPUNG
PENDIDIKAN PROFESI GURU,PROFESI,UNGGUL,BANPT-2158
PENDIDIKAN GURU SEKOLAH DASAR,S1,BAIK SEKALI,BANPT-878
PENDIDIKAN SEJARAH,S1,BAIK SEKALI,BANPT-263
PENDIDIKAN AGAMA ISLAM,S2,BAIK SEKALI,BANPT-INSTITUT AGAMA ISLAM AL-KHOZINY
PENDIDIKAN PROFESI GURU,PROFESI,UNGGUL,BANPT-569
PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,BAIK SEKALI,BANPT-3042
BIMBINGAN DAN KONSELING,S1,UNGGUL,BANPT-696
PENDIDIKAN ANAK USIA DINI,S1,BAIK SEKALI,BANPT-2471
PENDIDIKAN INFORMATIKA,S1,BAIK SEKALI,BANPT-2077
PENDIDIKAN BAHASA INGGRIS,S1,UNGGUL,BANPT-1737
PENDIDIKAN AGAMA ISLAM,S2,BAIK SEKALI,BANPT-862
PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,BAIK SEKALI,BANPT-430
PENDIDIKAN BAHASA ARAB,S1,BAIK,BANPT-3864
TADRIS BAHASA INGGRIS,S1,BAIK,BANPT-INSTITUT AGAMA ISLAM AR-RISALAH INHIL RIAU
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,BAIK,BANPT-UNIVERSITAS LAKIDENDE UNAAHA
TADRIS MATEMATIKA,S1,UNGGUL,BANPT-632
TADRIS BAHASA INGGRIS,S1,UNGGUL,BANPT-653
PENDIDIKAN PROFESI GURU,PROFESI,BAIK SEKALI,BANPT-1169
PENDIDIKAN GURU SEKOLAH DASAR,S1,UNGGUL,BANPT-485
PENDIDIKAN GURU MADRASAH IBTIDAIYAH,S1,BAIK,BANPT-SEKOLAH TINGGI AGAMA ISLAM GROBOGAN JAWA TENGAH
PENDIDIKAN KIMIA,S1,BAIK SEKALI,BANPT-3268
PENDIDIKAN KEPELATIHAN OLAHRAGA,S3,BAIK SEKALI,BANPT-3240
PENDIDIKAN AGAMA ISLAM,S2,UNGGUL,BANPT-2062
MANAJEMEN PENDIDIKAN ISLAM,S1,BAIK,BANPT-SEKOLAH TINGGI AGAMA ISLAM MA&#039;ARIF KENDAL NGAWI
PENDIDIKAN PROFESI GURU,PROFESI,BAIK SEKALI,BANPT-834
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,BAIK SEKALI,BANPT-1591
PENDIDIKAN VOKASIONAL DESAIN FASHION,S1,BAIK SEKALI,BANPT-2459
SASTRA AGAMA DAN PENDIDIKAN BAHASA BALI,S1,UNGGUL,BANPT-837
PENDIDIKAN BAHASA INDONESIA,S1,BAIK,BANPT-2619
PENDIDIKAN BAHASA INDONESIA,S2,BAIK SEKALI,BANPT-2698
TEKNOLOGI PENDIDIKAN,S1,BAIK SEKALI,BANPT-3006
PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,S1,BAIK SEKALI,BANPT-830
PENDIDIKAN MATEMATIKA,S1,BAIK,BANPT-927
MANAJEMEN PENDIDIKAN ISLAM,S2,UNGGUL,BANPT-1626
