institution_code,institution_name,akreditasi_kampus,address,provinsi,faculty,prodi,akreditasi_prodi,average_semester_fee,starting_semester_fee,ending_semester_fee,average_yearly_fee,starting_yearly_fee,ending_yearly_fee
rencanamu-1186,UNIVERSITAS KATOLIK INDONESIA ATMA JAYA,A,-,DKI JAKARTA,UMUM,ILMU HUKUM,B,169250000,169250000,1354000000,338500000,338500000,1354000000
rencanamu-1187,UNIVERSITAS KATOLIK INDONESIA ATMA JAYA,A,-,DKI JAKARTA,UMUM,TEKNIK INDUSTRI,B,169250000,169250000,1354000000,338500000,338500000,1354000000
rencanamu-1188,UNIVERSITAS KATOLIK INDONESIA ATMA JAYA,A,-,DKI JAKARTA,UMUM,TEKNIK MESIN,A,169250000,169250000,1354000000,338500000,338500000,1354000000
rencanamu-1189,UNIVERSITAS KATOLIK INDONESIA ATMA JAYA,A,-,DKI JAKARTA,UMUM,TEKNIK ELEKTRO,A,169250000,169250000,1354000000,338500000,338500000,1354000000
rencanamu-1190,UNIVERSITAS KATOLIK INDONESIA ATMA JAYA,A,-,DKI JAKARTA,UMUM,TEKNIK DESAIN DAN MANUFAKTUR,-,169250000,169250000,1354000000,338500000,338500000,1354000000
rencanamu-1191,UNIVERSITAS KATOLIK INDONESIA ATMA JAYA,A,-,DKI JAKARTA,UMUM,SISTEM INFORMASI,C,169250000,169250000,1354000000,338500000,338500000,1354000000
rencanamu-1192,UNIVERSITAS KATOLIK INDONESIA ATMA JAYA,A,-,DKI JAKARTA,UMUM,PENDIDIKAN BAHASA INGGRIS,A,169250000,169250000,1354000000,338500000,338500000,1354000000
rencanamu-1193,UNIVERSITAS KATOLIK INDONESIA ATMA JAYA,A,-,DKI JAKARTA,UMUM,ILMU PENDIDIKAN TEOLOGI,B,169250000,169250000,1354000000,338500000,338500000,1354000000
rencanamu-1194,UNIVERSITAS KATOLIK INDONESIA ATMA JAYA,A,-,DKI JAKARTA,UMUM,PENDIDIKAN GURU SD,B,169250000,169250000,1354000000,338500000,338500000,1354000000
rencanamu-1195,UNIVERSITAS KATOLIK INDONESIA ATMA JAYA,A,-,DKI JAKARTA,UMUM,BIMBINGAN DAN KONSELING,B,169250000,169250000,1354000000,338500000,338500000,1354000000
rencanamu-1196,UNIVERSITAS KATOLIK INDONESIA ATMA JAYA,A,-,DKI JAKARTA,UMUM,ILMU PSIKOLOGI,A,169250000,169250000,1354000000,338500000,338500000,1354000000
rencanamu-1197,UNIVERSITAS KATOLIK INDONESIA ATMA JAYA,A,-,DKI JAKARTA,UMUM,BIOLOGI,A,169250000,169250000,1354000000,338500000,338500000,1354000000
rencanamu-1198,UNIVERSITAS KATOLIK INDONESIA ATMA JAYA,A,-,DKI JAKARTA,UMUM,ILMU DAN TEKNOLOGI PANGAN,B,169250000,169250000,1354000000,338500000,338500000,1354000000
rencanamu-1199,UNIVERSITAS KATOLIK INDONESIA ATMA JAYA,A,-,DKI JAKARTA,UMUM,PENDIDIKAN DOKTER,A,169250000,169250000,1354000000,338500000,338500000,1354000000
rencanamu-1200,UNIVERSITAS KATOLIK INDONESIA ATMA JAYA,A,-,DKI JAKARTA,UMUM,FARMASI,C,169250000,169250000,1354000000,338500000,338500000,1354000000
rencanamu-1201,UNIVERSITAS KATOLIK INDONESIA ATMA JAYA,A,-,DKI JAKARTA,UMUM,HOSPITALITY,B,169250000,169250000,1354000000,338500000,338500000,1354000000
rencanamu-1202,UNIVERSITAS KATOLIK INDONESIA ATMA JAYA,A,-,DKI JAKARTA,UMUM,ADMINISTRASI BISNIS,A,169250000,169250000,1354000000,338500000,338500000,1354000000
rencanamu-1203,UNIVERSITAS KATOLIK INDONESIA ATMA JAYA,A,-,DKI JAKARTA,UMUM,ILMU KOMUNIKASI,A,169250000,169250000,1354000000,338500000,338500000,1354000000
rencanamu-1204,UNIVERSITAS KATOLIK INDONESIA ATMA JAYA,A,-,DKI JAKARTA,UMUM,TEKNIK ELEKTRO,B,169250000,169250000,1354000000,338500000,338500000,1354000000
rencanamu-1205,UNIVERSITAS KATOLIK INDONESIA ATMA JAYA,A,-,DKI JAKARTA,UMUM,EKONOMI TERAPAN,B,169250000,169250000,1354000000,338500000,338500000,1354000000
rencanamu-1206,UNIVERSITAS KATOLIK INDONESIA ATMA JAYA,A,-,DKI JAKARTA,UMUM,AKUNTANSI,B,169250000,169250000,1354000000,338500000,338500000,1354000000
rencanamu-1207,UNIVERSITAS KATOLIK INDONESIA ATMA JAYA,A,-,DKI JAKARTA,UMUM,ADMINISTRASI BISNIS,B,169250000,169250000,1354000000,338500000,338500000,1354000000
rencanamu-1208,UNIVERSITAS KATOLIK INDONESIA ATMA JAYA,A,-,DKI JAKARTA,UMUM,TEKNIK MESIN,B,169250000,169250000,1354000000,338500000,338500000,1354000000
rencanamu-1209,UNIVERSITAS KATOLIK INDONESIA ATMA JAYA,A,-,DKI JAKARTA,UMUM,MANAJEMEN,B,169250000,169250000,1354000000,338500000,338500000,1354000000
rencanamu-1210,UNIVERSITAS KATOLIK INDONESIA ATMA JAYA,A,-,DKI JAKARTA,UMUM,BAHASA INGGRIS,A,169250000,169250000,1354000000,338500000,338500000,1354000000
rencanamu-1211,UNIVERSITAS KATOLIK INDONESIA ATMA JAYA,A,-,DKI JAKARTA,UMUM,ILMU PSIKOLOGI,B,169250000,169250000,1354000000,338500000,338500000,1354000000
rencanamu-1212,UNIVERSITAS KATOLIK INDONESIA ATMA JAYA,A,-,DKI JAKARTA,UMUM,BIOTEKNOLOGI,B,169250000,169250000,1354000000,338500000,338500000,1354000000
rencanamu-1213,UNIVERSITAS ESA UNGGUL,B,-,DKI JAKARTA,UMUM,AKUNTANSI BISNIS,A,9000000,9000000,72000000,18000000,18000000,72000000
rencanamu-1214,UNIVERSITAS ESA UNGGUL,B,-,DKI JAKARTA,UMUM,MANAJEMEN BISNIS,A,9000000,9000000,72000000,18000000,18000000,72000000
rencanamu-1215,UNIVERSITAS ESA UNGGUL,B,-,DKI JAKARTA,UMUM,TEKNIK INDUSTRI,-,9000000,9000000,72000000,18000000,18000000,72000000
rencanamu-1216,UNIVERSITAS ESA UNGGUL,B,-,DKI JAKARTA,UMUM,PERENCANAAN WILAYAH DAN KOTA,B,9000000,9000000,72000000,18000000,18000000,72000000
rencanamu-1217,UNIVERSITAS ESA UNGGUL,B,-,DKI JAKARTA,UMUM,SURVEI DAN PEMETAAN,-,9000000,9000000,72000000,18000000,18000000,72000000
rencanamu-1218,UNIVERSITAS ESA UNGGUL,B,-,DKI JAKARTA,UMUM,DESAIN PRODUK,A,9000000,9000000,72000000,18000000,18000000,72000000
rencanamu-1219,UNIVERSITAS ESA UNGGUL,B,-,DKI JAKARTA,UMUM,DESAIN KOMUNIKASI VISUAL,B,9000000,9000000,72000000,18000000,18000000,72000000
rencanamu-1220,UNIVERSITAS ESA UNGGUL,B,-,DKI JAKARTA,UMUM,DESAIN INTERIOR,B,9000000,9000000,72000000,18000000,18000000,72000000
rencanamu-1221,UNIVERSITAS ESA UNGGUL,B,-,DKI JAKARTA,UMUM,REKAM MEDIS DAN INFORMASI KESEHATAN,A,9000000,9000000,72000000,18000000,18000000,72000000
rencanamu-1222,UNIVERSITAS ESA UNGGUL,B,-,DKI JAKARTA,UMUM,MANAJEMEN INFORMASI KESEHATA,B,9000000,9000000,72000000,18000000,18000000,72000000
rencanamu-1223,UNIVERSITAS ESA UNGGUL,B,-,DKI JAKARTA,UMUM,KESEHATAN MASYARAKAT,B,9000000,9000000,72000000,18000000,18000000,72000000
rencanamu-1224,UNIVERSITAS ESA UNGGUL,B,-,DKI JAKARTA,UMUM,ILMU GIZI,B,9000000,9000000,72000000,18000000,18000000,72000000
rencanamu-1225,UNIVERSITAS ESA UNGGUL,B,-,DKI JAKARTA,UMUM,KEPERAWATAN,B,9000000,9000000,72000000,18000000,18000000,72000000
rencanamu-1226,UNIVERSITAS ESA UNGGUL,B,-,DKI JAKARTA,UMUM,BIOTEKNOLOGI,B,9000000,9000000,72000000,18000000,18000000,72000000
rencanamu-1227,UNIVERSITAS ESA UNGGUL,B,-,DKI JAKARTA,UMUM,FARMASI,C,9000000,9000000,72000000,18000000,18000000,72000000
rencanamu-1228,UNIVERSITAS ESA UNGGUL,B,-,DKI JAKARTA,UMUM,FISIOTERAPI,B,9000000,9000000,72000000,18000000,18000000,72000000
rencanamu-1229,UNIVERSITAS ESA UNGGUL,B,-,DKI JAKARTA,UMUM,TEKNIK INFORMATIKA,A,9000000,9000000,72000000,18000000,18000000,72000000
rencanamu-1230,UNIVERSITAS ESA UNGGUL,B,-,DKI JAKARTA,UMUM,SISTEM INFORMASI,B,9000000,9000000,72000000,18000000,18000000,72000000
rencanamu-1231,UNIVERSITAS ESA UNGGUL,B,-,DKI JAKARTA,UMUM,HUMAS,-,9000000,9000000,72000000,18000000,18000000,72000000
rencanamu-1232,UNIVERSITAS ESA UNGGUL,B,-,DKI JAKARTA,UMUM,JURNALISTIK,A,9000000,9000000,72000000,18000000,18000000,72000000
rencanamu-1233,UNIVERSITAS ESA UNGGUL,B,-,DKI JAKARTA,UMUM,PENYIAR,A,9000000,9000000,72000000,18000000,18000000,72000000
rencanamu-1234,UNIVERSITAS ESA UNGGUL,B,-,DKI JAKARTA,UMUM,MARKETING COMMUNICATION,A,9000000,9000000,72000000,18000000,18000000,72000000
rencanamu-1235,UNIVERSITAS ESA UNGGUL,B,-,DKI JAKARTA,UMUM,ILMU HUKUM,A,9000000,9000000,72000000,18000000,18000000,72000000
rencanamu-1236,UNIVERSITAS ESA UNGGUL,B,-,DKI JAKARTA,UMUM,PSIKOLOGI,B,9000000,9000000,72000000,18000000,18000000,72000000
rencanamu-1237,UNIVERSITAS ESA UNGGUL,B,-,DKI JAKARTA,UMUM,PENDIDIKAN BAHASA INGGRIS,B,9000000,9000000,72000000,18000000,18000000,72000000
rencanamu-1238,UNIVERSITAS ESA UNGGUL,B,-,DKI JAKARTA,UMUM,PENDIDIKAN GURU SD,B,9000000,9000000,72000000,18000000,18000000,72000000
rencanamu-1239,UNIVERSITAS TRISAKTI,A,-,DKI JAKARTA,UMUM,ILMU HUKUM,A,12000000,12000000,96000000,24000000,24000000,96000000
rencanamu-1240,UNIVERSITAS TRISAKTI,A,-,DKI JAKARTA,UMUM,PENDIDIKAN DOKTER,B,12000000,12000000,96000000,24000000,24000000,96000000
rencanamu-1241,UNIVERSITAS TRISAKTI,A,-,DKI JAKARTA,UMUM,MANAJEMEN,A,12000000,12000000,96000000,24000000,24000000,96000000
rencanamu-1242,UNIVERSITAS TRISAKTI,A,-,DKI JAKARTA,UMUM,AKUNTANSI,A,12000000,12000000,96000000,24000000,24000000,96000000
rencanamu-1243,UNIVERSITAS TRISAKTI,A,-,DKI JAKARTA,UMUM,EKONOMI PEMBANGUNAN,A,12000000,12000000,96000000,24000000,24000000,96000000
rencanamu-1244,UNIVERSITAS TRISAKTI,A,-,DKI JAKARTA,UMUM,TEKNIK MESIN,B,12000000,12000000,96000000,24000000,24000000,96000000
rencanamu-1245,UNIVERSITAS TRISAKTI,A,-,DKI JAKARTA,UMUM,TEKNIK ELEKTRO,A,12000000,12000000,96000000,24000000,24000000,96000000
rencanamu-1246,UNIVERSITAS TRISAKTI,A,-,DKI JAKARTA,UMUM,TEKNIK INDUSTRI,A,12000000,12000000,96000000,24000000,24000000,96000000
rencanamu-1247,UNIVERSITAS TRISAKTI,A,-,DKI JAKARTA,UMUM,TEKNIK INFORMATIKA,B,12000000,12000000,96000000,24000000,24000000,96000000
rencanamu-1248,UNIVERSITAS TRISAKTI,A,-,DKI JAKARTA,UMUM,SISTEM INFORMASI,B,12000000,12000000,96000000,24000000,24000000,96000000
rencanamu-1249,UNIVERSITAS TRISAKTI,A,-,DKI JAKARTA,UMUM,TEKNIK GEOLOGI,B,12000000,12000000,96000000,24000000,24000000,96000000
rencanamu-1250,UNIVERSITAS TRISAKTI,A,-,DKI JAKARTA,UMUM,TEKNIK PERMINYAKAN,B,12000000,12000000,96000000,24000000,24000000,96000000
rencanamu-1251,UNIVERSITAS TRISAKTI,A,-,DKI JAKARTA,UMUM,TEKNIK PERTAMBANGAN,B,12000000,12000000,96000000,24000000,24000000,96000000
rencanamu-1252,UNIVERSITAS TRISAKTI,A,-,DKI JAKARTA,UMUM,DESAIN INTERIOR,B,12000000,12000000,96000000,24000000,24000000,96000000
rencanamu-1253,UNIVERSITAS TRISAKTI,A,-,DKI JAKARTA,UMUM,DESAIN DAN KOMUNIKASI VISUAL,A,12000000,12000000,96000000,24000000,24000000,96000000
rencanamu-1254,UNIVERSITAS TRISAKTI,A,-,DKI JAKARTA,UMUM,FOTOGRAFI,A,12000000,12000000,96000000,24000000,24000000,96000000
rencanamu-1255,UNIVERSITAS TRISAKTI,A,-,DKI JAKARTA,UMUM,DESAIN PRODUK,A,12000000,12000000,96000000,24000000,24000000,96000000
rencanamu-1256,UNIVERSITAS TRISAKTI,A,-,DKI JAKARTA,UMUM,TEKNIK SIPIL,A,12000000,12000000,96000000,24000000,24000000,96000000
rencanamu-1257,UNIVERSITAS TRISAKTI,A,-,DKI JAKARTA,UMUM,ARSITEKTUR,A,12000000,12000000,96000000,24000000,24000000,96000000
rencanamu-1258,UNIVERSITAS TRISAKTI,A,-,DKI JAKARTA,UMUM,ARSITEKTUR LANSKAP,B,12000000,12000000,96000000,24000000,24000000,96000000
rencanamu-1259,UNIVERSITAS TRISAKTI,A,-,DKI JAKARTA,UMUM,TEKNIK LINGKUNGAN,A,12000000,12000000,96000000,24000000,24000000,96000000
rencanamu-1260,UNIVERSITAS TRISAKTI,A,-,DKI JAKARTA,UMUM,PERENCANAAN WILAYAH DAN KOTA,A,12000000,12000000,96000000,24000000,24000000,96000000
rencanamu-1261,UNIVERSITAS TRISAKTI,A,-,DKI JAKARTA,UMUM,PENDIDIKAN DOKTER GIGI,A,12000000,12000000,96000000,24000000,24000000,96000000
rencanamu-1262,UNIVERSITAS TRISAKTI,A,-,DKI JAKARTA,UMUM,PERPAJAKAN,A,12000000,12000000,96000000,24000000,24000000,96000000
rencanamu-1263,UNIVERSITAS TRISAKTI,A,-,DKI JAKARTA,UMUM,KEUANGAN DAN PERBANKAN SYARIAH,B,12000000,12000000,96000000,24000000,24000000,96000000
rencanamu-1264,UNIVERSITAS TRISAKTI,A,-,DKI JAKARTA,UMUM,AKUNTANSI SEKTOR PUBLIK,B,12000000,12000000,96000000,24000000,24000000,96000000
rencanamu-1265,UNIVERSITAS TRISAKTI,A,-,DKI JAKARTA,UMUM,MANAJEMEN JASA,B,12000000,12000000,96000000,24000000,24000000,96000000
rencanamu-1266,UNIVERSITAS BAKRIE,B,-,DKI JAKARTA,UMUM,AKUNTANSI,A,5273500,5273500,42188000,10547000,10547000,42188000
rencanamu-1267,UNIVERSITAS BAKRIE,B,-,DKI JAKARTA,UMUM,MANAJEMEN,B,5273500,5273500,42188000,10547000,10547000,42188000
rencanamu-1268,UNIVERSITAS BAKRIE,B,-,DKI JAKARTA,UMUM,ILMU KOMUNIKASI,A,5273500,5273500,42188000,10547000,10547000,42188000
rencanamu-1269,UNIVERSITAS BAKRIE,B,-,DKI JAKARTA,UMUM,ILMU POLITIK,A,5273500,5273500,42188000,10547000,10547000,42188000
rencanamu-1270,UNIVERSITAS BAKRIE,B,-,DKI JAKARTA,UMUM,SISTEM INFORMASI,B,5273500,5273500,42188000,10547000,10547000,42188000
rencanamu-1271,UNIVERSITAS BAKRIE,B,-,DKI JAKARTA,UMUM,TEKNIK INDUSTRI,B,5273500,5273500,42188000,10547000,10547000,42188000
rencanamu-1272,UNIVERSITAS BAKRIE,B,-,DKI JAKARTA,UMUM,TEKNIK INFORMATIKA,B,5273500,5273500,42188000,10547000,10547000,42188000
rencanamu-1273,UNIVERSITAS BAKRIE,B,-,DKI JAKARTA,UMUM,AGROTEKNOLOGI,-,5273500,5273500,42188000,10547000,10547000,42188000
rencanamu-1274,UNIVERSITAS BAKRIE,B,-,DKI JAKARTA,UMUM,ILMU DAN TEKNOLOGI PANGAN,B,5273500,5273500,42188000,10547000,10547000,42188000
rencanamu-1275,UNIVERSITAS BAKRIE,B,-,DKI JAKARTA,UMUM,TEKNIK LINGKUNGAN,B,5273500,5273500,42188000,10547000,10547000,42188000
rencanamu-1276,INSTITUT SAINS DAN TEKNOLOGI NASIONAL,-,-,DKI JAKARTA,UMUM,TEKNIK SIPIL,B,4750000,4750000,38000000,9500000,9500000,38000000
rencanamu-1277,INSTITUT SAINS DAN TEKNOLOGI NASIONAL,-,-,DKI JAKARTA,UMUM,ARSITEKTUR,B,4750000,4750000,38000000,9500000,9500000,38000000
rencanamu-1278,INSTITUT SAINS DAN TEKNOLOGI NASIONAL,-,-,DKI JAKARTA,UMUM,FARMASI,B,4750000,4750000,38000000,9500000,9500000,38000000
rencanamu-1279,INSTITUT SAINS DAN TEKNOLOGI NASIONAL,-,-,DKI JAKARTA,UMUM,SISTEM INFORMASI,C,4750000,4750000,38000000,9500000,9500000,38000000
rencanamu-1280,INSTITUT SAINS DAN TEKNOLOGI NASIONAL,-,-,DKI JAKARTA,UMUM,TEKNIK INFORMATIKA,C,4750000,4750000,38000000,9500000,9500000,38000000
rencanamu-1281,INSTITUT SAINS DAN TEKNOLOGI NASIONAL,-,-,DKI JAKARTA,UMUM,TEKNIK ELEKTRO,B,4750000,4750000,38000000,9500000,9500000,38000000
rencanamu-1282,INSTITUT SAINS DAN TEKNOLOGI NASIONAL,-,-,DKI JAKARTA,UMUM,TEKNIK MESIN,B,4750000,4750000,38000000,9500000,9500000,38000000
rencanamu-1283,INSTITUT SAINS DAN TEKNOLOGI NASIONAL,-,-,DKI JAKARTA,UMUM,TEKNIK INDUSTRI,-,4750000,4750000,38000000,9500000,9500000,38000000
rencanamu-1284,INSTITUT TEKNOLOGI DAN BISNIS KALBIS,C,-,DKI JAKARTA,UMUM,AKUNTANSI,B,10250000,10250000,82000000,20500000,20500000,82000000
rencanamu-1285,INSTITUT TEKNOLOGI DAN BISNIS KALBIS,C,-,DKI JAKARTA,UMUM,MANAJEMEN,B,10250000,10250000,82000000,20500000,20500000,82000000
rencanamu-1286,INSTITUT TEKNOLOGI DAN BISNIS KALBIS,C,-,DKI JAKARTA,UMUM,BUSINESS IN CREATIVE INDUSTRY,-,10250000,10250000,82000000,20500000,20500000,82000000
rencanamu-1287,INSTITUT TEKNOLOGI DAN BISNIS KALBIS,C,-,DKI JAKARTA,UMUM,MATEMATIKA BISNIS,-,10250000,10250000,82000000,20500000,20500000,82000000
rencanamu-1288,INSTITUT TEKNOLOGI DAN BISNIS KALBIS,C,-,DKI JAKARTA,UMUM,DIGITAL COMMUNICATION,-,10250000,10250000,82000000,20500000,20500000,82000000
rencanamu-1289,INSTITUT TEKNOLOGI DAN BISNIS KALBIS,C,-,DKI JAKARTA,UMUM,SISTEM INFORMASI,B,10250000,10250000,82000000,20500000,20500000,82000000
rencanamu-1290,INSTITUT TEKNOLOGI DAN BISNIS KALBIS,C,-,DKI JAKARTA,UMUM,TEKNIK INFORMATIKA,B,10250000,10250000,82000000,20500000,20500000,82000000
rencanamu-1291,INSTITUT TEKNOLOGI DAN BISNIS KALBIS,C,-,DKI JAKARTA,UMUM,ARSITEKTUR,-,10250000,10250000,82000000,20500000,20500000,82000000
rencanamu-1292,INSTITUT TEKNOLOGI DAN BISNIS KALBIS,C,-,DKI JAKARTA,UMUM,DESAIN DAN KOMUNIKASI VISUAL,-,10250000,10250000,82000000,20500000,20500000,82000000
rencanamu-1293,INSTITUT TEKNOLOGI DAN BISNIS KALBIS,C,-,DKI JAKARTA,UMUM,GAME COMPUTING AND TECHNOLOGY,-,10250000,10250000,82000000,20500000,20500000,82000000
rencanamu-1294,INSTITUT TEKNOLOGI DAN BISNIS KALBIS,C,-,DKI JAKARTA,UMUM,STRATEGIC COMMUNICATION,-,10250000,10250000,82000000,20500000,20500000,82000000
rencanamu-1295,INSTITUT TEKNOLOGI DAN BISNIS KALBIS,C,-,DKI JAKARTA,UMUM,BROADCASTING,-,10250000,10250000,82000000,20500000,20500000,82000000
rencanamu-1296,ESMOD JAKARTA,-,-,DKI JAKARTA,UMUM,FASHION DESIGN & CREATION,-,25000000,25000000,200000000,50000000,50000000,200000000
rencanamu-1297,ESMOD JAKARTA,-,-,DKI JAKARTA,UMUM,FASHION BUSINESS STRATEGY & COMMUNICATION,-,25000000,25000000,200000000,50000000,50000000,200000000
rencanamu-1298,UNIVERSITAS PANCASILA,A,-,DKI JAKARTA,UMUM,MANAJEMEN,A,10587500,10587500,84700000,21175000,21175000,84700000
rencanamu-1299,UNIVERSITAS PANCASILA,A,-,DKI JAKARTA,UMUM,AKUNTANSI,A,10587500,10587500,84700000,21175000,21175000,84700000
rencanamu-1300,UNIVERSITAS PANCASILA,A,-,DKI JAKARTA,UMUM,ILMU HUKUM,A,10587500,10587500,84700000,21175000,21175000,84700000
rencanamu-1301,UNIVERSITAS PANCASILA,A,-,DKI JAKARTA,UMUM,FARMASI,A,10587500,10587500,84700000,21175000,21175000,84700000
rencanamu-1302,UNIVERSITAS PANCASILA,A,-,DKI JAKARTA,UMUM,TEKNIK MESIN,A,10587500,10587500,84700000,21175000,21175000,84700000
