prodi_code,institution_code,faculty,prodi,akreditasi_prodi
prodi-1912,rencanamu-183,UMUM,PENDIDIKAN FISIKA,B
prodi-1913,rencanamu-183,UMUM,PENDIDIKAN GURU PAUD,B
prodi-1914,rencanamu-183,UMUM,PENDIDIKAN GURU SD,B
prodi-1915,rencanamu-183,UMUM,"PENDIDIKAN JASMANI, KESEHATAN DAN REKREASI",C
prodi-1916,rencanamu-183,UMUM,PENDIDIKAN MATEMATIKA,B
prodi-1917,rencanamu-183,UMUM,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,B
prodi-1918,rencanamu-183,UMUM,PENDIDIKAN TEKNIK INFORMATIKA DAN KOMPUTER,B
prodi-1919,rencanamu-183,UMUM,HUBUNGAN INTERNASIONAL,B
prodi-1920,rencanamu-183,UMUM,SOSIOLOGI,A
prodi-1921,rencanamu-183,UMUM,ILMU HUKUM,A
prodi-1922,rencanamu-183,UMUM,BIOLOGI,A
prodi-1923,rencanamu-183,UMUM,ILMU GIZI,C
prodi-1924,rencanamu-183,UMUM,ILMU KEPERAWATAN,B
prodi-1925,rencanamu-183,UMUM,ILMU PSIKOLOGI,A
prodi-1926,rencanamu-183,UMUM,FISIKA,B
prodi-1927,rencanamu-183,UMUM,KIMIA,B
prodi-1928,rencanamu-183,UMUM,MATEMATIKA,B
prodi-1929,rencanamu-183,UMUM,TEKNIK INFORMATIKA,A
prodi-1930,rencanamu-183,UMUM,TEKNIK ELEKTRO,B
prodi-1931,rencanamu-183,UMUM,ILMU TEOLOGI,A
prodi-1932,rencanamu-183,UMUM,AGRIBISNIS,B
prodi-1933,rencanamu-183,UMUM,AGROEKOTEKNOLOGI,A
prodi-1934,rencanamu-183,UMUM,DESAIN DAN KOMUNIKASI VISUAL,A
prodi-1935,rencanamu-183,UMUM,ILMU KOMUNIKASI,B
prodi-1936,rencanamu-183,UMUM,SISTEM INFORMASI,A
prodi-1937,rencanamu-169,UMUM,AKUNTANSI,A
prodi-1938,rencanamu-169,UMUM,ILMU HUKUM,A
prodi-1939,rencanamu-169,UMUM,ILMU KOMUNIKASI,B
prodi-1940,rencanamu-169,UMUM,ILMU PSIKOLOGI,B
prodi-1941,rencanamu-169,UMUM,SISTEM INFORMASI,C
prodi-1942,rencanamu-169,UMUM,TEKNIK ELEKTRO,B
prodi-1943,rencanamu-169,UMUM,TEKNIK INFORMATIKA,B
prodi-1944,rencanamu-169,UMUM,TEKNIK SIPIL,B
prodi-1945,rencanamu-169,UMUM,TEKNOLOGI GAME,-
prodi-1946,rencanamu-169,UMUM,ARSITEKTUR,A
prodi-1947,rencanamu-169,UMUM,DESAIN DAN KOMUNIKASI VISUAL,B
prodi-1948,rencanamu-169,UMUM,SASTRA INGGRIS,B
prodi-1949,rencanamu-169,UMUM,PERPAJAKAN,B
prodi-1950,rencanamu-169,UMUM,ILMU TEKNOLOGI PANGAN,A
prodi-1951,rencanamu-169,UMUM,NUTRISI DAN TEKNOLOGI KULINER,-
prodi-1952,rencanamu-267,UMUM,ILMU HUKUM,B
prodi-1953,rencanamu-267,UMUM,TEKNIK INDUSTRI,C
prodi-1954,rencanamu-267,UMUM,SASTRA INGGRIS,B
prodi-1955,rencanamu-267,UMUM,AKUNTANSI,B
prodi-1956,rencanamu-267,UMUM,MANAJEMEN,B
prodi-1957,rencanamu-267,UMUM,SISTEM INFORMASI,B
prodi-1958,rencanamu-267,UMUM,TEKNIK INFORMATIKA,B
prodi-1959,rencanamu-267,UMUM,KEUANGAN PERBANKAN,B
prodi-1960,rencanamu-267,UMUM,PERHOTELAN,B
prodi-1961,rencanamu-263,UMUM,TEKNIK ELEKTRO,C
prodi-1962,rencanamu-263,UMUM,TEKNIK INFORMATIKA,B
prodi-1963,rencanamu-263,UMUM,TEKNIK SIPIL,B
prodi-1964,rencanamu-263,UMUM,ILMU HUKUM,B
prodi-1965,rencanamu-263,UMUM,AKUNTANSI,B
prodi-1966,rencanamu-263,UMUM,MANAJEMEN,B
prodi-1967,rencanamu-263,UMUM,PSIKOLOGI,C
prodi-1968,rencanamu-263,UMUM,ILMU KOMUNIKASI,C
prodi-1969,rencanamu-263,UMUM,SISTEM INFORMASI,B
prodi-1970,rencanamu-90,UMUM,ILMU HUKUM,A
prodi-1971,rencanamu-90,UMUM,TEKNOLOGI HASIL PERTANIAN,C
prodi-1972,rencanamu-90,UMUM,ILMU ADMINISTRASI NEGARA,B
prodi-1973,rencanamu-90,UMUM,ILMU ADMINISTRASI NIAGA,B
prodi-1974,rencanamu-90,UMUM,AKUNTANSI,B
prodi-1975,rencanamu-90,UMUM,MANAJEMEN,B
prodi-1976,rencanamu-90,UMUM,TEKNIK KIMIA,B
prodi-1977,rencanamu-90,UMUM,TEKNIK SIPIL,B
prodi-1978,rencanamu-90,UMUM,BAHASA JEPANG,C
prodi-1979,rencanamu-90,UMUM,SASTRA INGGRIS,B
prodi-1980,rencanamu-90,UMUM,ADMINISTRASI BISNIS,B
prodi-1981,rencanamu-206,UMUM,AKUNTANSI,B
prodi-1982,rencanamu-206,UMUM,MANAJEMEN,B
prodi-1983,rencanamu-206,UMUM,ILMU HUKUM,A
prodi-1984,rencanamu-206,UMUM,BIMBINGAN DAN KONSELING,B
prodi-1985,rencanamu-206,UMUM,PENDIDIKAN GURU PAUD,B
prodi-1986,rencanamu-206,UMUM,PENDIDIKAN GURU SD,A
prodi-1987,rencanamu-206,UMUM,PENDIDIKAN AGAMA ISLAM,A
prodi-1988,rencanamu-206,UMUM,HUKUM EKONOMI SYARIAH,A
prodi-1989,rencanamu-206,UMUM,PENDIDIKAN GURU MI,A
prodi-1990,rencanamu-206,UMUM,TEKNIK INDUSTRI,B
prodi-1991,rencanamu-206,UMUM,TEKNIK INFORMATIKA,B
prodi-1992,rencanamu-206,UMUM,ILMU KEPERAWATAN,B
prodi-1993,rencanamu-206,UMUM,ILMU FARMASI,C
prodi-1994,rencanamu-206,UMUM,ILMU PSIKOLOGI,C
prodi-1995,rencanamu-206,UMUM,TEKNIK INFORMATIKA,A
prodi-1996,rencanamu-206,UMUM,KEPERAWATAN,A
prodi-1997,rencanamu-206,UMUM,MESIN OTOMOTIF,A
prodi-1998,rencanamu-206,UMUM,MANAJEMEN PENDIDIKAN ISLAM,B
prodi-1999,rencanamu-46,UMUM,AKUNTANSI,C
prodi-2000,rencanamu-46,UMUM,MANAJEMEN INFORMATIKA,C
prodi-2001,rencanamu-46,UMUM,MANAJEMEN PERUSAHAAN,B
prodi-2002,rencanamu-46,UMUM,SEKRETARIS,C
prodi-2003,rencanamu-46,UMUM,TEKNIK ELEKTRO,C
prodi-2004,rencanamu-46,UMUM,TEKNIK KOMPUTER,C
prodi-2005,rencanamu-46,UMUM,TEKNIK MESIN,C
prodi-2006,rencanamu-114,UMUM,ILMU PETERNAKAN,B
prodi-2007,rencanamu-114,UMUM,AGROTEKNOLOGI,C
prodi-2008,rencanamu-114,UMUM,ILMU HUKUM,B
prodi-2009,rencanamu-114,UMUM,AKUNTANSI,B
prodi-2010,rencanamu-114,UMUM,MANAJEMEN,B
prodi-2011,rencanamu-114,UMUM,TEKNIK INFORMATIKA,C
prodi-2012,rencanamu-37,UMUM,TEKNIK TELEKOMUNIKASI,-
prodi-2013,rencanamu-37,UMUM,TEKNIK ELEKTRO,C
prodi-2014,rencanamu-37,UMUM,TEKNIK INFORMATIKA,-
prodi-2015,rencanamu-37,UMUM,SOFTWARE ENGINEERING,B
prodi-2016,rencanamu-37,UMUM,SISTEM INFORMASI,C
prodi-2017,rencanamu-37,UMUM,DESAIN KOMUNIKASI VISUAL,C
prodi-2018,rencanamu-37,UMUM,TEKNIK INDUSTRI,C
prodi-2019,rencanamu-147,UMUM,AKUNTANSI,A
prodi-2020,rencanamu-147,UMUM,MANAJEMEN,B
prodi-2021,rencanamu-147,UMUM,ILMU HUKUM,B
prodi-2022,rencanamu-147,UMUM,AGROTEKNOLOGI,B
prodi-2023,rencanamu-147,UMUM,AGRIBISNIS,C
prodi-2024,rencanamu-147,UMUM,PETERNAKAN,-
prodi-2025,rencanamu-147,UMUM,TEKNIK INDUSTRI,C
prodi-2026,rencanamu-215,UMUM,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,B
prodi-2027,rencanamu-215,UMUM,PENDIDIKAN GEOGRAFI,B
prodi-2028,rencanamu-215,UMUM,PENDIDIKAN SEJARAH,B
prodi-2029,rencanamu-215,UMUM,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,B
prodi-2030,rencanamu-215,UMUM,PENDIDIKAN BAHASA INGGRIS,B
prodi-2031,rencanamu-215,UMUM,PENDIDIKAN BIOLOGI,B
prodi-2032,rencanamu-215,UMUM,PENDIDIKAN MATEMATIKA,B
prodi-2033,rencanamu-215,UMUM,KEPENDIDIKAN SEKOLAH DASAR & PRASEKOLAH,B
prodi-2034,rencanamu-215,UMUM,PENDIDIKAN ANAK USIA DINI,B
prodi-2035,rencanamu-215,UMUM,PENDIDIKAN AGAMA ISLAM,B
prodi-2036,rencanamu-215,UMUM,MANAJEMEN,B
prodi-2037,rencanamu-215,UMUM,AKUNTANSI,B
prodi-2038,rencanamu-215,UMUM,AGRIBISNIS,C
prodi-2039,rencanamu-215,UMUM,AGROTEKNOLOGI,B
prodi-2040,rencanamu-215,UMUM,TEKNOLOGI PANGAN,-
prodi-2041,rencanamu-215,UMUM,TEKNIK SIPIL,-
prodi-2042,rencanamu-215,UMUM,TEKNIK KIMIA,B
prodi-2043,rencanamu-215,UMUM,TEKNIK ELEKTRO,C
prodi-2044,rencanamu-215,UMUM,TEKNIK INFORMATIKA,C
prodi-2045,rencanamu-215,UMUM,PSIKOLOGI,C
prodi-2046,rencanamu-215,UMUM,SASTRA INGGRIS,C
prodi-2047,rencanamu-215,UMUM,ILMU HUKUM,B
prodi-2048,rencanamu-215,UMUM,FARMASI,B
prodi-2049,rencanamu-215,UMUM,ILMU KEPERAWATAN,C
prodi-2050,rencanamu-215,UMUM,KEPERAWATAN,C
prodi-2051,rencanamu-215,UMUM,KEBIDANAN,C
prodi-2052,rencanamu-215,UMUM,BAHASA INGGRIS,-
prodi-2053,rencanamu-215,UMUM,MANAJEMEN,-
prodi-2054,rencanamu-247,UMUM,BIMBINGAN DAN KONSELING,B
prodi-2055,rencanamu-247,UMUM,KEPENDIDIKAN SEKOLAH DASAR & PRASEKOLAH,C
prodi-2056,rencanamu-247,UMUM,PENDIDIKAN ANAK USIA DINI,B
prodi-2057,rencanamu-247,UMUM,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,B
prodi-2058,rencanamu-247,UMUM,ILMU EKONOMI,-
prodi-2059,rencanamu-247,UMUM,"PENDIDIKAN JASMANI, KESEHATAN DAN REKREASI",B
prodi-2060,rencanamu-247,UMUM,PENDIDIKAN MATEMATIKA,B
prodi-2061,rencanamu-247,UMUM,PENDIDIKAN BIOLOGI,B
prodi-2062,rencanamu-247,UMUM,PENDIDIKAN FISIKA,C
prodi-2063,rencanamu-247,UMUM,PENDIDIKAN TEKNOLOGI INFORMASI,-
prodi-2064,rencanamu-247,UMUM,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,B
prodi-2065,rencanamu-247,UMUM,PENDIDIKAN BAHASA INGGRIS,B
prodi-2066,rencanamu-247,UMUM,SASTRA DAERAH,-
prodi-2067,rencanamu-247,UMUM,TEKNIK SIPIL,-
prodi-2068,rencanamu-247,UMUM,TEKNIK MESIN,-
prodi-2069,rencanamu-247,UMUM,TEKNIK ELEKTRO,-
prodi-2070,rencanamu-247,UMUM,TEKNIK INFORMATIKA,-
prodi-2071,rencanamu-247,UMUM,TEKNIK LINGKUNGAN,-
prodi-2072,rencanamu-247,UMUM,TEKNIK PANGAN,-
prodi-2073,rencanamu-247,UMUM,ARSITEKTUR,-
prodi-2074,rencanamu-233,UMUM,PENDIDIKAN BAHASA INGGRIS,B
prodi-2075,rencanamu-233,UMUM,BAHASA DAN SASTRA INDONESIA,C
prodi-2076,rencanamu-233,UMUM,PENDIDIKAN MATEMATIKA,B
prodi-2077,rencanamu-233,UMUM,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,B
prodi-2078,rencanamu-233,UMUM,BIMBINGAN DAN KONSELING,B
prodi-2079,rencanamu-233,UMUM,PENDIDIKAN EKONOMI,B
prodi-2080,rencanamu-233,UMUM,PENDIDIKAN ILMU PENGETAHUAN ALAM,-
prodi-2081,rencanamu-233,UMUM,AKUNTANSI,B
prodi-2082,rencanamu-233,UMUM,ILMU PEMERINTAHAN,B
prodi-2083,rencanamu-233,UMUM,ILMU HUKUM,C
prodi-2084,rencanamu-233,UMUM,TEKNIK INDUSTRI,C
prodi-2085,rencanamu-233,UMUM,TEKNIK MESIN,C
prodi-2086,rencanamu-233,UMUM,TEKNIK SIPIL,-
prodi-2087,rencanamu-233,UMUM,PEMANFAATAN SUMBER DAYA PERIKANAN,B
prodi-2088,rencanamu-233,UMUM,BUDIDAYA PERAIRAN,B
prodi-2089,rencanamu-257,UMUM,SASTRA INGGRIS,B
prodi-2090,rencanamu-257,UMUM,AKUNTANSI,B
prodi-2091,rencanamu-257,UMUM,MANAJEMEN,B
prodi-2092,rencanamu-257,UMUM,KEPERAWATAN,C
prodi-2093,rencanamu-257,UMUM,KEBIDANAN,C
prodi-2094,rencanamu-257,UMUM,HUKUM KELUARGA,-
prodi-2095,rencanamu-257,UMUM,HUKUM EKONOMI SYARIAH,-
prodi-2096,rencanamu-257,UMUM,TEKNIK SIPIL,B
prodi-2097,rencanamu-257,UMUM,TEKNIK INFORMATIKA,C
prodi-2098,rencanamu-219,UMUM,PENDIDIKAN MATEMATIKA,A
prodi-2099,rencanamu-219,UMUM,PENDIDIKAN GEOGRAFI,A
prodi-2100,rencanamu-219,UMUM,PENDIDIKAN AKUNTANSI,A
prodi-2101,rencanamu-219,UMUM,PENDIDIKAN KEWARGANEGARAAN,A
prodi-2102,rencanamu-219,UMUM,PENDIDIKAN BIOLOGI,A
prodi-2103,rencanamu-219,UMUM,PENDIDIKAN BAHASA INGGRIS,A
prodi-2104,rencanamu-219,UMUM,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,A
prodi-2105,rencanamu-219,UMUM,PENDIDIKAN ANAK USIA DINI,B
prodi-2106,rencanamu-219,UMUM,KEPENDIDIKAN SEKOLAH DASAR & PRASEKOLAH,A
prodi-2107,rencanamu-219,UMUM,AKUNTANSI,A
prodi-2108,rencanamu-219,UMUM,MANAJEMEN,A
prodi-2109,rencanamu-219,UMUM,EKONOMI PEMBANGUNAN,A
prodi-2110,rencanamu-219,UMUM,ILMU HUKUM,A
prodi-2111,rencanamu-219,UMUM,TEKNIK SIPIL,B
prodi-2112,rencanamu-219,UMUM,TEKNIK MESIN,B
prodi-2113,rencanamu-219,UMUM,TEKNIK ARSITEKTUR,A
prodi-2114,rencanamu-219,UMUM,TEKNIK ELEKTRO,B
prodi-2115,rencanamu-219,UMUM,TEKNIK KIMIA,B
prodi-2116,rencanamu-219,UMUM,TEKNIK INDUSTRI,A
prodi-2117,rencanamu-219,UMUM,GEOGRAFI,A
prodi-2118,rencanamu-219,UMUM,PSIKOLOGI,A
prodi-2119,rencanamu-219,UMUM,PENDIDIKAN AGAMA ISLAM,A
prodi-2120,rencanamu-219,UMUM,EKONOMI SYARIAH,-
prodi-2121,rencanamu-219,UMUM,ILMU ALQURAN DAN TAFSIR,B
prodi-2122,rencanamu-219,UMUM,PENDIDIKAN KEDOKTERAN,B
prodi-2123,rencanamu-219,UMUM,PENDIDIKAN KEDOKTERAN GIGI,B
prodi-2124,rencanamu-219,UMUM,ILMU KEPERAWATAN,A
prodi-2125,rencanamu-219,UMUM,GIZI,B
prodi-2126,rencanamu-219,UMUM,ILMU KESEHATAN MASYARAKAT,B
prodi-2127,rencanamu-219,UMUM,FISIOTERAPI,A
prodi-2128,rencanamu-219,UMUM,FARMASI,A
prodi-2129,rencanamu-219,UMUM,ILMU KOMUNIKASI,B
prodi-2130,rencanamu-219,UMUM,TEKNIK INFORMATIKA,B
prodi-2131,rencanamu-224,UMUM,MANAJEMEN,-
prodi-2132,rencanamu-224,UMUM,AKUNTANSI,B
prodi-2133,rencanamu-224,UMUM,ILMU HUKUM,-
prodi-2134,rencanamu-224,UMUM,PENDIDIKAN BAHASA INGGRIS,A
prodi-2135,rencanamu-224,UMUM,BIMBINGAN KONSELING,B
prodi-2136,rencanamu-224,UMUM,PENDIDIKAN GURU SD,B
prodi-2137,rencanamu-224,UMUM,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,-
prodi-2138,rencanamu-224,UMUM,PENDIDIKAN MATEMATIKA,-
prodi-2139,rencanamu-224,UMUM,AGROTEKNOLOGI,-
prodi-2140,rencanamu-224,UMUM,SISTEM INFORMASI,B
prodi-2141,rencanamu-224,UMUM,TEKNIK INFORMATIKA,B
prodi-2142,rencanamu-224,UMUM,TEKNIK ELEKTRO,B
prodi-2143,rencanamu-224,UMUM,TEKNIK MESIN,C
prodi-2144,rencanamu-224,UMUM,PSIKOLOGI,-
prodi-2145,rencanamu-237,UMUM,AKUNTANSI,C
prodi-2146,rencanamu-237,UMUM,MANAJEMEN,B
prodi-2147,rencanamu-237,UMUM,ILMU HUKUM,B
prodi-2148,rencanamu-237,UMUM,AGROTEKNOLOGI,B
prodi-2149,rencanamu-237,UMUM,BUDIDAYA PERAIRAN,B
prodi-2150,rencanamu-237,UMUM,PENDIDIKAN MATEMATIKA,C
prodi-2151,rencanamu-237,UMUM,PENDIDIKAN BAHASA INGGRIS,C
prodi-2152,rencanamu-237,UMUM,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,C
prodi-2153,rencanamu-237,UMUM,ILMU KESEHATAN MASYARAKAT,C
prodi-2154,rencanamu-237,UMUM,ILMU KEPERAWATAN,C
prodi-2155,rencanamu-237,UMUM,TEKNOLOGI BATIK,C
prodi-2156,rencanamu-237,UMUM,FISIOTERAPI,C
prodi-2157,rencanamu-237,UMUM,FARMASI,C
prodi-2158,rencanamu-277,UMUM,PENDIDIKAN AGAMA ISLAM,B
prodi-2159,rencanamu-277,UMUM,EKONOMI ISLAM,C
prodi-2160,rencanamu-277,UMUM,MANAJEMEN,B
prodi-2161,rencanamu-277,UMUM,AKUNTANSI,B
prodi-2162,rencanamu-277,UMUM,FARMASI,B
prodi-2163,rencanamu-277,UMUM,ILMU HUKUM,B
prodi-2164,rencanamu-277,UMUM,HUBUNGAN INTERNASIONAL,B
prodi-2165,rencanamu-277,UMUM,AGRIBISNIS,B
prodi-2166,rencanamu-277,UMUM,TEKNIK MESIN,C
prodi-2167,rencanamu-277,UMUM,TEKNIK KIMIA,C
prodi-2168,rencanamu-277,UMUM,TEKNIK INFORMATIKA,C
prodi-2169,rencanamu-277,UMUM,PENDIDIKAN JASMANI DAN KESEHATAN,C
prodi-2170,rencanamu-216,UMUM,BAHASA DAN SASTRA INDONESIA,-
prodi-2171,rencanamu-216,UMUM,PENDIDIKAN BAHASA DAN SASTRA JAWA,B
prodi-2172,rencanamu-216,UMUM,PENDIDIKAN BAHASA INGGRIS,B
prodi-2173,rencanamu-216,UMUM,PENDIDIKAN EKONOMI,B
prodi-2174,rencanamu-216,UMUM,PENDIDIKAN MATEMATIKA,B
prodi-2175,rencanamu-216,UMUM,PENDIDIKAN FISIKA,B
prodi-2176,rencanamu-216,UMUM,TEKNIK OTOMOTIF,-
prodi-2177,rencanamu-216,UMUM,PENDIDIKAN GURU SD,C
prodi-2178,rencanamu-216,UMUM,ILMU HUKUM,C
prodi-2179,rencanamu-216,UMUM,MANAJEMEN,-
prodi-2180,rencanamu-216,UMUM,AGRIBISNIS,-
prodi-2181,rencanamu-216,UMUM,PETERNAKAN,B
prodi-2182,rencanamu-216,UMUM,TEKNIK SIPIL,B
prodi-2183,rencanamu-216,UMUM,TEKNOLOGI INFORMASI,-
prodi-2184,rencanamu-216,UMUM,PSIKOLOGI,C
prodi-2185,rencanamu-155,UMUM,KOMUNIKASI DAN PENYIARAN ISLAM,-
prodi-2186,rencanamu-155,UMUM,HUKUM KELUARGA ISLAM,-
prodi-2187,rencanamu-155,UMUM,PERBANKAN SYARIAH,-
prodi-2188,rencanamu-155,UMUM,PENDIDIKAN AGAMA ISLAM,-
prodi-2189,rencanamu-155,UMUM,PENDIDIKAN BAHASA INGGRIS,C
prodi-2190,rencanamu-155,UMUM,MANAJEMEN,-
prodi-2191,rencanamu-155,UMUM,AKUNTANSI,-
prodi-2192,rencanamu-155,UMUM,EKONOMI ISLAM,C
prodi-2193,rencanamu-155,UMUM,DESAIN PRODUK,-
prodi-2194,rencanamu-155,UMUM,TEKNIK INFORMATIKA,-
prodi-2195,rencanamu-155,UMUM,SISTEM INFORMASI,-
prodi-2196,rencanamu-155,UMUM,TEKNIK INDUSTRI,-
prodi-2197,rencanamu-155,UMUM,TEKNIK ELEKTRO,C
prodi-2198,rencanamu-155,UMUM,BUDIDAYA PERAIRAN,C
prodi-2199,rencanamu-155,UMUM,TEKNIK SIPIL,C
prodi-2200,rencanamu-155,UMUM,DESAIN DAN KOMUNIKASI VISUAL,B
prodi-2201,rencanamu-40,UMUM,TEKNIK ELEKTRONIKA,C
prodi-2202,rencanamu-40,UMUM,TEKNIK KOMPUTER,C
prodi-2203,rencanamu-40,UMUM,TEKNIK MESIN,C
prodi-2204,rencanamu-40,UMUM,TEKNIK INFORMATIKA,C
prodi-2205,rencanamu-40,UMUM,AKUNTANSI,C
prodi-2206,rencanamu-40,UMUM,FARMASI,B
prodi-2207,rencanamu-40,UMUM,KEBIDANAN,C
prodi-2208,rencanamu-182,UMUM,AKUNTANSI,A
prodi-2209,rencanamu-182,UMUM,MANAJEMEN,A
prodi-2210,rencanamu-182,UMUM,TEKNIK ELEKTRO,A
prodi-2211,rencanamu-182,UMUM,TEKNIK INDUSTRI,A
prodi-2212,rencanamu-182,UMUM,TEKNIK INFORMATIKA,A
prodi-2213,rencanamu-182,UMUM,TEKNIK MESIN,A
prodi-2214,rencanamu-182,UMUM,ILMU KOMUNIKASI,A
prodi-2215,rencanamu-182,UMUM,ARSITEKTUR,A
prodi-2216,rencanamu-182,UMUM,TEKNIK SIPIL,A
prodi-2217,rencanamu-182,UMUM,SASTRA CINA,B
prodi-2218,rencanamu-182,UMUM,SASTRA INGGRIS,A
prodi-2219,rencanamu-182,UMUM,DESAIN INTERIOR,A
prodi-2220,rencanamu-182,UMUM,DESAIN DAN KOMUNIKASI VISUAL,A
prodi-2221,rencanamu-182,UMUM,PENDIDIKAN GURU SD,C
prodi-2222,rencanamu-182,UMUM,PENDIDIKAN ANAK USIA DINI,-
prodi-2223,rencanamu-208,UMUM,AL-AHWAL AL-SYAKHSIYAH,A
prodi-2224,rencanamu-208,UMUM,EKONOMI SYARIAH,C
prodi-2225,rencanamu-208,UMUM,PENDIDIKAN AGAMA ISLAM,A
prodi-2226,rencanamu-208,UMUM,HUBUNGAN INTERNASIONAL,A
prodi-2227,rencanamu-208,UMUM,ILMU KESEJAHTERAAN SOSIAL,A
prodi-2228,rencanamu-208,UMUM,ILMU KOMUNIKASI,A
prodi-2229,rencanamu-208,UMUM,ILMU PEMERINTAHAN,A
prodi-2230,rencanamu-208,UMUM,SOSIOLOGI,A
prodi-2231,rencanamu-208,UMUM,AKUNTANSI,A
prodi-2232,rencanamu-208,UMUM,EKONOMI PEMBANGUNAN,B
prodi-2233,rencanamu-208,UMUM,MANAJEMEN,A
prodi-2234,rencanamu-208,UMUM,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,A
prodi-2235,rencanamu-208,UMUM,PENDIDIKAN BAHASA INGGRIS,B
prodi-2236,rencanamu-208,UMUM,PENDIDIKAN BIOLOGI,A
prodi-2237,rencanamu-208,UMUM,PENDIDIKAN GURU SD,A
prodi-2238,rencanamu-208,UMUM,PENDIDIKAN MATEMATIKA,A
prodi-2239,rencanamu-208,UMUM,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,B
prodi-2240,rencanamu-208,UMUM,TEKNIK ELEKTRO,B
prodi-2241,rencanamu-208,UMUM,TEKNIK INDUSTRI,B
prodi-2242,rencanamu-208,UMUM,TEKNIK INFORMATIKA,B
prodi-2243,rencanamu-208,UMUM,TEKNIK MESIN,A
prodi-2244,rencanamu-208,UMUM,TEKNIK SIPIL,B
prodi-2245,rencanamu-208,UMUM,AGRIBISNIS,A
prodi-2246,rencanamu-208,UMUM,AGROTEKNOLOGI,A
prodi-2247,rencanamu-208,UMUM,KEHUTANAN,B
prodi-2248,rencanamu-208,UMUM,BUDIDAYA PERAIRAN,A
prodi-2249,rencanamu-208,UMUM,ILMU DAN TEKNOLOGI PANGAN,A
prodi-2250,rencanamu-208,UMUM,PETERNAKAN,A
prodi-2251,rencanamu-208,UMUM,PRODUKSI TERNAK,A
prodi-2252,rencanamu-208,UMUM,ILMU HUKUM,A
prodi-2253,rencanamu-208,UMUM,PSIKOLOGI,A
prodi-2254,rencanamu-208,UMUM,PENDIDIKAN DOKTER,B
prodi-2255,rencanamu-208,UMUM,FARMASI,B
prodi-2256,rencanamu-208,UMUM,FISIOTERAPI,C
prodi-2257,rencanamu-208,UMUM,ILMU KEPERAWATAN,B
prodi-2258,rencanamu-171,UMUM,AKUNTANSI,A
prodi-2259,rencanamu-171,UMUM,MANAJEMEN,A
prodi-2260,rencanamu-171,UMUM,TEKNOLOGI PANGAN,A
prodi-2261,rencanamu-171,UMUM,FARMASI,A
prodi-2262,rencanamu-171,UMUM,PENDIDIKAN BAHASA INGGRIS,A
prodi-2263,rencanamu-171,UMUM,PENDIDIKAN FISIKA,B
prodi-2264,rencanamu-171,UMUM,PSIKOLOGI,B
prodi-2265,rencanamu-171,UMUM,TEKNIK ELEKTRO,B
prodi-2266,rencanamu-171,UMUM,TEKNIK INDUSTRI,B
prodi-2267,rencanamu-171,UMUM,TEKNIK KIMIA,B
prodi-2268,rencanamu-171,UMUM,ILMU KOMUNIKASI,B
prodi-2269,rencanamu-171,UMUM,ILMU KEPERAWATAN,B
prodi-2270,rencanamu-171,UMUM,PENDIDIKAN KEDOKTERAN,B
prodi-2271,rencanamu-171,UMUM,ILMU FILSAFAT,B
prodi-2272,rencanamu-68,UMUM,AKUNTANSI,B
prodi-2273,rencanamu-68,UMUM,MANAJEMEN,B
prodi-2274,rencanamu-68,UMUM,SISTEM INFORMASI,B
prodi-2275,rencanamu-68,UMUM,SISTEM KOMPUTER,B
prodi-2276,rencanamu-68,UMUM,DESAIN DAN KOMUNIKASI VISUAL,B
prodi-2277,rencanamu-68,UMUM,DESAIN GRAFIS,B
prodi-2278,rencanamu-239,UMUM,ILMU HUKUM,A
prodi-2279,rencanamu-239,UMUM,AKUNTANSI,B
prodi-2280,rencanamu-239,UMUM,MANAJEMEN,B
prodi-2281,rencanamu-239,UMUM,PSIKOLOGI,B
prodi-2282,rencanamu-239,UMUM,TEKNIK INDUSTRI,C
prodi-2283,rencanamu-239,UMUM,SISTEM INFORMASI,C
prodi-2284,rencanamu-281,UMUM,AKUNTANSI,C
prodi-2285,rencanamu-281,UMUM,EKONOMI PEMBANGUNAN,B
prodi-2286,rencanamu-281,UMUM,MANAJEMEN,B
prodi-2287,rencanamu-281,UMUM,ILMU ADMINISTRASI NEGARA,B
prodi-2288,rencanamu-281,UMUM,ILMU HUKUM,B
prodi-2289,rencanamu-281,UMUM,SASTRA INGGRIS,C
prodi-2290,rencanamu-281,UMUM,TEKNIK INDUSTRI,C
prodi-2291,rencanamu-281,UMUM,TEKNIK INFORMATIKA,C
prodi-2292,rencanamu-281,UMUM,TEKNIK MESIN,C
prodi-2293,rencanamu-281,UMUM,PSIKOLOGI,-
prodi-2294,rencanamu-281,UMUM,AGRIBISNIS,B
