quipper_code,rencanamu_code,banpt_code,pddikti_code,faculty,prodi,prodi_normalized,edu_level,accreditation
-,-,banpt-3889,-,-,ILMU HUKUM,HUKUM,S1,BAIK SEKALI
-,-,banpt-3889,-,-,PENDIDIKAN DOKTER,KEDOKTERAN,S1,B
-,-,banpt-3889,-,-,TEKNIK KIMIA,KIMIA,S1,BAIK SEKALI
-,-,banpt-3889,-,-,TEKNIK LINGKUNGAN,LINGKUNGAN,S1,BAIK
-,-,banpt-3889,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK
-,-,banpt-3889,-,-,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,BAIK SEKALI
-,-,banpt-3889,-,-,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,PANCASILA KEWARGANEGARAAN,S1,BAIK SEKALI
-,-,banpt-3889,-,-,PENDIDIKAN ILMU PENGETAHUAN ALAM,PENGETAHUAN ALAM,S1,BAIK
-,-,banpt-3889,-,-,PERENCANAAN WILAYAH DAN KOTA,PERENCANAAN WILAYAH KOTA,S1,UNGGUL
-,-,banpt-3889,-,-,TEKNIK PERTAMBANGAN,PERTAMBANGAN,S1,BAIK
-,-,banpt-3889,-,-,PETERNAKAN,PETERNAKAN,S1,BAIK SEKALI
-,-,banpt-3889,-,-,PSIKOLOGI,PSIKOLOGI,S1,B
-,-,banpt-3889,-,-,SASTRA INGGRIS,SASTRA INGGRIS,S1,BAIK
-,-,banpt-3889,-,-,TEKNIK SIPIL,SIPIL,S1,BAIK SEKALI
-,-,banpt-3889,-,-,SOSIOLOGI,SOSIOLOGI,S1,BAIK SEKALI
-,-,banpt-3889,-,-,TEKNOLOGI INFORMASI,TEKNOLOGI INFORMASI,S1,TIDAK TERAKREDITASI
-,-,banpt-3889,-,-,TEKNOLOGI PANGAN,TEKNOLOGI PANGAN,S1,BAIK SEKALI
-,rencanamu-114,banpt-285,-,-,AGROTEKNOLOGI,AGROTEKNOLOGI,S1,C
-,rencanamu-114,banpt-285,-,-,AKUNTANSI,AKUNTANSI,S1,B
-,rencanamu-114,banpt-285,-,-,ILMU HUKUM,HUKUM,S1,B
-,-,banpt-285,-,-,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,BAIK
-,rencanamu-114,banpt-285,-,-,TEKNIK INFORMATIKA,INFORMATIKA,S1,C
-,rencanamu-114,banpt-285,-,-,MANAJEMEN,MANAJEMEN,S1,B
-,rencanamu-114,banpt-285,-,-,ILMU PETERNAKAN,PETERNAKAN,S1,B
-,-,banpt-153,-,-,AKUNTANSI,AKUNTANSI,S1,BAIK SEKALI
-,-,banpt-153,-,-,INFORMATIKA,INFORMATIKA,S1,BAIK
-,-,banpt-153,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK SEKALI
-,-,banpt-153,-,-,SAINS DATA,SAINS DATA,S1,BAIK
-,-,banpt-153,-,-,SISTEM INFORMASI,SISTEM INFORMASI,S1,BAIK
quipper-81,-,-,-,TEKNIK & INFORMATIKA,ILMU TEKNIK,,S1,-
quipper-81,-,-,-,EKONOMI & BISNIS,ADMINISTRASI PERKANTORAN,ADMINISTRASI,S1,-
quipper-81,-,-,-,EKONOMI & BISNIS,ADMINISTRASI BISNIS,ADMINISTRASI BISNIS,S1,-
quipper-81,-,-,-,EKONOMI & BISNIS,AKUNTANSI,AKUNTANSI,S1,-
quipper-81,-,-,-,TEKNIK & INFORMATIKA,TEKNIK ELEKTRO,ELEKTRO,S1,-
quipper-81,-,-,-,KOMUNIKASI & BAHASA,HUBUNGAN MASYARAKAT,HUBUNGAN MASYARAKAT,S1,-
quipper-81,-,-,-,KOMUNIKASI & BAHASA,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,-
quipper-81,-,-,-,TEKNIK & INFORMATIKA,TEKNIK INDUSTRI,INDUSTRI,S1,-
quipper-81,-,-,-,TEKNIK & INFORMATIKA,ILMU KOMPUTER,KOMPUTER,S1,-
quipper-81,-,-,-,EKONOMI & BISNIS,MANAJEMEN,MANAJEMEN,S1,-
quipper-81,-,-,-,EKONOMI & BISNIS,PERHOTELAN,PERHOTELAN,S1,-
quipper-81,-,-,-,EKONOMI & BISNIS,PERPAJAKAN,PERPAJAKAN,S1,-
quipper-81,-,-,-,KOMUNIKASI & BAHASA,SASTRA INGGRIS,SASTRA INGGRIS,S1,-
quipper-81,-,-,-,TEKNIK & INFORMATIKA,SISTEM INFORMASI,SISTEM INFORMASI,S1,-
-,rencanamu-115,-,-,-,ADMINISTRASI PERKANTORAN,ADMINISTRASI,S1,-
-,rencanamu-115,-,-,-,ADMINISTRASI BISNIS,ADMINISTRASI BISNIS,S1,-
-,rencanamu-115,-,-,-,AKUNTANSI,AKUNTANSI,S1,C
-,rencanamu-115,-,-,-,DESAIN DAN KOMUNIKASI VISUAL,DESAIN KOMUNIKASI VISUAL,S1,B
-,rencanamu-115,-,-,-,TEKNIK ELEKTRO,ELEKTRO,S1,-
-,rencanamu-115,-,-,-,HUBUNGAN MASYARAKAT,HUBUNGAN MASYARAKAT,S1,-
-,rencanamu-115,-,-,-,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,B
-,rencanamu-115,-,-,-,TEKNIK INDUSTRI,INDUSTRI,S1,-
-,rencanamu-115,-,-,-,TEKNIK INFORMATIKA,INFORMATIKA,S1,B
-,rencanamu-115,-,-,-,MANAJEMEN,MANAJEMEN,S1,-
-,rencanamu-115,-,-,-,PERIKLANAN,PEMASARAN,S1,-
-,rencanamu-115,-,-,-,MANAJEMEN PERPAJAKAN,PERPAJAKAN,S1,-
-,rencanamu-115,-,-,-,REKAYASA PERANGKAT LUNAK,REKAYASA PERANGKAT LUNAK,S1,-
-,rencanamu-115,-,-,-,SASTRA INGGRIS,SASTRA INGGRIS,S1,-
-,rencanamu-115,-,-,-,PENGINDRAAN JAUH DAN SISTEM INFORMASI GEOGRAFIS,SISTEM INFORMASI,S1,B
-,rencanamu-115,-,-,-,SISTEM INFORMASI AKUNTANSI,SISTEM INFORMASI AKUNTANSI,S1,-
-,-,banpt-2305,-,-,AKUNTANSI,AKUNTANSI,S1,BAIK SEKALI
-,-,banpt-2305,-,-,FARMASI,FARMASI,S1,BAIK SEKALI
-,-,banpt-2305,-,-,PENDIDIKAN GURU SEKOLAH DASAR,GURU SEKOLAH DASAR,S1,UNGGUL
-,-,banpt-2305,-,-,ILMU HUKUM,HUKUM,S1,BAIK SEKALI
-,-,banpt-2305,-,-,TEKNIK INDUSTRI,INDUSTRI,S1,BAIK SEKALI
-,-,banpt-2305,-,-,TEKNIK INFORMATIKA,INFORMATIKA,S1,BAIK SEKALI
-,-,banpt-2305,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK SEKALI
-,-,banpt-2305,-,-,TEKNIK MESIN,MESIN,S1,BAIK
-,-,banpt-2305,-,-,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,PANCASILA KEWARGANEGARAAN,S1,BAIK SEKALI
-,-,banpt-2305,-,-,PSIKOLOGI,PSIKOLOGI,S1,B
-,-,banpt-2305,-,-,SISTEM INFORMASI,SISTEM INFORMASI,S1,BAIK SEKALI
-,-,banpt-2949,-,-,ILMU ADMINITRASI NIAGA,ADMINISTRASI,S1,BAIK
-,-,banpt-2949,-,-,ADMINISTRASI BISNIS,ADMINISTRASI BISNIS,S1,BAIK
quipper-454,-,banpt-2949,-,FAKULTAS BISNIS,AKUNTANSI,AKUNTANSI,S1,B
-,-,banpt-2949,-,-,TEKNIK ELEKTRO,ELEKTRO,S1,BAIK
quipper-454,-,banpt-2949,-,FAKULTAS SOSIAL DAN HUMANIORA,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,BAIK
quipper-454,-,banpt-2949,-,FAKULTAS SAINS DAN TEKNOLOGI,TEKNIK INDUSTRI,INDUSTRI,S1,BAIK
quipper-454,-,banpt-2949,-,FAKULTAS SAINS DAN TEKNOLOGI,TEKNIK INFORMATIKA,INFORMATIKA,S1,BAIK SEKALI
quipper-454,-,banpt-2949,-,FAKULTAS BISNIS,MANAJEMEN,MANAJEMEN,S1,BAIK SEKALI
-,-,banpt-2949,-,-,TEKNIK PERANGKAT LUNAK,REKAYASA PERANGKAT LUNAK,S1,BAIK
quipper-454,-,banpt-2949,-,FAKULTAS SOSIAL DAN HUMANIORA,SASTRA INGGRIS,SASTRA INGGRIS,S1,B
quipper-454,-,banpt-2949,-,FAKULTAS SAINS DAN TEKNOLOGI,SISTEM INFORMASI,SISTEM INFORMASI,S1,BAIK
-,-,banpt-2309,-,-,TEKNIK INFORMATIKA,INFORMATIKA,S1,BAIK SEKALI
-,-,banpt-2309,-,-,MANAJEMEN RETAIL,MANAJEMEN RITEL,S1,BAIK
-,-,banpt-2309,-,-,SISTEM INFORMASI,SISTEM INFORMASI,S1,BAIK
-,-,banpt-2309,-,-,PENDIDIKAN TEKNOLOGI INFORMASI,TEKNOLOGI INFORMASI,S1,BAIK
quipper-18,rencanamu-116,banpt-1015,-,FAKULTAS EKONOMI DAN BISNIS,AKUNTANSI,AKUNTANSI,S1,B
quipper-18,rencanamu-116,banpt-1015,-,FAKULTAS TEKNIK,ARSITEKTUR,ARSITEKTUR,S1,B
quipper-18,-,banpt-1015,-,FAKULTAS KOMUNIKASI DAN DESAIN KREATIF,DESAIN KOMUNIKASI VISUAL,DESAIN KOMUNIKASI VISUAL,S1,BAIK
quipper-18,rencanamu-116,banpt-1015,-,FAKULTAS TEKNIK,TEKNIK ELEKTRO,ELEKTRO,S1,B
quipper-18,rencanamu-116,banpt-1015,-,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,HUBUNGAN INTERNASIONAL,HUBUNGAN INTERNASIONAL,S1,B
quipper-18,rencanamu-116,banpt-1015,-,FAKULTAS KOMUNIKASI DAN DESAIN KREATIF,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,B
quipper-18,rencanamu-116,banpt-1015,-,FAKULTAS TEKNOLOGI INFORMASI,TEKNIK INFORMATIKA,INFORMATIKA,S1,B
quipper-18,-,-,-,FAKULTAS TEKNOLOGI INFORMASI,ILMU KOMPUTER,KOMPUTER,S1,-
quipper-18,rencanamu-116,banpt-1015,-,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,KRIMINOLOGI,KRIMINOLOGI,S1,B
quipper-18,rencanamu-116,banpt-1015,-,FAKULTAS EKONOMI DAN BISNIS,MANAJEMEN,MANAJEMEN,S1,B
quipper-18,rencanamu-116,-,-,FAKULTAS TEKNOLOGI INFORMASI,MANAJEMEN INFORMATIKA,MANAJEMEN INFORMATIKA,S1,B
-,-,banpt-1015,-,-,PARIWISATA,PARIWISATA,S1,TERAKREDITASI SEMENTARA
quipper-18,-,-,-,FAKULTAS EKONOMI DAN BISNIS,sekretariat,SEKRETARIAT,S1,-
quipper-18,rencanamu-116,banpt-1015,-,FAKULTAS TEKNOLOGI INFORMASI,SISTEM INFORMASI,SISTEM INFORMASI,S1,B
quipper-18,rencanamu-116,banpt-1015,-,FAKULTAS TEKNOLOGI INFORMASI,SISTEM KOMPUTER,SISTEM KOMPUTER,S1,B
-,-,banpt-3293,-,-,AKUNTANSI,AKUNTANSI,S1,BAIK
-,-,banpt-3293,-,-,ARSITEKTUR,ARSITEKTUR,S1,BAIK
-,-,banpt-3293,-,-,PENDIDIKAN FISIKA,FISIKA,S1,BAIK
-,-,banpt-3293,-,-,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,B
-,-,banpt-3293,-,-,PENDIDIKAN JASMANI,JASMANI,S1,BAIK
-,-,banpt-3293,-,-,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,BAIK SEKALI
-,-,banpt-3293,-,-,PENDIDIKAN KIMIA,KIMIA,S1,BAIK SEKALI
-,-,banpt-3293,-,-,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,BAIK
-,-,banpt-3293,-,-,ILMU PEMERINTAHAN,PEMERINTAHAN,S1,BAIK
-,-,banpt-3293,-,-,TEKNIK SIPIL,SIPIL,S1,BAIK
-,-,banpt-2506,-,-,AKUNTANSI,AKUNTANSI,S1,BAIK
-,-,banpt-2506,-,-,PENDIDIKAN INFORMATIKA,INFORMATIKA,S1,BAIK
-,-,banpt-2506,-,-,INFORMATIKA MEDIS,INFORMATIKA MEDIS,S1,BAIK
-,-,banpt-2506,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-2506,-,-,MANAJEMEN,MANAJEMEN,S1,B
-,-,banpt-2641,-,-,AKUNTANSI,AKUNTANSI,S1,BAIK
-,-,banpt-2641,-,-,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK
-,-,banpt-2641,-,-,DESAIN KOMUNIKASI VISUAL,DESAIN KOMUNIKASI VISUAL,S1,BAIK
-,-,banpt-2641,-,-,FARMASI,FARMASI,S1,BAIK
-,-,banpt-2641,-,-,GIZI,GIZI,S1,BAIK SEKALI
-,-,banpt-2641,-,-,HUKUM,HUKUM,S1,BAIK
-,-,banpt-2641,-,-,KEDOKTERAN,KEDOKTERAN,S1,BAIK
-,-,banpt-2641,-,-,ILMU KOMPUTER,KOMPUTER,S1,BAIK SEKALI
-,-,banpt-2641,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK
-,-,banpt-2641,-,-,PENDIDIKAN KEPELATIHAN OLAHRAGA,OLAHRAGA,S1,BAIK
-,-,banpt-2641,-,-,PARIWISATA,PARIWISATA,S1,TERAKREDITASI SEMENTARA
-,-,banpt-2641,-,-,REKAYASA PERANGKAT LUNAK,REKAYASA PERANGKAT LUNAK,S1,BAIK
-,-,banpt-2641,-,-,SASTRA INGGRIS,SASTRA INGGRIS,S1,BAIK SEKALI
-,-,banpt-2641,-,-,SENI PERTUNJUKAN,SENI,S1,TERAKREDITASI SEMENTARA
-,-,banpt-2641,-,-,TEKNOLOGI INFORMASI,TEKNOLOGI INFORMASI,S1,BAIK
-,-,banpt-2641,-,-,TEKNOLOGI PANGAN,TEKNOLOGI PANGAN,S1,BAIK
quipper-16,-,banpt-1870,-,FAKULTAS ILMU SOSIAL DAN HUMANIORA,AKUNTANSI,AKUNTANSI,S1,UNGGUL
quipper-16,-,banpt-1870,-,FAKULTAS TEKNOLOGI DAN DESAIN,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK SEKALI
quipper-16,-,-,-,FAKULTAS TEKNOLOGI DAN DESAIN,ILMU DATA,DATA SAINS,S1,-
quipper-16,-,banpt-1870,-,FAKULTAS TEKNOLOGI DAN DESAIN,DESAIN KOMUNIKASI VISUAL,DESAIN KOMUNIKASI VISUAL,S1,BAIK
quipper-16,rencanamu-117,banpt-1870,-,FAKULTAS ILMU SOSIAL DAN HUMANIORA,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,B
quipper-16,rencanamu-117,-,-,FAKULTAS TEKNOLOGI DAN DESAIN,TEKNIK INDUSTRI,INDUSTRI,S1,A
quipper-16,rencanamu-117,banpt-1870,-,FAKULTAS TEKNOLOGI DAN DESAIN,TEKNIK INFORMATIKA,INFORMATIKA,S1,B
-,-,banpt-1870,-,-,KECERDASAN BUATAN,KECERDASAN BUATAN,S1,BAIK
quipper-16,rencanamu-117,banpt-1870,-,BUNDA MULIA LONG DISTANCE LEARNING,MANAJEMEN,MANAJEMEN,S1,B
quipper-16,-,-,-,FAKULTAS ILMU SOSIAL DAN HUMANIORA,PARIWISATA,PARIWISATA,S1,-
-,rencanamu-117,-,-,-,PERHOTELAN,PERHOTELAN,S1,-
-,-,banpt-1870,-,-,HOSPITALITY DAN PARIWISATA,PERHOTELAN PARIWISATA,S1,UNGGUL
quipper-16,rencanamu-117,banpt-1870,-,FAKULTAS ILMU SOSIAL DAN HUMANIORA,PSIKOLOGI,PSIKOLOGI,S1,B
-,-,banpt-1870,-,-,SAINS DATA,SAINS DATA,S1,BAIK
-,rencanamu-117,-,-,-,SASTRA CINA,SASTRA CINA,S1,B
quipper-16,rencanamu-117,-,-,FAKULTAS ILMU SOSIAL DAN HUMANIORA,SASTRA INGGRIS,SASTRA INGGRIS,S1,A
quipper-16,rencanamu-117,banpt-1870,-,FAKULTAS TEKNOLOGI DAN DESAIN,SISTEM INFORMASI,SISTEM INFORMASI,S1,B
quipper-582,rencanamu-118,banpt-366,-,FAKULTAS EKONOMI,AKUNTANSI,AKUNTANSI,S1,B
quipper-582,rencanamu-118,banpt-366,-,FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,ARSITEKTUR,ARSITEKTUR,S1,B
quipper-582,rencanamu-118,banpt-366,-,FAKULTAS KEGURUAN DAN ILMU KEPENDIDIKAN,BIOLOGI,BIOLOGI,S1,B
quipper-582,rencanamu-118,banpt-366,-,FAKULTAS PERIKANAN DAN ILMU KELAUTAN,BUDIDAYA PERAIRAN,BUDIDAYA PERAIRAN,S1,A
quipper-582,rencanamu-118,-,-,FAKULTAS EKONOMI,ILMU EKONOMI,EKONOMI,S1,B
-,-,banpt-366,-,-,EKONOMI PEMBANGUNAN,EKONOMI PEMBANGUNAN,S1,BAIK SEKALI
quipper-582,rencanamu-118,banpt-366,-,FAKULTAS TEKNOLOGI INDUSTRI,TEKNIK ELEKTRO,ELEKTRO,S1,B
quipper-582,-,-,-,FAKULTAS KEGURUAN DAN ILMU KEPENDIDIKAN,KEGURUAN & PENDIDIKAN,GURU,S1,-
quipper-582,rencanamu-118,banpt-366,-,FAKULTAS KEGURUAN DAN ILMU KEPENDIDIKAN,PENDIDIKAN GURU SEKOLAH DASAR,GURU SEKOLAH DASAR,S1,B
quipper-582,rencanamu-118,banpt-366,-,FAKULTAS HUKUM,ILMU HUKUM,HUKUM,S1,B
quipper-582,rencanamu-118,banpt-366,-,FAKULTAS TEKNOLOGI INDUSTRI,TEKNIK INDUSTRI,INDUSTRI,S1,B
quipper-582,rencanamu-118,banpt-366,-,FAKULTAS KEGURUAN DAN ILMU KEPENDIDIKAN,TEKNIK INFORMATIKA,INFORMATIKA,S1,B
-,-,banpt-366,-,-,PENDIDIKAN JASMANI,JASMANI,S1,BAIK SEKALI
quipper-582,-,-,-,FAKULTAS PERIKANAN DAN ILMU KELAUTAN,KELAUTAN,KELAUTAN,S1,-
quipper-582,rencanamu-118,banpt-366,-,FAKULTAS TEKNOLOGI INDUSTRI,TEKNIK KIMIA,KIMIA,S1,B
quipper-582,-,-,-,FAKULTAS KEGURUAN DAN ILMU KEPENDIDIKAN,ILMU KOMPUTER,KOMPUTER,S1,-
quipper-582,rencanamu-118,banpt-366,-,FAKULTAS EKONOMI,MANAJEMEN,MANAJEMEN,S1,B
quipper-582,rencanamu-118,banpt-366,-,FAKULTAS KEGURUAN DAN ILMU KEPENDIDIKAN,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,B
quipper-582,rencanamu-118,banpt-366,-,FAKULTAS TEKNOLOGI INDUSTRI,TEKNIK MESIN,MESIN,S1,B
-,rencanamu-118,banpt-366,-,-,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,PANCASILA KEWARGANEGARAAN,S1,B
quipper-582,rencanamu-118,banpt-366,-,FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,PERENCANAAN WILAYAH DAN KOTA,PERENCANAAN WILAYAH KOTA,S1,B
quipper-582,rencanamu-118,banpt-366,-,FAKULTAS PERIKANAN DAN ILMU KELAUTAN,PERIKANAN,PERIKANAN,S1,A
quipper-582,rencanamu-118,banpt-366,-,FAKULTAS ILMU BUDAYA,SASTRA INDONESIA,SASTRA INDONESIA,S1,B
quipper-582,rencanamu-118,banpt-366,-,FAKULTAS ILMU BUDAYA,SASTRA INGGRIS,SASTRA INGGRIS,S1,B
-,rencanamu-118,banpt-366,-,-,SASTRA JEPANG,SASTRA JEPANG,S1,B
quipper-582,rencanamu-118,banpt-366,-,FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,TEKNIK SIPIL,SIPIL,S1,A
quipper-582,-,-,-,FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,KONSTRUKSI,TEKNIK INDUSTRI,S1,-
quipper-113,rencanamu-119,banpt-2605,-,FAKULTAS EKONOMI DAN BISNIS,AKUNTANSI,AKUNTANSI,S1,B
quipper-113,rencanamu-119,banpt-2605,-,FAKULTAS TEKNIK,ARSITEKTUR,ARSITEKTUR,S1,B
quipper-113,rencanamu-119,banpt-2605,-,FAKULTAS TEKNIK,TEKNIK ELEKTRO,ELEKTRO,S1,C
quipper-113,rencanamu-119,banpt-2605,-,FAKULTAS HUKUM,ILMU HUKUM,HUKUM,S1,B
quipper-113,rencanamu-119,banpt-2605,-,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,C
quipper-113,rencanamu-119,banpt-2605,-,FAKULTAS EKONOMI DAN BISNIS,MANAJEMEN,MANAJEMEN,S1,B
quipper-113,rencanamu-119,banpt-2605,-,FAKULTAS TEKNIK,TEKNIK MESIN,MESIN,S1,B
quipper-113,rencanamu-119,banpt-2605,-,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,ILMU POLITIK,POLITIK,S1,B
quipper-113,rencanamu-119,banpt-2605,-,FAKULTAS TEKNIK,TEKNIK SIPIL,SIPIL,S1,B
quipper-113,rencanamu-119,banpt-2605,-,FAKULTAS ILMU KOMPUTER,SISTEM INFORMASI,SISTEM INFORMASI,S1,B
quipper-113,rencanamu-119,banpt-2605,-,FAKULTAS ILMU KOMPUTER,SISTEM KOMPUTER,SISTEM KOMPUTER,S1,B
-,-,banpt-2314,-,-,ILMU HUKUM,HUKUM,S1,BAIK
-,-,banpt-2314,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-2314,-,-,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,BAIK SEKALI
-,-,banpt-2314,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK
-,-,banpt-2314,-,-,TEKNOLOGI INFORMASI,TEKNOLOGI INFORMASI,S1,BAIK SEKALI
-,-,banpt-1311,-,-,ADMINISTRASI KESEHATAN,ADMINISTRASI KESEHATAN,S1,BAIK
-,-,banpt-1311,-,-,ILMU ADMINISTRASI NEGARA,ADMINISTRASI NEGARA,S1,B
-,-,banpt-1311,-,-,PERPUSTAKAAN DAN SAINS INFORMASI,ILMU PERPUSTAKAAN,S1,BAIK
-,-,banpt-1311,-,-,MANAJEMEN RITEL,MANAJEMEN RITEL,S1,BAIK
-,-,banpt-1311,-,-,ILMU KEOLAHRAGAAN,OLAHRAGA,S1,BAIK
-,-,banpt-1311,-,-,ILMU PERIKANAN,PERIKANAN,S1,BAIK
-,-,banpt-1311,-,-,TEKNIK SIPIL,SIPIL,S1,BAIK
-,-,banpt-1311,-,-,PENDIDIKAN TEKNOLOGI INFORMASI,TEKNOLOGI INFORMASI,S1,BAIK
-,-,banpt-UNIVERSITAS CAKRAWALA,-,-,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK
-,-,banpt-UNIVERSITAS CAKRAWALA,-,-,EKONOMI KEUANGAN DAN PERBANKAN,EKONOMI KEUANGAN PERBANKAN,S1,BAIK
-,-,banpt-UNIVERSITAS CAKRAWALA,-,-,ILMU KOMPUTER,KOMPUTER,S1,BAIK
-,-,banpt-UNIVERSITAS CAKRAWALA,-,-,SAINS DATA,SAINS DATA,S1,BAIK
-,-,banpt-UNIVERSITAS CAKRAWALA,-,-,SISTEM DAN TEKNOLOGI INFORMASI,SISTEM INFORMASI,S1,BAIK
-,-,banpt-1046,-,-,ILMU HUKUM,HUKUM,S1,BAIK
-,-,banpt-1046,-,-,REKAYASA KEHUTANAN,KEHUTANAN,S1,BAIK
-,-,banpt-1046,-,-,SAINS KELAUTAN,KELAUTAN,S1,TERAKREDITASI SEMENTARA
-,-,banpt-1046,-,-,ILMU LINGKUNGAN,LINGKUNGAN,S1,TERAKREDITASI SEMENTARA
-,-,banpt-1046,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK
-,-,banpt-1480,-,-,AKUNTANSI,AKUNTANSI,S1,BAIK
-,-,banpt-1480,-,-,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK
-,-,banpt-1480,-,-,DESAIN KOMUNIKASI VISUAL,DESAIN KOMUNIKASI VISUAL,S1,BAIK
-,-,banpt-1480,-,-,TEKNIK INFORMATIKA,INFORMATIKA,S1,B
-,-,banpt-1480,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK SEKALI
-,-,banpt-1480,-,-,PENDIDIKAN KEPELATIHAN OLAHRAGA,OLAHRAGA,S1,BAIK
-,-,banpt-1480,-,-,SISTEM INFORMASI,SISTEM INFORMASI,S1,BAIK SEKALI
quipper-135,-,banpt-246,-,FAKULTAS EKONOMI DAN BISNIS ISLAM,AKUNTANSI,AKUNTANSI,S1,BAIK
quipper-135,-,banpt-246,-,FAKULTAS EKONOMI DAN BISNIS ISLAM,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK
quipper-135,-,banpt-246,-,FAKULTAS TEKNIK,TEKNIK ELEKTRO,ELEKTRO,S1,BAIK SEKALI
quipper-135,-,banpt-246,-,FAKULTAS TEKNIK,TEKNIK INFORMATIKA,INFORMATIKA,S1,BAIK SEKALI
quipper-135,-,banpt-246,-,FAKULTAS ILMU KEPERAWATAN,KEPERAWATAN,KEPERAWATAN,S1,BAIK
-,-,banpt-1192,-,-,DESAIN KOMUNIKASI VISUAL,DESAIN KOMUNIKASI VISUAL,S1,BAIK
-,-,banpt-1192,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK SEKALI
-,-,banpt-1192,-,-,PSIKOLOGI,PSIKOLOGI,S1,BAIK
-,-,banpt-3195,-,-,AKUNTANSI,AKUNTANSI,S1,BAIK SEKALI
-,-,banpt-3195,-,-,PENDIDIKAN BIOLOGI,BIOLOGI,S1,BAIK
-,-,banpt-3195,-,-,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK
-,-,banpt-3195,-,-,KEWIRAUSAHAAN,KEWIRAUSAHAAN,S1,BAIK SEKALI
-,-,banpt-3195,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK
-,-,banpt-3195,-,-,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,BAIK
-,-,banpt-3195,-,-,REKAYASA PERANGKAT LUNAK,REKAYASA PERANGKAT LUNAK,S1,BAIK
-,-,banpt-3195,-,-,SISTEM INFORMASI,SISTEM INFORMASI,S1,BAIK
-,-,banpt-922,-,-,AGRIBISNIS,AGRIBISNIS,S1,TERAKREDITASI SEMENTARA
-,-,banpt-922,-,-,PENDIDIKAN BIOLOGI,BIOLOGI,S1,BAIK SEKALI
-,-,banpt-922,-,-,TEKNIK ELEKTRO,ELEKTRO,S1,BAIK
-,-,banpt-922,-,-,PENDIDIKAN GURU SEKOLAH DASAR,GURU SEKOLAH DASAR,S1,BAIK SEKALI
-,-,banpt-922,-,-,ILMU KOMPUTER,KOMPUTER,S1,BAIK
-,-,banpt-922,-,-,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,BAIK SEKALI
-,rencanamu-120,-,-,-,AKUNTANSI,AKUNTANSI,S1,B
-,rencanamu-120,-,-,-,ARSITEKTUR,ARSITEKTUR,S1,B
-,rencanamu-120,-,-,-,DESAIN DAN KOMUNIKASI VISUAL,DESAIN KOMUNIKASI VISUAL,S1,A
-,rencanamu-120,-,-,-,TEKNIK INFORMATIKA,INFORMATIKA,S1,B
-,rencanamu-120,-,-,-,MANAJEMEN,MANAJEMEN,S1,A
-,rencanamu-120,-,-,-,PSIKOLOGI,PSIKOLOGI,S1,B
-,-,banpt-2476,-,-,AKUNTANSI,AKUNTANSI,S1,UNGGUL
-,-,banpt-2476,-,-,ARSITEKTUR,ARSITEKTUR,S1,BAIK SEKALI
