quipper_code,rencanamu_code,banpt_code,pddikti_code,faculty,prodi,prodi_normalized,edu_level,accreditation
-,-,banpt-2476,-,-,DESAIN KOMUNIKASI VISUAL,DESAIN KOMUNIKASI VISUAL,S1,BAIK
-,-,banpt-2476,-,-,DESAIN PRODUK,DESAIN PRODUK,S1,BAIK
-,-,banpt-2476,-,-,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,BAIK
-,-,banpt-2476,-,-,INFORMATIKA,INFORMATIKA,S1,BAIK SEKALI
-,-,banpt-2476,-,-,KEDOKTERAN,KEDOKTERAN,S1,BAIK SEKALI
-,-,banpt-2476,-,-,KEDOKTERAN GIGI,KEDOKTERAN GIGI,S1,BAIK
-,-,banpt-2476,-,-,MANAJEMEN,MANAJEMEN,S1,UNGGUL
-,-,banpt-2476,-,-,PARIWISATA,PARIWISATA,S1,BAIK SEKALI
-,-,banpt-2476,-,-,PSIKOLOGI,PSIKOLOGI,S1,BAIK SEKALI
-,-,banpt-2476,-,-,SISTEM INFORMASI,SISTEM INFORMASI,S1,BAIK SEKALI
-,-,banpt-2476,-,-,TEKNOLOGI PANGAN,TEKNOLOGI PANGAN,S1,BAIK
-,-,banpt-2108,-,-,ARSITEKTUR,ARSITEKTUR,S1,BAIK
-,-,banpt-2108,-,-,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK
-,-,banpt-2108,-,-,FARMASI,FARMASI,S1,BAIK SEKALI
-,-,banpt-2108,-,-,PENDIDIKAN GURU SEKOLAH DASAR,GURU SEKOLAH DASAR,S1,BAIK
-,-,banpt-2108,-,-,PENDIDIKAN INFORMATIKA,INFORMATIKA,S1,BAIK SEKALI
-,-,banpt-2108,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK
-,-,banpt-2108,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-2108,-,-,TEKNIK SIPIL,SIPIL,S1,BAIK
-,-,banpt-2108,-,-,TEKNOLOGI INFORMASI,TEKNOLOGI INFORMASI,S1,BAIK
-,-,banpt-639,-,-,ADMINISTRASI RUMAH SAKIT,ADMINISTRASI RUMAH SAKIT,S1,BAIK
-,-,banpt-639,-,-,AKUAKULTUR,AKUAKULTUR,S1,BAIK
-,-,banpt-639,-,-,TEKNIK ELEKTRO,ELEKTRO,S1,BAIK
-,-,banpt-639,-,-,ILMU HUBUNGAN MASYARAKAT,HUBUNGAN MASYARAKAT,S1,B
-,-,banpt-639,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK
-,-,banpt-639,-,-,AGROBISNIS PERIKANAN,PERIKANAN,S1,BAIK SEKALI
-,-,banpt-639,-,-,TEKNOLOGI PERTANIAN,PERTANIAN,S1,BAIK
-,rencanamu-121,banpt-485,-,-,AGRIBISNIS,AGRIBISNIS,S1,B
-,rencanamu-121,banpt-485,-,-,AGROTEKNOLOGI,AGROTEKNOLOGI,S1,B
-,rencanamu-121,banpt-485,-,-,BIOLOGI,BIOLOGI,S1,B
-,rencanamu-121,banpt-485,-,-,FISIKA,FISIKA,S1,B
-,rencanamu-121,banpt-485,-,-,PENDIDIKAN GURU SD,GURU SEKOLAH DASAR,S1,C
-,rencanamu-121,banpt-485,-,-,TEKNIK INFORMATIKA,INFORMATIKA,S1,B
-,rencanamu-121,banpt-485,-,-,KIMIA,KIMIA,S1,B
-,rencanamu-121,banpt-485,-,-,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,B
-,rencanamu-121,banpt-485,-,-,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,PANCASILA KEWARGANEGARAAN,S1,B
quipper-548,-,banpt-2647,-,FAKULTAS EKONOMI,AKUNTANSI,AKUNTANSI,S1,BAIK
quipper-548,-,-,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,KEGURUAN & PENDIDIKAN,GURU,S1,-
quipper-548,-,banpt-2647,-,FAKULTAS AGAMA ISLAM,ILMU HUKUM,HUKUM,S1,B
quipper-548,-,banpt-2647,-,FAKULTAS EKONOMI,MANAJEMEN,MANAJEMEN,S1,BAIK
quipper-548,-,banpt-2647,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,BAIK
-,-,banpt-2647,-,-,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,PANCASILA KEWARGANEGARAAN,S1,B
quipper-548,-,banpt-2647,-,FAKULTAS TEKNIK,TEKNIK SIPIL,SIPIL,S1,BAIK SEKALI
-,-,banpt-3722,-,-,AGRIBISNIS,AGRIBISNIS,S1,BAIK SEKALI
-,-,banpt-3722,-,-,PENDIDIKAN BIOLOGI,BIOLOGI,S1,BAIK SEKALI
-,-,banpt-3722,-,-,EKONOMI PEMBANGUNAN,EKONOMI PEMBANGUNAN,S1,BAIK
-,-,banpt-3722,-,-,TEKNIK INDUSTRI,INDUSTRI,S1,BAIK
-,-,banpt-3722,-,-,TEKNIK INFORMATIKA,INFORMATIKA,S1,BAIK
-,-,banpt-3722,-,-,ILMU PEMERINTAHAN,PEMERINTAHAN,S1,BAIK
-,-,banpt-3722,-,-,PEMANFAATAN SUMBER DAYA PERIKANAN,PERIKANAN,S1,BAIK
-,-,banpt-3722,-,-,TEKNIK PERTAMBANGAN,PERTAMBANGAN,S1,BAIK
-,-,banpt-3722,-,-,TEKNIK SIPIL,SIPIL,S1,BAIK
-,-,banpt-1344,-,-,AGRIBISNIS,AGRIBISNIS,S1,BAIK
-,-,banpt-1344,-,-,AGROTEKNOLOGI,AGROTEKNOLOGI,S1,B
-,-,banpt-1344,-,-,AKUNTANSI,AKUNTANSI,S1,BAIK SEKALI
-,-,banpt-1344,-,-,TEKNIK ELEKTRO,ELEKTRO,S1,BAIK SEKALI
-,-,banpt-1344,-,-,PENDIDIKAN FISIKA,FISIKA,S1,B
-,-,banpt-1344,-,-,ILMU HUKUM,HUKUM,S1,BAIK SEKALI
-,-,banpt-1344,-,-,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,B
-,-,banpt-1344,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-1344,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK SEKALI
-,-,banpt-1344,-,-,TEKNIK MESIN,MESIN,S1,BAIK SEKALI
-,-,banpt-1344,-,-,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,PANCASILA KEWARGANEGARAAN,S1,BAIK SEKALI
-,-,banpt-1344,-,-,ILMU PEMERINTAHAN,PEMERINTAHAN,S1,BAIK SEKALI
-,-,banpt-1344,-,-,SASTRA INGGRIS,SASTRA INGGRIS,S1,BAIK
-,-,banpt-1344,-,-,TEKNIK SIPIL,SIPIL,S1,BAIK SEKALI
quipper-332,rencanamu-122,banpt-489,-,FAKULTAS EKONOMI,AKUNTANSI,AKUNTANSI,S1,B
quipper-332,rencanamu-122,banpt-489,-,FAKULTAS TEKNIK,TEKNIK ELEKTRO,ELEKTRO,S1,C
-,rencanamu-122,-,-,-,TEKNIK ENERGI TERBARUKAN,ENERGI TERBARUKAN,S1,C
quipper-332,rencanamu-122,banpt-489,-,FAKULTAS TEKNIK,TEKNIK INDUSTRI,INDUSTRI,S1,C
-,rencanamu-122,-,-,-,TEKNIK INFORMATIKA,INFORMATIKA,S1,B
quipper-332,rencanamu-122,banpt-489,-,FAKULTAS EKONOMI,MANAJEMEN,MANAJEMEN,S1,B
quipper-332,rencanamu-122,banpt-489,-,FAKULTAS TEKNIK,TEKNIK MESIN,MESIN,S1,B
quipper-332,rencanamu-122,banpt-489,-,FAKULTAS TEKNOLOGI KELAUTAN,TEKNIK SISTEM PERKAPALAN,PERKAPALAN,S1,B
-,rencanamu-122,-,-,-,SASTRA CINA,SASTRA CINA,S1,B
-,rencanamu-122,-,-,-,SASTRA INGGRIS,SASTRA INGGRIS,S1,B
-,rencanamu-122,-,-,-,SASTRA JEPANG,SASTRA JEPANG,S1,B
quipper-332,rencanamu-122,banpt-489,-,FAKULTAS TEKNIK,SISTEM INFORMASI,SISTEM INFORMASI,S1,B
quipper-332,-,banpt-489,-,FAKULTAS TEKNIK,TEKNOLOGI INFORMASI,TEKNOLOGI INFORMASI,S1,BAIK SEKALI
-,-,banpt-2739,-,-,AGRIBISNIS,AGRIBISNIS,S1,BAIK
-,-,banpt-2739,-,-,AGROTEKNOLOGI,AGROTEKNOLOGI,S1,BAIK
-,-,banpt-2739,-,-,TEKNIK ELEKTRO,ELEKTRO,S1,BAIK
-,-,banpt-2739,-,-,ILMU HUKUM,HUKUM,S1,BAIK SEKALI
-,-,banpt-2739,-,-,TEKNIK INFORMATIKA,INFORMATIKA,S1,BAIK
-,-,banpt-2739,-,-,TEKNIK MESIN,MESIN,S1,BAIK
-,-,banpt-2739,-,-,PSIKOLOGI,PSIKOLOGI,S1,BAIK SEKALI
-,-,banpt-2739,-,-,TEKNIK SIPIL,SIPIL,S1,BAIK
-,-,banpt-UNIVERSITAS DARUL MA'ARIF,-,-,PENDIDIKAN GURU SEKOLAH DASAR,GURU SEKOLAH DASAR,S1,BAIK SEKALI
-,-,banpt-UNIVERSITAS DARUL MA'ARIF,-,-,PENDIDIKAN JASMANI KESEHATAN DAN REKREASI,JASMANI,S1,BAIK
-,-,banpt-295,-,-,TEKNIK SIPIL,SIPIL,S1,TERAKREDITASI PERTAMA
quipper-445,-,-,-,FAKULTAS PERTANIAN,AGRIBISNIS,AGRIBISNIS,S1,-
quipper-445,-,-,-,FAKULTAS PERTANIAN,AGROTEKNOLOGI,AGROTEKNOLOGI,S1,-
quipper-445,-,banpt-UNIVERSITAS DARUL ULUM,-,FAKULTAS EKONOMI,AKUNTANSI,AKUNTANSI,S1,BAIK
-,-,banpt-UNIVERSITAS DARUL ULUM,-,-,BIMBINGAN DAN KONSELING,BIMBINGAN KONSELING,S1,BAIK SEKALI
quipper-445,-,-,-,FAKULTAS EKONOMI,ILMU EKONOMI,EKONOMI,S1,-
-,-,banpt-UNIVERSITAS DARUL ULUM,-,-,EKONOMI PEMBANGUNAN,EKONOMI PEMBANGUNAN,S1,BAIK
quipper-445,-,-,-,FAKULTAS TEKNIK,TEKNIK ELEKTRO,ELEKTRO,S1,-
quipper-445,-,-,-,FAKULTAS KEGURUAN ILMU PENDIDIKAN,KEGURUAN & PENDIDIKAN,GURU,S1,-
quipper-445,-,-,-,FAKULTAS ILMU SOSIAL DAN POLITIK,HUBUNGAN INTERNASIONAL,HUBUNGAN INTERNASIONAL,S1,-
quipper-445,-,-,-,FAKULTAS HUKUM,ILMU HUKUM,HUKUM,S1,-
quipper-445,-,-,-,FAKULTAS TEKNIK,TEKNIK INFORMATIKA,INFORMATIKA,S1,-
quipper-445,-,banpt-UNIVERSITAS DARUL ULUM,-,FAKULTAS EKONOMI,MANAJEMEN,MANAJEMEN,S1,BAIK
quipper-445,-,-,-,FAKULTAS TEKNIK,TEKNIK MESIN,MESIN,S1,-
quipper-445,-,-,-,FAKULTAS ILMU SOSIAL DAN POLITIK,ILMU PEMERINTAHAN,PEMERINTAHAN,S1,-
quipper-445,-,-,-,FAKULTAS PSIKOLOGI,PSIKOLOGI,PSIKOLOGI,S1,-
quipper-445,-,-,-,FAKULTAS TEKNIK,TEKNIK SIPIL,SIPIL,S1,-
quipper-445,-,banpt-UNIVERSITAS DARUL ULUM,-,FAKULTAS ILMU SOSIAL DAN POLITIK,SOSIOLOGI,SOSIOLOGI,S1,BAIK
quipper-663,-,-,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,KEGURUAN & PENDIDIKAN,GURU,S1,-
quipper-663,-,banpt-756,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN GURU SEKOLAH DASAR,GURU SEKOLAH DASAR,S1,B
quipper-663,-,banpt-756,-,FAKULTAS HUKUM,ILMU HUKUM,HUKUM,S1,BAIK
quipper-663,-,banpt-756,-,FAKULTAS EKONOMI DAN BISNIS,MANAJEMEN,MANAJEMEN,S1,B
-,-,banpt-756,-,-,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,PANCASILA KEWARGANEGARAAN,S1,BAIK SEKALI
quipper-663,-,banpt-756,-,FAKULTAS PETERNAKAN,PETERNAKAN,PETERNAKAN,S1,BAIK SEKALI
quipper-663,-,banpt-756,-,FAKULTAS TEKNIK,TEKNIK SIPIL,SIPIL,S1,BAIK SEKALI
-,-,banpt-UNIVERSITAS DARUL `ULUM,-,-,ILMU HUBUNGAN INTERNASIONAL,HUBUNGAN INTERNASIONAL,S1,B
-,-,banpt-UNIVERSITAS DARUL `ULUM,-,-,ILMU PEMERINTAHAN,PEMERINTAHAN,S1,B
-,-,banpt-1313,-,-,SAINS AKTUARIA,AKTUARIA,S1,BAIK
-,-,banpt-1313,-,-,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK
-,-,banpt-1313,-,-,KEWIRAUSAHAAN,KEWIRAUSAHAAN,S1,BAIK
-,-,banpt-1313,-,-,REKAYASA PERANGKAT LUNAK,REKAYASA PERANGKAT LUNAK,S1,BAIK
-,-,banpt-1313,-,-,SISTEM DAN TEKNOLOGI INFORMASI,SISTEM INFORMASI,S1,BAIK
-,-,banpt-2923,-,-,AGROTEKNOLOGI,AGROTEKNOLOGI,S1,BAIK SEKALI
-,-,banpt-2923,-,-,PENDIDIKAN BIOLOGI,BIOLOGI,S1,BAIK SEKALI
-,-,banpt-2923,-,-,MANAJEMEN SUMBER DAYA PERAIRAN,BUDIDAYA PERAIRAN,S1,B
-,-,banpt-2923,-,-,PENDIDIKAN FISIKA,FISIKA,S1,BAIK SEKALI
-,-,banpt-2923,-,-,ILMU HUKUM,HUKUM,S1,B
-,-,banpt-2923,-,-,TEKNIK INDUSTRI,INDUSTRI,S1,BAIK
-,-,banpt-2923,-,-,KEHUTANAN,KEHUTANAN,S1,BAIK
-,-,banpt-2923,-,-,PENDIDIKAN KIMIA,KIMIA,S1,BAIK
-,-,banpt-2923,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK SEKALI
-,-,banpt-2923,-,-,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,BAIK SEKALI
-,-,banpt-2923,-,-,TEKNIK MESIN,MESIN,S1,BAIK
-,-,banpt-2513,-,-,AGROTEKNOLOGI,AGROTEKNOLOGI,S1,BAIK
-,-,banpt-2513,-,-,FARMASI,FARMASI,S1,B
-,-,banpt-2513,-,-,ILMU GIZI,GIZI,S1,UNGGUL
-,-,banpt-2513,-,-,HUBUNGAN INTERNASIONAL,HUBUNGAN INTERNASIONAL,S1,B
-,-,banpt-2513,-,-,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,BAIK SEKALI
-,-,banpt-2513,-,-,TEKNIK INFORMATIKA,INFORMATIKA,S1,BAIK SEKALI
-,-,banpt-2513,-,-,KEDOKTERAN,KEDOKTERAN,S1,BAIK
-,-,banpt-2513,-,-,MANAJEMEN,MANAJEMEN,S1,UNGGUL
-,-,banpt-2513,-,-,TEKNOLOGI INDUSTRI PERTANIAN,PERTANIAN,S1,BAIK
-,-,banpt-3749,-,-,AGRIBISNIS,AGRIBISNIS,S1,B
-,-,banpt-3749,-,-,AGROTEKNOLOGI,AGROTEKNOLOGI,S1,TERAKREDITASI SEMENTARA
-,-,banpt-3749,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK SEKALI
-,-,banpt-3749,-,-,SISTEM INFORMASI,SISTEM INFORMASI,S1,BAIK SEKALI
-,rencanamu-123,banpt-2946,-,-,ILMU ADMINISTRASI NEGARA,ADMINISTRASI NEGARA,S1,C
-,rencanamu-123,banpt-2946,-,-,AGROEKOTEKNOLOGI,AGROTEKNOLOGI,S1,C
-,rencanamu-123,banpt-2946,-,-,AKUNTANSI,AKUNTANSI,S1,C
-,rencanamu-123,-,-,-,MANAJEMEN PERUSAHAAN,BISNIS,S1,C
-,rencanamu-123,banpt-2946,-,-,BUDIDAYA PERAIRAN,BUDIDAYA PERAIRAN,S1,C
-,rencanamu-123,banpt-2946,-,-,ILMU EKONOMI,EKONOMI,S1,C
-,-,banpt-2946,-,-,GIZI,GIZI,S1,BAIK
-,rencanamu-123,banpt-2946,-,-,ILMU HUKUM,HUKUM,S1,C
-,rencanamu-123,banpt-2946,-,-,TEKNIK INFORMATIKA,INFORMATIKA,S1,C
-,-,banpt-2946,-,-,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,BAIK SEKALI
-,-,banpt-2946,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK
-,rencanamu-123,banpt-2946,-,-,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,C
-,rencanamu-123,banpt-2946,-,-,TEKNIK MESIN,MESIN,S1,C
-,-,banpt-2946,-,-,TEKNIK PERTAMBANGAN,PERTAMBANGAN,S1,C
-,rencanamu-123,banpt-2946,-,-,PENDIDIKAN SEJARAH,SEJARAH,S1,C
-,rencanamu-123,banpt-2946,-,-,TEKNIK SIPIL,SIPIL,S1,C
-,rencanamu-123,banpt-2946,-,-,SOSIOLOGI,SOSIOLOGI,S1,C
-,-,banpt-3897,-,-,ADMINISTRASI PUBLIK,ADMINISTRASI PUBLIK,S1,B
-,-,banpt-3897,-,-,AGRIBISNIS,AGRIBISNIS,S1,BAIK SEKALI
-,-,banpt-3897,-,-,AKUNTANSI,AKUNTANSI,S1,B
-,-,banpt-3897,-,-,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK SEKALI
-,-,banpt-3897,-,-,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,GURU ANAK USIA DINI,S1,B
-,-,banpt-3897,-,-,HUKUM,HUKUM,S1,BAIK
-,-,banpt-3897,-,-,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,B
-,-,banpt-3897,-,-,INFORMATIKA,INFORMATIKA,S1,B
-,-,banpt-3897,-,-,PENDIDIKAN JASMANI,JASMANI,S1,BAIK SEKALI
-,-,banpt-3897,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK SEKALI
-,-,banpt-3897,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-3897,-,-,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,BAIK SEKALI
-,-,banpt-3897,-,-,PENDIDIKAN KOMPUTER,KOMPUTER,S1,BAIK SEKALI
-,-,banpt-3897,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK SEKALI
-,-,banpt-3897,-,-,TEKNOLOGI HASIL PERTANIAN,PERTANIAN,S1,B
-,-,banpt-3897,-,-,REKAYASA SISTEM KOMPUTER,REKAYASA PERANGKAT LUNAK,S1,BAIK
-,-,banpt-3897,-,-,SASTRA INGGRIS,SASTRA INGGRIS,S1,BAIK
-,-,banpt-3897,-,-,SISTEM INFORMASI,SISTEM INFORMASI,S1,BAIK
-,-,banpt-355,-,-,AGRIBISNIS,AGRIBISNIS,S1,BAIK
-,-,banpt-355,-,-,AKUNTANSI,AKUNTANSI,S1,BAIK
-,-,banpt-355,-,-,HUKUM,HUKUM,S1,BAIK
-,-,banpt-355,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK
-,-,banpt-355,-,-,SISTEM INFORMASI,SISTEM INFORMASI,S1,BAIK
-,-,banpt-355,-,-,TEKNOLOGI INFORMASI,TEKNOLOGI INFORMASI,S1,BAIK
-,-,banpt-UNIVERSITAS DELTA PGRI,-,-,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,BAIK
-,-,banpt-324,-,-,ADMINISTRASI KESEHATAN,ADMINISTRASI KESEHATAN,S1,BAIK
-,-,banpt-324,-,-,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK
-,-,banpt-324,-,-,GIZI,GIZI,S1,BAIK
-,-,banpt-324,-,-,HUKUM,HUKUM,S1,TERAKREDITASI SEMENTARA
-,-,banpt-324,-,-,INFORMATIKA,INFORMATIKA,S1,BAIK
-,-,banpt-324,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK
-,-,banpt-324,-,-,PSIKOLOGI,PSIKOLOGI,S1,TERAKREDITASI SEMENTARA
-,-,banpt-324,-,-,SASTRA INGGRIS,SASTRA INGGRIS,S1,TERAKREDITASI SEMENTARA
-,-,banpt-185,-,-,AKUNTANSI,AKUNTANSI,S1,BAIK SEKALI
-,-,banpt-185,-,-,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK
-,-,banpt-185,-,-,FARMASI,FARMASI,S1,BAIK
-,-,banpt-185,-,-,ILMU HUKUM,HUKUM,S1,BAIK SEKALI
-,-,banpt-185,-,-,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,B
-,-,banpt-185,-,-,MANAJEMEN,MANAJEMEN,S1,B
-,-,banpt-185,-,-,MATEMATIKA,MATEMATIKA,S1,BAIK
-,-,banpt-185,-,-,TEKNIK MESIN,MESIN,S1,BAIK SEKALI
-,-,banpt-185,-,-,PARIWISATA,PARIWISATA,S1,TERAKREDITASI SEMENTARA
-,-,banpt-185,-,-,TEKNOLOGI INDUSTRI PERTANIAN,PERTANIAN,S1,BAIK SEKALI
-,-,banpt-185,-,-,SASTRA INGGRIS,SASTRA INGGRIS,S1,BAIK
-,-,banpt-185,-,-,TEKNIK SIPIL,SIPIL,S1,BAIK SEKALI
-,-,banpt-185,-,-,SISTEM INFORMASI,SISTEM INFORMASI,S1,BAIK SEKALI
-,-,banpt-25,-,-,AKUNTANSI,AKUNTANSI,S1,BAIK SEKALI
-,-,banpt-25,-,-,INFORMATIKA,INFORMATIKA,S1,BAIK
-,-,banpt-25,-,-,MANAJEMEN,MANAJEMEN,S1,B
-,-,banpt-25,-,-,SISTEM INFORMASI,SISTEM INFORMASI,S1,BAIK SEKALI
-,-,banpt-25,-,-,SISTEM KOMPUTER,SISTEM KOMPUTER,S1,BAIK SEKALI
-,-,banpt-200,-,-,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK
-,-,banpt-200,-,-,PENDIDIKAN GURU SEKOLAH DASAR,GURU SEKOLAH DASAR,S1,BAIK
-,-,banpt-200,-,-,ILMU HUKUM,HUKUM,S1,B
-,-,banpt-200,-,-,INFORMATIKA,INFORMATIKA,S1,BAIK
-,-,banpt-200,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK
-,-,banpt-200,-,-,SISTEM INFORMASI,SISTEM INFORMASI,S1,BAIK
-,-,banpt-519,-,-,ADMINISTRASI PUBLIK,ADMINISTRASI PUBLIK,S1,BAIK SEKALI
-,-,banpt-519,-,-,AGRIBISNIS,AGRIBISNIS,S1,B
-,-,banpt-519,-,-,AGROTEKNOLOGI,AGROTEKNOLOGI,S1,B
-,-,banpt-519,-,-,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK
-,-,banpt-519,-,-,TEKNIK INFORMATIKA,INFORMATIKA,S1,BAIK
-,-,banpt-519,-,-,SISTEM INFORMASI,SISTEM INFORMASI,S1,BAIK
-,-,banpt-3643,-,-,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,GURU ANAK USIA DINI,S1,BAIK
-,-,banpt-3643,-,-,PENDIDIKAN GURU SEKOLAH DASAR,GURU SEKOLAH DASAR,S1,BAIK SEKALI
-,-,banpt-3643,-,-,HUKUM,HUKUM,S1,BAIK SEKALI
-,-,banpt-3643,-,-,PENDIDIKAN JASMANI,JASMANI,S1,BAIK SEKALI
-,-,banpt-3643,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK
-,-,banpt-3643,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-3643,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK SEKALI
-,-,banpt-3643,-,-,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,BAIK SEKALI
-,-,banpt-UNIVERSITAS DHARMAS INDONESIA PADANG,-,-,TEKNIK INFORMATIKA,INFORMATIKA,S1,B
-,-,banpt-UNIVERSITAS DHARMAS INDONESIA PADANG,-,-,SISTEM INFORMASI,SISTEM INFORMASI,S1,B
-,-,banpt-2246,-,-,ADMINISTRASI BISNIS,ADMINISTRASI BISNIS,S1,BAIK SEKALI
-,-,banpt-2246,-,-,ADMINISTRASI PUBLIK,ADMINISTRASI PUBLIK,S1,B
-,-,banpt-2246,-,-,AKUAKULTUR,AKUAKULTUR,S1,BAIK SEKALI
-,-,banpt-2246,-,-,AKUNTANSI,AKUNTANSI,S1,BAIK SEKALI
-,-,banpt-2246,-,-,HUKUM,HUKUM,S1,BAIK SEKALI
-,-,banpt-2246,-,-,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,BAIK SEKALI
-,-,banpt-2246,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK SEKALI
-,-,banpt-2246,-,-,REKAYASA PERANGKAT LUNAK,REKAYASA PERANGKAT LUNAK,S1,BAIK
-,-,banpt-2246,-,-,TEKNOLOGI INFORMASI,TEKNOLOGI INFORMASI,S1,BAIK
-,rencanamu-124,banpt-2541,-,-,AKUNTANSI,AKUNTANSI,S1,C
-,rencanamu-124,banpt-2541,-,-,BIOLOGI,BIOLOGI,S1,B
-,rencanamu-124,banpt-2541,-,-,FISIOTERAPI,FISIOTERAPI,S1,B
-,rencanamu-124,banpt-2541,-,-,ILMU GIZI,GIZI,S1,C
-,-,banpt-2541,-,-,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,GURU ANAK USIA DINI,S1,B
-,rencanamu-124,-,-,-,PENDIDIKAN GURU PAUD,GURU PAUD,S1,B
-,-,banpt-2541,-,-,TEKNIK INFORMATIKA,INFORMATIKA,S1,BAIK SEKALI
-,rencanamu-124,banpt-2541,-,-,ILMU KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,B
-,rencanamu-124,-,-,-,ILMU KOMPUTER,KOMPUTER,S1,-
-,rencanamu-124,banpt-2541,-,-,MANAJEMEN,MANAJEMEN,S1,B
-,rencanamu-124,-,-,-,MANAJEMEN PEMASARAN,MARKETING,S1,C
-,rencanamu-124,banpt-2541,-,-,ILMU PSIKOLOGI,PSIKOLOGI,S1,C
-,rencanamu-124,banpt-2541,-,-,PEREKAM DAN INFORMASI KESEHATAN,REKAM MEDIS,S1,B
-,rencanamu-124,banpt-2541,-,-,SASTRA INGGRIS,SASTRA INGGRIS,S1,C
-,rencanamu-124,banpt-2541,-,-,SISTEM INFORMASI,SISTEM INFORMASI,S1,C
-,-,banpt-900,-,-,AKUNTANSI,AKUNTANSI,S1,BAIK
-,-,banpt-900,-,-,TEKNIK ELEKTRO,ELEKTRO,S1,BAIK
-,-,banpt-900,-,-,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,BAIK
-,-,banpt-900,-,-,TEKNIK INFORMATIKA,INFORMATIKA,S1,BAIK
-,-,banpt-900,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK
-,-,banpt-900,-,-,TEKNIK MESIN,MESIN,S1,BAIK
-,-,banpt-900,-,-,SASTRA INGGRIS,SASTRA INGGRIS,S1,BAIK
-,-,banpt-900,-,-,TEKNIK SIPIL,SIPIL,S1,BAIK
quipper-294,rencanamu-125,banpt-3279,-,FAKULTAS EKONOMI DAN BISNIS,AKUNTANSI,AKUNTANSI,S1,A
quipper-294,-,-,-,FAKULTAS ILMU KOMPUTER,ANIMASI,ANIMASI,S1,-
quipper-294,-,banpt-3279,-,FAKULTAS TEKNIK,TEKNIK BIOMEDIS,BIOMEDIS,S1,BAIK SEKALI
quipper-294,rencanamu-125,banpt-3279,-,FAKULTAS ILMU KOMPUTER,DESAIN KOMUNIKASI VISUAL,DESAIN KOMUNIKASI VISUAL,S1,A
quipper-294,rencanamu-125,banpt-3279,-,FAKULTAS TEKNIK,TEKNIK ELEKTRO,ELEKTRO,S1,B
