prodi_code,prodi_name,jenjang,akreditasi_prodi,institution_code
20750,TEKNIK SIPIL,S1,BAIK,3234
20751,TEKNIK PERKAPALAN,S1,BAIK SEKALI,3234
20752,TEKNIK KIMIA,S1,BAIK,3234
20753,TEKNIK INDUSTRI,S1,BAIK SEKALI,3234
20754,TEKNIK LINGKUNGAN,S1,UNGGUL,2174
20755,TEKNIK GEOLOGI,S1,BAIK,370
20756,TEKNIK ELEKTRONIKA,D-III,BAIK,370
20757,TEKNIK SIPIL,S2,UNGGUL,485
20758,TEKNIK INDUSTRI,S1,BAIK,485
20759,TEKNIK ELEKTRO,S1,BAIK SEKALI,485
20760,TEKNIK SIPIL,S1,UNGGUL,2721
20761,TEKNIK LINGKUNGAN,S1,UNGGUL,2721
20762,TEKNIK PERTAMBANGAN,S1,BAIK SEKALI,763
20763,TEKNIK MESIN,S1,BAIK SEKALI,763
20764,TEKNIK SIPIL,S1,UNGGUL,3229
20765,TEKNIK SIPIL,S1,UNGGUL,608
20766,PROGRAM STUDI PROGRAM PROFESI INSINYUR,PROFESI,BAIK SEKALI,608
20767,TEKNIK SIPIL,S2,UNGGUL,3308
20768,PROGRAM STUDI PROGRAM PROFESI INSINYUR,PROFESI,BAIK,3308
20769,TEKNIK SIPIL,S1,UNGGUL,2663
20770,TEKNIK LINGKUNGAN,S1,UNGGUL,2663
20771,TEKNIK INDUSTRI,S1,UNGGUL,2663
20772,TEKNIK ELEKTRO,S1,UNGGUL,2663
20773,PROGRAM STUDI PROGRAM PROFESI INSINYUR,PROFESI,UNGGUL,2663
20774,TEKNIK MESIN,S2,BAIK SEKALI,2063
20775,TEKNIK INDUSTRI,S3,BAIK SEKALI,2063
20776,TEKNIK ELEKTRO,S3,BAIK SEKALI,2063
20777,TEKNIK SIPIL,S2,UNGGUL,2680
20778,TEKNIK LINGKUNGAN,S1,UNGGUL,2680
20779,TEKNIK ELEKTRO,S1,UNGGUL,2680
20780,TEKNOLOGI REKAYASA INSTRUMENTASI DAN KONTROL,D-IV,UNGGUL,2135
20781,TEKNIK SISTEM ENERGI,S2,UNGGUL,2679
20782,TEKNIK METALURGI DAN MATERIAL,S1,UNGGUL,2679
20783,TEKNIK METALURGI DAN MATERIAL,S2,UNGGUL,2679
20784,TEKNIK MESIN,S1,UNGGUL,2679
20785,TEKNIK LINGKUNGAN,S1,UNGGUL,2679
20786,TEKNIK ELEKTRO,S3,UNGGUL,2679
20787,TEKNIK BIOMEDIK,S1,BAIK SEKALI,2679
20788,TEKNIK MESIN,S1,UNGGUL,2699
20789,TEKNIK INFRASTRUKTUR LINGKUNGAN,S1,BAIK,2699
20790,TEKNIK GEODESI,S1,UNGGUL,2699
20791,BIDAN,PROFESI,BAIK,621
20792,KEPERAWATAN,S2,BAIK,1698
20793,BIDAN,PROFESI,BAIK,3285
20794,KEBIDANAN,S1,BAIK,3285
20795,KEDOKTERAN,S1,BAIK,1709
20796,DOKTER,PROFESI,BAIK,1709
20797,KESELAMATAN DAN KESEHATAN KERJA,S1,BAIK,777
20798,ILMU PENYAKIT DALAM,SUBSPESIALIS,BAIK SEKALI,2660
20799,KEBIDANAN,S1,BAIK,
20800,ADMINISTRASI RUMAH SAKIT,S1,BAIK,
20801,BIDAN,PROFESI,BAIK,
20802,KEBIDANAN,D-III,BAIK SEKALI,
20803,TEKNOLOGI REKAYASA PERANGKAT LUNAK,D-IV,BAIK,3054
20804,TEKNIK INFORMATIKA,S1,BAIK SEKALI,764
20805,TEKNIK KOMPUTER,S1,BAIK,1548
20806,SISTEM INFORMASI,S1,UNGGUL,2277
20807,SISTEM INFORMASI,S1,BAIK SEKALI,514
20808,TEKNOLOGI INFORMASI,S1,BAIK,1605
20809,TEKNOLOGI PERMAINAN,D-IV,BAIK SEKALI,
20810,ANIMASI,D-IV,BAIK SEKALI,
20811,INFORMATIKA,S1,BAIK SEKALI,1553
20812,SISTEM INFORMASI,S1,BAIK,2594
20813,INFORMATIKA,S1,UNGGUL,3098
20814,INFORMATIKA,S1,BAIK,3245
20815,TEKNIK KOMPUTER,S1,UNGGUL,2368
20816,INFORMATIKA,S1,BAIK SEKALI,2028
20817,REKAYASA PERANGKAT LUNAK,S1,BAIK,2232
20818,INFORMATIKA,S1,BAIK,2232
20819,SISTEM INFORMASI,S1,BAIK SEKALI,2232
20820,INFORMATIKA,S1,BAIK,801
20821,TEKNOLOGI INFORMASI,S1,BAIK SEKALI,2441
20822,SISTEM INFORMASI,S1,BAIK,1148
20823,ILMU KOMPUTER,S1,BAIK,1148
20824,INFORMATIKA KAMPUS KOTA PONTIANAK,S1,BAIK SEKALI,421
20825,SISTEM INFORMASI KAMPUS KOTA PONTIANAK,S1,BAIK SEKALI,421
20826,TEKNIK INFORMATIKA,S1,BAIK SEKALI,2566
20827,SISTEM INFORMASI,S1,BAIK SEKALI,2566
20828,INFORMATIKA,S1,BAIK SEKALI,
20829,SISTEM INFORMASI AKUNTANSI KAMPUS KOTA TEGAL,D-III,UNGGUL,421
20830,REKAYASA PERANGKAT LUNAK,S1,UNGGUL,421
20831,TEKNIK INFORMATIKA,S1,BAIK SEKALI,3186
20832,TEKNOLOGI REKAYASA KOMPUTER,D-IV,BAIK,2906
20833,INFORMATIKA,S1,BAIK,
20834,TEKNIK INFORMATIKA,S1,UNGGUL,1279
20835,TEKNIK KOMPUTER,S1,BAIK SEKALI,
20836,SISTEM INFORMASI,S1,BAIK,3176
20837,TEKNOLOGI INFORMASI,S1,BAIK SEKALI,2537
20838,TEKNOLOGI INFORMASI,S1,UNGGUL,2699
20839,SAINS DATA,S1,BAIK SEKALI,737
20840,TEKNOLOGI INFORMASI,S1,BAIK,445
20841,TEKNIK INFORMATIKA,S1,BAIK SEKALI,2459
20842,TEKNOLOGI INFORMASI,S1,BAIK,163
20843,SISTEM INFORMASI,S1,BAIK SEKALI,1907
20844,INFORMATIKA,S1,BAIK SEKALI,918
20845,SISTEM DAN TEKNOLOGI INFORMASI,S1,BAIK,1977
20846,TEKNIK INFORMATIKA,S1,BAIK SEKALI,
20847,SAINS DATA,S1,BAIK,1886
20848,TEKNIK INFORMATIKA,S1,BAIK,1249
20849,ILMU KOMPUTER,S1,BAIK SEKALI,3234
20850,INFORMATIKA,S1,BAIK,837
20851,INFORMATIKA,S1,UNGGUL,2696
20852,INFORMATIKA,S1,BAIK SEKALI,1266
20853,PJJ INFORMATIKA,S1,BAIK,3254
20854,INFORMATIKA,S1,BAIK,1866
20855,ILMU KOMPUTER,S2,UNGGUL,968
20856,TEKNIK INFORMATIKA,S1,BAIK SEKALI,3199
20857,REKAYASA PERANGKAT LUNAK,S1,BAIK SEKALI,2212
20858,REKAYASA KECERDASAN ARTIFISIAL,S1,BAIK SEKALI,2212
20859,SISTEM INFORMASI,S2,UNGGUL,2212
20860,SAINS DATA,S1,BAIK SEKALI,2212
20861,SAINS DATA,S1,BAIK,2133
20862,SISTEM INFORMASI,S1,BAIK SEKALI,1482
20863,SISTEM INFORMASI,S1,BAIK SEKALI,1266
20864,TEKNIK KOMPUTER,S1,UNGGUL,2212
20865,TEKNOLOGI INFORMASI,S2,BAIK SEKALI,249
20866,TEKNOLOGI INFORMASI,S1,BAIK,3623
20867,INFORMATIKA,S1,BAIK,1311
20868,SISTEM INFORMASI,S1,BAIK,1311
20869,SISTEM INFORMASI,S1,BAIK,878
20870,TEKNOLOGI INFORMASI,S1,BAIK,3869
20871,SISTEM INFORMASI,S1,BAIK,1085
20872,SISTEM INFORMASI,S1,BAIK,3246
20873,INFORMATIKA,S1,BAIK,1180
20874,SISTEM INFORMASI,S1,UNGGUL,123
20875,TEKNOLOGI INFORMASI,S1,BAIK,2133
20876,SISTEM DAN TEKNOLOGI INFORMASI,S1,BAIK,79
20877,TEKNIK INFORMATIKA,S1,BAIK SEKALI,3199
20878,ILMU KOMPUTER,S1,BAIK,2853
20879,SISTEM INFORMASI,S1,BAIK SEKALI,3245
20880,SISTEM INFORMASI,S1,BAIK,1979
20881,TEKNOLOGI INFORMASI,S1,BAIK,
20882,SISTEM INFORMASI,S1,BAIK SEKALI,3583
20883,INFORMATIKA,S1,BAIK,2524
20884,SISTEM INFORMASI,S1,BAIK SEKALI,2242
20885,TEKNOLOGI INFORMASI,S1,BAIK,2379
20886,TEKNOLOGI KOMPUTER KAMPUS KOTA TEGAL,D-III,UNGGUL,421
20887,ILMU KOMPUTER,S1,BAIK,264
20888,INFORMATIKA,S1,UNGGUL,2347
20889,MAGISTER ELEKTRONIKA DAN INSTRUMENTASI,S2,BAIK SEKALI,2699
20890,SISTEM INFORMASI,S1,BAIK SEKALI,152
20891,MANAJEMEN INFORMATIKA,D-III,BAIK,541
20892,TEKNOLOGI REKAYASA PERANGKAT LUNAK,D-IV,BAIK SEKALI,
20893,SISTEM INFORMASI,S1,BAIK SEKALI,370
20894,TEKNOLOGI INFORMASI,D-III,UNGGUL,1631
20895,TEKNIK INFORMATIKA,S1,BAIK SEKALI,2311
20896,ILMU KOMPUTER,S1,BAIK,930
20897,TEKNIK INFORMATIKA,S1,BAIK SEKALI,3774
20898,SISTEM INFORMASI,S1,BAIK SEKALI,3199
20899,TEKNIK INFORMATIKA,S1,UNGGUL,2686
20900,KOMPUTERISASI AKUNTANSI,D-III,BAIK SEKALI,3265
20901,BISNIS DIGITAL,S1,BAIK,2237
20902,TEKNIK INFORMATIKA,S1,BAIK SEKALI,
20903,REKAYASA SISTEM KOMPUTER,S1,BAIK,2196
20904,SISTEM INFORMASI,S1,BAIK SEKALI,1553
20905,MANAJEMEN INFORMATIKA KAMPUS KOTA PADANG,D-III,BAIK SEKALI,847
20906,SISTEM INFORMASI,S1,BAIK SEKALI,3805
20907,TEKNIK INFORMATIKA,S1,BAIK SEKALI,152
20908,SISTEM INFORMASI,S1,BAIK SEKALI,
20909,SAINS DATA,S1,BAIK,701
20910,TEKNIK INFORMATIKA,S1,BAIK SEKALI,629
20911,TEKNOLOGI MULTIMEDIA DAN BROADCASTING,D-III,UNGGUL,616
20912,TEKNIK INFORMATIKA,S1,BAIK SEKALI,2640
20913,SISTEM INFORMASI,S1,BAIK SEKALI,2441
20914,INFORMATIKA,S1,BAIK SEKALI,1915
20915,TEKNOLOGI REKAYASA PERANGKAT LUNAK,D-IV,BAIK,452
20916,REKAYASA PERANGKAT LUNAK,S1,BAIK,2217
20917,SISTEM INFORMASI,S1,BAIK SEKALI,1758
20918,INFORMATIKA,S1,UNGGUL,2200
20919,ILMU KOMPUTER,S1,BAIK SEKALI,3517
20920,MANAJEMEN INFORMATIKA,D-III,BAIK SEKALI,299
20921,PJJ SISTEM INFORMASI,S1,BAIK,1708
20922,PJJ INFORMATIKA,S1,BAIK,1708
20923,SISTEM INFORMASI,S1,BAIK,111
20924,INFORMATIKA,S1,BAIK SEKALI,171
20925,TEKNIK INFORMATIKA,S1,UNGGUL,2562
20926,INFORMATIKA,S1,BAIK,111
20927,TEKNIK KOMPUTER,S1,BAIK,484
20928,INFORMATIKA,S1,BAIK,3002
20929,SISTEM INFORMASI,S1,BAIK,756
20930,TEKNIK INFORMATIKA,S1,BAIK,3002
20931,TEKNOLOGI REKAYASA KOMPUTER,D-IV,BAIK,1444
20932,MANAJEMEN INFORMATIKA,D-III,BAIK,1352
20933,INFORMATIKA,S1,BAIK,691
20934,TEKNOLOGI INFORMASI,S1,BAIK,2279
20935,SISTEM INFORMASI,S1,BAIK,2279
20936,ILMU KOMPUTER,S1,BAIK,2830
20937,TEKNIK INFORMATIKA,S1,BAIK,1319
20938,TEKNIK KOMPUTER,S1,BAIK,3956
20939,REKAYASA PERANGKAT LUNAK,S1,BAIK,1531
20940,SISTEM INFORMASI,S1,BAIK,
20941,SISTEM INFORMASI,S1,BAIK,2108
20942,SISTEM INFORMASI,S1,BAIK,2217
20943,SISTEM INFORMASI,S1,BAIK,1220
20944,MANAJEMEN INFORMATIKA,D-III,BAIK,351
20945,INFORMATIKA,S1,BAIK,1660
20946,SISTEM INFORMASI,S1,BAIK,678
20947,SISTEM INFORMASI,S1,BAIK,1365
20948,SISTEM INFORMASI,S1,BAIK,
20949,TEKNIK INFORMATIKA,S1,BAIK,3972
20950,SISTEM INFORMASI,S1,BAIK SEKALI,2106
20951,TEKNIK INFORMATIKA,S1,BAIK,
20952,TEKNOLOGI INFORMASI,D-III,BAIK,437
20953,REKAYASA PERANGKAT LUNAK,S1,BAIK,164
20954,INFORMATIKA MEDIS,S1,BAIK,1680
20955,MANAJEMEN INFORMATIKA,D-III,BAIK,227
20956,INFORMATIKA,S1,BAIK,3203
20957,INFORMATIKA,S1,BAIK,2217
20958,MANAJEMEN INFORMATIKA,D-III,BAIK,1321
20959,TEKNIK INFORMATIKA,S1,BAIK SEKALI,2209
20960,TEKNIK MULTIMEDIA DAN JARINGAN,S1,BAIK,2209
20961,TEKNIK INFORMATIKA,S1,BAIK SEKALI,
20962,TEKNIK INFORMATIKA,S1,BAIK SEKALI,3983
20963,KEAMANAN SISTEM INFORMASI,D-IV,BAIK,1393
20964,SISTEM INFORMASI,D-III,BAIK SEKALI,3618
20965,ILMU KOMPUTER,S1,BAIK,2530
20966,TEKNOLOGI INFORMASI,S1,BAIK,1159
20967,REKAYASA KOMPUTER,S1,BAIK,1182
20968,SISTEM INFORMASI,S1,BAIK,2130
20969,SISTEM INFORMASI,S1,BAIK,2530
20970,TEKNOLOGI INFORMASI,S1,BAIK,2530
20971,TEKNIK KOMPUTER,S1,BAIK SEKALI,2871
20972,SISTEM INFORMASI,S1,BAIK,248
20973,SISTEM INFORMASI,S1,BAIK,2575
20974,SISTEM KOMPUTER,S1,BAIK,3638
20975,MANAJEMEN INFORMATIKA,D-III,BAIK SEKALI,3983
20976,SISTEM INFORMASI,D-III,BAIK,738
20977,INFORMATIKA,S1,BAIK SEKALI,1518
20978,TEKNIK INFORMATIKA,D-III,BAIK,1572
20979,SISTEM INFORMASI,S1,BAIK,539
20980,SISTEM INFORMASI,S1,BAIK SEKALI,
20981,TEKNIK INFORMATIKA,S1,BAIK,366
20982,SISTEM INFORMASI,S1,BAIK,366
20983,ILMU KOMPUTER,S1,BAIK,1333
20984,TEKNIK INFORMATIKA,S1,BAIK,3439
20985,SISTEM INFORMASI,S1,BAIK SEKALI,2482
20986,MANAJEMEN INFORMATIKA,D-III,BAIK,
20987,TEKNOLOGI REKAYASA KOMPUTER,D-IV,BAIK,1986
20988,SISTEM INFORMASI,S1,BAIK SEKALI,2404
20989,ILMU KOMPUTER,S1,BAIK,1473
20990,TEKNIK INFORMATIKA,S1,BAIK SEKALI,610
20991,ILMU KOMPUTER,S1,BAIK,2050
20992,SISTEM INFORMASI,S1,BAIK,832
20993,ILMU KOMPUTER,S1,BAIK,164
20994,TEKNOLOGI INFORMASI,S1,BAIK,
20995,TEKNIK INFORMATIKA,S1,BAIK SEKALI,1274
20996,TEKNIK INFORMATIKA,D-III,UNGGUL,1013
20997,TEKNIK INFORMATIKA,S1,BAIK,2470
20998,SISTEM DAN TEKNOLOGI INFORMASI,S1,BAIK,1958
20999,INFORMATIKA MEDIS,S1,BAIK,1561
21000,SISTEM INFORMASI,S1,BAIK,1582
21001,SISTEM INFORMASI,S1,BAIK SEKALI,2347
21002,SISTEM KOMPUTER,S1,BAIK,880
21003,ILMU KOMPUTER,S1,BAIK,2619
21004,TEKNIK INFORMATIKA,S2,UNGGUL,3254
21005,MANAJEMEN INFORMATIKA,D-III,BAIK,880
21006,INFORMATIKA,S1,BAIK,346
21007,INFORMATIKA,S1,BAIK,1914
21008,INFORMATIKA,S1,BAIK,101
21009,TEKNIK INFORMATIKA,S1,BAIK SEKALI,2634
21010,TEKNIK INFORMATIKA,S1,BAIK,
21011,ILMU KOMPUTER,S1,BAIK,1669
21012,TEKNIK INFORMATIKA,D-IV,BAIK,
21013,TEKNIK INFORMATIKA,D-IV,BAIK,
21014,TEKNIK INFORMATIKA,S1,BAIK,2602
21015,SISTEM INFORMASI,S1,BAIK,1375
21016,TEKNIK INFORMATIKA,S1,BAIK,864
21017,BIOLOGI,S2,BAIK,608
21018,KIMIA,S1,BAIK SEKALI,
21019,MATEMATIKA,S1,BAIK,1148
21020,AKTUARIA,S1,UNGGUL,2672
21021,BIOLOGI,S1,UNGGUL,1627
21022,MATEMATIKA,S1,UNGGUL,1119
21023,EKONOMI SYARIAH,S1,BAIK,175
21024,EKONOMI SYARIAH,S1,BAIK,775
21025,BISNIS DIGITAL,S1,BAIK SEKALI,3717
21026,BIDAN,PROFESI,BAIK,2252
21027,KEBIDANAN,S1,BAIK,2252
21028,KEPERAWATAN,D-III,UNGGUL,
21029,EKONOMI PEMBANGUNAN,S1,BAIK SEKALI,3632
21030,MANAJEMEN,S1,BAIK SEKALI,3632
21031,AKUNTANSI,S1,BAIK SEKALI,1792
21032,BISNIS DIGITAL,S1,BAIK SEKALI,172
21033,EKONOMI SYARIAH,S1,BAIK,2223
21034,MANAJEMEN,S1,BAIK,2608
21035,AKUNTANSI,S1,BAIK SEKALI,3416
21036,MANAJEMEN EKONOMI,S1,BAIK,3180
21037,MANAJEMEN BISNIS SYARIAH,S1,BAIK SEKALI,626
21038,MANAJEMEN,S1,BAIK SEKALI,
21039,BISNIS DIGITAL,S1,BAIK SEKALI,3485
21040,KEWIRAUSAHAAN,S1,BAIK SEKALI,3458
21041,PERBANKAN SYARIAH,S1,UNGGUL,834
21042,MANAJEMEN,S2,BAIK,1958
21043,AKUNTANSI,S2,UNGGUL,1482
21044,MANAJEMEN,S1,BAIK,3657
21045,"PEMASARAN, INOVASI, DAN TEKNOLOGI",S2 TERAPAN,BAIK SEKALI,3825
21046,MANAJEMEN,S2,BAIK,3895
21047,AKUNTANSI PERPAJAKAN,D-IV,BAIK SEKALI,2824
21048,AKUNTANSI,S2,BAIK SEKALI,310
21049,AKUNTANSI BISNIS DIGITAL,D-IV,BAIK SEKALI,3302
21050,MANAJEMEN,S1,BAIK,843
21051,MANAJEMEN BISNIS SYARIAH,S1,BAIK,574
21052,EKONOMI PEMBANGUNAN,S2,BAIK SEKALI,3186
21053,KEWIRAUSAHAAN,S1,BAIK,264
21054,EKONOMI SYARIAH,S1,BAIK SEKALI,3917
21055,EKONOMI SYARIAH,S2,BAIK SEKALI,626
21056,MANAJEMEN PERUSAHAAN,D-III,BAIK SEKALI,2718
21057,MANAJEMEN,S1,BAIK SEKALI,3788
21058,MANAJEMEN BISNIS SYARI'AH,S1,UNGGUL,1582
21059,BISNIS DIGITAL,D-IV,BAIK SEKALI,1986
21060,AKUNTANSI,S1,BAIK,3655
21061,MANAJEMEN,S2,UNGGUL,2686
21062,KEUANGAN DAN PERBANKAN,D-III,UNGGUL,
21063,AKUNTANSI SYARIAH,S1,BAIK,
21064,MANAJEMEN,S1,BAIK,2244
21065,MANAJEMEN,S1,BAIK SEKALI,3299
21066,PERBANKAN SYARIAH,S1,BAIK SEKALI,
21067,MANAJEMEN BISNIS,D-III,BAIK,
21068,FARMASI,S1,BAIK SEKALI,3634
21069,DOKTER GIGI,PROFESI,UNGGUL,2088
21070,KEDOKTERAN GIGI,S1,UNGGUL,2088
21071,KEPERAWATAN,D-IV,BAIK SEKALI,
21072,KEBIDANAN,D-III,UNGGUL,3316
21073,KEBIDANAN,D-III,UNGGUL,
21074,MATEMATIKA TERAPAN,S2,UNGGUL,2672
21075,BIOLOGI,S2,UNGGUL,2212
21076,BIOLOGI,S2,UNGGUL,2261
21077,KIMIA,S2,UNGGUL,2261
21078,ILMU MATERIAL,S2,BAIK,3308
21079,BIOTEKNOLOGI,S3,UNGGUL,2088
21080,EPIDEMIOLOGI,S2,UNGGUL,2088
21081,ILMU LABORATORIUM KLINIS,S2,UNGGUL,737
21082,NERS,PROFESI,BAIK SEKALI,2577
21083,ILMU KEPERAWATAN,S1,BAIK SEKALI,2577
21084,KEPERAWATAN,S1,BAIK,586
21085,NERS,PROFESI,BAIK,586
21086,BIDAN,PROFESI,BAIK,3927
21087,KEBIDANAN,S1,BAIK,3927
21088,KESELAMATAN DAN KESEHATAN KERJA,D-IV,BAIK SEKALI,1599
21089,MANAJEMEN INFORMASI KESEHATAN,D-IV,BAIK,
21090,DIRASAT ISLAMIYAH,S1,UNGGUL,1638
21091,ILMU AL QUR'AN DAN TAFSIR,S1,UNGGUL,1118
21092,PROGRAM STUDI PROGRAM PROFESI INSINYUR,PROFESI,BAIK,2756
21093,BISNIS DIGITAL,S1,BAIK,2490
21094,BISNIS DIGITAL,S1,BAIK,2170
21095,MANAJEMEN BISNIS SYARIAH,S1,BAIK,
21096,MANAJEMEN,S3,BAIK,485
21097,BISNIS DIGITAL,D-IV,BAIK,694
21098,ILMU MANAJEMEN,S3,BAIK,3458
21099,AKUNTANSI,S2,BAIK,760
21100,ILMU KOMPUTER,S1,BAIK,875
21101,KESEHATAN MASYARAKAT,S1,BAIK SEKALI,
21102,KEPERAWATAN,S2,UNGGUL,3318
21103,TEKNOLOGI LABORATORIUM MEDIK,D-IV,UNGGUL,2371
21104,KEPERAWATAN,D-III,UNGGUL,1631
21105,FISIOTERAPI,S1,BAIK,
21106,NERS,PROFESI,BAIK SEKALI,732
21107,ILMU KEPERAWATAN,S1,BAIK SEKALI,732
21108,FARMASI,D-III,BAIK SEKALI,732
21109,KEBIDANAN,D-III,BAIK SEKALI,732
21110,KEBIDANAN,D-III,BAIK SEKALI,2116
21111,FARMASI,S1,BAIK,2116
21112,KEBIDANAN,S1,BAIK SEKALI,645
21113,BIDAN,PROFESI,BAIK SEKALI,645
21114,KEPERAWATAN,D-III,BAIK SEKALI,659
21115,RADIODIAGNOSTIK DAN RADIOTERAPI,D-III,BAIK SEKALI,408
21116,ADMINISTRASI RUMAH SAKIT,S1,UNGGUL,2015
21117,KEBIDANAN,D-IV,UNGGUL,
21118,KEPERAWATAN,D-III,UNGGUL,
21119,BIDAN,PROFESI,UNGGUL,
21120,KESEHATAN GIGI,D-III,UNGGUL,
21121,MANAJEMEN INFORMASI KESEHATAN,D-IV,BAIK,
21122,KEPERAWATAN,S1,UNGGUL,497
21123,NERS,PROFESI,UNGGUL,497
21124,KEPERAWATAN,D-III,BAIK,531
21125,PENDIDIKAN AGAMA ISLAM,S1,BAIK SEKALI,3754
21126,BAHASA DAN SASTRA ARAB,S1,UNGGUL,1780
21127,AQIDAH DAN FILSAFAT ISLAM,S1,UNGGUL,1780
21128,TASAWUF DAN PSIKOTERAPI,S1,UNGGUL,1251
21129,STUDI AGAMA-AGAMA,S1,UNGGUL,1044
21130,AHWAL AL-SYAKHSHIYYAH,S1,BAIK SEKALI,1498
21131,ILMU HADITS,S1,BAIK SEKALI,1498
21132,PERBANKAN SYARI`AH,S1,BAIK SEKALI,387
21133,HUKUM KELUARGA ISLAM,S1,BAIK SEKALI,
21134,BAHASA DAN SASTRA ARAB,S1,UNGGUL,1638
21135,PSIKOLOGI ISLAM,S1,BAIK SEKALI,971
21136,MAGISTER ILMU AGAMA ISLAM,S2,UNGGUL,2696
21137,ILMU HADIS,S1,UNGGUL,1233
21138,ILMU AL-QUR`AN DAN TAFSIR,S1,UNGGUL,1780
21139,PENDIDIKAN AGAMA ISLAM,S1,BAIK SEKALI,3843
21140,ILMU HADIS,S1,BAIK SEKALI,624
21141,HUKUM KELUARGA,S2,B,496
21142,PENDIDIKAN AGAMA ISLAM,S1,BAIK SEKALI,1137
21143,PENDIDIKAN AGAMA ISLAM,S1,BAIK SEKALI,3648
21144,HUKUM TATANEGARA,S1,UNGGUL,1626
21145,AQIDAH DAN FILSAFAT ISLAM,S1,UNGGUL,1626
21146,AHWAL SYAKHSHIYYAH,S1,BAIK SEKALI,1216
21147,SENI PENGOLAHAN PATISERI,D-III,UNGGUL,2075
21148,HUKUM TATANEGARA,S1,BAIK SEKALI,1251
21149,ILMU AL-QUR'AN DAN TAFSIR,S1,BAIK SEKALI,625
21150,MANAJEMEN PERHOTELAN,D-IV,UNGGUL,577
21151,KOMUNIKASI DAN PENYIARAN ISLAM,S1,UNGGUL,956
21152,ILMU AL-QURAN DAN TAFSIR,S1,UNGGUL,1262
21153,KENOTARIATAN,S2,UNGGUL,2095
21154,PSIKOLOGI,S1,BAIK SEKALI,3771
21155,TEOLOGI,S2,BAIK SEKALI,367
21156,ILMU POLITIK,S2,BAIK SEKALI,1248
21157,DESAIN INTERIOR,S1,UNGGUL,2280
21158,ILMU ADMINISTRASI,S2,BAIK SEKALI,997
21159,ILMU KOMUNIKASI,S1,UNGGUL,1117
21160,ILMU AGAMA/TEOLOGI KATOLIK,S2,BAIK SEKALI,2374
21161,HUKUM KELUARGA ISLAM,S1,BAIK,1921
21162,HUKUM,S2,BAIK,619
21163,HUKUM EKONOMI SYARIAH,S1,BAIK,1098
21164,ILMU KOMUNIKASI,S1,BAIK,3362
21165,ILMU HUKUM,S2,UNGGUL,2756
21166,TATA HIDANG,D-III,UNGGUL,234
21167,PERBANDINGAN MADZHAB,S1,BAIK SEKALI,319
21168,STUDI ISLAM,S3,BAIK SEKALI,623
21169,SOSIOLOGI,S2,BAIK,3797
21170,USAHA PERJALANAN WISATA,D-IV,UNGGUL,471
21171,EKONOMI SYARIAH,S2,BAIK SEKALI,1615
21172,STUDI AGAMA-AGAMA,S1,UNGGUL,834
21173,PRODUKSI FILM DAN TELEVISI,D-IV,UNGGUL,335
21174,SASTRA SUNDA,S1,UNGGUL,2088
21175,KOMUNIKASI DAN PENYIARAN ISLAM,S1,BAIK,2978
21176,HUKUM,S1,BAIK,314
21177,BIOTEKNOLOGI PERTANIAN,S2,BAIK SEKALI,1248
21178,DESAIN KOMUNIKASI VISUAL,S1,BAIK SEKALI,2339
21179,SASTRA INGGRIS,S1,UNGGUL,1248
21180,SASTRA INGGRIS,S1,BAIK,2240
21181,TEKNOLOGI REKAYASA PENGELASAN DAN FABRIKASI,D-IV,BAIK,
21182,PENDIDIKAN AGAMA ISLAM,S1,B,
21183,HUKUM KELUARGA ISLAM,S1,B,932
21184,PENDIDIKAN AGAMA ISLAM,S1,UNGGUL,1638
21185,PENDIDIKAN AGAMA ISLAM,S1,BAIK SEKALI,161
21186,PERBANDINGAN MAZHAB,S1,UNGGUL,1626
21187,HUKUM KELUARGA,S1,UNGGUL,1626
21188,PENDIDIKAN AGAMA ISLAM,S1,BAIK SEKALI,3478
21189,ILMU TASAWUF,S1,BAIK SEKALI,3447
21190,KOMUNIKASI DAN PENYIARAN ISLAM,S1,BAIK SEKALI,434
21191,ILMU FALAQ,S1,UNGGUL,1737
21192,KOMUNIKASI DAN PENYIARAN ISLAM,S1,B,569
21193,MANAJEMEN DAKWAH,S1,B,1251
21194,MANAJEMEN HAJI DAN UMRAH,S1,BAIK SEKALI,623
21195,HUKUM KELUARGA,S2,BAIK SEKALI,2251
21196,PENGEMBANGAN MASYARAKAT ISLAM,S1,UNGGUL,2251
21197,ILMU ADMINISTRASI NIAGA,S1,B,177
21198,ILMU AL-QUR'AN DAN TAFSIR,S1,BAIK SEKALI,
21199,BIMBINGAN PENYULUHAN ISLAM,S1,UNGGUL,1251
21200,ADMINISTRASI PUBLIK,S1,B,2321
21201,HUKUM EKONOMI SYARIAH,S1,BAIK SEKALI,
21202,PENDIDIKAN GURU MADRASAH IBTIDAIYAH,S1,UNGGUL,1638
21203,HUKUM PIDANA ISLAM,S1,BAIK SEKALI,624
21204,HUKUM TATANEGARA,S1,BAIK SEKALI,327
21205,TADRIS BAHASA INGGRIS,S1,BAIK SEKALI,624
21206,PENDIDIKAN AGAMA ISLAM,S1,UNGGUL,2475
21207,ILMU AL-QUR`AN DAN TAFSIR,S1,BAIK SEKALI,
21208,HUKUM KELUARGA,S1,BAIK SEKALI,3114
21209,ILMU FALAK,S2,UNGGUL,1010
21210,AQIDAH DAN FILSAFAT ISLAM,S1,UNGGUL,1010
