institution_code,institution_name,akreditasi_institusi,address,regency,province,contact,average_semester_fee,starting_semester_fee,ending_semester_fee,average_yearly_fee,starting_yearly_fee,ending_yearly_fee,body_type,link,student_amount,lecturer_amount,description
banpt-3317,UNIVERSITAS HAYAM WURUK PERBANAS,A,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3318,UNIVERSITAS NAROTAMA,B,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3321,UNIVERSITAS WIDYA DHARMA KLATEN,B,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3322,SEKOLAH TINGGI ILMU EKONOMI WIDYA WIWAHA,B,-,-,DAERAH ISTIMEWA YOGYAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3323,SEKOLAH TINGGI FILSAFAT THEOLOGI JAKARTA,B,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3325,INSTITUT BISNIS DAN INFORMATIKA KESATUAN,B,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3326,INSTITUT TEKNOLOGI NASIONAL YOGYAKARTA,B,-,-,DAERAH ISTIMEWA YOGYAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3328,SEKOLAH TINGGI ILMU KESEHATAN BINA PUTRA BANJAR,B,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3332,UNIVERSITAS TELKOM,UNGGUL,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3333,SEKOLAH TINGGI ILMU HUKUM 'UMEL MANDIRI',B,-,-,PAPUA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3334,INSTITUT TEKNOLOGI PADANG,B,-,-,SUMATERA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3336,UNIVERSITAS MA CHUNG,B,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3337,SEKOLAH TINGGI ILMU KESEHATAN PERTAMEDIKA,B,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3338,UNIVERSITAS MUHAMMADIYAH PONTIANAK,B,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3341,UNIVERSITAS MUHAMMADIYAH SURAKARTA,UNGGUL,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3342,SEKOLAH TINGGI  ILMU EKONOMI JIU,TIDAK TERAKREDITASI,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3344,SEKOLAH TINGGI ILMU EKONOMI PEMUDA,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3345,UNIVERSITAS GRESIK,BAIK SEKALI,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3346,STIKES BHAKTI PERTIWI INDONESIA,BAIK,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3347,SEKOLAH TINGGI ILMU HUKUM AWANG LONG,BAIK SEKALI,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3348,SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN AMAL BAKTI,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3349,SEKOLAH TINGGI ILMU KESEHATAN PAPUA,BAIK,-,-,PAPUA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3350,SEKOLAH TINGGI ILMU KESEHATAN DHARMA HUSADA,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3352,SEKOLAH TINGGI ILMU FARMASI DAN  PENGETAHUAN ALAM PELITA MAS PALU,BAIK,-,-,GORONTALO,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3353,AKADEMI SEKRETARI DAN MANAJEMEN DON BOSCO,BAIK,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3354,STMIK YMI TEGAL,BAIK,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3355,SEKOLAH TINGGI ILMU KESEHATAN HARAPAN BANGSA,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3356,SEKOLAH TINGGI ILMU HUKUM GRAHA KIRANA,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3357,AKADEMI BAHASA ASING BALIKPAPAN,BAIK,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3358,UNIVERSITAS KATOLIK WIDYA MANDIRA KUPANG,B,-,-,NUSA TENGGARA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3360,SEKOLAH TINGGI ILMU KESEHATAN INDONESIA,BAIK,-,-,SUMATERA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3374,SEKOLAH TINGGI BAHASA ASING PONTIANAK,BAIK,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3382,STKIP DARUSSALAM CILACAP,BAIK,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3384,STKIP HAMZAR,BAIK,-,-,BALI DAN NUSA TENGGARA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3385,SEKOLAH TINGGI ILMU KOMUNIKASI ALMAMATER WARTAWAN SURABAYA,BAIK SEKALI,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3386,UNIVERSITAS KLABAT,B,-,-,GORONTALO,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3396,STMIK MARDIRA INDONESIA,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3397,SEKOLAH TINGGI ILMU EKONOMI KARYA,BAIK,-,-,NUSA TENGGARA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3398,SEKOLAH TINGGI TEKNOLOGI BANDUNG,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3406,UNIVERSITAS KRISTEN INDONESIA TOMOHON,BAIK,-,-,GORONTALO,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3407,AKADEMI KEBIDANAN MANDIRI GRESIK,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3408,SEKOLAH TINGGI ILMU ADMINISTRASI ISKANDAR THANI,BAIK,-,-,ACEH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3412,INSTITUT TEKNOLOGI MINAESA,BAIK,-,-,GORONTALO,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3413,INSTITUT TEKNOLOGI DAN BISNIS KALBIS,BAIK SEKALI,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3416,UNIVERSITAS WIDYA GAMA,B,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3417,POLITEKNIK ASTRA,B,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3418,UNIVERSITAS MUHAMMADIYAH MATARAM,B,-,-,BALI DAN NUSA TENGGARA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3424,SEKOLAH TINGGI ILMU EKONOMI PASAMAN,BAIK,-,-,SUMATERA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3425,SEKOLAH TINGGI ILMU KESEHATAN SALSABILA SERANG,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3426,SEKOLAH TINGGI FILSAFAT THEOLOGIA SURYA NUSANTARA,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3428,STIKES TRI MANDIRI SAKTI BENGKULU,BAIK,-,-,SUMATERA SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3429,SEKOLAH TINGGI ILMU EKONOMI GRAHA KIRANA,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3430,STIKES RUMAH SAKIT ANWAR MEDIKA,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3431,SEKOLAH TINGGI ILMU KESEHATAN RS BAPTIS KEDIRI,B,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3435,AKADEMI SEKRETARI MANAJEMEN TARUNA BAKTI,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3438,INSTITUT TEKNOLOGI DAN BISNIS ASIA MALANG,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3440,UNIVERSITAS KRISTEN PAPUA,BAIK,-,-,PAPUA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3441,UNIVERSITAS SIMALUNGUN,B,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3444,STKIP MUHAMMADIYAH ACEH BARAT DAYA,BAIK,-,-,ACEH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3446,STMIK PRINGSEWU,BAIK,-,-,SUMATERA SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3447,SEKOLAH TINGGI PEMBANGUNAN MASYARAKAT DESA APMD,B,-,-,DAERAH ISTIMEWA YOGYAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3451,AKADEMI PETERNAKAN KARANGANYAR,BAIK,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3456,UNIVERSITAS BINA BANGSA,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3465,SEKOLAH TINGGI DESAIN INDONESIA BANDUNG,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3478,UNIVERSITAS FLORES,B,-,-,NUSA TENGGARA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3484,SEKOLAH TINGGI ILMU EKONOMI LMII,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3485,STIKES MEDIKA NURUL ISLAM,BAIK,-,-,ACEH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3487,SEKOLAH TINGGI ILMU KESEHATAN RSPAD GATOT SOEBROTO,BAIK,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3488,POLITEKNIK UNGGULAN KALIMANTAN,BAIK,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3490,SEKOLAH TINGGI ILMU KESEHATAN INTAN MARTAPURA,BAIK,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3501,AKADEMI PEREKAM MEDIS & INFORMATIKA KESEHATAN BANDUNG,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3502,UNIVERSITAS NUSANTARA PGRI KEDIRI,BAIK SEKALI,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3506,UNIVERSITAS PENDIDIKAN MUHAMMADIYAH SORONG,B,-,-,PAPUA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3512,SEKOLAH TINGGI ILMU PERTANIAN BERAU,BAIK,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3513,STIKES PUTRA ABADI LANGKAT,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3514,SEKOLAH TINGGI ILMU KEHUTANAN PANTE KULU,BAIK,-,-,ACEH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3518,AKADEMI KEBIDANAN ASSYIFA TANGERANG,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3523,STKIP BUDIDAYA,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3524,UNIVERSITAS BALE BANDUNG,BAIK SEKALI,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3525,AMIK PGRI KEBUMEN,BAIK,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3526,STIKES BUMI PERSADA LHOKSEUMAWE,BAIK,-,-,ACEH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3530,INSTITUT SAINS DAN TEKNOLOGI AL-KAMAL,BAIK,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3534,SEKOLAH TINGGI ILMU KESEHATAN NUSANTARA,B,-,-,NUSA TENGGARA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3535,UNIVERSITAS PRISMA,TIDAK TERAKREDITASI,-,-,GORONTALO,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3536,INSTITUT TRANSPORTASI  DAN LOGISTIK TRISAKTI,BAIK SEKALI,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3538,UNIVERSITAS MUHAMMADIYAH METRO,BAIK SEKALI,-,-,SUMATERA SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3539,SEKOLAH TINGGI ILMU KESEHATAN BINALITA SUDAMA,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3540,STKIP AL-WASHLIYAH,BAIK,-,-,ACEH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3541,POLITEKNIK PERTANIAN DAN PETERNAKAN MAPENA,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3542,UNIVERSITAS SERAMBI MEKKAH,BAIK,-,-,ACEH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3543,INSTITUT TEKNOLOGI DAN BISNIS BANK RAKYAT INDONESIA,BAIK,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3549,SEKOLAH TINGGI ILMU KESEHATAN BANTEN,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3551,UNIVERSITAS SAINS DAN TEKNOLOGI KOMPUTER,BAIK,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3552,POLITEKNIK PAJAJARAN INSAN CINTA BANGSA BANDUNG,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3559,SEKOLAH TINGGI ILMU KESEHATAN YPIB,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3560,INSTITUT TEKNOLOGI DAN BISNIS AHMAD DAHLAN,B,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3561,UNIVERSITAS KRISTEN INDONESIA PAULUS,B,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3562,IKIP BUDI UTOMO,B,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3563,UNIVERSITAS KRISTEN INDONESIA MALUKU,B,-,-,MALUKU DAN MALUKU UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3566,UNIVERSITAS BHINNEKA PGRI,B,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3568,AKADEMI ANALIS FARMASI DAN MAKANAN PUTRA INDONESIA MALANG,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3571,SEKOLAH TINGGI FILSAFAT KATOLIK LEDALERO,B,-,-,NUSA TENGGARA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3574,AKADEMI KEBIDANAN PALU SULAWESI TENGAH,BAIK,-,-,GORONTALO,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3575,STKIP PGRI SAMPANG,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3578,SEKOLAH TINGGI ILMU KESEHATAN BARAMULI,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3579,AKADEMI MARITIM NUSANTARA BANJARMASIN,BAIK,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3580,AKADEMI TELEVISI INDONESIA,BAIK,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3581,STKIP BANTEN,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3591,STIKES MUHAMMADIYAH LHOKSEUMAWE,BAIK,-,-,ACEH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3597,STITEK BINA TARUNA,C,-,-,GORONTALO,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3598,STMIK MIKROSKIL,B,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3600,UNIVERSITAS PROKLAMASI 45,B,-,-,DAERAH ISTIMEWA YOGYAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3601,AKADEMI KEBIDANAN HARAPAN KELUARGA,B,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3602,STIE BUMI PERSADA LHOKSEUMAWE,TIDAK TERAKREDITASI,-,-,ACEH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3604,INSTITUT TEKNOLOGI DAN BISNIS STIKOM AMBON,BAIK,-,-,MALUKU DAN MALUKU UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3607,UNIVERSITAS HALMAHERA,BAIK SEKALI,-,-,MALUKU DAN MALUKU UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3608,SEKOLAH TINGGI FARMASI MUHAMMADIYAH TANGERANG,BAIK SEKALI,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3609,UNIVERSITAS SARI MULIA,BAIK,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3610,SEKOLAH TINGGI ILMU PERTANIAN PETRA BALIEM WAMENA,BAIK,-,-,PAPUA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3611,AKADEMI KEPERAWATAN IBNU SINA KOTA SABANG,BAIK,-,-,ACEH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3612,SEKOLAH TINGGI ILMU EKONOMI YASMI,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3627,AKADEMI KEBIDANAN SEHATI,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3628,STKIP KIE RAHA,BAIK,-,-,MALUKU DAN MALUKU UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3629,SEKOLAH TINGGI ILMU KOMUNIKASI INTER STUDI,BAIK,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3630,SEKOLAH TINGGI PERTANIAN KUTAI TIMUR,BAIK,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3631,UNIVERSITAS KUTAI KARTANEGARA TENGGARONG,BAIK SEKALI,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3640,AMIK MEDAN BUSINESS POLYTECHNIC,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3641,AKADEMI FARMASI DWI FARMA,BAIK,-,-,SUMATERA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3642,POLITEKNIK TANJUNGBALAI,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3643,UNIVERSITAS DHARMAS INDONESIA,BAIK,-,-,SUMATERA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3645,SEKOLAH TINGGI ILMU EKONOMI TRIDHARMA,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3646,UNIVERSITAS GUNUNG LEUSER ACEH,BAIK,-,-,ACEH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3653,UNIVERSITAS KADIRI,BAIK SEKALI,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3654,AKADEMI KEBIDANAN HARAPAN IBU LANGSA,BAIK,-,-,ACEH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3655,UNIVERSITAS SAINS CUT NYAK DHIEN,BAIK,-,-,ACEH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3656,UNIVERSITAS AL WASHLIYAH,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3657,POLITEKNIK ACEH SELATAN,BAIK,-,-,ACEH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3658,SEKOLAH TINGGI FILSAFAT JAFFRAY MAKASSAR,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3659,STMIK INDONESIA BANDA ACEH,BAIK,-,-,ACEH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3666,SEKOLAH TINGGI ILMU EKONOMI H. AGUS SALIM,C,-,-,SUMATERA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3667,STMIK KREATINDO MANOKWARI,BAIK,-,-,PAPUA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3668,SEKOLAH TINGGI MANAJEMEN DAN ILMU KOMPUTER UMEL MANDIRI,BAIK,-,-,PAPUA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3670,STIA BALA PUTRA DEWA,BAIK,-,-,SUMATERA SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3671,SEKOLAH TINGGI ILMU KESEHATAN MATARAM,BAIK SEKALI,-,-,BALI DAN NUSA TENGGARA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3672,INSTITUT KOMUNIKASI DAN BISNIS LSPR,BAIK SEKALI,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3673,POLITEKNIK SINAR MAS BERAU COAL,BAIK,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3674,AKADEMI KEBIDANAN BETANG ASI RAYA,BAIK,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3675,AKADEMI AKUNTANSI EFFENDI HARAHAP,BAIK,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3676,SEKOLAH TINGGI ILMU EKONOMI WIJAYA MULYA,BAIK,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3678,SEKOLAH TINGGI ILMU EKONOMI GANESHA,BAIK,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3679,STMIK YADIKA BANGIL,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3684,IKIP PGRI KALTIM,B,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3685,UNIVERSITAS MUHAMMADIYAH TASIKMALAYA,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3686,AKADEMI SEKRETARI MANAJEMEN INDONESIA PONTIANAK,BAIK,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3688,AKADEMI KEPERAWATAN YASPEN JAKARTA,BAIK,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3692,SEKOLAH TINGGI ILMU EKONOMI BOEDI OETOMO,BAIK,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3694,SEKOLAH TINGGI ILMU EKONOMI PALANGKA RAYA,BAIK,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3695,AKADEMI KEBIDANAN WIJAYA HUSADA,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3696,SEKOLAH TINGGI TEKNOLOGI INDUSTRI BONTANG,BAIK,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3697,AKADEMI KEPERAWATAN KESDAM ISKANDAR MUDA LHOKSEUMAWE,BAIK,-,-,ACEH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3698,STMIK BORNEO INTERNASIONAL,BAIK,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3699,UNIVERSITAS AL-GHIFARI,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3700,SEKOLAH TINGGI ILMU EKONOMI GEMA WIDYA BANGSA,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3705,SEKOLAH TINGGI TEKNOLOGI GARUT,BAIK SEKALI,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
