institution_code,institution_name,akreditasi_institusi,address,regency,province,contact,average_semester_fee,starting_semester_fee,ending_semester_fee,average_yearly_fee,starting_yearly_fee,ending_yearly_fee,body_type,link,student_amount,lecturer_amount,description
banpt-1892,INSTITUT TEKNOLOGI DAN BISNIS SEMARANG,B,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1893,SEKOLAH TINGGI HUKUM PASUNDAN,B,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1894,AKADEMI KEPERAWATAN PEMKAB TAPANULI UTARA,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1895,POLITEKNIK LP3I JAKARTA,BAIK,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1897,UNIVERSITAS ADZKIA,B,-,-,SUMATERA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1900,AKADEMI PARIWISATA INDRAPHRASTA,BAIK,-,-,DAERAH ISTIMEWA YOGYAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1901,STIE WIDYASWARA INDONESIA,BAIK,-,-,SUMATERA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1902,STMIK MUHAMMADIYAH PAGUYANGAN BREBES,BAIK,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1903,UNIVERSITAS MUHAMMADIYAH JAKARTA,UNGGUL,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1904,SEKOLAH TINGGI TEKNIK WIWOROTOMO,BAIK,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1907,AKADEMI TEKNIK RADIODIAGNOSTIK DAN RADIOTERAPI NUSANTARA,BAIK,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1908,POLITEKNIK WILMAR BISNIS INDONESIA,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1909,SEKOLAH TINGGI TEKNOLOGI RONGGOLAWE,BAIK,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1910,AMIK MAPAN TANGERANG,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1911,AKADEMI MANAJEMEN ADMINISTRASI DHARMALA,BAIK,-,-,DAERAH ISTIMEWA YOGYAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1912,SEKOLAH TINGGI TEKNIK LINGKUNGAN MATARAM,BAIK,-,-,BALI DAN NUSA TENGGARA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1913,AKADEMI KOMUNIKASI RADYA BINATAMA,BAIK,-,-,DAERAH ISTIMEWA YOGYAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1914,SEKOLAH TINGGI HUKUM GALUNGGUNG,B,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1915,UNIVERSITAS AKI,BAIK SEKALI,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1917,UNIVERSITAS MUHAMMADIYAH SUMATERA UTARA,UNGGUL,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1918,INSTITUT BISNIS NUSANTARA,BAIK,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1919,SEKOLAH TINGGI ILMU KESEHATAN SINT CAROLUS,B,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1920,SEKOLAH TINGGI PARIWISATA ARS INTERNASIONAL,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1921,STMIK MASA DEPAN,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1922,AKADEMI PARIWISATA BINA SARANA INFORMATIKA BANDUNG,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1924,AKADEMI KESEHATAN GIGI DITKESAD JAKARTA,BAIK,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1925,AKADEMI KEPERAWATAN YAPPI SRAGEN,BAIK,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1926,UNIVERSITAS LOGISTIK DAN BISNIS INTERNASIONAL,B,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1927,UNIVERSITAS ADHIRAJASA RESWARA SANJAYA,B,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1929,STKIP PGRI SIDOARJO,B,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1930,UNIVERSITAS MUHAMMADIYAH ACEH,BAIK SEKALI,-,-,ACEH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1931,UNIVERSITAS MADAKO TOLITOLI,BAIK,-,-,GORONTALO,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1934,STKIP AL HIKMAH SURABAYA,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1935,SEKOLAH TINGGI ILMU KESEHATAN HANG TUAH SURABAYA,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1936,SEKOLAH TINGGI ILMU EKONOMI TOTALWIN,BAIK,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1937,AKADEMI PELAYARAN NASIONAL SURAKARTA,BAIK,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1938,STMIK LIKMI,BAIK SEKALI,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1939,POLITEKNIK LAMANDAU,BAIK,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1943,STIKES BATARAGURU SOROAKA,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1945,UNIVERSITAS PRABUMULIH,BAIK,-,-,SUMATERA SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1946,UNIVERSITAS SATYA TERRA BHINNEKA,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1948,INSTITUT TEKNOLOGI DAN BISNIS KARYA PEMBANGUNAN PAPUA,BAIK,-,-,PAPUA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1949,UNIVERSITAS TEKNOLOGI MATARAM,BAIK SEKALI,-,-,BALI DAN NUSA TENGGARA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1951,STKIP HERMON TIMIKA,BAIK,-,-,PAPUA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1953,POLITEKNIK MUHAMMADIYAH TEGAL,BAIK,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1954,SEKOLAH TINGGI ILMU KESEHATAN TANA TORAJA,BAIK SEKALI,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1955,STIKES MUHAMMADIYAH CIAMIS,BAIK SEKALI,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1956,STIKES AL-ISLAM YOGYAKARTA,BAIK,-,-,DAERAH ISTIMEWA YOGYAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1957,UNIVERSITAS QUALITY,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1959,UNIVERSITAS WALLACEA,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1960,STISIP MARGARANA,BAIK,-,-,BALI DAN NUSA TENGGARA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1961,SEKOLAH TINGGI ILMU MARITIM INDONESIA TERNATE,BAIK,-,-,MALUKU DAN MALUKU UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1963,POLITEKNIK TRISILA DHARMA,BAIK,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1964,SEKOLAH TINGGI MANAJEMEN INFORMATIKA DAN KOMPUTER AMIKA SOPPENG,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1968,STIKS TAMALANREA MAKASSAR,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1969,STMIK TRIGUNA DHARMA,BAIK SEKALI,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1970,UNIVERSITAS MUHAMMADIYAH SUKABUMI,BAIK SEKALI,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1971,POLITEKNIK KELAPA SAWIT CITRA WIDYA EDUKASI,B,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1973,SEKOLAH TINGGI ILMU EKONOMI PANDU MADANIA,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1974,STIPER SAWAHLUNTO SIJUNJUNG,TIDAK TERAKREDITASI,-,-,SUMATERA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1975,AKBID GEMILANG HUSADA KOTABUMI,TIDAK TERAKREDITASI,-,-,SUMATERA SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1977,AKADEMI KEBIDANAN MARDI RAHAYU,TIDAK TERAKREDITASI,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1978,STMIK IM,TIDAK TERAKREDITASI,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1979,AKADEMI KEBIDANAN CITAMA RAYA DEPOK,TIDAK TERAKREDITASI,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1981,POLITEKNIK PUTRA BANGSA PONTIANAK,TIDAK TERAKREDITASI,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1982,SEKOLAH TINGGI ILMU HUKUM PADANG,TIDAK TERAKREDITASI,-,-,SUMATERA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1984,UNIVERSITAS KRISTEN SURAKARTA,TIDAK TERAKREDITASI,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1985,SEKOLAH TINGGI ILMU KESEHATAN PANTI WILASA,TIDAK TERAKREDITASI,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1986,UNIVERSITAS PERWIRA PURBALINGGA,BAIK,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1987,UNIVERSITAS NIAS RAYA,BAIK SEKALI,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1988,UNIVERSITAS MUHAMMADIYAH MAKASSAR,UNGGUL,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1989,UNIVERSITAS MUHAMMADIYAH KENDARI,BAIK SEKALI,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1990,UNIVERSITAS KUNINGAN,BAIK SEKALI,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1991,INSTITUT KESEHATAN RAJAWALI,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1992,STKIP ARRAHMANIYAH,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1993,INSTITUT TEKNOLOGI DAN BISNIS YADIKA PASURUAN,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1994,UNIVERSITAS PGRI PALANGKA RAYA,BAIK,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1995,SEKOLAH TINGGI ILMU KESEHATAN ELISABETH SEMARANG,B,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1997,AKTEK RADIODIAGNOSTIK DAN RADIOTERAPI BALI,BAIK,-,-,BALI DAN NUSA TENGGARA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1998,STMIK JAYA NUSA,BAIK,-,-,SUMATERA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1999,UNIVERSITAS AISYIYAH YOGYAKARTA,UNGGUL,-,-,DAERAH ISTIMEWA YOGYAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2000,UNIVERSITAS SAFIN PATI,BAIK,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2001,UNIVERSITAS IVET,B,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2002,UNIVERSITAS SJAKHYAKIRTI,B,-,-,SUMATERA SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2003,UNIVERSITAS PERINTIS INDONESIA,B,-,-,SUMATERA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2004,STKIP BINA INSAN MANDIRI,B,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2005,SEKOLAH TINGGI SENI RUPA DAN DESAIN VISI INDONESIA,B,-,-,DAERAH ISTIMEWA YOGYAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2007,STIKES SUAKA INSAN,BAIK,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2008,INSTITUT TEKNOLOGI SAWIT INDONESIA,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2009,STIKES BHAKTI MULIA,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2010,SEKOLAH TINGGI MANAJEMEN INFORMATIKA DAN KOMPUTER INDO DAYA SUVANA,BAIK,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2012,AKADEMI TEKNIK SOROAKO,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2014,INSTITUT KESEHATAN PRIMA NUSANTARA BUKITTINGGI,BAIK,-,-,SUMATERA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2015,STIKES BINA SEHAT PPNI MOJOKERTO,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2016,SEKOLAH TINGGI ILMU KESEHATAN SEHAT MEDAN,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2017,POLITEKNIK LP3I MEDAN,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2018,AKADEMI KEPERAWATAN DIAN HUSADA,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2019,STIKES DIAN HUSADA,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2020,SEKOLAH TINGGI ILMU EKONOMI YADIKA BANGIL,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2021,AKADEMI KEBIDANAN PALAPA HUSADA,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2022,AKADEMI PARIWISATA MAJAPAHIT,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2023,SEKOLAH TINGGI ILMU EKONOMI PONTIANAK,BAIK,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2024,AKADEMI KEBIDANAN JEMBER,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2025,AKADEMI KEBIDANAN DHARMA HUSADA KEDIRI,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2026,SEKOLAH TINGGI ILMU KESEHATAN SAMARINDA,BAIK,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2027,INSTITUT TEKNOLOGI BUDI UTOMO,BAIK,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2028,AKADEMI FARMASI JEMBER,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2030,STIKES MUHAMMADIYAH CIREBON,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2031,SEKOLAH TINGGI ILMU EKONOMI MANDALA,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2032,SEKOLAH TINGGI ILMU EKONOMI INSAN PEMBANGUNAN,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2033,STIKES AS SYIFA,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2034,UNIVERSITAS MOCHAMMAD SROEDJI,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2035,AKADEMI KEBIDANAN AS-SYIFA KISARAN,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2037,SEKOLAH TINGGI PARIWISATA AMPTA YOGYAKARTA,BAIK,-,-,DAERAH ISTIMEWA YOGYAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2038,SEKOLAH TINGGI ILMU KESEHATAN IKIFA,BAIK,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2039,AKADEMI KEBIDANAN AISYIYAH SERANG,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2040,UNIVERSITAS YPPI REMBANG,BAIK,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2041,POLITEKNIK API YOGYAKARTA,BAIK,-,-,DAERAH ISTIMEWA YOGYAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2042,SEKOLAH TINGGI DESAIN LASALLE,BAIK,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2043,POLITEKNIK BHAKTI ASIH PURWAKARTA,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2044,UNIVERSITAS KARYA HUSADA SEMARANG,BAIK,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2046,SEKOLAH TINGGI ILMU KESEHATAN MUTIARA MAHAKAM SAMARINDA,BAIK,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2047,STKIP SURYA,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2048,SEKOLAH TINGGI ILMU FARMASI NUSAPUTERA,BAIK,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2049,SEKOLAH TINGGI HUKUM GARUT,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2050,SEKOLAH TINGGI ILMU EKONOMI YASA ANGGANA,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2051,AKADEMI KEPERAWATAN NABILA,BAIK,-,-,SUMATERA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2052,POLITEKNIK MANUFAKTUR CEPER,BAIK,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2053,STMIK WIDYA PRATAMA,BAIK,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2055,UNIVERSITAS 45 MATARAM,BAIK,-,-,BALI DAN NUSA TENGGARA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2056,UNIVERSITAS PANCASAKTI,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2059,UNIVERSITAS MAJALENGKA,B,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2060,STMIK JABAR,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2064,AKADEMI KEBIDANAN BUNGA HUSADA,BAIK,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2067,UNIVERSITAS SUNAN GIRI SURABAYA,B,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2068,INSTITUT BISNIS MUHAMMADIYAH BEKASI,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2069,UNIVERSITAS PELITA HARAPAN,UNGGUL,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2070,UNIVERSITAS TAMA JAGAKARSA,BAIK,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2071,SEKOLAH TINGGI ILMU KOMUNIKASI PROFESI INDONESIA,BAIK,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2072,UNIVERSITAS PASUNDAN,UNGGUL,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2074,UNIVERSITAS NANI BILI NUSANTARA,BAIK,-,-,PAPUA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2075,UNIVERSITAS 17 AGUSTUS 1945 SURABAYA,UNGGUL,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2076,SEKOLAH TINGGI ILMU EKONOMI SWASTA MANDIRI,BAIK,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2077,SEKOLAH TINGGI ILMU EKONOMI ISTI EKATANA UPAWEDA,BAIK,-,-,DAERAH ISTIMEWA YOGYAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2078,STMIK ANTAR BANGSA,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2079,INSTITUT TEKNOLOGI SOSIAL DAN KESEHATAN MUHAMMADIYAH SELONG,BAIK,-,-,BALI DAN NUSA TENGGARA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2080,AKADEMI TEKNIK KUPANG,BAIK,-,-,NUSA TENGGARA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2081,UNIVERSITAS MUHAMMADIYAH PAPUA,BAIK,-,-,PAPUA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2082,AKADEMI KEPERAWATAN ST ELISABETH LELA,BAIK SEKALI,-,-,NUSA TENGGARA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2083,INSTITUT TEKNOLOGI DAN KESEHATAN MAHARDIKA,BAIK SEKALI,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2084,INSTITUT TEKNOLOGI TANGERANG SELATAN,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2085,AKADEMI KEPERAWATAN MANDIRI,BAIK,-,-,BALI DAN NUSA TENGGARA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2086,STIKES KUSUMA BANGSA,BAIK,-,-,BALI DAN NUSA TENGGARA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2089,SEKOLAH TINGGI ILMU KESEHATAN YATSI,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2090,SEKOLAH TINGGI BAHASA ASING JIA,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2091,POLITEKNIK KESEHATAN AISYIYAH BANTEN,B,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2092,SEKOLAH TINGGI ILMU KESEHATAN PAYUNG NEGERI,B,-,-,SUMATERA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2095,POLITEKNIK PIKSI GANESHA,B,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2096,SEKOLAH TINGGI ILMU EKONOMI BII BEKASI,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2101,SEKOLAH TINGGI MANAJEMEN INFORMATIKA DAN KOMPUTER ROYAL,B,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2102,STKIP PGRI LUMAJANG,B,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2103,SEKOLAH TINGGI PERIKANAN DAN KELAUTAN MATAULI,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-2107,INSTITUT TEKNOLOGI ALBERTH FOENAY,BAIK,-,-,NUSA TENGGARA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
